name,Baden-Württemberg,Bavaria,Brandenburg,Catalonia,Central Denmark Region,Chechnya,East of England,Greater London,Lazio,Nidwalden,North Brabant,Occitanie,Oslo,Pomeranian Voivodeship,Provence-Alpes-Côte d'Azur,Region of Southern Denmark,Rostov Oblast,Tatarstan,Vilnius County
NODE6,0.005080016788357752,0.012248760209919751,0.004880270202390772,0.3790155243223826,0.005916536917160838,0.004957047753851155,0.004932677269066761,0.009833598032534151,0.0057600506867722485,0.0054529392346943486,0.04014385120454856,0.3790155243223806,0.046246041665616466,0.005043333933584511,0.005245167676404265,0.013591243134720161,0.005067260751612321,0.062076572643893366,0.005493583250109529
SAMEA3937653,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA5054093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE7,0.004710264631206091,0.01225611007579218,0.004517517687516317,0.041719340355298416,0.005551523604739368,0.004585619748742465,0.004567837058079513,0.010084573500999823,0.005434257011155002,0.00505264617447693,0.3433105247866216,0.04171934035529795,0.04710732386682477,0.004676889421936663,0.0048536909107217896,0.015295512041290768,0.00469683699270642,0.4347543250547913,0.005105866721802709
SAMEA3937654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NODE8,0.0002966768793773445,0.0004718347453065021,0.0002889684592691747,0.001120019085677761,0.0003213080446850797,0.00029476606359254466,0.00029136859364736734,0.00045080097865507203,0.00031336832175062653,0.00032137421657381127,0.9798189119683056,0.001120019085677747,0.0012462803357452278,0.0002957419420325053,0.00031159100067531327,0.0005847970584198375,0.0002972095727042863,0.011840066965490288,0.00031489668241377
SAMEA5054089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA5054090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE9,0.0033723156891776475,0.587221047513249,0.002833287457912664,0.005082620007212239,0.024166766420658185,0.002576836582730007,0.002959721920073671,0.027538807177144433,0.0607595773985769,0.0033604253938346452,0.005200703845095983,0.005082620007212197,0.02556055304706206,0.0030114388495698593,0.002751819510852895,0.211309854284715,0.0029607443564950856,0.0197708677922399,0.004479992746187768
NODE10,0.002135563613210841,0.6436450752498928,0.0016124430096411267,0.0021318417081875665,0.010367741074125275,0.0014849613170210435,0.001703435834810024,0.008575349165804626,0.01702717388294069,0.0019662408434959634,0.0021775760877197643,0.002131841708187554,0.007315237603287122,0.0016688020781748594,0.001578298950129705,0.28319339743132593,0.0016026598554683817,0.006763247548487433,0.0029191130380891634
SAMEA5818811,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE11,0.00042812067809165654,0.022075712575999714,0.0002472157031618699,0.00026796459621675407,0.0008127509776474743,0.00023651205358544064,0.0002630095746063949,0.0006651287677677432,0.0007050821302849678,0.00029678844011962844,0.0002712831601124132,0.0002679645962167548,0.00045012137442861577,0.0002590050225910367,0.0002503097841071907,0.9709332708052928,0.00024081635498329553,0.0006650440533533229,0.0006638993514328552
D71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
R36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NODE12,0.0031287071198689382,0.6245159337582499,0.0029587936774127252,0.003292543357081413,0.05365485827881828,0.0024951221417082252,0.003076278736663045,0.010215914509846673,0.18775282567572726,0.0034563622666072126,0.003358060466554036,0.003292543357081404,0.009300526233311682,0.002731457471373162,0.0026477592148215425,0.06959185996650401,0.002644841855946039,0.008002739418426224,0.0038828724939983022
SAMEA7293136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE13,0.0012853351417518983,0.8027868913661494,0.0015095073768154577,0.0011946777308441832,0.1332305794860594,0.0010462185442767433,0.001575677814511195,0.0024099339615459383,0.029110185042905815,0.001746606852797341,0.001211497664675438,0.0011946777308441776,0.002132016434756672,0.0011327183404998208,0.0011075872881465961,0.012713518087651332,0.001072327046116366,0.002011288967481705,0.0015287551221704857
SAMEA5818809,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE14,0.00036126308126521533,0.4255458630511658,0.0005222521128176514,0.00031635118028377465,0.564884499774965,0.00029475172556745247,0.0005678639854579035,0.00047107692723923853,0.002164234485647943,0.0005927313472763943,0.00031923677327100623,0.00031635118028377227,0.00040747227062745543,0.0003202579650110098,0.0003116774003126686,0.001478223928350708,0.00029683374882468556,0.00041127962939647007,0.0004177794322357463
P387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE15,0.00030417777355769195,0.44015631190359916,0.00045631933410361647,0.000264000114464682,0.5532283222131981,0.0002489391160777874,0.0005799375332139451,0.0003636931736318284,0.0007508818652795233,0.0005193227062147091,0.0002660287698541406,0.000264000114464679,0.00031351958245478157,0.00027059769863332445,0.0002631523757909396,0.0008315495766921131,0.00024963523044098477,0.0003208162086005775,0.00034879470972721085
SAMEA5818817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE16,0.00022927397780777355,0.05309691205579631,0.00032251313408586195,0.00016702141570974552,0.9414646799070073,0.0001594398360962003,0.0017207319317008578,0.0002301346860574931,0.00025510914553858444,0.00038390816871485206,0.00016830082676194964,0.00016702141570974432,0.0001863612696057915,0.0001844754320238588,0.00016855952302255838,0.0004555817983142007,0.00016021014691295385,0.00019450956842099974,0.0002852557607128955
P187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE17,0.0006263157217129306,0.03461187360551688,0.0006474480974166694,0.00030732964966040074,0.9471457794907095,0.0002962751626276082,0.010315056718766532,0.000477036579658639,0.00039316507191995345,0.0009126461932198618,0.0003098700849207998,0.0003073296496603994,0.0003289883744714318,0.0004066029742431181,0.000313385387764486,0.0010548434724947022,0.00030054134661635057,0.0003533660799594447,0.00089214633866019
P212,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE18,0.010806610754265969,0.09230163702241959,0.006580970347835306,0.0030458380205706107,0.5756082616870433,0.0029432222019654887,0.2280908320059483,0.006254367129444771,0.0036307457904528146,0.01250093948594472,0.003072069915316984,0.0030458380205706007,0.0032406719867884588,0.005544949513410604,0.003116264128328645,0.016620731518984407,0.0030436165190831045,0.00359110505581707,0.016961328895809438
SAMEA5818815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE19,0.03398028840782357,0.2137789298199209,0.013910780005655371,0.0045627591605242835,0.4274328731299333,0.004378972477487424,0.09112162158956887,0.015779304757499113,0.005777842915975573,0.034852940834465884,0.004602061230673513,0.004562759160524255,0.0050336196538178744,0.014191021471930822,0.004647472239092052,0.054104317788687045,0.004715208575603085,0.005779337379707302,0.05678788940110994
NODE20,0.011675520040179112,0.4089843771517495,0.024594769016724402,0.0033661050129552045,0.3638865366406887,0.003211548416960197,0.029203500246689613,0.0071520092563867235,0.004622387099398792,0.07661286838009791,0.00339299744714978,0.0033661050129551694,0.003776891789074994,0.006036197088421175,0.003400661749825139,0.021053752167618976,0.0033224041878376913,0.004117376314497867,0.018223992980788882
SAMEA5818808,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE21,0.0064311501008718925,0.15981159352203525,0.07685179681384759,0.0037345015440547556,0.42399624445001427,0.003594051776589068,0.013013457580926535,0.005397722133317083,0.0047055326385212325,0.2553377302493576,0.0037643109058977907,0.0037345015440547026,0.004023878770205812,0.004554624114512643,0.0037997095975223854,0.010658939105764676,0.003631670329681598,0.004274717281528404,0.008683867541296537
NODE22,0.003746319038375813,0.05599433213228654,0.22148264954247757,0.0028835436129392993,0.5951658288092269,0.002798663206611703,0.0063792487468827255,0.0036123891710100895,0.0033252380850429565,0.0738480021738873,0.0029069151258304085,0.0028835436129392464,0.002995302467048631,0.003133015508278055,0.0029572386714059257,0.00539038323416958,0.0028072283304394732,0.003165782490019694,0.004524376041128266
D51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA5818803,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE23,0.00041020214123083104,0.0041656534095771336,0.0020973624560251146,0.00034273543250359315,0.011781907584996205,0.0003331927692429956,0.0005979673161886746,0.0004124793822207777,0.00038174421173812676,0.9759693550375572,0.0003454871095901696,0.0003427354325035886,0.0003534710151560409,0.0003598505178216338,0.0003519909435136814,0.0005690207793104015,0.0003336338501785066,0.00037269536243582504,0.00047851524820958043
SAMEA5818822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE24,2.6651477688087924e-05,0.00012473735538787346,7.010949929920925e-05,2.4972759014341044e-05,0.00035067135930153133,2.4393427054404387e-05,3.2247098080118766e-05,2.8231691118664445e-05,2.593347081794573e-05,0.999052580728779,2.5173610958015097e-05,2.4972759014340824e-05,2.520708105598636e-05,2.514973255076578e-05,2.5762650084090378e-05,3.3016519162449796e-05,2.4362568115562516e-05,2.6556518010391564e-05,2.9269694506959707e-05
SAMEA5818826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE25,1.0162136310561546e-05,1.699755875151297e-05,1.3472275125627185e-05,1.0167888703760486e-05,3.154331962167788e-05,9.976504340141778e-06,1.057684171583536e-05,1.1016183407996512e-05,9.93074987676396e-06,0.999782374280696,1.0249662809570539e-05,1.01678887037604e-05,1.0081460942985845e-05,1.0002254193866522e-05,1.0533392588381887e-05,1.1429645262833354e-05,9.943939488253064e-06,1.06128538716806e-05,1.0761163588664524e-05
SAMEA5818829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE26,9.81349745569854e-06,1.4470427790561198e-05,1.2194924385910255e-05,9.863529756029863e-06,2.3287182838884657e-05,9.681330426509043e-06,1.0090127685976653e-05,1.0652820062823757e-05,9.585679437734202e-06,0.9997996333313957,9.942830536948411e-06,9.8635297560298e-06,9.765964495348817e-06,9.687143154360596e-06,1.0221495377015757e-05,1.095209575129231e-05,9.64823242586503e-06,1.0280067525542403e-05,1.0365789741892692e-05
NODE27,9.243917238097141e-06,1.3534111069024462e-05,1.1443867376677327e-05,9.294768379446886e-06,2.156632239980157e-05,9.123882907735646e-06,9.497059469604467e-06,1.0034944144663595e-05,9.03053116786762e-06,0.9998117552920168,9.369542453316305e-06,9.29476837944681e-06,9.201603532455314e-06,9.127124706136127e-06,9.632839368597526e-06,1.0310304006122921e-05,9.092274993903065e-06,9.685127973582297e-06,9.761718416890509e-06
SAMEA5818825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA5818830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE28,9.51366203331814e-06,1.3953368424816844e-05,1.178976587111593e-05,9.564725005107206e-06,2.2283742556640013e-05,9.388524440253517e-06,9.776215294678538e-06,1.0327730365539626e-05,9.293327381723296e-06,0.9998061443009677,9.641647131379514e-06,9.564725005107126e-06,9.469269027687884e-06,9.392714369132328e-06,9.91229244742216e-06,1.0613066738319186e-05,9.356184870261786e-06,9.96728109371417e-06,1.0047456976079231e-05
SAMEA5818821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE29,9.235272551595077e-06,1.3518882281621373e-05,1.1432035319528421e-05,9.286178282613785e-06,2.1535746981246348e-05,9.115472683532393e-06,9.48796743563527e-06,1.002557093163586e-05,9.022113590623435e-06,0.9998119450081535,9.360884337898634e-06,9.28617828261371e-06,9.193064983576691e-06,9.118650088095527e-06,9.623957147337299e-06,1.0300492563980857e-05,9.0838825570972e-06,9.676117739516853e-06,9.75252408850841e-06
SAMEA5818818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA5818828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE30,0.1307769405061547,0.08814230260545966,0.010210825193554523,0.006481438263532011,0.15205963882691562,0.00626862698152676,0.03567879184632501,0.049628370059838015,0.007397295593086823,0.017602136193275043,0.006540439796309535,0.0064814382635319774,0.007072724568951439,0.04760044462029212,0.006687644726846169,0.17958014116948978,0.007434523209752329,0.008769135936925323,0.22558714163823312
NODE31,0.32701847330905387,0.0327244287376691,0.005644217262130435,0.00459114410678471,0.044532972424573054,0.004410387381475002,0.012370030714941424,0.018547635338693247,0.0050675835278246525,0.00789372494785718,0.0046330737436357326,0.00459114410678471,0.00504385109482626,0.015668651060235295,0.004682372211337522,0.37460526811313977,0.004781925520266476,0.006837035364939394,0.11635608103383223
SAMEA5818805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE32,0.023973836799999572,0.0037621524294186573,0.0008413194469102537,0.0007979589555682985,0.0035090506309345152,0.000758820363975622,0.0012677830340838362,0.002294032570180222,0.0008703921188446828,0.001038258824924104,0.0008057104048772603,0.0007979589555682985,0.0009008303638022821,0.0016084966189492363,0.0008038201486086094,0.8775389995029025,0.0007888007888145245,0.0014088298919631831,0.07623294814967431
D72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NODE33,0.006932077760103006,0.0020101499033432523,0.0006134994582920162,0.0006262249491402443,0.001443973297448906,0.0005948267099276317,0.0007379537502168168,0.00145363694614323,0.0006721483383102547,0.0007138688346446481,0.0006324184112553292,0.000626224949140243,0.000706784164505666,0.000932167850737273,0.0006293697509566645,0.8601969594839665,0.0006068423687484258,0.0011311861904330768,0.118739686882687
D75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SAMEA6637004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NODE34,0.045420029535031624,0.03223598576880726,0.006918617275633931,0.005665830344892441,0.051385577118555535,0.005569991828369112,0.014747237669709305,0.11675983047447212,0.0060561539679888365,0.009581283504929842,0.005717379261654733,0.005665830344892396,0.006085803777394815,0.12195923866962341,0.006012772320315715,0.0738476416998528,0.00823691602666192,0.007298606652082021,0.4708352737591321
NODE35,0.0012539796081666409,0.0008955980450839436,0.00032583441059337137,0.00030053298049934047,0.0013696079365428948,0.00029494081771585487,0.0004989778467949753,0.0029865974330882936,0.00030779385867787257,0.00040386744979142354,0.0003032227762275769,0.00030053298049933586,0.0003124590863434151,0.003163821405715778,0.00031534120083634047,0.0028152519442537346,0.00036431758218746324,0.00035711214904965503,0.9834302104879321
SAMEA6637002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SAMEA6651390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NODE36,0.015589112833448045,0.012867838748415189,0.005149394494562138,0.004925165094397268,0.017099231319888962,0.004986983239999513,0.00724918108084896,0.34181305054604666,0.004988860570519647,0.00621982207566605,0.0049682828666056476,0.004925165094397242,0.005293278840639232,0.37287105131771536,0.005539559595915207,0.027230988258762363,0.011957149219002306,0.006296215306321994,0.1400296694968483
SAMEA7313246_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NODE37,0.0015332488923584975,0.001543810032232712,0.0008768678918312949,0.0008975661220819123,0.001645077986278886,0.0012452348962960367,0.001009574687869653,0.9267361652505395,0.0008870324882838593,0.0010046950065360648,0.0009054095304047083,0.0008975661220819025,0.0009891689712767673,0.025955295098553658,0.001790205858590204,0.002912166047557951,0.018503453868774934,0.00120699231676092,0.009460468931690459
SAMEA5818800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE38,0.0009592131597696104,0.0010829202624674217,0.0007503271894251872,0.0007880760229803914,0.0010145847128394247,0.001652536382256846,0.0007941999466562847,0.9162864382103421,0.0007700985551261623,0.0008424893082708161,0.0007949211643868986,0.0007880760229803817,0.0008678110557062628,0.00822001746501002,0.003254615209166606,0.001742219751197109,0.05505330867526459,0.0010531027096708494,0.003285044196483006
NODE39,6.083952740346812e-05,7.688589148196347e-05,5.269999084682997e-05,5.6282025185834295e-05,6.485082018991772e-05,8.272380887936232e-05,5.449760657412066e-05,0.9967228191307574,5.4819448444359424e-05,5.889730778835461e-05,5.6772769669829983e-05,5.628202518583373e-05,6.447229796510871e-05,0.0003104232742225461,0.00012569767381368437,0.00012460165608280056,0.0017534744438124964,8.219657696079378e-05,0.00014076372473539542
SAMEA5818801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE40,1.273350366345517e-05,1.7337660907024495e-05,1.152863072956625e-05,1.244154689176516e-05,1.3686851491623605e-05,1.318626013492826e-05,1.1812619956796547e-05,0.9996437979256114,1.2100756052134308e-05,1.2862538582374367e-05,1.2548863913128141e-05,1.2441546891765049e-05,1.4703364320110536e-05,3.3132169594068404e-05,1.577322426812602e-05,2.862126680442873e-05,8.045278121331972e-05,1.948409316772771e-05,2.1354395806427092e-05
SAMEA5818798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA5818799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE41,0.0014734043657288016,0.0016567814460982872,0.0013984186456045106,0.001475042531609837,0.0015318332336230014,0.012854391839511639,0.001418723127771923,0.10660865901142053,0.0014300542534043167,0.0015531170688058067,0.0014872566109159955,0.001475042531609814,0.0015523128901223514,0.00261822631933237,0.04049489670449956,0.002095812139196435,0.8151266369356274,0.001769221378623661,0.00198016896649386
SAMEA7313243_45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NODE42,0.0017081803374047967,0.0018450846140019594,0.001654894197514093,0.0017375091607181798,0.0017618534887030685,0.04010601756142215,0.00167175443837345,0.03566044952351099,0.0016828295219117697,0.0018351508417823771,0.001751979005414203,0.0017375091607181514,0.0017802720481835909,0.002215230352969246,0.13691042513772328,0.002179783318487336,0.759801220059128,0.001960673697783598,0.0019991835342497853
NODE43,0.001376259157690966,0.0014428140946718027,0.0013475287088946918,0.001409700778045618,0.0014112579365666614,0.11777318685203364,0.001358207344728004,0.011133758214113124,0.0013647284533225951,0.0014928538764467502,0.001421370458427989,0.001409700778045601,0.0014177855248863902,0.0015504870505385108,0.039221777850324734,0.0016269916189938863,0.810205361026063,0.0015235116300476802,0.0015127186461581536
SAMEA7293135,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA7313236_38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NODE44,0.0002888132558801676,0.00029857586342426495,0.0002842328282012411,0.00029682300331231243,0.000295329939479506,0.001229999850078749,0.00028618645191431756,0.0011517164222014256,0.0002872643179023436,0.0003147297500104785,0.0002992398453398765,0.0002968230033123044,0.00029585799579570583,0.0003064169406110085,0.970776841474595,0.00032918322481686053,0.022339003307913257,0.0003141648648085542,0.000308797660402481
SAMEA3713715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NODE45,2.3838999725849187e-05,2.4479543580942015e-05,2.3517759412189144e-05,2.454252419536053e-05,2.4351009777340332e-05,4.975578267646028e-05,2.366870191359678e-05,4.9746052754256944e-05,2.3744654332528558e-05,2.603658501991533e-05,2.4740560644535886e-05,2.4542524195359787e-05,2.435606827652739e-05,2.4455873363570922e-05,0.9988246290742405,2.666509059085952e-05,0.0007061077579511878,2.570978419515073e-05,2.5111653154026745e-05
NODE46,9.169399689784186e-06,9.370972741201306e-06,9.063476285540134e-06,9.451047551834696e-06,9.352958133554531e-06,1.1074358169869165e-05,9.117543503172051e-06,1.2016131311165193e-05,9.144706788645674e-06,1.0031286871695386e-05,9.527103037765562e-06,9.451047551834377e-06,9.351068055818006e-06,9.228049703566995e-06,0.9997899809709394,1.0133657539945084e-05,4.513610870544746e-05,9.830412232788797e-06,9.569701186793706e-06
SAMEA3713711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SAMEA3713714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NODE47,9.169399689784186e-06,9.370972741201306e-06,9.063476285540134e-06,9.451047551834696e-06,9.352958133554531e-06,1.1074358169869165e-05,9.117543503172051e-06,1.2016131311165193e-05,9.144706788645674e-06,1.0031286871695386e-05,9.527103037765562e-06,9.451047551834377e-06,9.351068055818006e-06,9.228049703566995e-06,0.9997899809709394,1.0133657539945084e-05,4.513610870544746e-05,9.830412232788797e-06,9.569701186793706e-06
SAMEA3713712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SAMEA3713713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
