P187S6cM4_X	P187S6cM4_Y
0.7959999999999999	0.030980999999999998
0.7969999999999999	0.030983999999999998
0.7979999999999999	0.030987999999999998
0.7989999999999999	0.030990999999999998
0.7999999999999999	0.030993999999999997
0.8009999999999999	0.030999
0.8019999999999999	0.031000999999999997
0.8029999999999999	0.031004999999999998
0.8039999999999999	0.031007999999999997
0.8049999999999999	0.031011999999999998
0.8059999999999999	0.031014999999999997
0.8069999999999999	0.031018999999999998
0.8079999999999999	0.031021999999999997
0.8089999999999999	0.031025999999999998
0.8099999999999999	0.031028
0.8109999999999999	0.031031999999999997
0.8119999999999999	0.031035
0.813	0.031038999999999997
0.814	0.031042
0.815	0.031045
0.816	0.031048
0.817	0.031051
0.818	0.031055
0.819	0.031058
0.82	0.031062
0.821	0.031065
0.822	0.031068
0.823	0.031070999999999998
0.824	0.031075
0.825	0.031076999999999997
0.826	0.031082
0.827	0.031084999999999998
0.828	0.031087999999999998
0.829	0.031091999999999998
0.83	0.031094
0.831	0.031097999999999997
0.832	0.031101
0.833	0.031104
0.834	0.031108
0.835	0.031111999999999997
0.836	0.031114
0.837	0.031118
0.838	0.03112
0.839	0.031124
0.84	0.031125999999999997
0.841	0.031129999999999998
0.842	0.031132999999999997
0.843	0.031135999999999997
0.844	0.031139999999999998
0.845	0.031142
0.846	0.031146
0.847	0.031148
0.848	0.031152
0.849	0.031155
0.85	0.031157999999999998
0.851	0.031160999999999998
0.852	0.031163999999999997
0.853	0.031167999999999998
0.854	0.031170999999999997
0.855	0.031174
0.856	0.031177
0.857	0.03118
0.858	0.031181999999999998
0.859	0.031186
0.86	0.031187999999999997
0.861	0.031191999999999998
0.862	0.031194
0.863	0.031198
0.864	0.0312
0.865	0.031205
0.866	0.031207
0.867	0.031211
0.868	0.031212999999999998
0.869	0.031216999999999998
0.87	0.031219
0.871	0.031222999999999997
0.872	0.031225
0.873	0.031226999999999998
0.874	0.031231
0.875	0.031232999999999997
0.876	0.031236999999999997
0.877	0.031239
0.878	0.031243
0.879	0.031245
0.88	0.031249
0.881	0.031252
0.882	0.031255
0.883	0.031258
0.884	0.031261
0.885	0.031264
0.886	0.031265999999999995
0.887	0.031269
0.888	0.031272
0.889	0.031275
0.89	0.031278
0.891	0.031280999999999996
0.892	0.031283
0.8929999999999999	0.031286999999999995
0.8939999999999999	0.031289
0.8949999999999999	0.031292
0.8959999999999999	0.031294999999999996
0.8969999999999999	0.031298
0.8979999999999999	0.0313
0.8989999999999999	0.031304
0.8999999999999999	0.031306
0.9009999999999999	0.031307999999999996
0.9019999999999999	0.031313
0.9029999999999999	0.031314999999999996
0.9039999999999999	0.031318
0.9049999999999999	0.031321
0.9059999999999999	0.031324
0.9069999999999999	0.031326
0.9079999999999999	0.03133
0.9089999999999999	0.031332
0.9099999999999999	0.031335
0.9109999999999999	0.031338
0.9119999999999999	0.031341
0.9129999999999999	0.031342999999999996
0.9139999999999999	0.031346
0.9149999999999999	0.031349
0.9159999999999999	0.031351
0.9169999999999999	0.031354
0.9179999999999999	0.031356999999999996
0.9189999999999999	0.03136
0.9199999999999999	0.031362
0.9209999999999999	0.031365
0.9219999999999999	0.031368
0.9229999999999999	0.031370999999999996
0.9239999999999999	0.031373
0.9249999999999999	0.031376
0.9259999999999999	0.031379
0.9269999999999999	0.031382
0.9279999999999999	0.031383999999999995
0.9289999999999999	0.031386
0.9299999999999999	0.03139
0.9309999999999999	0.031391999999999996
0.9319999999999999	0.031395
0.9329999999999999	0.031397
0.9339999999999999	0.0314
0.9349999999999999	0.031403
0.9359999999999999	0.031405999999999996
0.9369999999999999	0.031408
0.938	0.031411
0.939	0.031412999999999996
0.94	0.031417
0.941	0.031418999999999996
0.942	0.031422
0.943	0.031424
0.944	0.031425999999999996
0.945	0.031429
0.946	0.031432
0.947	0.031435
0.948	0.031437
0.949	0.031439999999999996
0.95	0.031442
0.951	0.031445
0.952	0.031446999999999996
0.953	0.03145
0.954	0.031453
0.955	0.031456
0.956	0.031458
0.957	0.03146
0.958	0.031463
0.959	0.031465
0.96	0.031467999999999996
0.961	0.03147
0.962	0.031473
0.963	0.031476
0.964	0.031479
0.965	0.031481
0.966	0.031484
0.967	0.031486
0.968	0.031488999999999996
0.969	0.031491
0.97	0.031494
0.971	0.031495999999999996
0.972	0.031498
0.973	0.031501
0.974	0.031502999999999996
0.975	0.031506
0.976	0.031508
0.977	0.031511
0.978	0.031513
0.979	0.031515999999999995
0.98	0.031518
0.981	0.031521
0.982	0.031522999999999995
0.983	0.031526
0.984	0.031528
