P387S6dM4_X	P387S6dM4_Y
0.33299999999999996	0.039993
0.33399999999999996	0.040021
0.33499999999999996	0.040049
0.33599999999999997	0.040077
0.33699999999999997	0.040103
0.33799999999999997	0.040132
0.33899999999999997	0.040159
0.33999999999999997	0.040185
0.34099999999999997	0.040215
0.34199999999999997	0.040241
0.34299999999999997	0.040269
0.344	0.040296
0.345	0.040322
0.346	0.040348999999999996
0.347	0.040378
0.348	0.040402
0.349	0.040428
0.35	0.040455
0.351	0.040480999999999996
0.352	0.040506
0.353	0.040534
0.354	0.040559
0.355	0.040584999999999996
0.356	0.04061
0.357	0.040636
0.358	0.040660999999999996
0.359	0.040687
0.36	0.040712
0.361	0.040737999999999996
0.362	0.040763
0.363	0.040787
0.364	0.040812
0.365	0.040836
0.366	0.040863
0.367	0.040887
0.368	0.040909999999999995
0.369	0.040935
0.37	0.040958999999999995
0.371	0.040984
0.372	0.041007999999999996
0.373	0.041032
0.374	0.041055999999999995
0.375	0.04108
0.376	0.041103
0.377	0.041127
0.378	0.041151
0.379	0.041176
0.38	0.041199
0.381	0.041222999999999996
0.382	0.041243999999999996
0.383	0.041268
0.384	0.041291
0.385	0.041315
0.386	0.041338
0.38699999999999996	0.041360999999999995
0.38799999999999996	0.041384
0.38899999999999996	0.041405
0.38999999999999996	0.041429
0.39099999999999996	0.04145
0.39199999999999996	0.041474
0.39299999999999996	0.041496
0.39399999999999996	0.041518
0.39499999999999996	0.04154
0.39599999999999996	0.041562999999999996
0.39699999999999996	0.041583999999999996
0.39799999999999996	0.041607
0.39899999999999997	0.041629
0.39999999999999997	0.04165
0.40099999999999997	0.041672
0.40199999999999997	0.041693999999999995
0.40299999999999997	0.041714999999999995
0.40399999999999997	0.041735999999999995
0.40499999999999997	0.041759
0.40599999999999997	0.04178
0.407	0.041801
0.408	0.041823
0.409	0.041843
0.41	0.041864
0.411	0.041885
0.412	0.041908
0.413	0.041928
0.414	0.041949
0.415	0.041969
0.416	0.041989
0.417	0.042011
0.418	0.042032
0.419	0.042052
0.42	0.042072
0.421	0.042092
0.422	0.042112
0.423	0.042133
0.424	0.042154
0.425	0.042172999999999995
0.426	0.042193
0.427	0.042213
0.428	0.042233
0.429	0.042253
0.43	0.042273
0.431	0.042293
0.432	0.042311999999999995
0.433	0.042331
0.434	0.04235
0.435	0.04237
0.436	0.042387999999999995
0.437	0.042408999999999995
0.438	0.042429
0.439	0.042447
0.44	0.042467
0.441	0.042484999999999995
0.442	0.042504
0.443	0.042523
0.444	0.042541999999999996
0.445	0.042560999999999995
0.446	0.04258
0.44699999999999995	0.042598
0.44799999999999995	0.042616999999999995
0.44899999999999995	0.042634
0.44999999999999996	0.042655
0.45099999999999996	0.042672999999999996
0.45199999999999996	0.042692
0.45299999999999996	0.04271
0.45399999999999996	0.042727
0.45499999999999996	0.042746
0.45599999999999996	0.042765
0.45699999999999996	0.042782999999999995
0.45799999999999996	0.042801
0.45899999999999996	0.042817999999999995
0.45999999999999996	0.042837
0.46099999999999997	0.042853999999999996
0.46199999999999997	0.042872
0.46299999999999997	0.04289
0.46399999999999997	0.042907999999999995
0.46499999999999997	0.042925
0.46599999999999997	0.042942
0.46699999999999997	0.042959
0.46799999999999997	0.042977999999999995
0.469	0.042996
0.47	0.043012999999999996
0.471	0.04303
0.472	0.043046999999999995
0.473	0.043064
0.474	0.043081
0.475	0.043099
0.476	0.043115999999999995
0.477	0.043132
0.478	0.04315
0.479	0.043167
0.48	0.043183
0.481	0.043199999999999995
0.482	0.043217
0.483	0.043233999999999995
0.484	0.04325
0.485	0.043267
0.486	0.043283999999999996
0.487	0.0433
0.488	0.043317999999999995
0.489	0.043334
0.49	0.04335
0.491	0.043365999999999995
0.492	0.043382
0.493	0.043398
0.494	0.043414
0.495	0.043431
0.496	0.043447
0.497	0.043462999999999995
0.498	0.043479
0.499	0.043495
0.5	0.04351
0.501	0.043526999999999996
0.502	0.043543
0.503	0.043558
0.504	0.043573999999999995
0.505	0.043588999999999996
0.506	0.043605
0.507	0.043621
0.508	0.043636999999999995
0.509	0.043651999999999996
0.51	0.043667
0.511	0.043683
0.512	0.043698
0.513	0.043712999999999995
0.514	0.043729
0.515	0.043744
0.516	0.043759
0.517	0.043774
