P384bM3_X	P384bM3_Y
0.0	0.0
0.001	0.0009729999999999999
0.002	0.001578
0.003	0.002078
0.004	0.0025199999999999997
0.005	0.0029029999999999998
0.006	0.0032559999999999998
0.006999999999999999	0.003575
0.008	0.0038669999999999998
0.009	0.004138
0.01	0.004396
0.011	0.004632
0.012	0.0048579999999999995
0.013	0.005065
0.013999999999999999	0.005267
0.015	0.005458
0.016	0.005639
0.016999999999999998	0.00581
0.018	0.005980999999999999
0.019	0.006136
0.02	0.006291
0.020999999999999998	0.0064329999999999995
0.022	0.006575999999999999
0.023	0.00671
0.024	0.006842
0.024999999999999998	0.0069689999999999995
0.026	0.007094
0.027	0.007212
0.027999999999999997	0.007326
0.028999999999999998	0.007441
0.03	0.007542999999999999
0.031	0.007653999999999999
0.032	0.007756
0.033	0.007856
0.033999999999999996	0.007951999999999999
0.034999999999999996	0.008046
0.036	0.008139
0.037	0.008229
0.038	0.008317
0.039	0.008402
0.04	0.008484
0.040999999999999995	0.008568
0.041999999999999996	0.008648
0.043	0.008725
0.044	0.008801999999999999
0.045	0.008874
0.046	0.008950999999999999
0.047	0.009021
0.048	0.009091
0.048999999999999995	0.009157
0.049999999999999996	0.009226999999999999
0.051	0.009293
0.052	0.009354999999999999
0.053	0.009419
0.054	0.009481
0.055	0.009545
0.055999999999999994	0.009602
0.056999999999999995	0.009665
0.057999999999999996	0.009719
0.059	0.009778
0.06	0.009835
0.061	0.009887
0.062	0.009939
0.063	0.009994
0.064	0.010045
0.065	0.010099
0.066	0.010149
0.06699999999999999	0.010196
0.06799999999999999	0.010247
0.06899999999999999	0.010294
0.06999999999999999	0.010343
0.071	0.01039
0.072	0.010435
0.073	0.01048
0.074	0.010524
0.075	0.01057
0.076	0.010610999999999999
0.077	0.010655
0.078	0.010695999999999999
0.079	0.010733999999999999
0.08	0.010778999999999999
0.081	0.010818
0.08199999999999999	0.010858
0.08299999999999999	0.010896
0.08399999999999999	0.010935
0.08499999999999999	0.010974
0.086	0.011009999999999999
0.087	0.011047
0.088	0.011084
0.089	0.011118999999999999
0.09	0.011155
0.091	0.011191
0.092	0.011227
0.093	0.011259
0.094	0.011294
0.095	0.011328
0.096	0.01136
0.09699999999999999	0.011393
0.09799999999999999	0.011424
0.09899999999999999	0.011456
0.09999999999999999	0.011488
0.10099999999999999	0.011519
0.102	0.01155
0.103	0.011582
0.104	0.011609
0.105	0.011639
0.106	0.011668
0.107	0.011696999999999999
0.108	0.011727
0.109	0.011753999999999999
0.11	0.011781999999999999
0.111	0.011809
0.11199999999999999	0.011836
0.11299999999999999	0.011864999999999999
0.11399999999999999	0.011890999999999999
0.11499999999999999	0.011916999999999999
0.11599999999999999	0.011944
0.11699999999999999	0.011968999999999999
0.118	0.011994999999999999
0.119	0.012020999999999999
0.12	0.012046999999999999
0.121	0.012071
0.122	0.012095999999999999
0.123	0.012119999999999999
0.124	0.012143
0.125	0.012168
0.126	0.012190999999999999
0.127	0.012214
0.128	0.012237999999999999
0.129	0.012258999999999999
0.13	0.012282999999999999
0.131	0.012303999999999999
0.132	0.012326
0.133	0.01235
0.13399999999999998	0.012371
0.13499999999999998	0.012392
0.13599999999999998	0.012414999999999999
0.13699999999999998	0.012435
0.13799999999999998	0.012456
0.13899999999999998	0.012476
0.13999999999999999	0.012499
0.141	0.012518
0.142	0.012537
0.143	0.012558
0.144	0.012579
0.145	0.012598
0.146	0.012617
0.147	0.012636999999999999
0.148	0.012655999999999999
0.149	0.012674999999999999
0.15	0.012695
0.151	0.012712
0.152	0.012728999999999999
0.153	0.012749
0.154	0.012766999999999999
0.155	0.012785
0.156	0.012803
0.157	0.012818999999999999
0.158	0.012837
0.159	0.012853999999999999
0.16	0.012872999999999999
0.161	0.012889999999999999
0.162	0.012905999999999999
0.163	0.012924
0.16399999999999998	0.01294
0.16499999999999998	0.012955999999999999
0.16599999999999998	0.012972
0.16699999999999998	0.01299
0.16799999999999998	0.013005
0.16899999999999998	0.013019999999999999
0.16999999999999998	0.013037
0.17099999999999999	0.013052999999999999
0.172	0.013068
0.173	0.013083
0.174	0.013099
0.175	0.013113999999999999
0.176	0.013129
0.177	0.013144
0.178	0.013160999999999999
0.179	0.013175
0.18	0.013189999999999999
0.181	0.013203999999999999
0.182	0.013219
0.183	0.013231
0.184	0.013247
0.185	0.01326
0.186	0.013276
0.187	0.013288999999999999
0.188	0.013302
0.189	0.013316
0.19	0.01333
0.191	0.013342999999999999
0.192	0.013356999999999999
0.193	0.013368999999999999
0.19399999999999998	0.013382999999999999
0.19499999999999998	0.013397
0.19599999999999998	0.013408999999999999
0.19699999999999998	0.013423
0.19799999999999998	0.013436
0.19899999999999998	0.013448
0.19999999999999998	0.013460999999999999
0.20099999999999998	0.013474
0.20199999999999999	0.013484999999999999
0.20299999999999999	0.013496999999999999
0.204	0.01351
0.205	0.013522
0.206	0.013535
0.207	0.013547
0.208	0.013557999999999999
0.209	0.013571
0.21	0.013583
0.211	0.013593
0.212	0.013607
