P387S6cM5_X	0.0	0.001	0.002	0.003	0.004	0.005	0.006	0.006999999999999999	0.008	0.009	0.01
P387S6cM5_Y	0.0	0.000987	0.001937	0.002855	0.0037449999999999996	0.004608	0.005445	0.006259	0.007048	0.007814999999999999	0.008561
