R36E1S1S2_X	R36E1S1S2_Y
0.09799999999999999	0.090136
0.09899999999999999	0.09098099999999999
0.09999999999999999	0.09182799999999999
0.10099999999999999	0.092676
0.102	0.09351799999999999
0.103	0.094359
0.104	0.09519999999999999
0.105	0.096038
0.106	0.09687799999999999
0.107	0.097714
0.108	0.098548
0.109	0.099386
0.11	0.100217
0.111	0.101051
0.11199999999999999	0.10188499999999999
0.11299999999999999	0.102715
0.11399999999999999	0.103541
0.11499999999999999	0.104367
0.11599999999999999	0.10518999999999999
0.11699999999999999	0.10602199999999999
0.118	0.106843
0.119	0.107668
0.12	0.108485
0.121	0.10930899999999999
0.122	0.11012799999999999
0.123	0.11095
0.124	0.11176399999999999
0.125	0.112582
0.126	0.113399
0.127	0.11420699999999999
0.128	0.115019
0.129	0.11582999999999999
0.13	0.11663799999999999
0.131	0.117449
0.132	0.118254
0.133	0.119061
0.13399999999999998	0.119866
0.13499999999999998	0.120667
0.13599999999999998	0.121469
0.13699999999999998	0.12227099999999999
0.13799999999999998	0.12307599999999999
0.13899999999999998	0.123874
0.13999999999999999	0.12467299999999999
0.141	0.125464
0.142	0.126263
0.143	0.127061
0.144	0.127855
0.145	0.12864699999999998
0.146	0.129436
0.147	0.13022899999999998
0.148	0.13102
0.149	0.13180799999999998
0.15	0.132594
0.151	0.13338
0.152	0.134165
0.153	0.13494899999999999
0.154	0.135739
0.155	0.136516
0.156	0.137291
0.157	0.138076
0.158	0.138851
0.159	0.139633
0.16	0.14041
0.161	0.141181
0.162	0.141959
0.163	0.142731
0.16399999999999998	0.143504
0.16499999999999998	0.14426999999999998
0.16599999999999998	0.14504
0.16699999999999998	0.145811
0.16799999999999998	0.146579
0.16899999999999998	0.147347
0.16999999999999998	0.148112
0.17099999999999999	0.14887699999999998
0.172	0.149642
0.173	0.15040199999999998
0.174	0.151165
0.175	0.151927
0.176	0.152691
0.177	0.153449
0.178	0.15420599999999998
0.179	0.154963
0.18	0.155717
0.181	0.156474
0.182	0.157223
0.183	0.15798099999999998
0.184	0.15873099999999998
0.185	0.159485
0.186	0.16022999999999998
0.187	0.160982
0.188	0.16172399999999998
0.189	0.16247899999999998
0.19	0.16322499999999998
0.191	0.163962
0.192	0.164713
0.193	0.16546
0.19399999999999998	0.16619799999999998
0.19499999999999998	0.166935
0.19599999999999998	0.167679
0.19699999999999998	0.16841699999999998
0.19799999999999998	0.169156
0.19899999999999998	0.169895
0.19999999999999998	0.170628
0.20099999999999998	0.171364
0.20199999999999999	0.172099
0.20299999999999999	0.17283199999999999
0.204	0.173563
0.205	0.17429699999999998
0.206	0.175029
0.207	0.175758
0.208	0.176484
0.209	0.17721299999999998
0.21	0.177941
0.211	0.178667
0.212	0.179398
0.213	0.180118
0.214	0.18084
0.215	0.181562
0.216	0.182288
0.217	0.183008
0.218	0.183724
0.219	0.184444
0.22	0.18516
0.221	0.185878
0.222	0.18659199999999998
0.223	0.187311
0.22399999999999998	0.188022
0.22499999999999998	0.188736
0.22599999999999998	0.18944899999999998
0.22699999999999998	0.19016
0.22799999999999998	0.190874
0.22899999999999998	0.191584
0.22999999999999998	0.192293
0.23099999999999998	0.19300199999999998
0.23199999999999998	0.193706
0.23299999999999998	0.194414
0.23399999999999999	0.195119
0.235	0.195827
0.236	0.19652999999999998
0.237	0.19723
0.238	0.197934
0.239	0.19863399999999998
0.24	0.19933299999999998
0.241	0.200034
0.242	0.200726
0.243	0.201429
0.244	0.202125
0.245	0.202824
0.246	0.20351899999999998
0.247	0.204211
0.248	0.204903
0.249	0.205598
0.25	0.206287
0.251	0.206983
0.252	0.20767
0.253	0.208359
0.254	0.20904699999999998
0.255	0.209732
0.256	0.210423
0.257	0.211109
0.258	0.21179599999999998
0.259	0.21248
0.26	0.213167
0.261	0.21384399999999998
0.262	0.214531
0.263	0.215213
0.264	0.215888
0.265	0.21657099999999999
0.266	0.217249
0.267	0.21792999999999998
0.26799999999999996	0.218604
0.26899999999999996	0.21928299999999998
0.26999999999999996	0.219958
0.27099999999999996	0.220637
0.27199999999999996	0.22130799999999998
0.27299999999999996	0.22198099999999998
0.27399999999999997	0.22264699999999998
0.27499999999999997	0.223324
0.27599999999999997	0.223994
0.27699999999999997	0.224664
0.27799999999999997	0.22533599999999998
0.27899999999999997	0.22600299999999998
0.27999999999999997	0.22666999999999998
0.28099999999999997	0.22733399999999998
0.282	0.22799999999999998
0.283	0.22866699999999998
0.284	0.22933199999999998
0.285	0.22999699999999998
0.286	0.230656
0.287	0.231322
0.288	0.231982
0.289	0.232644
0.29	0.23330399999999998
0.291	0.23396399999999998
0.292	0.23462
0.293	0.235281
0.294	0.23593999999999998
0.295	0.236592
0.296	0.23724699999999999
0.297	0.23790499999999998
0.298	0.238559
0.299	0.23920899999999998
0.3	0.239862
0.301	0.24051299999999998
0.302	0.241166
0.303	0.24181999999999998
0.304	0.242468
0.305	0.243112
0.306	0.24376299999999998
0.307	0.244408
0.308	0.245051
0.309	0.245696
0.31	0.24634399999999998
0.311	0.24698799999999999
0.312	0.247631
0.313	0.248278
0.314	0.24892199999999998
0.315	0.24955999999999998
0.316	0.250206
0.317	0.250845
0.318	0.251482
0.319	0.252119
0.32	0.252758
0.321	0.253399
0.322	0.254031
0.323	0.254668
0.324	0.255305
0.325	0.25594
0.326	0.25657199999999997
0.327	0.257212
0.32799999999999996	0.257838
0.32899999999999996	0.25847
0.32999999999999996	0.259102
0.33099999999999996	0.259735
0.33199999999999996	0.260357
0.33299999999999996	0.26099
0.33399999999999996	0.26161799999999996
0.33499999999999996	0.262244
0.33599999999999997	0.26287499999999997
0.33699999999999997	0.263497
0.33799999999999997	0.26411999999999997
0.33899999999999997	0.264746
0.33999999999999997	0.26537299999999997
0.34099999999999997	0.265993
0.34199999999999997	0.266617
0.34299999999999997	0.267238
0.344	0.26786
0.345	0.26848
0.346	0.2691
0.347	0.269721
0.348	0.270343
0.349	0.270959
0.35	0.271579
0.351	0.272194
0.352	0.272808
0.353	0.27342299999999997
0.354	0.274037
0.355	0.274654
0.356	0.275267
0.357	0.275883
0.358	0.27649
0.359	0.27710399999999996
0.36	0.27771599999999996
0.361	0.27832399999999996
0.362	0.27893399999999996
0.363	0.279542
0.364	0.28015
0.365	0.28076
0.366	0.281362
0.367	0.28197099999999997
0.368	0.28257699999999997
0.369	0.28318299999999996
0.37	0.283788
0.371	0.284388
0.372	0.284991
0.373	0.285595
0.374	0.286198
0.375	0.28679899999999997
0.376	0.287397
0.377	0.287995
0.378	0.28859599999999996
0.379	0.289199
0.38	0.28979299999999997
0.381	0.290389
0.382	0.29098799999999997
0.383	0.291584
0.384	0.29217899999999997
0.385	0.292777
0.386	0.293369
0.38699999999999996	0.293964
0.38799999999999996	0.294556
0.38899999999999996	0.29514999999999997
0.38999999999999996	0.295743
0.39099999999999996	0.296332
0.39199999999999996	0.296921
0.39299999999999996	0.297508
0.39399999999999996	0.2981
0.39499999999999996	0.298688
0.39599999999999996	0.29927699999999996
0.39699999999999996	0.29986599999999997
0.39799999999999996	0.300454
0.39899999999999997	0.30103599999999997
0.39999999999999997	0.301621
0.40099999999999997	0.302209
0.40199999999999997	0.302793
0.40299999999999997	0.303379
0.40399999999999997	0.303962
0.40499999999999997	0.304542
0.40599999999999997	0.305128
0.407	0.305707
0.408	0.306287
0.409	0.30687
0.41	0.307449
0.411	0.30802599999999997
0.412	0.308608
0.413	0.309185
0.414	0.309757
0.415	0.31034
0.416	0.31091199999999997
0.417	0.31149099999999996
0.418	0.31206
0.419	0.31263599999999997
0.42	0.31321299999999996
0.421	0.313782
0.422	0.314359
0.423	0.31493
0.424	0.315501
0.425	0.316075
0.426	0.316647
0.427	0.317214
0.428	0.317781
0.429	0.318351
0.43	0.318917
0.431	0.319486
0.432	0.320054
0.433	0.32061799999999996
0.434	0.32118599999999997
0.435	0.321749
0.436	0.322314
0.437	0.32287899999999997
0.438	0.323443
0.439	0.32400799999999996
0.44	0.324571
0.441	0.325131
0.442	0.325693
0.443	0.32625699999999996
0.444	0.326816
0.445	0.32737499999999997
0.446	0.327931
0.44699999999999995	0.328494
0.44799999999999995	0.329053
0.44899999999999995	0.329607
0.44999999999999996	0.330165
0.45099999999999996	0.330718
0.45199999999999996	0.33127799999999996
0.45299999999999996	0.331835
0.45399999999999996	0.33238999999999996
0.45499999999999996	0.332941
0.45599999999999996	0.333492
0.45699999999999996	0.334046
0.45799999999999996	0.334601
0.45899999999999996	0.335152
0.45999999999999996	0.335707
0.46099999999999997	0.336258
0.46199999999999997	0.33680499999999997
0.46299999999999997	0.33735699999999996
0.46399999999999997	0.337905
0.46499999999999997	0.338455
0.46599999999999997	0.338999
0.46699999999999997	0.33954799999999996
0.46799999999999997	0.340097
0.469	0.340643
0.47	0.34119099999999997
0.471	0.341735
0.472	0.342281
0.473	0.34282399999999996
0.474	0.343367
0.475	0.343918
0.476	0.34446
0.477	0.34499799999999997
0.478	0.34554399999999996
0.479	0.346084
0.48	0.34662299999999996
0.481	0.347166
0.482	0.347705
0.483	0.34824299999999997
0.484	0.348783
0.485	0.349321
0.486	0.349858
0.487	0.35039699999999996
0.488	0.35093199999999997
0.489	0.351472
0.49	0.35200499999999996
0.491	0.352541
0.492	0.35307499999999997
0.493	0.353613
0.494	0.354145
0.495	0.35468099999999997
0.496	0.35520999999999997
0.497	0.355743
0.498	0.356273
0.499	0.356807
0.5	0.357336
0.501	0.357867
0.502	0.358398
0.503	0.35892999999999997
0.504	0.359459
0.505	0.359983
0.506	0.360514
0.507	0.36103999999999997
0.508	0.361568
0.509	0.36209199999999997
0.51	0.362618
0.511	0.36314399999999997
0.512	0.36366699999999996
0.513	0.36419199999999996
0.514	0.364716
0.515	0.36524
0.516	0.365765
0.517	0.366284
0.518	0.36681199999999997
0.519	0.367332
0.52	0.36785399999999996
0.521	0.368376
0.522	0.368892
0.523	0.36940999999999996
0.524	0.369931
0.525	0.37045
0.526	0.37096599999999996
0.527	0.371484
0.528	0.37200099999999997
0.529	0.37251999999999996
0.53	0.373034
0.531	0.37354899999999996
0.532	0.374065
0.533	0.37458199999999997
0.534	0.375092
0.535	0.37560699999999997
0.5359999999999999	0.37612
0.5369999999999999	0.376638
0.5379999999999999	0.377145
0.5389999999999999	0.37765899999999997
0.5399999999999999	0.378172
0.5409999999999999	0.378679
0.5419999999999999	0.379192
0.5429999999999999	0.379702
0.5439999999999999	0.38021299999999997
0.5449999999999999	0.38072
0.5459999999999999	0.381229
0.5469999999999999	0.38173999999999997
0.5479999999999999	0.382244
0.5489999999999999	0.382751
0.5499999999999999	0.383258
0.5509999999999999	0.38376499999999997
0.5519999999999999	0.384272
0.5529999999999999	0.384776
0.5539999999999999	0.38528399999999996
0.5549999999999999	0.38578999999999997
0.5559999999999999	0.38629199999999997
0.5569999999999999	0.386796
0.5579999999999999	0.387299
0.5589999999999999	0.387804
0.5599999999999999	0.38830699999999996
0.5609999999999999	0.38880499999999996
0.5619999999999999	0.389306
0.563	0.38981
0.564	0.39030899999999996
0.565	0.39081099999999996
0.566	0.39131099999999996
0.567	0.391806
0.568	0.39230699999999996
0.569	0.392804
0.57	0.39330099999999996
0.571	0.393798
0.572	0.394297
0.573	0.394792
0.574	0.395289
0.575	0.395783
0.576	0.39628199999999997
0.577	0.396775
0.578	0.397271
0.579	0.397765
0.58	0.39826
0.581	0.39875
0.582	0.39924299999999996
0.583	0.399734
0.584	0.400225
0.585	0.400719
0.586	0.401209
0.587	0.401698
0.588	0.40218899999999996
0.589	0.402677
0.59	0.403165
0.591	0.403655
0.592	0.404143
0.593	0.404634
0.594	0.405121
0.595	0.405609
0.596	0.40609399999999996
0.597	0.40657899999999997
0.598	0.407064
0.599	0.407549
0.6	0.408034
0.601	0.40852
0.602	0.40900699999999995
0.603	0.40948999999999997
0.604	0.40997
0.605	0.410454
0.606	0.41093599999999997
0.607	0.411419
0.608	0.41189899999999996
0.609	0.412379
0.61	0.412861
0.611	0.41333899999999996
0.612	0.413823
0.613	0.414298
0.614	0.414779
0.615	0.415257
0.616	0.415736
0.617	0.416213
0.618	0.41669
0.619	0.417172
0.62	0.41764599999999996
0.621	0.41812499999999997
0.622	0.41859799999999997
0.623	0.419073
0.624	0.419547
0.625	0.420021
0.626	0.420495
0.627	0.420969
0.628	0.42144099999999995
0.629	0.421915
0.63	0.422388
0.631	0.42285799999999996
0.632	0.42333
0.633	0.423803
0.634	0.424274
0.635	0.424742
0.636	0.425214
0.637	0.425684
0.638	0.426152
0.639	0.426623
0.64	0.427089
0.641	0.42755699999999996
0.642	0.42802399999999996
0.643	0.42849299999999996
0.644	0.428963
0.645	0.429426
0.646	0.42989499999999997
0.647	0.430357
0.648	0.430822
0.649	0.431288
0.65	0.431755
0.651	0.432218
0.652	0.432681
0.653	0.43314199999999997
0.654	0.433604
0.6549999999999999	0.43407199999999996
0.6559999999999999	0.434535
0.6569999999999999	0.434994
0.6579999999999999	0.43545599999999995
0.6589999999999999	0.43592
0.6599999999999999	0.43637699999999996
0.6609999999999999	0.436835
0.6619999999999999	0.437299
0.6629999999999999	0.437755
0.6639999999999999	0.43821699999999997
0.6649999999999999	0.43867399999999995
0.6659999999999999	0.439135
0.6669999999999999	0.439592
0.6679999999999999	0.44004899999999997
0.6689999999999999	0.440505
0.6699999999999999	0.44095999999999996
0.6709999999999999	0.441418
0.6719999999999999	0.44187299999999996
0.6729999999999999	0.44232699999999997
0.6739999999999999	0.442785
0.6749999999999999	0.443239
0.6759999999999999	0.443695
0.6769999999999999	0.44414899999999996
0.6779999999999999	0.444604
0.6789999999999999	0.445056
0.6799999999999999	0.44550799999999996
0.6809999999999999	0.445967
0.6819999999999999	0.446416
0.6829999999999999	0.44686899999999996
0.6839999999999999	0.44732099999999997
0.6849999999999999	0.44777
0.6859999999999999	0.44822399999999996
0.6869999999999999	0.448671
0.688	0.44912399999999997
0.689	0.449573
0.69	0.45002
0.691	0.45046899999999995
0.692	0.450916
0.693	0.45136699999999996
0.694	0.45181299999999996
0.695	0.45225899999999997
0.696	0.45270699999999997
0.697	0.453155
0.698	0.453603
0.699	0.454047
0.7	0.45449399999999995
0.701	0.454939
0.702	0.455385
0.703	0.45582799999999996
0.704	0.456273
0.705	0.456717
0.706	0.457163
0.707	0.45760199999999995
0.708	0.45804599999999995
0.709	0.458487
0.71	0.45893
0.711	0.459373
0.712	0.459815
0.713	0.460254
0.714	0.460694
0.715	0.461134
0.716	0.46157099999999995
0.717	0.46201499999999995
0.718	0.462455
0.719	0.462891
0.72	0.463331
0.721	0.463769
0.722	0.46420599999999995
0.723	0.464646
0.724	0.46508299999999997
0.725	0.46552099999999996
0.726	0.465956
0.727	0.466391
0.728	0.466825
0.729	0.467259
0.73	0.467697
0.731	0.46813299999999997
0.732	0.468568
0.733	0.468999
0.734	0.469433
0.735	0.469864
0.736	0.470298
0.737	0.470732
0.738	0.47116199999999997
0.739	0.47159599999999996
0.74	0.472028
0.741	0.47246
0.742	0.472891
0.743	0.47331999999999996
0.744	0.473751
0.745	0.474178
0.746	0.474609
0.747	0.475041
0.748	0.475466
0.749	0.47589699999999996
0.75	0.476328
0.751	0.47675199999999995
0.752	0.47718
0.753	0.477609
0.754	0.478037
0.755	0.47845899999999997
0.756	0.478886
0.757	0.47931399999999996
0.758	0.47974
0.759	0.480162
0.76	0.480589
0.761	0.48101099999999997
0.762	0.481438
0.763	0.481857
0.764	0.482284
0.765	0.482707
0.766	0.483131
0.767	0.483552
0.768	0.483975
0.769	0.48439699999999997
0.77	0.484819
0.771	0.485239
0.772	0.485662
0.773	0.486081
0.7739999999999999	0.4865
0.7749999999999999	0.486921
0.7759999999999999	0.48734
0.7769999999999999	0.48775599999999997
0.7779999999999999	0.488179
0.7789999999999999	0.488598
0.7799999999999999	0.48901599999999995
0.7809999999999999	0.48943499999999995
0.7819999999999999	0.48985199999999995
0.7829999999999999	0.49027099999999996
0.7839999999999999	0.490683
0.7849999999999999	0.49109899999999995
0.7859999999999999	0.491519
0.7869999999999999	0.49193099999999995
0.7879999999999999	0.49234599999999995
0.7889999999999999	0.492764
0.7899999999999999	0.493177
0.7909999999999999	0.493592
0.7919999999999999	0.49401
0.7929999999999999	0.494421
0.7939999999999999	0.49483499999999997
0.7949999999999999	0.49524599999999996
0.7959999999999999	0.49566499999999997
0.7969999999999999	0.496077
0.7979999999999999	0.49649
0.7989999999999999	0.496901
0.7999999999999999	0.497313
0.8009999999999999	0.497725
0.8019999999999999	0.498133
0.8029999999999999	0.49854499999999996
0.8039999999999999	0.49895799999999996
0.8049999999999999	0.499368
0.8059999999999999	0.49977699999999997
0.8069999999999999	0.500186
0.8079999999999999	0.5005959999999999
0.8089999999999999	0.501006
0.8099999999999999	0.501413
0.8109999999999999	0.501822
0.8119999999999999	0.502228
0.813	0.502636
0.814	0.5030439999999999
0.815	0.5034529999999999
0.816	0.503858
0.817	0.504265
0.818	0.5046729999999999
0.819	0.505078
0.82	0.505483
0.821	0.505888
0.822	0.506296
0.823	0.506698
0.824	0.507106
0.825	0.5075069999999999
0.826	0.507908
0.827	0.508315
0.828	0.508715
0.829	0.50912
0.83	0.50952
0.831	0.5099239999999999
0.832	0.510325
0.833	0.510726
0.834	0.511128
0.835	0.511531
0.836	0.511929
0.837	0.512331
0.838	0.5127309999999999
0.839	0.5131319999999999
0.84	0.513529
0.841	0.513929
0.842	0.514331
0.843	0.514728
0.844	0.515128
0.845	0.515523
0.846	0.515923
0.847	0.516319
0.848	0.51672
0.849	0.517111
0.85	0.51751
0.851	0.517906
0.852	0.518303
0.853	0.518698
0.854	0.519097
0.855	0.51949
0.856	0.519883
0.857	0.520278
0.858	0.5206729999999999
0.859	0.521064
0.86	0.521459
0.861	0.521853
0.862	0.5222439999999999
0.863	0.522639
0.864	0.523033
0.865	0.523425
0.866	0.523818
0.867	0.5242049999999999
0.868	0.524598
0.869	0.524987
0.87	0.5253789999999999
0.871	0.525771
0.872	0.526161
0.873	0.526552
0.874	0.526942
0.875	0.5273289999999999
0.876	0.527718
0.877	0.528106
0.878	0.528498
0.879	0.528882
0.88	0.529273
0.881	0.5296569999999999
0.882	0.530042
0.883	0.53043
0.884	0.53082
0.885	0.531208
0.886	0.531592
0.887	0.5319809999999999
0.888	0.5323669999999999
0.889	0.532748
0.89	0.533137
0.891	0.533521
0.892	0.533903
0.8929999999999999	0.5342859999999999
0.8939999999999999	0.534673
0.8949999999999999	0.535055
0.8959999999999999	0.53544
0.8969999999999999	0.535822
0.8979999999999999	0.5362049999999999
0.8989999999999999	0.5365909999999999
0.8999999999999999	0.536971
0.9009999999999999	0.537354
0.9019999999999999	0.5377339999999999
0.9029999999999999	0.5381159999999999
0.9039999999999999	0.538497
0.9049999999999999	0.5388769999999999
0.9059999999999999	0.5392589999999999
0.9069999999999999	0.5396409999999999
0.9079999999999999	0.540021
0.9089999999999999	0.540399
0.9099999999999999	0.540779
0.9109999999999999	0.541157
0.9119999999999999	0.541536
0.9129999999999999	0.541917
0.9139999999999999	0.542292
0.9149999999999999	0.5426719999999999
0.9159999999999999	0.543052
0.9169999999999999	0.543428
0.9179999999999999	0.543805
0.9189999999999999	0.544179
0.9199999999999999	0.544557
0.9209999999999999	0.544932
0.9219999999999999	0.545311
0.9229999999999999	0.545684
0.9239999999999999	0.546064
0.9249999999999999	0.546435
0.9259999999999999	0.546813
0.9269999999999999	0.547188
0.9279999999999999	0.5475639999999999
0.9289999999999999	0.547939
0.9299999999999999	0.548315
0.9309999999999999	0.548685
0.9319999999999999	0.5490579999999999
0.9329999999999999	0.549434
0.9339999999999999	0.549806
0.9349999999999999	0.550176
0.9359999999999999	0.5505519999999999
0.9369999999999999	0.5509229999999999
0.938	0.551295
0.939	0.551666
0.94	0.552041
0.941	0.552408
0.942	0.5527799999999999
0.943	0.553151
0.944	0.553519
0.945	0.55389
0.946	0.55426
0.947	0.5546329999999999
0.948	0.554997
0.949	0.55537
0.95	0.55574
0.951	0.556107
0.952	0.5564749999999999
0.953	0.556846
0.954	0.5572119999999999
0.955	0.55758
0.956	0.557947
0.957	0.558313
0.958	0.558682
0.959	0.5590459999999999
0.96	0.559416
0.961	0.559779
0.962	0.5601459999999999
0.963	0.560512
0.964	0.560874
0.965	0.561242
0.966	0.561607
0.967	0.56197
0.968	0.562333
0.969	0.562697
0.97	0.563062
0.971	0.563422
0.972	0.563788
0.973	0.564151
0.974	0.564512
0.975	0.5648759999999999
0.976	0.565237
0.977	0.565599
0.978	0.565963
0.979	0.566323
0.98	0.566686
0.981	0.567045
0.982	0.567406
0.983	0.567765
0.984	0.568128
0.985	0.568487
0.986	0.568846
0.987	0.569206
0.988	0.569566
0.989	0.5699259999999999
0.99	0.570282
0.991	0.570639
0.992	0.571
0.993	0.571361
0.994	0.5717139999999999
0.995	0.572074
0.996	0.5724319999999999
0.997	0.572786
0.998	0.573143
0.999	0.5735009999999999
1.0	0.573858
1.001	0.574213
1.002	0.57457
1.003	0.574924
1.004	0.57528
1.005	0.5756359999999999
1.006	0.57599
1.007	0.576344
1.008	0.5766979999999999
1.009	0.577052
1.01	0.577404
1.011	0.577759
1.012	0.578114
1.013	0.578468
1.014	0.5788179999999999
1.015	0.579172
1.016	0.5795239999999999
1.017	0.579878
1.018	0.58023
1.019	0.580579
1.02	0.580932
1.021	0.581284
1.022	0.5816319999999999
1.023	0.581981
1.024	0.5823349999999999
1.025	0.582683
1.026	0.583031
1.027	0.583383
1.028	0.583733
1.029	0.584081
1.03	0.5844309999999999
1.031	0.584781
1.032	0.585128
1.033	0.585475
1.034	0.585824
1.035	0.586171
1.036	0.5865199999999999
1.037	0.586868
1.038	0.587213
1.039	0.587561
1.04	0.587908
1.041	0.588255
1.042	0.588602
1.043	0.588951
1.044	0.589294
1.045	0.589637
1.046	0.589984
1.047	0.59033
1.048	0.590673
1.049	0.591015
1.05	0.591361
1.051	0.591706
1.052	0.5920449999999999
1.053	0.592394
1.054	0.592737
1.055	0.5930799999999999
1.056	0.593421
1.057	0.593765
1.058	0.594111
1.059	0.5944539999999999
1.06	0.594796
1.061	0.595137
1.062	0.595476
1.063	0.595819
1.064	0.5961609999999999
1.065	0.596499
1.066	0.5968399999999999
1.067	0.5971799999999999
1.068	0.597521
1.069	0.597861
1.07	0.5982
1.071	0.59854
1.0719999999999998	0.598877
1.073	0.599216
1.0739999999999998	0.5995579999999999
1.075	0.599899
1.0759999999999998	0.600235
1.077	0.600572
1.0779999999999998	0.600911
1.079	0.601247
1.0799999999999998	0.601587
1.081	0.601924
1.0819999999999999	0.602262
1.083	0.6026
1.0839999999999999	0.602934
1.085	0.6032719999999999
1.0859999999999999	0.603605
1.087	0.603943
1.0879999999999999	0.604278
1.089	0.604613
1.0899999999999999	0.6049479999999999
1.091	0.605287
1.0919999999999999	0.6056199999999999
1.093	0.605954
1.0939999999999999	0.606289
1.095	0.606622
1.0959999999999999	0.606958
1.097	0.60729
1.0979999999999999	0.6076239999999999
1.099	0.607958
1.0999999999999999	0.6082919999999999
1.101	0.6086239999999999
1.1019999999999999	0.608955
1.103	0.609287
1.1039999999999999	0.609621
1.105	0.609951
1.1059999999999999	0.610283
1.107	0.610613
1.1079999999999999	0.610945
1.109	0.611279
1.1099999999999999	0.611611
1.111	0.611942
1.1119999999999999	0.6122719999999999
1.113	0.612601
1.1139999999999999	0.61293
1.115	0.61326
1.1159999999999999	0.6135889999999999
1.117	0.613922
1.1179999999999999	0.614248
1.119	0.6145769999999999
1.1199999999999999	0.61491
1.121	0.615236
1.1219999999999999	0.615564
1.123	0.615893
1.1239999999999999	0.616224
1.125	0.6165459999999999
1.126	0.616877
1.127	0.617205
1.128	0.61753
1.129	0.617854
1.13	0.618184
1.131	0.618512
1.132	0.618838
1.133	0.619162
1.134	0.6194879999999999
1.135	0.619814
1.136	0.620138
1.137	0.620464
1.138	0.620786
1.139	0.621112
1.14	0.621435
1.141	0.621761
1.142	0.622089
1.143	0.6224109999999999
1.144	0.622734
1.145	0.623058
1.146	0.6233839999999999
1.147	0.623707
1.148	0.624028
1.149	0.62435
1.15	0.624674
1.151	0.624995
1.152	0.625317
1.153	0.625637
1.154	0.62596
1.155	0.626281
1.156	0.6266039999999999
1.157	0.626925
1.158	0.6272449999999999
1.159	0.627566
1.16	0.6278859999999999
1.161	0.628205
1.162	0.6285259999999999
1.163	0.628846
1.164	0.629166
1.165	0.629485
1.166	0.629803
1.167	0.6301209999999999
1.168	0.630443
1.169	0.630761
1.17	0.6310779999999999
1.171	0.6313949999999999
1.172	0.6317159999999999
1.173	0.6320319999999999
1.174	0.63235
1.175	0.632666
1.176	0.632985
1.177	0.6333019999999999
1.178	0.633617
1.179	0.633935
1.18	0.634254
1.181	0.6345689999999999
1.182	0.634887
1.183	0.635201
1.184	0.6355149999999999
1.185	0.6358309999999999
1.186	0.636146
1.187	0.6364609999999999
1.188	0.636774
1.189	0.637089
1.19	0.637407
1.1909999999999998	0.6377189999999999
1.192	0.6380359999999999
1.1929999999999998	0.638346
1.194	0.63866
1.1949999999999998	0.6389739999999999
1.196	0.639288
1.1969999999999998	0.6396
1.198	0.639913
1.1989999999999998	0.640226
1.2	0.640536
1.2009999999999998	0.640853
1.202	0.641162
1.2029999999999998	0.641473
1.204	0.641786
1.2049999999999998	0.642096
1.206	0.642409
1.2069999999999999	0.64272
1.208	0.643029
1.2089999999999999	0.64334
1.21	0.643652
1.2109999999999999	0.643961
1.212	0.6442709999999999
1.2129999999999999	0.644582
1.214	0.644892
1.2149999999999999	0.6452019999999999
1.216	0.645511
1.2169999999999999	0.64582
