R36E1S1S2_X	R36E1S1S2_Y
0.0	0.0
0.001	0.00109
0.002	0.002081
0.003	0.003068
0.004	0.004063
0.005	0.005052
0.006	0.0060409999999999995
0.006999999999999999	0.0070339999999999995
0.008	0.008012
0.009	0.008995
0.01	0.009975999999999999
0.011	0.010957
0.012	0.011935
0.013	0.012912
0.013999999999999999	0.013881999999999999
0.015	0.014856
0.016	0.015832
0.016999999999999998	0.0168
0.018	0.017768
0.019	0.018734
0.02	0.019697
0.020999999999999998	0.020662999999999997
0.022	0.021620999999999998
0.023	0.02258
0.024	0.023538999999999997
0.024999999999999998	0.024491
0.026	0.025449
0.027	0.026402
0.027999999999999997	0.027349
0.028999999999999998	0.028298999999999998
0.03	0.029254
0.031	0.030192
0.032	0.031142
0.033	0.032082
0.033999999999999996	0.033024
0.034999999999999996	0.033971
0.036	0.034905
0.037	0.035841
0.038	0.036772
0.039	0.037704
0.04	0.03864
0.040999999999999995	0.039567
0.041999999999999996	0.040492
0.043	0.041422
0.044	0.042348
0.045	0.043268
0.046	0.044188
0.047	0.045114
0.048	0.046034
0.048999999999999995	0.046945999999999995
0.049999999999999996	0.047871
0.051	0.048781
0.052	0.049697
0.053	0.050607
0.054	0.051517999999999994
0.055	0.052428999999999996
0.055999999999999994	0.053328999999999994
0.056999999999999995	0.054235
0.057999999999999996	0.055139999999999995
0.059	0.056038
0.06	0.056944999999999996
0.061	0.057838999999999995
0.062	0.058745
0.063	0.059636999999999996
0.064	0.060530999999999995
0.065	0.061425999999999994
0.066	0.062315999999999996
0.06699999999999999	0.063207
0.06799999999999999	0.064093
0.06899999999999999	0.064982
0.06999999999999999	0.06587
0.071	0.06675099999999999
0.072	0.067638
0.073	0.06852
0.074	0.069395
0.075	0.07028
0.076	0.071155
0.077	0.072031
0.078	0.072909
0.079	0.073783
0.08	0.07465
0.081	0.075529
0.08199999999999999	0.07639499999999999
0.08299999999999999	0.077264
0.08399999999999999	0.078133
0.08499999999999999	0.078998
0.086	0.07986599999999999
0.087	0.080731
0.088	0.081589
0.089	0.082449
0.09	0.083308
0.091	0.08416499999999999
0.092	0.08502
0.093	0.08587299999999999
0.094	0.086738
0.095	0.087583
0.096	0.088437
0.09699999999999999	0.089291
