P384S6cM4_X	P384S6cM4_Y
0.0	0.0
0.001	0.001067
0.002	0.0016879999999999998
0.003	0.002195
0.004	0.0026539999999999997
0.005	0.0030459999999999997
0.006	0.003411
0.006999999999999999	0.0037489999999999997
0.008	0.004056
0.009	0.004340999999999999
0.01	0.0046099999999999995
0.011	0.00486
0.012	0.005098
0.013	0.005320999999999999
0.013999999999999999	0.005536999999999999
0.015	0.005737
0.016	0.005932
0.016999999999999998	0.006115
0.018	0.006281
0.019	0.006447
0.02	0.006611
0.020999999999999998	0.006771
0.022	0.006912
0.023	0.007052999999999999
0.024	0.007189999999999999
0.024999999999999998	0.007326999999999999
0.026	0.007451999999999999
0.027	0.007579
0.027999999999999997	0.0076939999999999995
0.028999999999999998	0.007809999999999999
0.03	0.007921
0.031	0.008032
0.032	0.008138
0.033	0.008242
0.033999999999999996	0.008341
0.034999999999999996	0.008433999999999999
0.036	0.008525999999999999
0.037	0.008623
0.038	0.008714
0.039	0.008801999999999999
0.04	0.008883
0.040999999999999995	0.008964
0.041999999999999996	0.009047999999999999
0.043	0.009125
0.044	0.009204
0.045	0.009281
0.046	0.009356
0.047	0.009420999999999999
0.048	0.009491
0.048999999999999995	0.009557999999999999
0.049999999999999996	0.009628
0.051	0.009693
0.052	0.009755999999999999
0.053	0.009819999999999999
0.054	0.009885
0.055	0.009942999999999999
0.055999999999999994	0.010001
0.056999999999999995	0.010062999999999999
0.057999999999999996	0.010114999999999999
0.059	0.010171
0.06	0.010225
0.061	0.010282
0.062	0.010332
0.063	0.010386999999999999
0.064	0.010438
0.065	0.010489
0.066	0.010535
0.06699999999999999	0.010587
0.06799999999999999	0.010631
0.06899999999999999	0.010678
0.06999999999999999	0.010725
0.071	0.010768
0.072	0.010813
0.073	0.010857
0.074	0.010905
0.075	0.010943
0.076	0.010981999999999999
0.077	0.01102
0.078	0.011064
0.079	0.011105
0.08	0.011143
0.081	0.011179999999999999
0.08199999999999999	0.011217
0.08299999999999999	0.011255999999999999
0.08399999999999999	0.01129
0.08499999999999999	0.011330999999999999
0.086	0.011363999999999999
0.087	0.011398
0.088	0.011432
0.089	0.011467999999999999
0.09	0.011498999999999999
0.091	0.011535
0.092	0.011567
0.093	0.011602
0.094	0.011633
0.095	0.011663999999999999
0.096	0.011694
0.09699999999999999	0.011722999999999999
0.09799999999999999	0.011753999999999999
0.09899999999999999	0.011784999999999999
0.09999999999999999	0.011814
0.10099999999999999	0.011840999999999999
0.102	0.011871
0.103	0.011895
0.104	0.011925
0.105	0.011956
0.106	0.011980999999999999
0.107	0.012010999999999999
0.108	0.012034999999999999
0.109	0.012062
0.11	0.012088999999999999
0.111	0.012111
0.11199999999999999	0.012136
0.11299999999999999	0.012159999999999999
0.11399999999999999	0.012188
0.11499999999999999	0.012211
0.11599999999999999	0.012235
0.11699999999999999	0.012258
0.118	0.012282999999999999
0.119	0.012307
0.12	0.012329999999999999
0.121	0.012350999999999999
0.122	0.012376999999999999
0.123	0.012395999999999999
0.124	0.012417
0.125	0.01244
0.126	0.012459999999999999
0.127	0.012482
0.128	0.012506999999999999
0.129	0.012525
0.13	0.012544999999999999
0.131	0.012565999999999999
0.132	0.012584999999999999
0.133	0.012605
0.13399999999999998	0.012622999999999999
0.13499999999999998	0.012646
0.13599999999999998	0.012664
0.13699999999999998	0.012683
0.13799999999999998	0.012700999999999999
0.13899999999999998	0.012721999999999999
0.13999999999999999	0.012737
0.141	0.012759
0.142	0.012775
0.143	0.012794
0.144	0.012813
0.145	0.01283
0.146	0.012846999999999999
0.147	0.012868
0.148	0.012882999999999999
0.149	0.012898999999999999
0.15	0.012915
0.151	0.012933
0.152	0.012947
0.153	0.012966
0.154	0.012983999999999999
0.155	0.012999
0.156	0.013016
0.157	0.01303
0.158	0.013042999999999999
0.159	0.013059999999999999
