P187S6eM4_X	P187S6eM4_Y
0.44899999999999995	0.006277
0.44999999999999996	0.006277
0.45099999999999996	0.006278
0.45199999999999996	0.006278
0.45299999999999996	0.006278
0.45399999999999996	0.006279
0.45499999999999996	0.00628
0.45599999999999996	0.00628
0.45699999999999996	0.006281
0.45799999999999996	0.006281
0.45899999999999996	0.006281999999999999
0.45999999999999996	0.006281999999999999
0.46099999999999997	0.006281999999999999
0.46199999999999997	0.0062829999999999995
0.46299999999999997	0.0062829999999999995
0.46399999999999997	0.006284
0.46499999999999997	0.006284
0.46599999999999997	0.006284
0.46699999999999997	0.006285
0.46799999999999997	0.006285
0.469	0.006286
0.47	0.006286
0.471	0.006286
0.472	0.006287
0.473	0.006287
0.474	0.006287999999999999
0.475	0.006287999999999999
0.476	0.006287999999999999
0.477	0.0062889999999999995
0.478	0.0062889999999999995
0.479	0.00629
0.48	0.00629
0.481	0.00629
0.482	0.006291
0.483	0.006291
0.484	0.006292
0.485	0.006292
0.486	0.006292
0.487	0.006293
0.488	0.006293
0.489	0.006294
0.49	0.006294
0.491	0.006294
0.492	0.006294999999999999
0.493	0.006294999999999999
0.494	0.006294999999999999
0.495	0.0062959999999999995
0.496	0.0062959999999999995
0.497	0.006297
0.498	0.006297
0.499	0.006297
0.5	0.006298
0.501	0.006298
