P212aM3_X	P212aM3_Y
0.0	0.0
0.001	0.001132
0.002	0.002016
0.003	0.0028239999999999997
0.004	0.0035859999999999998
0.005	0.004311
0.006	0.004992
0.006999999999999999	0.005644
0.008	0.006272
0.009	0.006874
0.01	0.007457999999999999
0.011	0.008008
0.012	0.008558999999999999
0.013	0.00908
0.013999999999999999	0.009587
0.015	0.010083
0.016	0.010561
0.016999999999999998	0.011028
0.018	0.011477999999999999
0.019	0.011923
0.02	0.012359
0.020999999999999998	0.012784
0.022	0.013191
0.023	0.013597
0.024	0.013994999999999999
0.024999999999999998	0.014384999999999998
0.026	0.014763
0.027	0.015139
0.027999999999999997	0.015508
0.028999999999999998	0.015874
0.03	0.016224
0.031	0.016569999999999998
0.032	0.016913
0.033	0.017246
0.033999999999999996	0.01758
0.034999999999999996	0.017914
0.036	0.018233
0.037	0.018549
0.038	0.018855
0.039	0.019166
0.04	0.019466999999999998
0.040999999999999995	0.019767999999999997
0.041999999999999996	0.020061
0.043	0.020357
0.044	0.020647
0.045	0.020922
0.046	0.021204
0.047	0.021478
0.048	0.021751
0.048999999999999995	0.022022999999999997
0.049999999999999996	0.022289
0.051	0.022552
0.052	0.022813999999999997
0.053	0.02307
0.054	0.023326
0.055	0.023580999999999998
0.055999999999999994	0.023830999999999998
0.056999999999999995	0.024072
0.057999999999999996	0.024319999999999998
0.059	0.024561
0.06	0.024798999999999998
0.061	0.025033999999999997
0.062	0.025266
0.063	0.025498999999999997
0.064	0.025729
0.065	0.025960999999999998
0.066	0.026182
0.06699999999999999	0.026411
0.06799999999999999	0.026631
0.06899999999999999	0.026851
0.06999999999999999	0.027065
0.071	0.027282999999999998
0.072	0.027496999999999997
0.073	0.027705
0.074	0.027915
0.075	0.028121999999999998
0.076	0.028328
0.077	0.028537
0.078	0.028738
0.079	0.028939999999999997
0.08	0.029137999999999997
0.081	0.029339999999999998
0.08199999999999999	0.029533999999999998
0.08299999999999999	0.029729
0.08399999999999999	0.029921999999999997
0.08499999999999999	0.030115
0.086	0.030306
0.087	0.030497
0.088	0.030683
0.089	0.030871
0.09	0.031056
0.091	0.031240999999999998
0.092	0.031418999999999996
0.093	0.031603
0.094	0.031783
0.095	0.031960999999999996
0.096	0.032136
0.09699999999999999	0.032313999999999996
0.09799999999999999	0.032487999999999996
0.09899999999999999	0.03266
0.09999999999999999	0.032833999999999995
0.10099999999999999	0.033011
0.102	0.033178
0.103	0.033344
0.104	0.033511
0.105	0.033683
0.106	0.033844
0.107	0.034015
0.108	0.034177
0.109	0.034339
0.11	0.034501
0.111	0.034659999999999996
0.11199999999999999	0.034822
0.11299999999999999	0.034977
0.11399999999999999	0.035137999999999996
0.11499999999999999	0.035295
0.11599999999999999	0.035452
0.11699999999999999	0.035607
0.118	0.035762999999999996
0.119	0.035916
0.12	0.036065
0.121	0.036218
0.122	0.036371
0.123	0.036521
0.124	0.036669
0.125	0.036818
0.126	0.036966
0.127	0.037108999999999996
0.128	0.037256
0.129	0.037402
0.13	0.037549
0.131	0.037689
0.132	0.037834
0.133	0.037974999999999995
0.13399999999999998	0.038114999999999996
0.13499999999999998	0.038256
0.13599999999999998	0.038397
0.13699999999999998	0.038536
0.13799999999999998	0.038673
0.13899999999999998	0.038814
0.13999999999999999	0.038951
0.141	0.039085999999999996
0.142	0.039222
0.143	0.039355
0.144	0.039491
0.145	0.039626
0.146	0.03976
0.147	0.039889999999999995
0.148	0.040021
0.149	0.040152
0.15	0.040283
0.151	0.040410999999999996
0.152	0.040545
0.153	0.040671
0.154	0.040798999999999995
0.155	0.04093
0.156	0.041055
0.157	0.04118
0.158	0.041306999999999996
0.159	0.041432
0.16	0.041558
0.161	0.041682
0.162	0.041808
0.163	0.041928
0.16399999999999998	0.042052
0.16499999999999998	0.042171
0.16599999999999998	0.042295
0.16699999999999998	0.042415
0.16799999999999998	0.042537
0.16899999999999998	0.042655
0.16999999999999998	0.042774
0.17099999999999999	0.042894999999999996
0.172	0.043012999999999996
0.173	0.043129
0.174	0.043247
0.175	0.043365
0.176	0.043481
0.177	0.043595999999999996
0.178	0.043712999999999995
0.179	0.043823999999999995
0.18	0.043942999999999996
0.181	0.044057
0.182	0.044167
0.183	0.044282999999999996
0.184	0.044396
0.185	0.044507
0.186	0.044619
0.187	0.044731
0.188	0.044842
0.189	0.044952
0.19	0.045063
0.191	0.045172
0.192	0.045280999999999995
0.193	0.045391
0.19399999999999998	0.045498
0.19499999999999998	0.045604
0.19599999999999998	0.045711999999999996
0.19699999999999998	0.04582
0.19799999999999998	0.045926999999999996
0.19899999999999998	0.046034
0.19999999999999998	0.046139
0.20099999999999998	0.046245999999999995
0.20199999999999999	0.046352
0.20299999999999999	0.046454999999999996
0.204	0.04656
0.205	0.046665
0.206	0.046768
0.207	0.046872
0.208	0.046974999999999996
0.209	0.047076
0.21	0.047179
0.211	0.047282
0.212	0.047382999999999995
0.213	0.047483
0.214	0.047584999999999995
0.215	0.047686
0.216	0.047785
0.217	0.047883999999999996
0.218	0.047982
0.219	0.048081
0.22	0.048180999999999995
0.221	0.048279999999999997
0.222	0.048376999999999996
0.223	0.048475
0.22399999999999998	0.048573
0.22499999999999998	0.04867
0.22599999999999998	0.048768
0.22699999999999998	0.048861999999999996
0.22799999999999998	0.048957999999999995
0.22899999999999998	0.049055999999999995
0.22999999999999998	0.049151
0.23099999999999998	0.049246
0.23199999999999998	0.049339999999999995
0.23299999999999998	0.049436
0.23399999999999999	0.049527999999999996
0.235	0.049622
0.236	0.049718
0.237	0.049811
0.238	0.049902999999999996
0.239	0.049996
0.24	0.050088999999999995
0.241	0.050180999999999996
0.242	0.050272
0.243	0.050360999999999996
0.244	0.050455
0.245	0.050546999999999995
0.246	0.050636999999999995
0.247	0.050726999999999994
0.248	0.050817
0.249	0.050907
0.25	0.050995
0.251	0.051085
0.252	0.051174
0.253	0.051264
0.254	0.051352999999999996
0.255	0.051439
0.256	0.051528
0.257	0.051616999999999996
0.258	0.051703
0.259	0.051789999999999996
0.26	0.051877
0.261	0.051963999999999996
0.262	0.052051
0.263	0.052138
0.264	0.052222
0.265	0.052308
0.266	0.052393999999999996
0.267	0.052479
0.26799999999999996	0.052563
0.26899999999999996	0.052649999999999995
0.26999999999999996	0.052732999999999995
0.27099999999999996	0.052816999999999996
0.27199999999999996	0.052898
0.27299999999999996	0.052985
0.27399999999999997	0.053066999999999996
0.27499999999999997	0.053151
0.27599999999999997	0.053232999999999996
0.27699999999999997	0.053316999999999996
0.27799999999999997	0.053398999999999995
0.27899999999999997	0.053481
0.27999999999999997	0.053563
0.28099999999999997	0.053648999999999995
0.282	0.053727
0.283	0.053812
0.284	0.053890999999999994
0.285	0.053971
0.286	0.054053
0.287	0.054133
0.288	0.054213
0.289	0.054294999999999996
0.29	0.054373
0.291	0.054452
0.292	0.054533
0.293	0.054612
0.294	0.054688999999999995
0.295	0.05477
0.296	0.054845
0.297	0.054927
0.298	0.055004
0.299	0.055083999999999994
0.3	0.05516
0.301	0.055236999999999994
0.302	0.055313999999999995
0.303	0.055392
0.304	0.055467999999999996
0.305	0.055545
0.306	0.055621
0.307	0.055699
0.308	0.055777
0.309	0.055851
0.31	0.055927
0.311	0.056003
0.312	0.056075
0.313	0.056153999999999996
0.314	0.056228
0.315	0.056302
0.316	0.056377
0.317	0.056450999999999994
0.318	0.056524
0.319	0.0566
0.32	0.056672
0.321	0.056747
0.322	0.056819999999999996
0.323	0.056892
0.324	0.056968
0.325	0.057040999999999994
0.326	0.057115
0.327	0.057185
0.32799999999999996	0.057259
0.32899999999999996	0.05733
0.32999999999999996	0.057401
0.33099999999999996	0.057472999999999996
0.33199999999999996	0.057545
0.33299999999999996	0.057616999999999995
0.33399999999999996	0.057689
0.33499999999999996	0.057759
0.33599999999999997	0.057831999999999995
0.33699999999999997	0.057901999999999995
0.33799999999999997	0.057974
0.33899999999999997	0.058043
0.33999999999999997	0.058113
0.34099999999999997	0.058183
0.34199999999999997	0.058254
0.34299999999999997	0.058323
0.344	0.058393
0.345	0.058462
0.346	0.058532
0.347	0.058601
0.348	0.05867
0.349	0.058738
0.35	0.058808
0.351	0.058875
0.352	0.058945
0.353	0.059015
0.354	0.059083
0.355	0.059150999999999995
0.356	0.059218
0.357	0.059286
0.358	0.059352999999999996
0.359	0.05942
0.36	0.059488
0.361	0.059553999999999996
0.362	0.059621
0.363	0.059685999999999996
0.364	0.059754999999999996
0.365	0.059821
0.366	0.059888
0.367	0.059954
0.368	0.060021
0.369	0.060086
0.37	0.060152
0.371	0.060216
0.372	0.060282999999999996
0.373	0.060348
0.374	0.060411
0.375	0.060475999999999995
0.376	0.060543
0.377	0.060607999999999995
0.378	0.060672
0.379	0.060735
0.38	0.0608
0.381	0.060864999999999995
0.382	0.060929
0.383	0.060993
0.384	0.061056
0.385	0.061119999999999994
0.386	0.061184999999999996
0.38699999999999996	0.06125
0.38799999999999996	0.061312
0.38899999999999996	0.061374
0.38999999999999996	0.061437
0.39099999999999996	0.061499
0.39199999999999996	0.061562
0.39299999999999996	0.061625
0.39399999999999996	0.061687
0.39499999999999996	0.06175
0.39599999999999996	0.061811
0.39699999999999996	0.061873
0.39799999999999996	0.061936
0.39899999999999997	0.061997
0.39999999999999997	0.06206
0.40099999999999997	0.062119999999999995
0.40199999999999997	0.062182999999999995
0.40299999999999997	0.062243
0.40399999999999997	0.062304
0.40499999999999997	0.062366
0.40599999999999997	0.062425999999999995
0.407	0.062486
0.408	0.062549
0.409	0.062607
0.41	0.06267
0.411	0.06272699999999999
0.412	0.06279
0.413	0.062849
0.414	0.06291
0.415	0.062968
0.416	0.063028
0.417	0.06308799999999999
0.418	0.063149
0.419	0.063207
0.42	0.063266
0.421	0.06332499999999999
0.422	0.063386
0.423	0.063443
0.424	0.063502
0.425	0.06356099999999999
0.426	0.063619
0.427	0.063678
0.428	0.063736
0.429	0.063794
0.43	0.06385199999999999
0.431	0.06391
0.432	0.063969
0.433	0.064027
0.434	0.064082
0.435	0.06414
0.436	0.06419799999999999
0.437	0.064256
0.438	0.064312
0.439	0.06437
0.44	0.064426
0.441	0.064482
0.442	0.064539
0.443	0.064596
0.444	0.064652
0.445	0.064709
0.446	0.06476599999999999
0.44699999999999995	0.06482399999999999
0.44799999999999995	0.06487899999999999
0.44899999999999995	0.06493499999999999
0.44999999999999996	0.064991
0.45099999999999996	0.06504599999999999
0.45199999999999996	0.065102
0.45299999999999996	0.065158
0.45399999999999996	0.06521199999999999
0.45499999999999996	0.06526799999999999
0.45599999999999996	0.06532299999999999
0.45699999999999996	0.06537799999999999
0.45799999999999996	0.06543299999999999
0.45899999999999996	0.06548899999999999
0.45999999999999996	0.06554299999999999
0.46099999999999997	0.065598
0.46199999999999997	0.065653
0.46299999999999997	0.065708
0.46399999999999997	0.065762
0.46499999999999997	0.065819
0.46599999999999997	0.065871
0.46699999999999997	0.065926
0.46799999999999997	0.065979
0.469	0.066034
0.47	0.066088
0.471	0.06614099999999999
0.472	0.066194
0.473	0.06625
0.474	0.066301
0.475	0.066355
0.476	0.066408
0.477	0.06646099999999999
0.478	0.06651499999999999
0.479	0.066568
0.48	0.066621
0.481	0.066674
0.482	0.066726
0.483	0.06677899999999999
0.484	0.066831
0.485	0.066883
0.486	0.066935
0.487	0.06698799999999999
0.488	0.06704
0.489	0.067092
0.49	0.067143
0.491	0.06719699999999999
0.492	0.067248
0.493	0.067301
0.494	0.067353
0.495	0.06740499999999999
0.496	0.067455
0.497	0.067508
0.498	0.06755799999999999
0.499	0.06761
0.5	0.06766
0.501	0.067712
0.502	0.067762
0.503	0.067814
0.504	0.067864
0.505	0.067914
0.506	0.067965
0.507	0.068016
0.508	0.068066
0.509	0.068117
0.51	0.06816699999999999
0.511	0.068218
0.512	0.068267
0.513	0.06831899999999999
0.514	0.068368
0.515	0.06841699999999999
0.516	0.068468
0.517	0.068517
0.518	0.068566
0.519	0.068616
0.52	0.068664
0.521	0.068714
0.522	0.06876399999999999
0.523	0.068813
0.524	0.06886199999999999
0.525	0.068911
0.526	0.06895899999999999
0.527	0.069009
0.528	0.069057
0.529	0.069106
0.53	0.06915299999999999
0.531	0.069203
0.532	0.069251
0.533	0.069301
0.534	0.06934799999999999
0.535	0.069398
0.5359999999999999	0.06944499999999999
0.5369999999999999	0.069494
0.5379999999999999	0.06954099999999999
0.5389999999999999	0.069591
0.5399999999999999	0.06963799999999999
0.5409999999999999	0.069685
0.5419999999999999	0.069733
0.5429999999999999	0.069779
0.5439999999999999	0.069827
0.5449999999999999	0.06987499999999999
0.5459999999999999	0.069923
0.5469999999999999	0.06996999999999999
0.5479999999999999	0.070018
0.5489999999999999	0.070064
0.5499999999999999	0.07011099999999999
0.5509999999999999	0.070159
0.5519999999999999	0.070205
0.5529999999999999	0.070252
0.5539999999999999	0.070299
0.5549999999999999	0.07034499999999999
0.5559999999999999	0.070392
0.5569999999999999	0.070439
0.5579999999999999	0.07048499999999999
0.5589999999999999	0.070532
0.5599999999999999	0.070577
0.5609999999999999	0.070625
0.5619999999999999	0.070672
0.563	0.070717
0.564	0.070764
0.565	0.07081
0.566	0.070855
0.567	0.07090099999999999
0.568	0.070947
0.569	0.070992
0.57	0.07103799999999999
0.571	0.071083
0.572	0.071129
0.573	0.071175
0.574	0.07121999999999999
0.575	0.071266
0.576	0.071311
0.577	0.071355
0.578	0.07139999999999999
0.579	0.071445
0.58	0.071491
0.581	0.071536
0.582	0.07158099999999999
0.583	0.071625
0.584	0.071671
0.585	0.071714
0.586	0.071759
0.587	0.07180299999999999
0.588	0.071848
0.589	0.071893
0.59	0.071938
0.591	0.07198199999999999
0.592	0.07202599999999999
0.593	0.07207
0.594	0.072113
0.595	0.072157
0.596	0.072201
0.597	0.072245
0.598	0.07229
0.599	0.072333
0.6	0.072377
0.601	0.07242
0.602	0.072465
0.603	0.072507
0.604	0.07255
0.605	0.07259399999999999
0.606	0.072638
0.607	0.072679
0.608	0.072724
0.609	0.072766
0.61	0.072811
0.611	0.072853
0.612	0.072896
0.613	0.07293899999999999
0.614	0.07298099999999999
0.615	0.07302399999999999
0.616	0.073067
0.617	0.073109
0.618	0.073151
0.619	0.073193
0.62	0.073236
0.621	0.073279
0.622	0.073321
0.623	0.073363
0.624	0.073406
0.625	0.073447
0.626	0.07349
0.627	0.073532
0.628	0.073574
0.629	0.073615
0.63	0.073658
0.631	0.073699
0.632	0.073741
0.633	0.073782
0.634	0.073824
0.635	0.073865
0.636	0.073907
0.637	0.073947
0.638	0.07399
0.639	0.074031
0.64	0.074073
0.641	0.074113
0.642	0.074154
0.643	0.074194
0.644	0.074237
0.645	0.074277
0.646	0.074318
0.647	0.074359
0.648	0.074401
0.649	0.074442
0.65	0.074483
0.651	0.07452299999999999
0.652	0.07456299999999999
0.653	0.074603
0.654	0.074643
0.6549999999999999	0.074684
0.6559999999999999	0.074724
0.6569999999999999	0.074764
0.6579999999999999	0.074804
0.6589999999999999	0.074845
0.6599999999999999	0.07488399999999999
0.6609999999999999	0.07492499999999999
0.6619999999999999	0.07496499999999999
0.6629999999999999	0.075006
0.6639999999999999	0.075044
0.6649999999999999	0.075085
0.6659999999999999	0.075124
0.6669999999999999	0.075164
0.6679999999999999	0.07520299999999999
0.6689999999999999	0.07524299999999999
0.6699999999999999	0.075283
0.6709999999999999	0.075323
0.6719999999999999	0.075362
0.6729999999999999	0.075401
0.6739999999999999	0.07544
0.6749999999999999	0.07547999999999999
0.6759999999999999	0.075519
0.6769999999999999	0.075558
0.6779999999999999	0.075597
0.6789999999999999	0.075638
0.6799999999999999	0.075676
0.6809999999999999	0.07571499999999999
0.6819999999999999	0.075754
0.6829999999999999	0.075793
0.6839999999999999	0.075832
0.6849999999999999	0.07586999999999999
0.6859999999999999	0.07590899999999999
0.6869999999999999	0.075948
0.688	0.075986
0.689	0.076025
0.69	0.07606299999999999
0.691	0.07610299999999999
0.692	0.07614
0.693	0.07618
0.694	0.076217
0.695	0.07625599999999999
0.696	0.076293
0.697	0.076333
0.698	0.07637
0.699	0.07640899999999999
0.7	0.076446
0.701	0.076485
0.702	0.07652199999999999
0.703	0.07656099999999999
0.704	0.076598
0.705	0.076636
0.706	0.07667299999999999
0.707	0.076711
0.708	0.076749
0.709	0.076787
0.71	0.07682499999999999
0.711	0.076863
0.712	0.076899
0.713	0.07693799999999999
0.714	0.076974
0.715	0.077012
0.716	0.07704899999999999
0.717	0.077087
0.718	0.077123
0.719	0.077161
0.72	0.077197
0.721	0.077235
0.722	0.077272
0.723	0.077309
0.724	0.077345
0.725	0.07738199999999999
0.726	0.077419
0.727	0.077456
0.728	0.07749199999999999
0.729	0.077529
0.73	0.077566
0.731	0.07760299999999999
0.732	0.077639
0.733	0.077676
0.734	0.077712
0.735	0.077749
0.736	0.07778499999999999
0.737	0.077821
0.738	0.077857
0.739	0.07789399999999999
0.74	0.07793
0.741	0.077966
0.742	0.078002
0.743	0.078038
0.744	0.07807399999999999
0.745	0.078111
0.746	0.078146
0.747	0.078182
0.748	0.078218
0.749	0.07825399999999999
0.75	0.078289
0.751	0.07832499999999999
0.752	0.07836
0.753	0.078397
0.754	0.078432
0.755	0.078468
0.756	0.078503
0.757	0.078539
0.758	0.07857299999999999
0.759	0.078609
0.76	0.07864399999999999
0.761	0.078679
0.762	0.07871399999999999
0.763	0.078749
0.764	0.078786
0.765	0.07882
0.766	0.078856
0.767	0.07889
0.768	0.078925
0.769	0.07896
0.77	0.078995
0.771	0.07903
0.772	0.079065
0.773	0.079099
0.7739999999999999	0.079134
0.7749999999999999	0.079168
0.7759999999999999	0.079204
0.7769999999999999	0.079238
0.7779999999999999	0.079273
0.7789999999999999	0.079307
0.7799999999999999	0.079342
0.7809999999999999	0.079376
0.7819999999999999	0.07941
0.7829999999999999	0.079444
0.7839999999999999	0.079479
0.7849999999999999	0.079513
0.7859999999999999	0.079548
0.7869999999999999	0.079581
0.7879999999999999	0.07961599999999999
0.7889999999999999	0.07965
0.7899999999999999	0.07968399999999999
0.7909999999999999	0.079718
0.7919999999999999	0.07975199999999999
0.7929999999999999	0.079786
0.7939999999999999	0.07982
0.7949999999999999	0.079854
0.7959999999999999	0.079888
0.7969999999999999	0.07992099999999999
0.7979999999999999	0.079956
0.7989999999999999	0.07998899999999999
0.7999999999999999	0.080023
0.8009999999999999	0.080056
0.8019999999999999	0.08009
0.8029999999999999	0.080123
0.8039999999999999	0.08015699999999999
