D25_X	0.0	0.001	0.002	0.003	0.004	0.005	0.006	0.006999999999999999	0.008	0.009	0.01	0.011	0.012	0.013
D25_Y	0.0	0.00078	0.0012569999999999999	0.0015919999999999999	0.001841	0.002032	0.002182	0.0023	0.002397	0.002477	0.002542	0.002596	0.002642	0.00268
