P246S6bM4_X	P246S6bM4_Y
0.0	0.0
0.001	0.00058
0.002	0.0007959999999999999
0.003	0.0009379999999999999
0.004	0.001028
0.005	0.001096
0.006	0.0011459999999999999
0.006999999999999999	0.001187
0.008	0.001218
0.009	0.001249
0.01	0.0012699999999999999
0.011	0.001291
0.012	0.00131
0.013	0.001321
0.013999999999999999	0.0013369999999999999
0.015	0.0013499999999999999
0.016	0.0013599999999999999
0.016999999999999998	0.001372
0.018	0.001379
0.019	0.001388
0.02	0.0013959999999999999
0.020999999999999998	0.0014039999999999999
0.022	0.00141
0.023	0.0014169999999999999
0.024	0.0014219999999999999
0.024999999999999998	0.001428
0.026	0.001433
0.027	0.001438
0.027999999999999997	0.0014429999999999998
0.028999999999999998	0.001447
0.03	0.001451
0.031	0.0014559999999999998
0.032	0.001459
0.033	0.0014629999999999999
0.033999999999999996	0.0014659999999999999
0.034999999999999996	0.001469
0.036	0.001473
0.037	0.0014759999999999999
0.038	0.001478
0.039	0.001481
0.04	0.0014839999999999999
