P212S6dM4_X	P212S6dM4_Y
0.125	0.033826
0.126	0.033956
0.127	0.034082999999999995
0.128	0.034206
0.129	0.034332999999999995
0.13	0.034454
0.131	0.034573
0.132	0.034695
0.133	0.034827
0.13399999999999998	0.034948
0.13499999999999998	0.035067999999999995
0.13599999999999998	0.035181
0.13699999999999998	0.035304999999999996
0.13799999999999998	0.03542
0.13899999999999998	0.035542
0.13999999999999999	0.035656
0.141	0.035764
0.142	0.035893999999999995
0.143	0.036004
0.144	0.036118
0.145	0.036231
0.146	0.036349
0.147	0.03646
0.148	0.036571
0.149	0.036676
0.15	0.036796999999999996
0.151	0.036905
0.152	0.037016
0.153	0.037126
0.154	0.037236
0.155	0.037342
0.156	0.037447
0.157	0.037552999999999996
0.158	0.03766
0.159	0.037769
0.16	0.037871999999999996
0.161	0.03798
0.162	0.038085999999999995
0.163	0.038186
0.16399999999999998	0.038287999999999996
0.16499999999999998	0.03839
0.16599999999999998	0.038495999999999996
0.16699999999999998	0.038598
0.16799999999999998	0.038695
0.16899999999999998	0.038796
0.16999999999999998	0.038902
0.17099999999999999	0.039001
0.172	0.039095
0.173	0.039193
0.174	0.039296
0.175	0.039395
0.176	0.039486
0.177	0.039585999999999996
0.178	0.039685
0.179	0.039778
0.18	0.039876999999999996
0.181	0.039973999999999996
0.182	0.040067
0.183	0.040164
0.184	0.040251999999999996
0.185	0.040353
0.186	0.040441
0.187	0.040533
0.188	0.040625999999999995
0.189	0.040719
0.19	0.04081
0.191	0.040902999999999995
0.192	0.040992
0.193	0.041083
0.19399999999999998	0.041173999999999995
0.19499999999999998	0.041259
0.19599999999999998	0.041349
0.19699999999999998	0.041436999999999995
0.19799999999999998	0.041527999999999995
0.19899999999999998	0.041618999999999996
0.19999999999999998	0.041701999999999996
0.20099999999999998	0.041786
0.20199999999999999	0.041874999999999996
0.20299999999999999	0.041962
0.204	0.042044
0.205	0.042136
0.206	0.042219
0.207	0.042308
0.208	0.042387
0.209	0.042475
0.21	0.04256
0.211	0.042644999999999995
0.212	0.042731
0.213	0.042809
0.214	0.042891
0.215	0.042975
0.216	0.043054999999999996
0.217	0.043136999999999995
0.218	0.043222
0.219	0.043302
0.22	0.043379999999999995
0.221	0.043461
0.222	0.043538
0.223	0.043618
0.22399999999999998	0.043701
0.22499999999999998	0.043782999999999996
0.22599999999999998	0.043858999999999995
0.22699999999999998	0.043935999999999996
0.22799999999999998	0.044017
0.22899999999999998	0.044093
0.22999999999999998	0.044171999999999996
0.23099999999999998	0.044249
0.23199999999999998	0.044327
0.23299999999999998	0.044402
0.23399999999999999	0.044474
0.235	0.044552999999999995
0.236	0.044631
0.237	0.044707
0.238	0.044781999999999995
0.239	0.044858999999999996
0.24	0.04493
0.241	0.045008
0.242	0.045082
0.243	0.045156999999999996
0.244	0.045229
0.245	0.045305
0.246	0.045375
0.247	0.045447
0.248	0.045523999999999995
0.249	0.045597
0.25	0.045663999999999996
0.251	0.045738999999999995
0.252	0.045807
0.253	0.045882
0.254	0.045954999999999996
0.255	0.046021
0.256	0.046097
0.257	0.046162999999999996
0.258	0.046235
0.259	0.046303
0.26	0.046370999999999996
0.261	0.046444
0.262	0.046509999999999996
0.263	0.046579999999999996
0.264	0.04665
0.265	0.046721
0.266	0.046786
0.267	0.046854
0.26799999999999996	0.046923
0.26899999999999996	0.046987999999999995
0.26999999999999996	0.047059
0.27099999999999996	0.047124
0.27199999999999996	0.047189999999999996
0.27299999999999996	0.047257999999999994
0.27399999999999997	0.047324
0.27499999999999997	0.047389
0.27599999999999997	0.047458
0.27699999999999997	0.047519
0.27799999999999997	0.047588
0.27899999999999997	0.047651
0.27999999999999997	0.047719
0.28099999999999997	0.047782
0.282	0.047847
0.283	0.047914
0.284	0.047976
0.285	0.048039
0.286	0.048104999999999995
0.287	0.04817
0.288	0.048233
0.289	0.048296
0.29	0.048357
0.291	0.048421
0.292	0.048480999999999996
0.293	0.048542999999999996
0.294	0.048611999999999995
0.295	0.048669
0.296	0.048728999999999995
0.297	0.048789
0.298	0.048853999999999995
0.299	0.048916999999999995
0.3	0.048975
0.301	0.049040999999999994
0.302	0.049096999999999995
0.303	0.049159999999999995
0.304	0.049218
0.305	0.049278999999999996
0.306	0.049339
0.307	0.0494
0.308	0.049457999999999995
0.309	0.049514999999999997
0.31	0.049579
0.311	0.049635
0.312	0.049696
0.313	0.049751
0.314	0.049815
0.315	0.049873
0.316	0.049928
0.317	0.049987
0.318	0.050046999999999994
0.319	0.050105
0.32	0.050158
0.321	0.050214999999999996
0.322	0.050275
0.323	0.050332999999999996
0.324	0.050387999999999995
0.325	0.050446
0.326	0.050503
0.327	0.050560999999999995
0.32799999999999996	0.050615
0.32899999999999996	0.050671999999999995
0.32999999999999996	0.050725
0.33099999999999996	0.05078
0.33199999999999996	0.050838999999999995
0.33299999999999996	0.050891
0.33399999999999996	0.050946
0.33499999999999996	0.051004
0.33599999999999997	0.051057
0.33699999999999997	0.051109999999999996
0.33799999999999997	0.051162
0.33899999999999997	0.051220999999999996
0.33999999999999997	0.051275999999999995
0.34099999999999997	0.05133
0.34199999999999997	0.051384
0.34299999999999997	0.051437
0.344	0.051489
0.345	0.051544
0.346	0.051599
0.347	0.051653
0.348	0.051703
0.349	0.051758
0.35	0.051810999999999996
0.351	0.051862
0.352	0.051913999999999995
0.353	0.051972
0.354	0.05202
0.355	0.052071
0.356	0.052125
0.357	0.052175
0.358	0.052223
0.359	0.052274999999999995
0.36	0.052330999999999996
0.361	0.052383
0.362	0.05243
0.363	0.052482999999999995
0.364	0.052532999999999996
0.365	0.052583
0.366	0.052632
0.367	0.052686
0.368	0.052735
0.369	0.052785
0.37	0.052834
0.371	0.052884999999999995
0.372	0.052936
0.373	0.052987
0.374	0.053035
0.375	0.053085
0.376	0.053133
0.377	0.05318
0.378	0.053231
0.379	0.05328
0.38	0.053323999999999996
0.381	0.053376
0.382	0.053420999999999996
0.383	0.053473
0.384	0.053521
0.385	0.053568
0.386	0.053617
0.38699999999999996	0.053666
0.38799999999999996	0.053714
0.38899999999999996	0.053763
0.38999999999999996	0.053807999999999995
0.39099999999999996	0.053855999999999994
0.39199999999999996	0.053904
0.39299999999999996	0.05395
0.39399999999999996	0.053995999999999995
0.39499999999999996	0.054043999999999995
0.39599999999999996	0.054085999999999995
0.39699999999999996	0.054133
0.39799999999999996	0.054183999999999996
0.39899999999999997	0.054229
0.39999999999999997	0.054272999999999995
0.40099999999999997	0.05432
0.40199999999999997	0.054366
0.40299999999999997	0.054411999999999995
0.40399999999999997	0.054458
0.40499999999999997	0.054508
0.40599999999999997	0.054553
0.407	0.054595
0.408	0.054643
0.409	0.054685
0.41	0.05473
0.411	0.054777
0.412	0.054820999999999995
0.413	0.054869999999999995
0.414	0.054910999999999995
0.415	0.054955
0.416	0.054999
0.417	0.055042
0.418	0.055087
0.419	0.055132
0.42	0.055175999999999996
0.421	0.05522
0.422	0.055264999999999995
0.423	0.055307999999999996
0.424	0.055352
0.425	0.055397999999999996
0.426	0.055439999999999996
0.427	0.055484
0.428	0.055525
0.429	0.055568
0.43	0.055611999999999995
0.431	0.055654999999999996
0.432	0.0557
0.433	0.055737999999999996
0.434	0.055779999999999996
0.435	0.055824
0.436	0.055869999999999996
0.437	0.055910999999999995
0.438	0.05595
0.439	0.055992999999999994
0.44	0.056035999999999996
0.441	0.056079
0.442	0.056119999999999996
0.443	0.056160999999999996
0.444	0.056204
0.445	0.056246
0.446	0.056285999999999996
0.44699999999999995	0.056325999999999994
0.44799999999999995	0.056367
0.44899999999999995	0.056410999999999996
0.44999999999999996	0.05645
0.45099999999999996	0.056493999999999996
0.45199999999999996	0.056533999999999994
0.45299999999999996	0.056572
0.45399999999999996	0.056613
0.45499999999999996	0.056653999999999996
0.45599999999999996	0.056695999999999996
0.45699999999999996	0.056735999999999995
0.45799999999999996	0.056771999999999996
0.45899999999999996	0.056812999999999995
0.45999999999999996	0.056853999999999995
0.46099999999999997	0.056896999999999996
0.46199999999999997	0.056935
0.46299999999999997	0.056976
0.46399999999999997	0.057014999999999996
0.46499999999999997	0.057057
0.46599999999999997	0.057094
0.46699999999999997	0.057132999999999996
0.46799999999999997	0.057172999999999995
0.469	0.057212
0.47	0.057253
0.471	0.057294
0.472	0.057331
0.473	0.057367999999999995
0.474	0.057407
0.475	0.057449
0.476	0.057485999999999995
0.477	0.057526
0.478	0.057562999999999996
0.479	0.057602
0.48	0.057637999999999995
0.481	0.057676
0.482	0.057714999999999995
0.483	0.057754
0.484	0.057790999999999995
0.485	0.057831999999999995
0.486	0.05787
0.487	0.057904
0.488	0.057942999999999995
0.489	0.05798
0.49	0.058020999999999996
0.491	0.058054999999999995
0.492	0.058093
0.493	0.058129999999999994
0.494	0.058166999999999996
0.495	0.058204
0.496	0.058241999999999995
0.497	0.058277999999999996
0.498	0.058317999999999995
0.499	0.058352999999999995
0.5	0.058391
0.501	0.058428
0.502	0.058462999999999994
0.503	0.058498999999999995
0.504	0.058536
0.505	0.05857
0.506	0.058610999999999996
0.507	0.058643
0.508	0.058682
0.509	0.058718
0.51	0.058752
0.511	0.058788
0.512	0.058825999999999996
0.513	0.058859999999999996
0.514	0.058894999999999996
0.515	0.058932
0.516	0.058966
0.517	0.059003999999999994
0.518	0.059040999999999996
0.519	0.059076
0.52	0.059107999999999994
0.521	0.059143999999999995
0.522	0.059181
0.523	0.059215
0.524	0.05925
0.525	0.059282999999999995
0.526	0.059317999999999996
0.527	0.059351999999999995
0.528	0.05939
0.529	0.059423
0.53	0.059456999999999996
0.531	0.059495
0.532	0.059525999999999996
0.533	0.059563
0.534	0.059597
0.535	0.059628999999999995
0.5359999999999999	0.059662
0.5369999999999999	0.059696
0.5379999999999999	0.059732
0.5389999999999999	0.059765
0.5399999999999999	0.059798
0.5409999999999999	0.059836999999999994
0.5419999999999999	0.059867
0.5429999999999999	0.059899999999999995
0.5439999999999999	0.059934999999999995
0.5449999999999999	0.059968
0.5459999999999999	0.060002
0.5469999999999999	0.060032999999999996
0.5479999999999999	0.060067999999999996
0.5489999999999999	0.060100999999999995
0.5499999999999999	0.060131
0.5509999999999999	0.060163999999999995
0.5519999999999999	0.0602
0.5529999999999999	0.060231999999999994
0.5539999999999999	0.060267999999999995
0.5549999999999999	0.060298
0.5559999999999999	0.060330999999999996
0.5569999999999999	0.060363999999999994
0.5579999999999999	0.060397
0.5589999999999999	0.060427999999999996
0.5599999999999999	0.060462999999999996
0.5609999999999999	0.060495
0.5619999999999999	0.060525999999999996
0.563	0.060562
0.564	0.060589
0.565	0.060625
0.566	0.060656999999999996
0.567	0.060689999999999994
0.568	0.060721
0.569	0.060753999999999996
0.57	0.060784
0.571	0.060814999999999994
0.572	0.060846
0.573	0.060877999999999995
0.574	0.060912999999999995
0.575	0.060944
0.576	0.060974999999999994
0.577	0.061003999999999996
0.578	0.061036999999999994
0.579	0.061071
0.58	0.061100999999999996
0.581	0.061131
0.582	0.061166
0.583	0.061193
0.584	0.061227
0.585	0.061256
0.586	0.061286
0.587	0.061315999999999996
0.588	0.061348999999999994
0.589	0.061378999999999996
0.59	0.061409
0.591	0.061442
0.592	0.061473999999999994
0.593	0.061503999999999996
0.594	0.061531999999999996
0.595	0.061564
0.596	0.061596
0.597	0.061626
0.598	0.061654999999999995
0.599	0.061683999999999996
0.6	0.061716999999999994
0.601	0.061748
0.602	0.061775
0.603	0.061806
0.604	0.061834999999999994
0.605	0.061866
0.606	0.061897
0.607	0.061924
0.608	0.061953999999999995
0.609	0.061982999999999996
0.61	0.062012
0.611	0.062042
0.612	0.062072999999999996
0.613	0.062102
0.614	0.062133999999999995
0.615	0.062159
0.616	0.062189999999999995
0.617	0.062219
0.618	0.062247
0.619	0.062278
0.62	0.062305
0.621	0.062337
0.622	0.062365
0.623	0.062393
0.624	0.062419999999999996
0.625	0.062451
0.626	0.062478
0.627	0.062507
0.628	0.062537
0.629	0.062564
0.63	0.062594
0.631	0.062622
0.632	0.06265
0.633	0.06268
0.634	0.062709
0.635	0.062738
0.636	0.062765
0.637	0.062793
0.638	0.062822
0.639	0.06285199999999999
0.64	0.06287999999999999
0.641	0.062905
0.642	0.06293499999999999
0.643	0.062961
0.644	0.06299099999999999
0.645	0.063017
0.646	0.063045
0.647	0.06307399999999999
0.648	0.0631
0.649	0.063127
0.65	0.063156
0.651	0.063182
0.652	0.063209
0.653	0.063237
0.654	0.063267
0.6549999999999999	0.063292
0.6559999999999999	0.06332
0.6569999999999999	0.063347
0.6579999999999999	0.063373
0.6589999999999999	0.0634
0.6599999999999999	0.063428
0.6609999999999999	0.063457
0.6619999999999999	0.063484
0.6629999999999999	0.063509
0.6639999999999999	0.063537
0.6649999999999999	0.063566
0.6659999999999999	0.063593
0.6669999999999999	0.063618
0.6679999999999999	0.06364299999999999
0.6689999999999999	0.063669
0.6699999999999999	0.06369799999999999
0.6709999999999999	0.063724
0.6719999999999999	0.063749
0.6729999999999999	0.063777
0.6739999999999999	0.063802
0.6749999999999999	0.063828
0.6759999999999999	0.063856
0.6769999999999999	0.063884
0.6779999999999999	0.063911
0.6789999999999999	0.063937
0.6799999999999999	0.06396199999999999
0.6809999999999999	0.063986
0.6819999999999999	0.064015
0.6829999999999999	0.064039
0.6839999999999999	0.064067
0.6849999999999999	0.064093
0.6859999999999999	0.064117
0.6869999999999999	0.06414199999999999
0.688	0.064169
0.689	0.064195
0.69	0.064221
0.691	0.064246
0.692	0.064273
0.693	0.064299
0.694	0.06432299999999999
0.695	0.064348
0.696	0.064375
0.697	0.064397
0.698	0.064426
0.699	0.064451
0.7	0.06447599999999999
0.701	0.064501
0.702	0.064526
0.703	0.064553
0.704	0.064577
0.705	0.06460099999999999
0.706	0.06462799999999999
0.707	0.064652
0.708	0.064681
0.709	0.064705
0.71	0.06472699999999999
0.711	0.064752
0.712	0.064778
0.713	0.064801
0.714	0.064828
0.715	0.06485199999999999
0.716	0.064876
0.717	0.064902
0.718	0.064925
0.719	0.06494899999999999
0.72	0.064974
0.721	0.065
0.722	0.065024
0.723	0.065048
0.724	0.06507299999999999
0.725	0.065098
0.726	0.065121
0.727	0.06514299999999999
0.728	0.06516999999999999
0.729	0.065192
0.73	0.065217
0.731	0.065241
0.732	0.06526699999999999
0.733	0.06529
0.734	0.065313
0.735	0.06533699999999999
0.736	0.065362
0.737	0.065384
0.738	0.065409
0.739	0.06543199999999999
0.74	0.065456
0.741	0.065479
0.742	0.065505
0.743	0.065527
0.744	0.065551
0.745	0.06557299999999999
0.746	0.06559899999999999
0.747	0.065623
0.748	0.065646
0.749	0.06566999999999999
0.75	0.065694
0.751	0.065717
0.752	0.06573999999999999
0.753	0.065764
0.754	0.065786
0.755	0.06581
0.756	0.065833
0.757	0.065858
0.758	0.06588
0.759	0.065903
0.76	0.065927
0.761	0.065949
0.762	0.065972
0.763	0.065995
0.764	0.06601599999999999
0.765	0.066039
0.766	0.066061
0.767	0.066084
0.768	0.066106
0.769	0.066129
0.77	0.066151
0.771	0.066175
0.772	0.06619599999999999
0.773	0.066221
0.7739999999999999	0.066244
0.7749999999999999	0.06626599999999999
0.7759999999999999	0.066288
0.7769999999999999	0.06630899999999999
0.7779999999999999	0.066333
0.7789999999999999	0.066355
0.7799999999999999	0.06637699999999999
0.7809999999999999	0.066398
0.7819999999999999	0.06641999999999999
0.7829999999999999	0.066444
0.7839999999999999	0.066467
0.7849999999999999	0.066491
0.7859999999999999	0.066512
0.7869999999999999	0.066532
0.7879999999999999	0.06655599999999999
0.7889999999999999	0.066577
0.7899999999999999	0.06659899999999999
0.7909999999999999	0.066621
0.7919999999999999	0.06663999999999999
0.7929999999999999	0.066665
0.7939999999999999	0.066686
0.7949999999999999	0.066708
0.7959999999999999	0.066729
0.7969999999999999	0.06675099999999999
0.7979999999999999	0.066776
0.7989999999999999	0.066796
0.7999999999999999	0.066816
0.8009999999999999	0.066837
0.8019999999999999	0.06686
0.8029999999999999	0.066881
0.8039999999999999	0.06690499999999999
0.8049999999999999	0.066925
0.8059999999999999	0.06694699999999999
0.8069999999999999	0.066968
0.8079999999999999	0.06698899999999999
0.8089999999999999	0.067009
0.8099999999999999	0.06702899999999999
0.8109999999999999	0.067053
0.8119999999999999	0.067075
0.813	0.067096
0.814	0.067117
0.815	0.06714099999999999
0.816	0.06716
0.817	0.06718
0.818	0.0672
0.819	0.06722399999999999
0.82	0.067244
0.821	0.067267
0.822	0.067286
0.823	0.067305
0.824	0.067327
0.825	0.06735
0.826	0.06737
0.827	0.06739099999999999
0.828	0.067411
0.829	0.06743
0.83	0.067454
0.831	0.06747399999999999
0.832	0.067492
0.833	0.06751399999999999
0.834	0.067537
0.835	0.06755599999999999
0.836	0.067578
0.837	0.067596
0.838	0.067618
0.839	0.067638
0.84	0.067657
0.841	0.067678
0.842	0.067699
0.843	0.067719
0.844	0.06773799999999999
0.845	0.06776
0.846	0.06777999999999999
0.847	0.067799
0.848	0.06781899999999999
0.849	0.067842
0.85	0.06786
0.851	0.067881
0.852	0.067901
0.853	0.067921
0.854	0.067941
0.855	0.06795999999999999
0.856	0.067981
0.857	0.06799999999999999
0.858	0.068021
0.859	0.068039
0.86	0.068059
0.861	0.068081
0.862	0.06809899999999999
0.863	0.068121
0.864	0.068141
0.865	0.06816
0.866	0.068179
0.867	0.068199
0.868	0.068219
0.869	0.068238
0.87	0.068257
0.871	0.06827899999999999
0.872	0.068298
0.873	0.068318
0.874	0.068336
0.875	0.068357
0.876	0.06837499999999999
0.877	0.068395
0.878	0.068415
0.879	0.068434
0.88	0.068454
0.881	0.06847199999999999
0.882	0.068492
0.883	0.068512
0.884	0.06853
0.885	0.068549
0.886	0.068567
0.887	0.068586
0.888	0.068608
0.889	0.06862499999999999
0.89	0.068643
0.891	0.068663
0.892	0.06868099999999999
0.8929999999999999	0.068699
0.8939999999999999	0.068719
0.8949999999999999	0.068738
0.8959999999999999	0.068759
0.8969999999999999	0.068776
0.8979999999999999	0.068796
0.8989999999999999	0.068814
0.8999999999999999	0.06883399999999999
0.9009999999999999	0.068851
0.9019999999999999	0.06887
0.9029999999999999	0.06888999999999999
0.9039999999999999	0.068908
0.9049999999999999	0.068926
0.9059999999999999	0.06894499999999999
0.9069999999999999	0.068963
0.9079999999999999	0.068982
0.9089999999999999	0.06899999999999999
0.9099999999999999	0.069021
0.9109999999999999	0.069038
0.9119999999999999	0.069058
0.9129999999999999	0.069074
0.9139999999999999	0.069094
0.9149999999999999	0.06911099999999999
0.9159999999999999	0.069129
0.9169999999999999	0.069148
0.9179999999999999	0.06916699999999999
0.9189999999999999	0.069185
0.9199999999999999	0.069205
0.9209999999999999	0.06922099999999999
0.9219999999999999	0.06924
0.9229999999999999	0.069259
0.9239999999999999	0.06927599999999999
0.9249999999999999	0.069293
0.9259999999999999	0.069312
0.9269999999999999	0.06933
0.9279999999999999	0.06935
0.9289999999999999	0.069367
0.9299999999999999	0.069384
0.9309999999999999	0.06940099999999999
0.9319999999999999	0.06942
0.9329999999999999	0.069439
0.9339999999999999	0.06945899999999999
0.9349999999999999	0.069476
0.9359999999999999	0.069494
0.9369999999999999	0.06951199999999999
0.938	0.06953
0.939	0.069547
0.94	0.069566
0.941	0.06958199999999999
0.942	0.069599
0.943	0.069619
0.944	0.06963699999999999
0.945	0.069654
0.946	0.069671
0.947	0.069688
0.948	0.069704
0.949	0.069724
0.95	0.069743
0.951	0.069758
0.952	0.06977699999999999
0.953	0.069794
0.954	0.069812
0.955	0.069829
0.956	0.06984599999999999
0.957	0.069863
0.958	0.069881
0.959	0.069898
0.96	0.06991499999999999
0.961	0.069932
0.962	0.069949
0.963	0.069967
0.964	0.06998399999999999
0.965	0.070001
0.966	0.070017
0.967	0.070036
0.968	0.07005299999999999
0.969	0.070071
0.97	0.070088
0.971	0.070106
0.972	0.07012299999999999
0.973	0.07013899999999999
0.974	0.070156
0.975	0.070173
0.976	0.070191
0.977	0.07020699999999999
0.978	0.070224
0.979	0.070241
0.98	0.070259
0.981	0.07027599999999999
0.982	0.07029099999999999
0.983	0.070308
0.984	0.070326
0.985	0.070343
0.986	0.07035799999999999
0.987	0.070375
0.988	0.070394
0.989	0.070409
0.99	0.07042799999999999
0.991	0.07044399999999999
0.992	0.07046
0.993	0.070478
0.994	0.070493
0.995	0.07051
0.996	0.07052599999999999
0.997	0.070543
0.998	0.070558
0.999	0.070573
1.0	0.070591
1.001	0.07060799999999999
1.002	0.070626
1.003	0.070641
1.004	0.070658
1.005	0.070674
1.006	0.07069099999999999
1.007	0.07070699999999999
1.008	0.070723
1.009	0.07074
1.01	0.070756
1.011	0.070771
1.012	0.070788
1.013	0.07080299999999999
1.014	0.070819
1.015	0.070837
1.016	0.070854
1.017	0.07087
1.018	0.07088599999999999
1.019	0.07090099999999999
1.02	0.070919
1.021	0.070934
1.022	0.070949
1.023	0.070964
1.024	0.070981
1.025	0.07099799999999999
1.026	0.07101299999999999
1.027	0.071028
1.028	0.071043
1.029	0.07106
1.03	0.071078
1.031	0.071091
1.032	0.07110799999999999
1.033	0.07112399999999999
1.034	0.07114
1.035	0.071157
1.036	0.071171
1.037	0.071187
1.038	0.071202
1.039	0.071217
1.04	0.071231
1.041	0.07124899999999999
1.042	0.071266
1.043	0.071279
1.044	0.071297
1.045	0.071311
1.046	0.071327
1.047	0.07134399999999999
1.048	0.07135999999999999
1.049	0.07137399999999999
1.05	0.071389
1.051	0.071404
1.052	0.07142
1.053	0.071438
1.054	0.071451
1.055	0.07146799999999999
1.056	0.07148299999999999
1.057	0.07149799999999999
1.058	0.071515
1.059	0.07153
1.06	0.071544
1.061	0.071559
1.062	0.071576
1.063	0.07159
1.064	0.07160699999999999
1.065	0.07162099999999999
1.066	0.07163699999999999
1.067	0.071652
1.068	0.071667
1.069	0.07168
1.07	0.071696
1.071	0.071711
1.0719999999999998	0.071726
1.073	0.071741
1.0739999999999998	0.071756
1.075	0.071771
1.0759999999999998	0.071787
1.077	0.07180299999999999
1.0779999999999998	0.07181599999999999
1.079	0.071833
1.0799999999999998	0.071846
1.081	0.071862
1.0819999999999999	0.071876
1.083	0.071892
1.0839999999999999	0.071906
1.085	0.071921
1.0859999999999999	0.071937
1.087	0.071952
1.0879999999999999	0.071966
1.089	0.07198
1.0899999999999999	0.07199599999999999
1.091	0.07201099999999999
1.0919999999999999	0.07202499999999999
1.093	0.07203799999999999
1.0939999999999999	0.07205399999999999
1.095	0.07206699999999999
1.0959999999999999	0.072084
1.097	0.072098
1.0979999999999999	0.072113
1.099	0.072128
1.0999999999999999	0.072141
1.101	0.072156
1.1019999999999999	0.072171
1.103	0.072184
1.1039999999999999	0.0722
1.105	0.072215
1.1059999999999999	0.072228
1.107	0.072243
1.1079999999999999	0.072255
1.109	0.072271
1.1099999999999999	0.072286
1.111	0.07230099999999999
1.1119999999999999	0.07231599999999999
1.113	0.072332
1.1139999999999999	0.07234399999999999
1.115	0.07235899999999999
1.1159999999999999	0.07237199999999999
1.117	0.07238599999999999
1.1179999999999999	0.072401
1.119	0.072415
1.1199999999999999	0.072429
1.121	0.072444
1.1219999999999999	0.072457
1.123	0.072472
1.1239999999999999	0.072485
1.125	0.0725
1.126	0.072514
1.127	0.07253
1.128	0.072543
1.129	0.072558
1.13	0.07257
1.131	0.072584
1.132	0.072601
1.133	0.072613
1.134	0.07263
1.135	0.072641
1.136	0.072656
1.137	0.072671
1.138	0.072683
1.139	0.072698
1.14	0.072712
1.141	0.072726
1.142	0.072741
1.143	0.072754
1.144	0.072769
1.145	0.072783
1.146	0.072796
1.147	0.07281
1.148	0.072823
1.149	0.072838
1.15	0.072851
1.151	0.072865
1.152	0.072878
1.153	0.072891
1.154	0.072905
1.155	0.07292
1.156	0.072932
1.157	0.072947
1.158	0.072962
1.159	0.072973
1.16	0.072987
1.161	0.073001
1.162	0.073014
1.163	0.073028
1.164	0.073041
1.165	0.073055
1.166	0.073068
1.167	0.073082
1.168	0.073096
1.169	0.073109
1.17	0.07312199999999999
1.171	0.07313499999999999
1.172	0.07314899999999999
1.173	0.07316199999999999
1.174	0.07317499999999999
1.175	0.07318999999999999
1.176	0.07320399999999999
1.177	0.07321699999999999
1.178	0.07323
1.179	0.073244
1.18	0.073257
1.181	0.07327
1.182	0.073284
1.183	0.073296
1.184	0.073309
1.185	0.073324
1.186	0.073337
1.187	0.073349
1.188	0.073363
1.189	0.073376
1.19	0.073389
1.1909999999999998	0.073403
1.192	0.073414
1.1929999999999998	0.07342699999999999
1.194	0.073442
1.1949999999999998	0.07345399999999999
1.196	0.07346699999999999
1.1969999999999998	0.07347999999999999
1.198	0.07349399999999999
1.1989999999999998	0.07350799999999999
1.2	0.073519
1.2009999999999998	0.073533
1.202	0.073546
1.2029999999999998	0.073559
1.204	0.073572
1.2049999999999998	0.073585
1.206	0.073597
1.2069999999999999	0.07361
1.208	0.073623
