P212M2_X	P212M2_Y
0.0	0.0
0.001	0.001246
0.002	0.00201
0.003	0.002717
0.004	0.00333
0.005	0.0038929999999999998
0.006	0.004437
0.006999999999999999	0.0049429999999999995
0.008	0.005412
0.009	0.00586
0.01	0.006299
0.011	0.006699999999999999
0.012	0.007091999999999999
0.013	0.007454
0.013999999999999999	0.007821999999999999
0.015	0.008166999999999999
0.016	0.008508
0.016999999999999998	0.008832999999999999
0.018	0.009138
0.019	0.009446999999999999
0.02	0.009746
0.020999999999999998	0.010036999999999999
0.022	0.010308
0.023	0.010575
0.024	0.010849
0.024999999999999998	0.011105
0.026	0.011351
0.027	0.011597
0.027999999999999997	0.011840999999999999
0.028999999999999998	0.012074
0.03	0.012307
0.031	0.012532
0.032	0.012744
0.033	0.012969999999999999
0.033999999999999996	0.013182
0.034999999999999996	0.013385
0.036	0.013592
0.037	0.013793
0.038	0.013982999999999999
0.039	0.014183
0.04	0.014378
0.040999999999999995	0.01456
0.041999999999999996	0.014742
0.043	0.014927
0.044	0.015106999999999999
0.045	0.015279
0.046	0.015448
0.047	0.015614
0.048	0.015789
0.048999999999999995	0.015953
0.049999999999999996	0.016117
0.051	0.016274999999999998
0.052	0.01644
0.053	0.016593999999999998
0.054	0.016746999999999998
0.055	0.016897
0.055999999999999994	0.017041999999999998
0.056999999999999995	0.017190999999999998
0.057999999999999996	0.017339999999999998
0.059	0.017485
0.06	0.017626
0.061	0.017773
0.062	0.017911
0.063	0.018040999999999998
0.064	0.018179
0.065	0.018314999999999998
0.066	0.018445
0.06699999999999999	0.018577
0.06799999999999999	0.018704
0.06899999999999999	0.018831
0.06999999999999999	0.018955
0.071	0.019086
0.072	0.019209999999999998
0.073	0.01934
0.074	0.019452999999999998
0.075	0.019573
0.076	0.019695999999999998
0.077	0.019813
0.078	0.019931
0.079	0.020044
0.08	0.020161
0.081	0.020274
0.08199999999999999	0.020384
0.08299999999999999	0.020494
0.08399999999999999	0.020606
0.08499999999999999	0.020713
0.086	0.020822999999999998
0.087	0.02093
0.088	0.021037
0.089	0.021141999999999998
0.09	0.021247
0.091	0.021352
0.092	0.02145
0.093	0.021556
0.094	0.021658
0.095	0.021752
0.096	0.021851
0.09699999999999999	0.021951
0.09799999999999999	0.022052
0.09899999999999999	0.022144999999999998
0.09999999999999999	0.02224
0.10099999999999999	0.022335
0.102	0.022425999999999998
