R44E1S1S2_X	0.0	0.001	0.002	0.003	0.004	0.005	0.006	0.006999999999999999	0.008	0.009	0.01	0.011	0.012	0.013	0.013999999999999999	0.015	0.016	0.016999999999999998	0.018	0.019	0.02	0.020999999999999998
R44E1S1S2_Y	0.0	0.0008629999999999999	0.001501	0.002005	0.002423	0.002773	0.0030689999999999997	0.0033269999999999997	0.0035489999999999996	0.003741	0.003913	0.004063	0.0041979999999999995	0.004317	0.004425	0.004519	0.004607	0.004683	0.0047539999999999995	0.004817999999999999	0.004874	0.004927
