P212S6cM5_X	0.0	0.001	0.002	0.003	0.004	0.005	0.006	0.006999999999999999	0.008	0.009	0.01	0.011	0.012	0.013	0.013999999999999999
P212S6cM5_Y	0.0	0.000985	0.0019299999999999999	0.002838	0.0037159999999999997	0.004566	0.005386999999999999	0.006183999999999999	0.006958	0.0077069999999999994	0.008435999999999999	0.009144	0.009833	0.010504	0.011158
