P387S6eM4_X	P387S6eM4_Y
0.0	0.0
0.001	0.0010999999999999998
0.002	0.001923
0.003	0.0026739999999999997
0.004	0.0033859999999999997
0.005	0.004044
0.006	0.0046689999999999995
0.006999999999999999	0.005254
0.008	0.005817999999999999
0.009	0.006346
0.01	0.006865
0.011	0.007352
0.012	0.007824
0.013	0.008281
0.013999999999999999	0.008714999999999999
0.015	0.009132999999999999
0.016	0.00955
0.016999999999999998	0.009946
0.018	0.010334999999999999
0.019	0.010702
0.02	0.011058
0.020999999999999998	0.011420999999999999
0.022	0.011757
0.023	0.012093
0.024	0.012419
0.024999999999999998	0.012735
0.026	0.013049999999999999
0.027	0.013349
0.027999999999999997	0.013640999999999999
0.028999999999999998	0.013934
0.03	0.014215
0.031	0.014488
0.032	0.014763
0.033	0.015026
0.033999999999999996	0.015286999999999999
0.034999999999999996	0.01554
0.036	0.015785
0.037	0.016033
0.038	0.016271
0.039	0.016509
0.04	0.016736
0.040999999999999995	0.016971
0.041999999999999996	0.017190999999999998
0.043	0.017411
0.044	0.017619
0.045	0.017831
0.046	0.018038
0.047	0.018246
0.048	0.018446
0.048999999999999995	0.018640999999999998
0.049999999999999996	0.018838999999999998
0.051	0.019031
0.052	0.019218
0.053	0.019407
0.054	0.019587
0.055	0.01977
0.055999999999999994	0.019943
0.056999999999999995	0.020118
0.057999999999999996	0.020291999999999998
0.059	0.020461
0.06	0.020627
0.061	0.020794999999999998
0.062	0.020954999999999998
0.063	0.021113999999999997
0.064	0.021273
0.065	0.021432
0.066	0.021585999999999998
0.06699999999999999	0.021737
0.06799999999999999	0.021886
0.06899999999999999	0.022038
0.06999999999999999	0.022182999999999998
0.071	0.022327
0.072	0.022468
0.073	0.022614
0.074	0.02275
0.075	0.022889
0.076	0.023021
0.077	0.023157
0.078	0.023291
0.079	0.02342
0.08	0.023549999999999998
0.081	0.02368
0.08199999999999999	0.023805
0.08299999999999999	0.02393
0.08399999999999999	0.024055
0.08499999999999999	0.024175
0.086	0.024294
0.087	0.024415
0.088	0.024531999999999998
0.089	0.024648999999999997
0.09	0.024766999999999997
0.091	0.024881
0.092	0.024994
0.093	0.025106999999999997
0.094	0.025214999999999998
0.095	0.025325999999999998
0.096	0.025434
0.09699999999999999	0.025543999999999997
0.09799999999999999	0.025647999999999997
0.09899999999999999	0.025751999999999997
0.09999999999999999	0.025859
0.10099999999999999	0.025959
0.102	0.026063
0.103	0.026163
0.104	0.026265
0.105	0.026362999999999998
0.106	0.026463
0.107	0.026558
0.108	0.026653
0.109	0.02675
0.11	0.026844999999999997
0.111	0.026935999999999998
0.11199999999999999	0.02703
0.11299999999999999	0.027124
0.11399999999999999	0.027214
0.11499999999999999	0.027304
0.11599999999999999	0.027391
0.11699999999999999	0.027482
0.118	0.027566999999999998
0.119	0.027655
0.12	0.027743
0.121	0.027828
0.122	0.027915
0.123	0.027993999999999998
0.124	0.028078
0.125	0.028159999999999998
0.126	0.028245
0.127	0.028325
0.128	0.028405
0.129	0.028484
0.13	0.028562999999999998
0.131	0.02864
0.132	0.028718999999999998
0.133	0.028796
0.13399999999999998	0.028872
0.13499999999999998	0.028947999999999998
0.13599999999999998	0.029023999999999998
0.13699999999999998	0.029098
0.13799999999999998	0.029169999999999998
0.13899999999999998	0.029244
0.13999999999999999	0.029318
0.141	0.029387999999999997
0.142	0.02946
0.143	0.029529999999999997
0.144	0.029604
0.145	0.029671999999999997
0.146	0.029741999999999998
0.147	0.02981
0.148	0.029878
0.149	0.029946999999999998
0.15	0.030015
0.151	0.030078999999999998
0.152	0.030147
0.153	0.030209999999999997
0.154	0.030277
0.155	0.03034
0.156	0.030407
0.157	0.030469999999999997
0.158	0.030532999999999998
0.159	0.030597
0.16	0.03066
0.161	0.030719999999999997
0.162	0.030781
0.163	0.030841999999999998
0.16399999999999998	0.030902
0.16499999999999998	0.030964
0.16599999999999998	0.03102
0.16699999999999998	0.031083
0.16799999999999998	0.031139
0.16899999999999998	0.031201
0.16999999999999998	0.031257
0.17099999999999999	0.031316
0.172	0.031372
0.173	0.031429
0.174	0.031485
0.175	0.031542
0.176	0.031598
0.177	0.031651
0.178	0.031707
0.179	0.031762
0.18	0.031818
0.181	0.031869
0.182	0.031925
0.183	0.031976
0.184	0.032029
0.185	0.032084
0.186	0.032135
0.187	0.032187
0.188	0.032237
0.189	0.032289
0.19	0.032339
0.191	0.032389999999999995
0.192	0.032437
0.193	0.032487999999999996
0.19399999999999998	0.032539
0.19499999999999998	0.032588
0.19599999999999998	0.032638
0.19699999999999998	0.032684
0.19799999999999998	0.032735
0.19899999999999998	0.032782
0.19999999999999998	0.03283
0.20099999999999998	0.032875999999999996
0.20199999999999999	0.032922
0.20299999999999999	0.032972
0.204	0.033016
0.205	0.033062999999999995
0.206	0.033107
0.207	0.033155
0.208	0.033199
0.209	0.033243999999999996
0.21	0.033289
0.211	0.033336
0.212	0.033379
0.213	0.033423
0.214	0.033465
0.215	0.033509
0.216	0.033554
0.217	0.033594
0.218	0.033638999999999995
0.219	0.033682
0.22	0.033722999999999996
0.221	0.033766
0.222	0.033807
0.223	0.033847999999999996
0.22399999999999998	0.033888999999999996
0.22499999999999998	0.033929
0.22599999999999998	0.033971
0.22699999999999998	0.034011
0.22799999999999998	0.034051
0.22899999999999998	0.034094
0.22999999999999998	0.034131999999999996
0.23099999999999998	0.034172999999999995
0.23199999999999998	0.03421
0.23299999999999998	0.034251
0.23399999999999999	0.034289
0.235	0.034329
0.236	0.034366
0.237	0.034404
0.238	0.034444999999999996
0.239	0.034481
0.24	0.034518
0.241	0.034555999999999996
0.242	0.034592
0.243	0.03463
0.244	0.034666999999999996
0.245	0.034705
0.246	0.03474
0.247	0.034776
0.248	0.034811999999999996
0.249	0.034849
0.25	0.034883
0.251	0.034921
0.252	0.034957999999999996
0.253	0.034992999999999996
0.254	0.035025
0.255	0.035061999999999996
0.256	0.035095999999999995
0.257	0.035129
0.258	0.035163
0.259	0.035197
0.26	0.035234
0.261	0.035266
0.262	0.0353
0.263	0.035331999999999995
0.264	0.035365
0.265	0.035399
0.266	0.035431
0.267	0.035463999999999996
0.26799999999999996	0.035498
0.26899999999999996	0.03553
0.26999999999999996	0.035561999999999996
0.27099999999999996	0.035594
0.27199999999999996	0.035626
0.27299999999999996	0.035658999999999996
0.27399999999999997	0.03569
0.27499999999999997	0.03572
0.27599999999999997	0.035753
0.27699999999999997	0.035783999999999996
0.27799999999999997	0.035814
0.27899999999999997	0.035847
0.27999999999999997	0.035876
0.28099999999999997	0.035906
0.282	0.035935
0.283	0.035968
0.284	0.035997
0.285	0.036026999999999997
0.286	0.036056
0.287	0.036087
0.288	0.036115999999999995
0.289	0.036145
0.29	0.036174
0.291	0.036204
0.292	0.036233999999999995
0.293	0.036263
0.294	0.036292
0.295	0.036319
0.296	0.036348
0.297	0.036376
0.298	0.036404
0.299	0.036432
0.3	0.036461
0.301	0.036489
0.302	0.036517
0.303	0.036544
0.304	0.036571
0.305	0.036597
0.306	0.036624
0.307	0.036652
0.308	0.03668
0.309	0.036705999999999996
0.31	0.036733999999999996
0.311	0.03676
0.312	0.036785
0.313	0.036813
0.314	0.036837999999999996
0.315	0.036864
0.316	0.03689
0.317	0.036916
0.318	0.036941999999999996
0.319	0.036968999999999995
0.32	0.036993
0.321	0.03702
0.322	0.037044
0.323	0.037069
0.324	0.037094999999999996
0.325	0.03712
0.326	0.037146
0.327	0.037169
0.32799999999999996	0.037193
0.32899999999999996	0.037218
0.32999999999999996	0.037242
0.33099999999999996	0.037267
0.33199999999999996	0.037291
0.33299999999999996	0.037315999999999995
0.33399999999999996	0.03734
0.33499999999999996	0.037363
0.33599999999999997	0.037387
0.33699999999999997	0.037411
0.33799999999999997	0.037434999999999996
0.33899999999999997	0.037458
0.33999999999999997	0.037482
0.34099999999999997	0.037506
0.34199999999999997	0.037528
0.34299999999999997	0.037551
0.344	0.037573999999999996
0.345	0.037598
0.346	0.03762
0.347	0.037641999999999995
0.348	0.037665
0.349	0.037689
0.35	0.037711
0.351	0.037734
0.352	0.037756
0.353	0.037779
0.354	0.037801
0.355	0.037822
0.356	0.037843
0.357	0.037867
0.358	0.037889
0.359	0.03791
0.36	0.037932
0.361	0.037953
0.362	0.037974
0.363	0.037995
0.364	0.038016
0.365	0.038038999999999996
0.366	0.03806
0.367	0.038081
0.368	0.038100999999999996
0.369	0.038120999999999995
0.37	0.038142999999999996
0.371	0.038162999999999996
0.372	0.038183
0.373	0.038204999999999996
0.374	0.038224999999999995
0.375	0.038245999999999995
0.376	0.038266
0.377	0.038285
0.378	0.038306
0.379	0.038325
0.38	0.038345
0.381	0.038366
0.382	0.038385999999999997
0.383	0.038407
0.384	0.038425
0.385	0.038445
0.386	0.038465
0.38699999999999996	0.038484
0.38799999999999996	0.038504
0.38899999999999996	0.038523999999999996
0.38999999999999996	0.038543
0.39099999999999996	0.038561
0.39199999999999996	0.038579999999999996
0.39299999999999996	0.038599
0.39399999999999996	0.038618
0.39499999999999996	0.038638
0.39599999999999996	0.038655999999999996
0.39699999999999996	0.038675999999999995
0.39799999999999996	0.038694
0.39899999999999997	0.038711999999999996
0.39999999999999997	0.038731
0.40099999999999997	0.038749
0.40199999999999997	0.038766999999999996
0.40299999999999997	0.038786
0.40399999999999997	0.038803
0.40499999999999997	0.038824
0.40599999999999997	0.038841
0.407	0.038859
0.408	0.038876999999999995
0.409	0.038895
0.41	0.038911999999999995
0.411	0.03893
0.412	0.038947999999999997
0.413	0.038965
0.414	0.038984
0.415	0.039001
0.416	0.039019
0.417	0.039036
0.418	0.039053
0.419	0.03907
0.42	0.039087
0.421	0.039105
0.422	0.039124
0.423	0.03914
0.424	0.039155999999999996
0.425	0.039174
0.426	0.039191
0.427	0.039207
0.428	0.039223999999999995
0.429	0.03924
0.43	0.039258
0.431	0.039275
0.432	0.039291
0.433	0.039307
0.434	0.039324
0.435	0.039339
0.436	0.039355999999999995
0.437	0.039372
0.438	0.039389
0.439	0.039404999999999996
0.44	0.039422
0.441	0.039437
0.442	0.039452999999999995
0.443	0.039469
0.444	0.039484
0.445	0.0395
0.446	0.039515999999999996
0.44699999999999995	0.039533
0.44799999999999995	0.039549
0.44899999999999995	0.039563999999999995
0.44999999999999996	0.03958
0.45099999999999996	0.039595
0.45199999999999996	0.03961
0.45299999999999996	0.039625
0.45399999999999996	0.039642
0.45499999999999996	0.039656
0.45599999999999996	0.039671
0.45699999999999996	0.039687
0.45799999999999996	0.039701
0.45899999999999996	0.039716999999999995
0.45999999999999996	0.039730999999999995
0.46099999999999997	0.039748
0.46199999999999997	0.039763
0.46299999999999997	0.039778
0.46399999999999997	0.039792999999999995
0.46499999999999997	0.039806999999999995
0.46599999999999997	0.039821999999999996
0.46699999999999997	0.039837
0.46799999999999997	0.039851
0.469	0.039865
0.47	0.039881
0.471	0.039896
0.472	0.03991
0.473	0.039924
0.474	0.039938999999999995
0.475	0.039952999999999995
0.476	0.039966999999999996
0.477	0.039980999999999996
0.478	0.039996
0.479	0.04001
0.48	0.040024
0.481	0.040038
0.482	0.040052
0.483	0.040066
0.484	0.04008
0.485	0.040094
0.486	0.040108
0.487	0.040122
0.488	0.040135
0.489	0.04015
0.49	0.040163
0.491	0.040177
0.492	0.04019
0.493	0.040202999999999996
0.494	0.040218
0.495	0.040230999999999996
0.496	0.040243999999999995
0.497	0.040257
0.498	0.040271
0.499	0.040285
0.5	0.040298
0.501	0.040311
0.502	0.040324
0.503	0.040338
0.504	0.040351
0.505	0.040364
0.506	0.040376999999999996
0.507	0.040389
0.508	0.040402
0.509	0.040415
0.51	0.040428
0.511	0.040442
0.512	0.040454
0.513	0.040466999999999996
0.514	0.040479
0.515	0.040492
0.516	0.040505
0.517	0.040517
0.518	0.04053
0.519	0.040542999999999996
0.52	0.040555
0.521	0.040568
0.522	0.04058
0.523	0.040591999999999996
0.524	0.040604999999999995
0.525	0.040617
0.526	0.040629
0.527	0.040642
0.528	0.040653999999999996
0.529	0.040666
0.53	0.040678
