P212S6aM5_X	0.0	0.001	0.002	0.003	0.004	0.005	0.006	0.006999999999999999	0.008	0.009	0.01
P212S6aM5_Y	0.0	0.000976	0.0019	0.002779	0.003616	0.004415	0.005181	0.005915	0.006620999999999999	0.007299	0.007951
