D75_X	D75_Y
0.0	0.0
0.001	0.00115
0.002	0.002133
0.003	0.003124
0.004	0.004105
0.005	0.005096
0.006	0.006076
0.006999999999999999	0.007048
0.008	0.008029999999999999
0.009	0.009016
0.01	0.009992
0.011	0.010961
0.012	0.011927
0.013	0.012903
0.013999999999999999	0.013862999999999999
0.015	0.014827
0.016	0.015791
0.016999999999999998	0.016749999999999998
0.018	0.017709
0.019	0.018663
0.02	0.019615
0.020999999999999998	0.020562999999999998
0.022	0.021515
0.023	0.022452
0.024	0.023403999999999998
0.024999999999999998	0.024335
0.026	0.025282
0.027	0.026213
0.027999999999999997	0.027146
0.028999999999999998	0.028083999999999998
0.03	0.029008
0.031	0.029942
0.032	0.030868999999999997
0.033	0.031789
0.033999999999999996	0.032709999999999996
0.034999999999999996	0.033632999999999996
0.036	0.034554999999999995
0.037	0.035470999999999996
0.038	0.036383
0.039	0.037292
0.04	0.038201
0.040999999999999995	0.039112999999999995
0.041999999999999996	0.040011
0.043	0.040912
0.044	0.041818
0.045	0.042711
0.046	0.043607
0.047	0.044501
0.048	0.045396
0.048999999999999995	0.046287999999999996
0.049999999999999996	0.047185
0.051	0.048069
0.052	0.048949
0.053	0.049833999999999996
0.054	0.050716
0.055	0.051601
0.055999999999999994	0.052479
0.056999999999999995	0.053346
0.057999999999999996	0.054221
0.059	0.055094
0.06	0.055962
0.061	0.056829
0.062	0.057693999999999995
0.063	0.058560999999999995
0.064	0.05942
0.065	0.060275999999999996
0.066	0.061142999999999996
0.06699999999999999	0.061999
0.06799999999999999	0.062849
0.06899999999999999	0.063706
0.06999999999999999	0.064562
0.071	0.065409
0.072	0.06626
0.073	0.067105
0.074	0.067948
0.075	0.068789
0.076	0.069629
0.077	0.07047199999999999
0.078	0.071307
0.079	0.072146
0.08	0.07298199999999999
0.081	0.07381599999999999
0.08199999999999999	0.07464699999999999
0.08299999999999999	0.075475
0.08399999999999999	0.07631099999999999
0.08499999999999999	0.077135
0.086	0.077954
0.087	0.078774
0.088	0.079599
0.089	0.08041799999999999
0.09	0.081244
0.091	0.08205799999999999
0.092	0.082872
0.093	0.083678
0.094	0.084493
0.095	0.085297
0.096	0.086114
0.09699999999999999	0.086918
0.09799999999999999	0.087725
0.09899999999999999	0.088528
0.09999999999999999	0.089325
0.10099999999999999	0.09013299999999999
0.102	0.090932
0.103	0.091725
0.104	0.09251999999999999
0.105	0.093313
0.106	0.094097
0.107	0.094888
0.108	0.09568199999999999
0.109	0.09647299999999999
0.11	0.097263
0.111	0.09804299999999999
0.11199999999999999	0.098828
0.11299999999999999	0.09960899999999999
0.11399999999999999	0.100391
0.11499999999999999	0.10117
0.11599999999999999	0.101952
0.11699999999999999	0.102727
0.118	0.1035
0.119	0.104276
0.12	0.105047
0.121	0.105817
0.122	0.10658
0.123	0.10735
0.124	0.10811699999999999
0.125	0.10887799999999999
0.126	0.10964
0.127	0.110411
0.128	0.11116899999999999
0.129	0.111928
0.13	0.11269
0.131	0.113449
0.132	0.11419699999999999
0.133	0.114953
0.13399999999999998	0.11570899999999999
0.13499999999999998	0.11645799999999999
0.13599999999999998	0.11720699999999999
0.13699999999999998	0.11795
0.13799999999999998	0.118707
0.13899999999999998	0.11945
0.13999999999999999	0.12019099999999999
0.141	0.12093699999999999
0.142	0.121683
0.143	0.12242099999999999
0.144	0.12315699999999999
0.145	0.1239
0.146	0.124639
0.147	0.12537099999999998
0.148	0.126107
0.149	0.126836
0.15	0.12756299999999998
0.151	0.128301
0.152	0.129024
0.153	0.129751
0.154	0.13047799999999998
0.155	0.13120199999999999
0.156	0.131932
0.157	0.132647
0.158	0.133374
0.159	0.13408799999999998
0.16	0.13480999999999999
0.161	0.135525
0.162	0.136244
0.163	0.13696
0.16399999999999998	0.137674
0.16499999999999998	0.13838
0.16599999999999998	0.139093
0.16699999999999998	0.13980099999999998
0.16799999999999998	0.140512
0.16899999999999998	0.141222
0.16999999999999998	0.141926
0.17099999999999999	0.14263299999999998
0.172	0.143338
0.173	0.144039
0.174	0.14474499999999998
0.175	0.145448
0.176	0.14615
0.177	0.146846
0.178	0.14754899999999999
0.179	0.148236
0.18	0.14893499999999998
0.181	0.14962799999999998
0.182	0.15032299999999998
0.183	0.151011
0.184	0.151702
0.185	0.152393
0.186	0.153086
0.187	0.153772
0.188	0.15445799999999998
0.189	0.155139
0.19	0.155824
0.191	0.15650699999999998
0.192	0.157183
0.193	0.157866
0.19399999999999998	0.158542
0.19499999999999998	0.159224
0.19599999999999998	0.159902
0.19699999999999998	0.160576
0.19799999999999998	0.161249
0.19899999999999998	0.16192099999999998
