P212cM3_X	P212cM3_Y
0.293	0.03515
0.294	0.035192999999999995
0.295	0.035234
0.296	0.035276
0.297	0.035316
0.298	0.035357
0.299	0.035396
0.3	0.035436999999999996
0.301	0.035481
0.302	0.035519999999999996
0.303	0.035561999999999996
0.304	0.035602999999999996
0.305	0.035642
0.306	0.035682
0.307	0.03572
0.308	0.035762999999999996
0.309	0.035801
0.31	0.035842
0.311	0.035879999999999995
0.312	0.03592
0.313	0.03596
0.314	0.035997999999999995
0.315	0.036038
0.316	0.036077
0.317	0.036114
0.318	0.036153
0.319	0.036194
0.32	0.036233
0.321	0.03627
0.322	0.036309
0.323	0.036345999999999996
0.324	0.036385
0.325	0.036420999999999995
0.326	0.036461
0.327	0.036497999999999996
0.32799999999999996	0.036536
0.32899999999999996	0.036572
0.32999999999999996	0.036611
0.33099999999999996	0.036648
0.33199999999999996	0.036685999999999996
0.33299999999999996	0.036723
0.33399999999999996	0.036759
0.33499999999999996	0.036796999999999996
0.33599999999999997	0.036834
0.33699999999999997	0.03687
0.33799999999999997	0.036905
0.33899999999999997	0.036941
0.33999999999999997	0.03698
0.34099999999999997	0.037015
0.34199999999999997	0.037052
0.34299999999999997	0.037087999999999996
0.344	0.037122999999999996
0.345	0.037159
0.346	0.037196
0.347	0.037231
0.348	0.037267
0.349	0.037301999999999995
0.35	0.03734
0.351	0.037374
0.352	0.037411
0.353	0.037445
0.354	0.03748
0.355	0.037513
0.356	0.037549
0.357	0.037586
0.358	0.037617
0.359	0.037651
0.36	0.037687
0.361	0.037721
0.362	0.037752999999999995
0.363	0.037791
0.364	0.037823999999999997
0.365	0.037857999999999996
0.366	0.037892999999999996
0.367	0.037926999999999995
0.368	0.037961999999999996
0.369	0.037994
0.37	0.038028
0.371	0.038061
0.372	0.038093999999999996
0.373	0.038127999999999995
0.374	0.03816
0.375	0.038193
0.376	0.038228
0.377	0.038259999999999995
0.378	0.038292
0.379	0.038326
0.38	0.038357999999999996
0.381	0.038391999999999996
0.382	0.038424
0.383	0.038459
0.384	0.038491
0.385	0.038521
0.386	0.038554
0.38699999999999996	0.038585999999999995
0.38799999999999996	0.038617
0.38899999999999996	0.038648999999999996
0.38999999999999996	0.038681
0.39099999999999996	0.038713
0.39199999999999996	0.038745999999999996
0.39299999999999996	0.038778
0.39399999999999996	0.038808999999999996
0.39499999999999996	0.038841
0.39599999999999996	0.038872
0.39699999999999996	0.038904
0.39799999999999996	0.038935
0.39899999999999997	0.038966
0.39999999999999997	0.038995999999999996
0.40099999999999997	0.039027
0.40199999999999997	0.039058999999999996
0.40299999999999997	0.039089
0.40399999999999997	0.039119999999999995
0.40499999999999997	0.039152
0.40599999999999997	0.039182999999999996
0.407	0.039212
0.408	0.039244
0.409	0.039273999999999996
0.41	0.039304
0.411	0.039335999999999996
0.412	0.039365
0.413	0.039396
0.414	0.039425999999999996
0.415	0.039456
0.416	0.039486
0.417	0.039515999999999996
0.418	0.039543999999999996
0.419	0.039576
0.42	0.039604
0.421	0.039635
0.422	0.039665
0.423	0.039695
0.424	0.039726
0.425	0.039753
0.426	0.039783
0.427	0.039812
0.428	0.039841
0.429	0.039869
0.43	0.039897999999999996
0.431	0.039927
0.432	0.039958
0.433	0.039986
0.434	0.040014999999999995
0.435	0.040042
0.436	0.040073
0.437	0.040101
0.438	0.040129
0.439	0.040157
0.44	0.040186
0.441	0.040213
0.442	0.040242
0.443	0.040269
0.444	0.040297
0.445	0.040325
0.446	0.040354999999999995
0.44699999999999995	0.040383999999999996
0.44799999999999995	0.040410999999999996
0.44899999999999995	0.040438999999999996
0.44999999999999996	0.040468
0.45099999999999996	0.040494999999999996
0.45199999999999996	0.040521999999999996
0.45299999999999996	0.040548999999999995
0.45399999999999996	0.040577999999999996
0.45499999999999996	0.040604999999999995
0.45599999999999996	0.040631
0.45699999999999996	0.040659
0.45799999999999996	0.040686
0.45899999999999996	0.040713
0.45999999999999996	0.040741
0.46099999999999997	0.040768
0.46199999999999997	0.040794
0.46299999999999997	0.040822
0.46399999999999997	0.04085
0.46499999999999997	0.040875999999999996
0.46599999999999997	0.040903999999999996
0.46699999999999997	0.04093
0.46799999999999997	0.040956
0.469	0.040983
0.47	0.04101
0.471	0.041035999999999996
0.472	0.041063999999999996
0.473	0.041089
0.474	0.041115
0.475	0.041142
0.476	0.041167999999999996
0.477	0.041194999999999996
0.478	0.041221
0.479	0.041248
0.48	0.041273
0.481	0.041298
0.482	0.041325
0.483	0.04135
0.484	0.041375999999999996
0.485	0.0414
0.486	0.041428
0.487	0.041453
0.488	0.041478999999999995
0.489	0.041504
0.49	0.04153
0.491	0.041555999999999996
0.492	0.041582
0.493	0.041607
0.494	0.041631999999999995
0.495	0.041658
0.496	0.041682
0.497	0.041707
0.498	0.041732
0.499	0.041756
0.5	0.041782
0.501	0.041808
0.502	0.041832
0.503	0.041857
0.504	0.041881999999999996
0.505	0.041907
0.506	0.041932
0.507	0.041956
0.508	0.041981
0.509	0.042005999999999995
0.51	0.04203
0.511	0.042054
0.512	0.042078
0.513	0.042103
0.514	0.042127
0.515	0.042151
0.516	0.042177
0.517	0.0422
0.518	0.042225
0.519	0.042248999999999995
0.52	0.042274
0.521	0.042296
0.522	0.042321
0.523	0.042345
0.524	0.042367999999999996
0.525	0.042392
0.526	0.042415999999999995
0.527	0.042439
0.528	0.042463
0.529	0.042484999999999995
0.53	0.042511
0.531	0.042533999999999995
0.532	0.042557
0.533	0.042581
0.534	0.042602999999999995
0.535	0.042628
0.5359999999999999	0.04265
0.5369999999999999	0.042672999999999996
0.5379999999999999	0.042696
0.5389999999999999	0.04272
0.5399999999999999	0.042742999999999996
0.5409999999999999	0.042766
0.5419999999999999	0.042789
0.5429999999999999	0.042810999999999995
0.5439999999999999	0.042834
0.5449999999999999	0.042858
0.5459999999999999	0.042881999999999997
0.5469999999999999	0.042905
0.5479999999999999	0.042928
0.5489999999999999	0.042950999999999996
0.5499999999999999	0.042974
0.5509999999999999	0.042994
0.5519999999999999	0.043017
0.5529999999999999	0.043039999999999995
0.5539999999999999	0.043061999999999996
0.5549999999999999	0.043085
0.5559999999999999	0.043108
0.5569999999999999	0.043129999999999995
0.5579999999999999	0.043150999999999995
0.5589999999999999	0.043174
0.5599999999999999	0.043197
0.5609999999999999	0.04322
0.5619999999999999	0.043240999999999995
0.563	0.043264
0.564	0.043286
0.565	0.043307
0.566	0.04333
0.567	0.043351
0.568	0.043372999999999995
0.569	0.043393999999999995
0.57	0.043417
0.571	0.043438
0.572	0.04346
0.573	0.043481
0.574	0.043504
0.575	0.043525999999999995
0.576	0.043547999999999996
0.577	0.04357
0.578	0.043592
0.579	0.043613
0.58	0.043634
0.581	0.043655
0.582	0.043676
0.583	0.043697
0.584	0.043719
0.585	0.04374
0.586	0.043761
0.587	0.043782999999999996
0.588	0.043803999999999996
0.589	0.043824999999999996
0.59	0.043845999999999996
0.591	0.043866999999999996
0.592	0.043887999999999996
0.593	0.043907999999999996
0.594	0.043928999999999996
0.595	0.043949999999999996
0.596	0.043970999999999996
0.597	0.043991999999999996
0.598	0.044014
0.599	0.044034
0.6	0.044055
0.601	0.044076
0.602	0.044097
0.603	0.044116999999999996
0.604	0.044139
0.605	0.044159
0.606	0.044178999999999996
0.607	0.044198999999999995
0.608	0.044219
0.609	0.044239999999999995
0.61	0.04426
0.611	0.04428
0.612	0.044302
0.613	0.044322
0.614	0.044342
0.615	0.044362
0.616	0.044382
0.617	0.044402
0.618	0.044421999999999996
0.619	0.044441999999999995
0.62	0.044461999999999995
0.621	0.044482
0.622	0.044502
0.623	0.044522
0.624	0.044541
0.625	0.044560999999999996
0.626	0.044582
0.627	0.044600999999999995
0.628	0.044621
0.629	0.04464
0.63	0.044661
0.631	0.04468
0.632	0.044701
0.633	0.044719999999999996
0.634	0.044739
0.635	0.044758
0.636	0.044778
0.637	0.044797
0.638	0.044816999999999996
0.639	0.044836
0.64	0.044855
0.641	0.044874
0.642	0.044892999999999995
0.643	0.044913999999999996
0.644	0.044933
0.645	0.044953
0.646	0.044971
0.647	0.044989999999999995
0.648	0.045009
0.649	0.045027
0.65	0.045047
0.651	0.045065999999999995
0.652	0.045084
0.653	0.045104
0.654	0.045122999999999996
0.6549999999999999	0.045141999999999995
0.6559999999999999	0.045161
0.6569999999999999	0.045179
0.6579999999999999	0.045198999999999996
0.6589999999999999	0.045217
0.6599999999999999	0.045236
0.6609999999999999	0.045253999999999996
0.6619999999999999	0.045272
0.6629999999999999	0.045292
0.6639999999999999	0.045309999999999996
0.6649999999999999	0.045329
0.6659999999999999	0.045348
0.6669999999999999	0.045366
0.6679999999999999	0.045384999999999995
0.6689999999999999	0.045404
0.6699999999999999	0.045422
0.6709999999999999	0.04544
0.6719999999999999	0.045459
0.6729999999999999	0.045477
0.6739999999999999	0.045495
0.6749999999999999	0.045513
0.6759999999999999	0.045531999999999996
0.6769999999999999	0.04555
0.6779999999999999	0.045568
0.6789999999999999	0.045585999999999995
0.6799999999999999	0.045604
0.6809999999999999	0.045623
0.6819999999999999	0.045641
0.6829999999999999	0.045658
0.6839999999999999	0.045676
0.6849999999999999	0.045694
0.6859999999999999	0.045713
0.6869999999999999	0.045731
0.688	0.045749
0.689	0.045765
0.69	0.045783
0.691	0.045801999999999995
0.692	0.04582
0.693	0.045836999999999996
0.694	0.045855
0.695	0.045873
0.696	0.04589
0.697	0.045908
0.698	0.045925999999999995
0.699	0.045944
0.7	0.045961999999999996
0.701	0.045979
0.702	0.045995
0.703	0.046013
0.704	0.046029999999999995
0.705	0.046048
0.706	0.046064999999999995
0.707	0.046084
0.708	0.046100999999999996
0.709	0.046118
0.71	0.046135999999999996
0.711	0.046153
0.712	0.046169999999999996
0.713	0.046187
0.714	0.046203999999999995
0.715	0.046222
0.716	0.046238
0.717	0.046255
0.718	0.046272
0.719	0.04629
0.72	0.046307
0.721	0.046324
0.722	0.046341
0.723	0.046357999999999996
0.724	0.046375
0.725	0.046391999999999996
0.726	0.046409
0.727	0.046425999999999995
0.728	0.046443
0.729	0.04646
0.73	0.046475999999999996
0.731	0.046492
0.732	0.046508999999999995
0.733	0.046526
0.734	0.046543
0.735	0.046558999999999996
0.736	0.046576
0.737	0.046592999999999996
0.738	0.046609
0.739	0.046626
0.74	0.046643
0.741	0.046659
0.742	0.046675999999999995
0.743	0.046692
0.744	0.046708
0.745	0.046723999999999995
0.746	0.046741
0.747	0.046757
0.748	0.046773999999999996
0.749	0.04679
0.75	0.046806999999999994
0.751	0.046823
0.752	0.046839
0.753	0.046855999999999995
0.754	0.046872
0.755	0.046888
0.756	0.046904
0.757	0.046921
0.758	0.046936
0.759	0.046952
0.76	0.046967999999999996
0.761	0.046984
0.762	0.047
0.763	0.047015999999999995
0.764	0.047032
0.765	0.047048
0.766	0.047063999999999995
