P387S6bM5_X	0.0	0.001	0.002	0.003	0.004	0.005	0.006	0.006999999999999999
P387S6bM5_Y	0.0	0.000987	0.0019379999999999998	0.0028599999999999997	0.003753	0.004618	0.005457	0.006272
