P187S6bM4_X	P187S6bM4_Y
0.491	0.023001999999999998
0.492	0.023007
0.493	0.02301
0.494	0.023014
0.495	0.023018999999999998
0.496	0.023021999999999997
0.497	0.023028
0.498	0.023032999999999998
0.499	0.023035999999999997
0.5	0.023041
0.501	0.023044
0.502	0.023049
0.503	0.023053999999999998
0.504	0.023056999999999998
0.505	0.023060999999999998
0.506	0.023066
0.507	0.02307
0.508	0.023073999999999997
0.509	0.023077999999999998
0.51	0.023082
0.511	0.023086
0.512	0.02309
0.513	0.023094
0.514	0.023097
0.515	0.023101999999999998
0.516	0.023105999999999998
0.517	0.02311
0.518	0.023114
0.519	0.023118
0.52	0.023122
0.521	0.023125999999999997
0.522	0.023129
0.523	0.023134
0.524	0.023138
0.525	0.023141
0.526	0.023145
0.527	0.023148
0.528	0.023152
0.529	0.023156
0.53	0.02316
0.531	0.023164
0.532	0.023167999999999998
0.533	0.023171999999999998
0.534	0.023176
0.535	0.023178999999999998
0.5359999999999999	0.023183
0.5369999999999999	0.023187
0.5379999999999999	0.02319
0.5389999999999999	0.023195
0.5399999999999999	0.023198
0.5409999999999999	0.023201
0.5419999999999999	0.023205
0.5429999999999999	0.023208
0.5439999999999999	0.023212999999999998
0.5449999999999999	0.023216
0.5459999999999999	0.023219
0.5469999999999999	0.023223
0.5479999999999999	0.023226
0.5489999999999999	0.02323
0.5499999999999999	0.023233999999999998
0.5509999999999999	0.023236999999999997
0.5519999999999999	0.023240999999999998
0.5529999999999999	0.023245
0.5539999999999999	0.023247999999999998
0.5549999999999999	0.023252
0.5559999999999999	0.023256
0.5569999999999999	0.023259
0.5579999999999999	0.023263
0.5589999999999999	0.023266
0.5599999999999999	0.02327
0.5609999999999999	0.023271999999999998
0.5619999999999999	0.023277
0.563	0.023281
0.564	0.023282999999999998
0.565	0.023287
0.566	0.023289999999999998
0.567	0.023292999999999998
0.568	0.023297
0.569	0.023299999999999998
0.57	0.023304
0.571	0.023308
0.572	0.023309999999999997
0.573	0.023313999999999998
0.574	0.023316999999999997
0.575	0.02332
0.576	0.023323999999999998
0.577	0.023326
0.578	0.02333
0.579	0.023333
0.58	0.023337
0.581	0.023341
0.582	0.023343
0.583	0.023347
0.584	0.02335
0.585	0.023353
0.586	0.023356
0.587	0.023358999999999998
0.588	0.023361999999999997
0.589	0.023365999999999998
0.59	0.023368999999999997
0.591	0.023372999999999998
0.592	0.023375
0.593	0.023379
0.594	0.023382
0.595	0.023385
0.596	0.023388
0.597	0.023392
0.598	0.023393999999999998
0.599	0.023398
0.6	0.0234
0.601	0.023403
0.602	0.023406999999999997
0.603	0.023409
0.604	0.023413
0.605	0.023415
0.606	0.023419
0.607	0.023423
0.608	0.023424999999999998
0.609	0.023429
0.61	0.023431999999999998
0.611	0.023434
0.612	0.023438
0.613	0.02344
0.614	0.023443
0.615	0.023447
0.616	0.023448999999999998
0.617	0.023452
0.618	0.023455
0.619	0.023458
0.62	0.023461
0.621	0.023464
0.622	0.023467
0.623	0.023469999999999998
0.624	0.023472
0.625	0.023476
0.626	0.023478
0.627	0.023481
0.628	0.023485
0.629	0.023486999999999997
0.63	0.02349
0.631	0.023493
0.632	0.023496
0.633	0.023499
0.634	0.023500999999999998
0.635	0.023504
0.636	0.023507
0.637	0.02351
0.638	0.023513
0.639	0.023514999999999998
0.64	0.023517999999999997
0.641	0.023521
0.642	0.023523
0.643	0.023527
0.644	0.02353
0.645	0.023531999999999997
0.646	0.023535
0.647	0.023537
0.648	0.02354
0.649	0.023542999999999998
0.65	0.023545999999999997
0.651	0.023549
0.652	0.023551
0.653	0.023554
0.654	0.023556999999999998
0.6549999999999999	0.023559
0.6559999999999999	0.023562
0.6569999999999999	0.023565
0.6579999999999999	0.023566999999999998
0.6589999999999999	0.023569999999999997
0.6599999999999999	0.023572
0.6609999999999999	0.023575
0.6619999999999999	0.023577999999999998
0.6629999999999999	0.02358
0.6639999999999999	0.023583
0.6649999999999999	0.023585
0.6659999999999999	0.023587999999999998
0.6669999999999999	0.023590999999999997
