P187S6bM4_X	P187S6bM4_Y
0.0	0.0
0.001	0.001108
0.002	0.001892
0.003	0.002575
0.004	0.0031839999999999998
0.005	0.0037519999999999997
0.006	0.004255
0.006999999999999999	0.004748
0.008	0.005195
0.009	0.005627999999999999
0.01	0.006025
0.011	0.006402
0.012	0.006751999999999999
0.013	0.0070929999999999995
0.013999999999999999	0.007416
0.015	0.0077339999999999996
0.016	0.008027
0.016999999999999998	0.008315
0.018	0.008579999999999999
0.019	0.008841
0.02	0.009097
0.020999999999999998	0.009337999999999999
0.022	0.009583999999999999
0.023	0.009805
0.024	0.010021
0.024999999999999998	0.010232999999999999
0.026	0.010433999999999999
0.027	0.010631
0.027999999999999997	0.010827
0.028999999999999998	0.011011
0.03	0.011195
0.031	0.011363
0.032	0.011536999999999999
0.033	0.011698
0.033999999999999996	0.011859999999999999
0.034999999999999996	0.01202
0.036	0.012176
0.037	0.012322
0.038	0.012468
0.039	0.012606
0.04	0.012752
0.040999999999999995	0.012882999999999999
0.041999999999999996	0.013014
0.043	0.013141
0.044	0.013269
0.045	0.013385999999999999
0.046	0.013505999999999999
0.047	0.013623999999999999
0.048	0.013741999999999999
0.048999999999999995	0.01385
0.049999999999999996	0.013961
0.051	0.014065
0.052	0.014175
0.053	0.014275999999999999
0.054	0.014377
0.055	0.014476999999999999
0.055999999999999994	0.014574
0.056999999999999995	0.014669999999999999
0.057999999999999996	0.014764
0.059	0.014854
0.06	0.014941
0.061	0.01503
0.062	0.015123
0.063	0.015203
0.064	0.015288999999999999
0.065	0.015368999999999999
0.066	0.015446
0.06699999999999999	0.015531
0.06799999999999999	0.015609999999999999
0.06899999999999999	0.01568
0.06999999999999999	0.015754
0.071	0.015830999999999998
0.072	0.015905
0.073	0.015979
0.074	0.016047
0.075	0.016118999999999998
0.076	0.01618
0.077	0.016249
0.078	0.016318
0.079	0.01638
0.08	0.016446
0.081	0.016509
0.08199999999999999	0.016569999999999998
0.08299999999999999	0.016631
0.08399999999999999	0.016691
0.08499999999999999	0.016753
0.086	0.016807
0.087	0.016867
0.088	0.016923
0.089	0.016978999999999998
0.09	0.017034999999999998
0.091	0.017092
0.092	0.017141999999999998
0.093	0.017197999999999998
0.094	0.017247
0.095	0.017297
0.096	0.017351
0.09699999999999999	0.017398
0.09799999999999999	0.017447
0.09899999999999999	0.017499999999999998
0.09999999999999999	0.017546
0.10099999999999999	0.017596
0.102	0.017641
0.103	0.017691
0.104	0.017736
0.105	0.017778
0.106	0.017827
0.107	0.017868
0.108	0.01791
0.109	0.017953999999999998
0.11	0.017995
0.111	0.018036999999999997
0.11199999999999999	0.018083
0.11299999999999999	0.018122
0.11399999999999999	0.018163
0.11499999999999999	0.018199
0.11599999999999999	0.018241999999999998
0.11699999999999999	0.018279999999999998
0.118	0.018319
0.119	0.018357
0.12	0.018396
0.121	0.018431
0.122	0.018468
0.123	0.018503
0.124	0.018543
0.125	0.018578
0.126	0.018612999999999998
0.127	0.01865
0.128	0.018682
0.129	0.018716
0.13	0.018749
0.131	0.018785
0.132	0.018817
0.133	0.018848999999999998
0.13399999999999998	0.018879
0.13499999999999998	0.018913
0.13599999999999998	0.018945999999999998
0.13699999999999998	0.018982
0.13799999999999998	0.019008999999999998
0.13899999999999998	0.019039
0.13999999999999999	0.01907
0.141	0.019098999999999998
0.142	0.019129
0.143	0.019157
0.144	0.019185999999999998
0.145	0.019219
0.146	0.019246
0.147	0.019275
0.148	0.019302
0.149	0.019330999999999997
0.15	0.019355999999999998
0.151	0.019388
0.152	0.019414
0.153	0.019441999999999997
0.154	0.019465
0.155	0.019493
0.156	0.019518999999999998
0.157	0.019544
0.158	0.019569
0.159	0.019594999999999998
0.16	0.01962
0.161	0.019644
0.162	0.019672
0.163	0.019694
0.16399999999999998	0.019717
0.16499999999999998	0.019743
0.16599999999999998	0.019767
0.16699999999999998	0.019788999999999998
0.16799999999999998	0.019813
0.16899999999999998	0.019836
0.16999999999999998	0.01986
0.17099999999999999	0.019885999999999997
0.172	0.019906
0.173	0.019929
0.174	0.019951
0.175	0.019972999999999998
0.176	0.019992
0.177	0.020016
0.178	0.020035999999999998
0.179	0.020055999999999997
0.18	0.020076999999999998
0.181	0.020101
0.182	0.020121999999999998
0.183	0.020141
0.184	0.020162
0.185	0.020183
0.186	0.020203
0.187	0.020224
0.188	0.020241
0.189	0.020263
0.19	0.020281
0.191	0.020302
0.192	0.020321
0.193	0.020339
0.19399999999999998	0.020359
0.19499999999999998	0.020377
0.19599999999999998	0.020392999999999998
0.19699999999999998	0.020415
0.19799999999999998	0.020434
0.19899999999999998	0.02045
0.19999999999999998	0.020468
0.20099999999999998	0.020485
0.20199999999999999	0.020503
0.20299999999999999	0.020523
0.204	0.020538999999999998
0.205	0.020555
0.206	0.020572999999999998
0.207	0.020592
0.208	0.020609
0.209	0.020626
0.21	0.020641
0.211	0.020659
0.212	0.020675
0.213	0.020690999999999998
0.214	0.020708999999999998
0.215	0.020723
0.216	0.020741
0.217	0.020755
0.218	0.020772
0.219	0.020787
0.22	0.020801999999999998
0.221	0.020821
0.222	0.020834
0.223	0.02085
0.22399999999999998	0.020864999999999998
0.22499999999999998	0.02088
0.22599999999999998	0.020897
0.22699999999999998	0.020909999999999998
0.22799999999999998	0.020926
0.22899999999999998	0.020940999999999998
0.22999999999999998	0.020953
0.23099999999999998	0.020967
0.23199999999999998	0.020982999999999998
0.23299999999999998	0.020997
0.23399999999999999	0.021009
0.235	0.021025
0.236	0.021039
0.237	0.021051999999999998
0.238	0.021067
0.239	0.021081
0.24	0.021092
0.241	0.021109
0.242	0.021123
0.243	0.021134999999999998
0.244	0.021148999999999998
0.245	0.021162
0.246	0.021174
0.247	0.021189
0.248	0.021200999999999998
0.249	0.021214
0.25	0.021226
0.251	0.021238
0.252	0.021251
0.253	0.021263
0.254	0.021278
0.255	0.021289
0.256	0.0213
0.257	0.021313
0.258	0.021327
0.259	0.021339999999999998
0.26	0.021349999999999997
0.261	0.021363
0.262	0.021374999999999998
0.263	0.021386
0.264	0.021397
0.265	0.021408999999999997
0.266	0.021419999999999998
0.267	0.021432
0.26799999999999996	0.021442
0.26899999999999996	0.021453999999999997
0.26999999999999996	0.021466
0.27099999999999996	0.021478
0.27199999999999996	0.021488
0.27299999999999996	0.0215
0.27399999999999997	0.021511
0.27499999999999997	0.021523
0.27599999999999997	0.021532
0.27699999999999997	0.021544999999999998
0.27799999999999997	0.021554999999999998
0.27899999999999997	0.021567
0.27999999999999997	0.021577
0.28099999999999997	0.021588
0.282	0.021598
0.283	0.021608
0.284	0.02162
0.285	0.021629
0.286	0.02164
0.287	0.021651
0.288	0.02166
0.289	0.021672
0.29	0.021679999999999998
0.291	0.021689999999999997
0.292	0.021700999999999998
0.293	0.02171
0.294	0.02172
0.295	0.021731
0.296	0.02174
0.297	0.021752999999999998
0.298	0.021761
0.299	0.021769
0.3	0.021779
0.301	0.021789
0.302	0.021799
0.303	0.021807999999999998
0.304	0.021818
0.305	0.021828
0.306	0.021835999999999998
0.307	0.021845999999999997
0.308	0.021854
0.309	0.021863
0.31	0.021873
0.311	0.021884
0.312	0.021892
0.313	0.0219
0.314	0.021908
0.315	0.021917
0.316	0.021927
0.317	0.021935
0.318	0.021943999999999998
0.319	0.021949999999999997
0.32	0.021960999999999998
0.321	0.021969
0.322	0.02198
0.323	0.021988999999999998
0.324	0.021997
0.325	0.022005
0.326	0.022012
0.327	0.022021
0.32799999999999996	0.022029999999999998
0.32899999999999996	0.022036999999999998
0.32999999999999996	0.022047
0.33099999999999996	0.022054
0.33199999999999996	0.022063
0.33299999999999996	0.022071
0.33399999999999996	0.022078999999999998
0.33499999999999996	0.022085999999999998
0.33599999999999997	0.022095999999999998
0.33699999999999997	0.022102999999999998
0.33799999999999997	0.022111
0.33899999999999997	0.022116999999999998
0.33999999999999997	0.022126
0.34099999999999997	0.022133999999999997
0.34199999999999997	0.02214
0.34299999999999997	0.022149
0.344	0.022157
0.345	0.022164
0.346	0.022171
0.347	0.022178999999999997
0.348	0.022188
0.349	0.022198
0.35	0.022203999999999998
0.351	0.022210999999999998
0.352	0.022219
0.353	0.022227
0.354	0.022233
0.355	0.02224
0.356	0.022247
0.357	0.022254
0.358	0.022262
0.359	0.022269999999999998
0.36	0.022276999999999998
0.361	0.022283999999999998
0.362	0.022291
0.363	0.022299
0.364	0.022303999999999997
0.365	0.022310999999999998
0.366	0.022317
0.367	0.022324999999999998
0.368	0.022331
0.369	0.022338999999999998
0.37	0.022345999999999998
0.371	0.022352
0.372	0.022359999999999998
0.373	0.022366
0.374	0.022372
0.375	0.022379
0.376	0.022387999999999998
0.377	0.022394
0.378	0.022400999999999997
0.379	0.022407
0.38	0.022414
0.381	0.022418999999999998
0.382	0.022425
0.383	0.022432999999999998
0.384	0.022439
0.385	0.022446
0.386	0.022451
0.38699999999999996	0.022459
0.38799999999999996	0.022463999999999998
0.38899999999999996	0.022470999999999998
0.38999999999999996	0.022477
0.39099999999999996	0.022486
0.39199999999999996	0.02249
0.39299999999999996	0.022497
0.39399999999999996	0.022501999999999998
0.39499999999999996	0.022508999999999998
0.39599999999999996	0.022515
0.39699999999999996	0.02252
0.39799999999999996	0.022527
0.39899999999999997	0.022532
0.39999999999999997	0.022538
0.40099999999999997	0.022543999999999998
0.40199999999999997	0.022550999999999998
0.40299999999999997	0.022556
0.40399999999999997	0.022563
0.40499999999999997	0.022569
0.40599999999999997	0.022574999999999998
0.407	0.02258
0.408	0.022586
0.409	0.022591999999999998
0.41	0.022595999999999998
0.411	0.022602999999999998
0.412	0.022608
0.413	0.022614
0.414	0.022622
0.415	0.022626
0.416	0.022632
0.417	0.02264
0.418	0.022643999999999997
0.419	0.02265
0.42	0.022654
0.421	0.02266
0.422	0.022666
0.423	0.022671999999999998
0.424	0.022677
0.425	0.022681999999999997
0.426	0.022688
0.427	0.022692999999999998
0.428	0.022697
0.429	0.022702999999999997
0.43	0.022709
0.431	0.022715
0.432	0.022720999999999998
0.433	0.022725
0.434	0.022730999999999998
0.435	0.022736
0.436	0.022740999999999997
0.437	0.022746
0.438	0.022751
0.439	0.022757
0.44	0.022763
0.441	0.022765999999999998
0.442	0.022772
0.443	0.022778
0.444	0.022782
0.445	0.022786999999999998
0.446	0.022792
0.44699999999999995	0.022796999999999998
0.44799999999999995	0.022802
0.44899999999999995	0.022806999999999997
0.44999999999999996	0.022813
0.45099999999999996	0.022817999999999998
0.45199999999999996	0.022822
0.45299999999999996	0.022827
0.45399999999999996	0.022831
0.45499999999999996	0.022837
0.45599999999999996	0.022841999999999998
0.45699999999999996	0.022847
0.45799999999999996	0.022851999999999997
0.45899999999999996	0.022855999999999998
0.45999999999999996	0.022862
0.46099999999999997	0.022867
0.46199999999999997	0.022871
0.46299999999999997	0.022876
0.46399999999999997	0.022882
0.46499999999999997	0.022885
0.46599999999999997	0.022890999999999998
0.46699999999999997	0.022893999999999998
0.46799999999999997	0.022899
0.469	0.022903
0.47	0.022909
0.471	0.022913
0.472	0.022917
0.473	0.022921
0.474	0.022927
0.475	0.022931
0.476	0.022935999999999998
0.477	0.022941
0.478	0.022945999999999998
0.479	0.022949999999999998
0.48	0.022954
0.481	0.022958
0.482	0.022962999999999997
0.483	0.022968
0.484	0.022972
0.485	0.022976
0.486	0.02298
0.487	0.022985
0.488	0.022987999999999998
0.489	0.022994
0.49	0.022999
