P212S6eM4_X	P212S6eM4_Y
0.09799999999999999	0.031280999999999996
0.09899999999999999	0.031439999999999996
0.09999999999999999	0.031598
0.10099999999999999	0.031756
0.102	0.03191
0.103	0.032067
0.104	0.032213
0.105	0.032364
0.106	0.032513
0.107	0.032667999999999996
0.108	0.032817
0.109	0.032965999999999995
0.11	0.033111999999999996
0.111	0.033253
0.11199999999999999	0.033396999999999996
0.11299999999999999	0.033544
0.11399999999999999	0.033682
0.11499999999999999	0.033825
0.11599999999999999	0.033958999999999996
0.11699999999999999	0.034101
0.118	0.034245
0.119	0.034385
0.12	0.034518
0.121	0.034648
0.122	0.034787
0.123	0.034915999999999996
0.124	0.035057
0.125	0.035183
0.126	0.035317999999999995
0.127	0.035447
0.128	0.035581
0.129	0.035711
0.13	0.035837
0.131	0.035962999999999995
0.132	0.03609
0.133	0.036220999999999996
0.13399999999999998	0.036337999999999995
0.13499999999999998	0.036463999999999996
0.13599999999999998	0.036588999999999997
0.13699999999999998	0.036715
0.13799999999999998	0.036837
0.13899999999999998	0.036959
0.13999999999999999	0.037073999999999996
0.141	0.037197
0.142	0.037319
0.143	0.037433999999999995
0.144	0.037554
0.145	0.037668
0.146	0.037784
0.147	0.037905999999999995
0.148	0.038017999999999996
0.149	0.038133
0.15	0.038249
0.151	0.03836
0.152	0.038477
0.153	0.038588
0.154	0.038697999999999996
0.155	0.038808999999999996
0.156	0.038922
0.157	0.039032
0.158	0.039141999999999996
0.159	0.039251
0.16	0.03936
0.161	0.039463
0.162	0.039574
0.163	0.039682999999999996
0.16399999999999998	0.039786999999999996
0.16499999999999998	0.039890999999999996
0.16599999999999998	0.039997
0.16699999999999998	0.040104
0.16799999999999998	0.040202
0.16899999999999998	0.040305
0.16999999999999998	0.040409
0.17099999999999999	0.040513
0.172	0.040612999999999996
0.173	0.040713
0.174	0.040815
0.175	0.040916
0.176	0.041017
0.177	0.041113
0.178	0.041215999999999996
0.179	0.041309
0.18	0.041410999999999996
0.181	0.041507999999999996
0.182	0.041602
0.183	0.041699
0.184	0.041793
0.185	0.041894
0.186	0.041988
0.187	0.042079
0.188	0.042177
0.189	0.042267
0.19	0.042360999999999996
0.191	0.042455
0.192	0.042551
0.193	0.042643
0.19399999999999998	0.042733
0.19499999999999998	0.042824
0.19599999999999998	0.042917
0.19699999999999998	0.043007
0.19799999999999998	0.043095999999999995
0.19899999999999998	0.043185
0.19999999999999998	0.043271
0.20099999999999998	0.043363
0.20199999999999999	0.043451
0.20299999999999999	0.043540999999999996
0.204	0.043628
0.205	0.043712
0.206	0.043802
0.207	0.043887999999999996
0.208	0.043976
0.209	0.044060999999999996
0.21	0.044142999999999995
0.211	0.044226
0.212	0.044316
0.213	0.044398
0.214	0.044486
0.215	0.044564
0.216	0.044648
0.217	0.044733999999999996
0.218	0.044813
0.219	0.044898
0.22	0.044979
0.221	0.045059999999999996
0.222	0.045138
0.223	0.045218999999999995
0.22399999999999998	0.045299
0.22499999999999998	0.045381
0.22599999999999998	0.045464
0.22699999999999998	0.045543
0.22799999999999998	0.045620999999999995
0.22899999999999998	0.045702
0.22999999999999998	0.045781999999999996
0.23099999999999998	0.045857999999999996
0.23199999999999998	0.045936
0.23299999999999998	0.046009
0.23399999999999999	0.046088
0.235	0.046171
0.236	0.046244999999999994
0.237	0.046321
0.238	0.046396
0.239	0.046471
0.24	0.046549
0.241	0.046626
0.242	0.046701
0.243	0.046775
0.244	0.046849999999999996
0.245	0.046921
0.246	0.046995999999999996
0.247	0.047070999999999995
0.248	0.047144
0.249	0.047213
0.25	0.047288
0.251	0.047358
0.252	0.047431999999999995
0.253	0.047505
0.254	0.047575
0.255	0.047647999999999996
0.256	0.047717999999999997
0.257	0.047785
0.258	0.047858
0.259	0.04793
0.26	0.048001999999999996
0.261	0.048070999999999996
0.262	0.048139999999999995
0.263	0.048208
0.264	0.048277
0.265	0.048347
0.266	0.048415
0.267	0.048485999999999994
0.26799999999999996	0.048553
0.26899999999999996	0.04862
0.26999999999999996	0.048685
0.27099999999999996	0.048754
0.27199999999999996	0.048823
0.27299999999999996	0.048889999999999996
0.27399999999999997	0.048952999999999997
0.27499999999999997	0.049023
0.27599999999999997	0.049087
0.27699999999999997	0.049153999999999996
0.27799999999999997	0.04922
0.27899999999999997	0.049283
0.27999999999999997	0.049352
0.28099999999999997	0.049418
0.282	0.049479999999999996
0.283	0.049544
0.284	0.049610999999999995
0.285	0.049673999999999996
0.286	0.049738
0.287	0.049803
0.288	0.049865
0.289	0.049926
0.29	0.049989
0.291	0.050053
0.292	0.050115
0.293	0.050179999999999995
0.294	0.050241
0.295	0.050302
0.296	0.050363
0.297	0.050428
0.298	0.050489
0.299	0.050546
0.3	0.050608
0.301	0.050669
0.302	0.050733999999999994
0.303	0.050790999999999996
0.304	0.050855
0.305	0.050914
0.306	0.050975
0.307	0.051031
0.308	0.051092
0.309	0.05115
0.31	0.051208
0.311	0.051267
0.312	0.051322
0.313	0.051386999999999995
0.314	0.051441
0.315	0.0515
0.316	0.051557
0.317	0.051618
0.318	0.051673
0.319	0.051732999999999994
0.32	0.051787
0.321	0.051843999999999994
0.322	0.051902
0.323	0.051959
0.324	0.052017
0.325	0.052072999999999994
0.326	0.052129999999999996
0.327	0.052183999999999994
0.32799999999999996	0.052239999999999995
0.32899999999999996	0.052294999999999994
0.32999999999999996	0.052349
0.33099999999999996	0.052405
0.33199999999999996	0.052461999999999995
0.33299999999999996	0.052517999999999995
0.33399999999999996	0.052571
0.33499999999999996	0.052622999999999996
0.33599999999999997	0.052679
0.33699999999999997	0.052732999999999995
0.33799999999999997	0.052787
0.33899999999999997	0.052842
0.33999999999999997	0.052897
0.34099999999999997	0.052951
0.34199999999999997	0.053003999999999996
0.34299999999999997	0.053058
0.344	0.053107999999999995
0.345	0.053161
0.346	0.053215
0.347	0.053269
0.348	0.05332
0.349	0.053373
0.35	0.053425999999999994
0.351	0.053474
0.352	0.053529
0.353	0.053578
0.354	0.053631
0.355	0.053683999999999996
0.356	0.053734
0.357	0.053785
0.358	0.053839
0.359	0.053888
0.36	0.053939
0.361	0.053989999999999996
0.362	0.054042
0.363	0.05409
0.364	0.05414
0.365	0.054192
0.366	0.054237999999999995
0.367	0.054289
0.368	0.054341
0.369	0.054387
0.37	0.054437
0.371	0.054487999999999995
0.372	0.054535
0.373	0.054584
0.374	0.054632
0.375	0.054681
0.376	0.054727
0.377	0.054778
0.378	0.054827
0.379	0.054875999999999994
0.38	0.054922
0.381	0.054972
0.382	0.055019
0.383	0.055064999999999996
0.384	0.055115
0.385	0.055161999999999996
0.386	0.055208999999999994
0.38699999999999996	0.055253
0.38799999999999996	0.055305
0.38899999999999996	0.055352
0.38999999999999996	0.055395
0.39099999999999996	0.055442
0.39199999999999996	0.055487999999999996
0.39299999999999996	0.055535999999999995
0.39399999999999996	0.055583
0.39499999999999996	0.055625
0.39599999999999996	0.055671
0.39699999999999996	0.055716999999999996
0.39799999999999996	0.055763
0.39899999999999997	0.05581
0.39999999999999997	0.055852
0.40099999999999997	0.055899
0.40199999999999997	0.055947
0.40299999999999997	0.05599
0.40399999999999997	0.056034999999999995
0.40499999999999997	0.056081
0.40599999999999997	0.056123
0.407	0.056167999999999996
0.408	0.056215999999999995
0.409	0.056258999999999997
0.41	0.056303
0.411	0.056345
0.412	0.056391
0.413	0.056434
0.414	0.056477
0.415	0.05652
0.416	0.056565
0.417	0.056609
0.418	0.056653999999999996
0.419	0.056695999999999996
0.42	0.056738
0.421	0.056776999999999994
0.422	0.056825
0.423	0.056865
0.424	0.056908
0.425	0.056950999999999995
0.426	0.056995
0.427	0.057037
0.428	0.057078
0.429	0.057117999999999995
0.43	0.057164
0.431	0.057205
0.432	0.057245
0.433	0.057288
0.434	0.057326999999999996
0.435	0.057372
0.436	0.057414
0.437	0.057453
0.438	0.057492999999999995
0.439	0.057536
0.44	0.057576999999999996
0.441	0.057615
0.442	0.057657999999999994
0.443	0.057696
0.444	0.057739
0.445	0.057777999999999996
0.446	0.057819999999999996
0.44699999999999995	0.057859
0.44799999999999995	0.057900999999999994
0.44899999999999995	0.057939
0.44999999999999996	0.057982
0.45099999999999996	0.058022
0.45199999999999996	0.058061999999999996
0.45299999999999996	0.058098
0.45399999999999996	0.05814
0.45499999999999996	0.058178999999999995
0.45599999999999996	0.058220999999999995
0.45699999999999996	0.058261
0.45799999999999996	0.0583
0.45899999999999996	0.058335
0.45999999999999996	0.058373999999999995
0.46099999999999997	0.058414999999999995
0.46199999999999997	0.058453
0.46299999999999997	0.05849
0.46399999999999997	0.058532
0.46499999999999997	0.058566999999999994
0.46599999999999997	0.058606
0.46699999999999997	0.058644999999999996
0.46799999999999997	0.058686999999999996
0.469	0.058723
0.47	0.05876
0.471	0.058797999999999996
0.472	0.058836
0.473	0.058872999999999995
0.474	0.05891
0.475	0.058948
0.476	0.058986
0.477	0.059024
0.478	0.059060999999999995
0.479	0.059097
0.48	0.059135999999999994
0.481	0.059174
0.482	0.059212
0.483	0.059248999999999996
0.484	0.059286
0.485	0.059322
0.486	0.059355
0.487	0.059394999999999996
0.488	0.05943
0.489	0.059465
0.49	0.059503
0.491	0.059538
0.492	0.059574999999999996
0.493	0.059608999999999995
0.494	0.059648
0.495	0.059682
0.496	0.059717
0.497	0.059753
0.498	0.059793
0.499	0.059827
0.5	0.059864999999999995
0.501	0.059898999999999994
0.502	0.059933999999999994
0.503	0.059968999999999995
0.504	0.060004999999999996
0.505	0.060036
0.506	0.060074999999999996
0.507	0.060108999999999996
0.508	0.060145
0.509	0.06018
0.51	0.060215
0.511	0.060249
0.512	0.060281999999999995
0.513	0.060315999999999995
0.514	0.060351999999999996
0.515	0.060385999999999995
0.516	0.060419999999999995
0.517	0.060452
0.518	0.060488
0.519	0.060523
0.52	0.060555
0.521	0.06059
0.522	0.060624
0.523	0.060655
0.524	0.060689999999999994
0.525	0.060723
0.526	0.060756
0.527	0.06079
0.528	0.060826
0.529	0.06086
0.53	0.060891
0.531	0.060929
0.532	0.06096
0.533	0.060991
0.534	0.061023999999999995
0.535	0.061058999999999995
0.5359999999999999	0.061087999999999996
0.5369999999999999	0.061125
0.5379999999999999	0.061156999999999996
0.5389999999999999	0.061188
0.5399999999999999	0.06122
0.5409999999999999	0.061251
0.5419999999999999	0.061286999999999994
0.5429999999999999	0.061318
0.5439999999999999	0.061352
0.5449999999999999	0.061382
0.5459999999999999	0.061413999999999996
0.5469999999999999	0.061446999999999995
0.5479999999999999	0.06148
0.5489999999999999	0.061509999999999995
0.5499999999999999	0.06154
0.5509999999999999	0.061571999999999995
0.5519999999999999	0.061605
0.5529999999999999	0.061637
0.5539999999999999	0.061668
0.5549999999999999	0.061701
0.5559999999999999	0.06173
0.5569999999999999	0.061764
0.5579999999999999	0.061798
0.5589999999999999	0.061828999999999995
0.5599999999999999	0.06186
0.5609999999999999	0.061890999999999995
0.5619999999999999	0.061921
0.563	0.061952999999999994
0.564	0.061981999999999995
0.565	0.062013
0.566	0.062043999999999995
0.567	0.062075
0.568	0.062104
0.569	0.062134999999999996
0.57	0.062167
0.571	0.062195
0.572	0.062226
0.573	0.062257999999999994
0.574	0.062287999999999996
0.575	0.062318
0.576	0.062348999999999995
0.577	0.062377999999999996
0.578	0.062408
0.579	0.062438
0.58	0.062467999999999996
0.581	0.062498
0.582	0.062529
0.583	0.062558
0.584	0.06258899999999999
0.585	0.06261699999999999
0.586	0.062648
0.587	0.06268
0.588	0.062707
0.589	0.062737
0.59	0.062764
0.591	0.062794
0.592	0.062823
0.593	0.062854
0.594	0.06288099999999999
0.595	0.062911
0.596	0.062938
0.597	0.062967
0.598	0.062999
0.599	0.063028
0.6	0.063057
0.601	0.063083
0.602	0.063113
0.603	0.06314299999999999
0.604	0.06317
0.605	0.063197
0.606	0.06322599999999999
0.607	0.06325399999999999
0.608	0.063281
0.609	0.06330999999999999
0.61	0.06333899999999999
0.611	0.06336699999999999
0.612	0.063397
0.613	0.063426
0.614	0.063451
0.615	0.063479
0.616	0.063507
0.617	0.063536
0.618	0.063565
0.619	0.063591
0.62	0.063619
0.621	0.063648
0.622	0.063675
0.623	0.063703
0.624	0.06373
0.625	0.063757
0.626	0.063785
0.627	0.06380999999999999
0.628	0.06383799999999999
0.629	0.06386599999999999
0.63	0.06389299999999999
0.631	0.06392099999999999
0.632	0.06394799999999999
0.633	0.063973
0.634	0.064001
0.635	0.064026
0.636	0.064055
0.637	0.064082
0.638	0.064108
0.639	0.064135
0.64	0.064161
0.641	0.06419
0.642	0.064214
0.643	0.064243
0.644	0.06426799999999999
0.645	0.06429599999999999
0.646	0.06432
0.647	0.064348
0.648	0.064374
0.649	0.064399
0.65	0.064425
0.651	0.06444899999999999
0.652	0.06447699999999999
0.653	0.06450399999999999
0.654	0.064528
0.6549999999999999	0.064557
0.6559999999999999	0.064581
0.6569999999999999	0.064606
0.6579999999999999	0.064634
0.6589999999999999	0.06466
0.6599999999999999	0.06468499999999999
0.6609999999999999	0.064709
0.6619999999999999	0.064734
0.6629999999999999	0.064761
0.6639999999999999	0.064788
0.6649999999999999	0.064814
0.6659999999999999	0.06483699999999999
0.6669999999999999	0.064863
0.6679999999999999	0.064889
0.6689999999999999	0.064914
0.6699999999999999	0.064938
0.6709999999999999	0.06496299999999999
0.6719999999999999	0.06498899999999999
0.6729999999999999	0.065015
0.6739999999999999	0.065039
0.6749999999999999	0.065063
0.6759999999999999	0.06509
0.6769999999999999	0.06511399999999999
0.6779999999999999	0.065139
0.6789999999999999	0.065164
0.6799999999999999	0.065189
0.6809999999999999	0.065213
0.6819999999999999	0.06523899999999999
0.6829999999999999	0.065262
0.6839999999999999	0.065287
0.6849999999999999	0.065312
0.6859999999999999	0.065338
0.6869999999999999	0.065361
0.688	0.065385
0.689	0.065411
0.69	0.06543399999999999
0.691	0.065458
0.692	0.065482
0.693	0.06550399999999999
0.694	0.06552999999999999
0.695	0.065554
0.696	0.065581
0.697	0.065604
0.698	0.065626
0.699	0.065649
0.7	0.065673
0.701	0.06569699999999999
0.702	0.065721
0.703	0.065747
0.704	0.065769
0.705	0.065792
0.706	0.065816
0.707	0.065841
0.708	0.06586499999999999
0.709	0.065889
0.71	0.065912
0.711	0.065936
0.712	0.06595999999999999
0.713	0.065984
0.714	0.066007
0.715	0.06602899999999999
0.716	0.066051
0.717	0.066075
0.718	0.06609799999999999
0.719	0.066121
0.72	0.066144
0.721	0.06616799999999999
0.722	0.06619
0.723	0.066212
0.724	0.066236
0.725	0.06626
0.726	0.066282
0.727	0.066306
0.728	0.066327
0.729	0.06634999999999999
0.73	0.066372
0.731	0.066394
0.732	0.06641899999999999
0.733	0.066441
0.734	0.066463
0.735	0.066486
0.736	0.066508
0.737	0.06652899999999999
0.738	0.066551
0.739	0.066574
0.74	0.066596
0.741	0.066618
0.742	0.06664199999999999
0.743	0.066665
0.744	0.066687
0.745	0.066707
0.746	0.066728
0.747	0.06675099999999999
0.748	0.066775
0.749	0.066796
0.75	0.066818
0.751	0.066839
0.752	0.06686
0.753	0.066882
0.754	0.066906
0.755	0.066928
0.756	0.066949
0.757	0.066971
0.758	0.066994
0.759	0.067013
0.76	0.067034
0.761	0.06705799999999999
0.762	0.067078
0.763	0.067101
0.764	0.067123
0.765	0.067144
0.766	0.067163
0.767	0.067187
0.768	0.067208
0.769	0.067229
0.77	0.067249
0.771	0.067272
0.772	0.06729199999999999
0.773	0.067312
0.7739999999999999	0.06733399999999999
0.7749999999999999	0.067355
0.7759999999999999	0.06737599999999999
0.7769999999999999	0.067396
0.7779999999999999	0.06741799999999999
0.7789999999999999	0.067439
0.7799999999999999	0.06745799999999999
0.7809999999999999	0.067479
0.7819999999999999	0.06750099999999999
0.7829999999999999	0.067522
0.7839999999999999	0.06754299999999999
0.7849999999999999	0.067564
0.7859999999999999	0.067586
0.7869999999999999	0.067606
0.7879999999999999	0.06762499999999999
0.7889999999999999	0.067646
0.7899999999999999	0.06766799999999999
0.7909999999999999	0.067688
0.7919999999999999	0.067706
0.7929999999999999	0.067728
0.7939999999999999	0.067747
0.7949999999999999	0.067768
0.7959999999999999	0.067787
0.7969999999999999	0.067809
0.7979999999999999	0.067831
0.7989999999999999	0.06785
0.7999999999999999	0.067868
0.8009999999999999	0.06788999999999999
0.8019999999999999	0.067911
0.8029999999999999	0.06792999999999999
0.8039999999999999	0.067951
0.8049999999999999	0.067971
0.8059999999999999	0.06799
0.8069999999999999	0.068012
0.8079999999999999	0.06803
0.8089999999999999	0.06805
0.8099999999999999	0.068068
0.8109999999999999	0.06809
0.8119999999999999	0.06810999999999999
0.813	0.06813
0.814	0.06815
0.815	0.06817
0.816	0.068191
0.817	0.068211
0.818	0.068228
0.819	0.068248
0.82	0.068267
0.821	0.068289
0.822	0.068308
0.823	0.068327
0.824	0.06834599999999999
0.825	0.068366
0.826	0.06838799999999999
0.827	0.068407
0.828	0.068425
0.829	0.068442
0.83	0.068463
0.831	0.06848
0.832	0.06850099999999999
0.833	0.068519
0.834	0.068539
0.835	0.068558
0.836	0.068579
0.837	0.06859599999999999
0.838	0.068614
0.839	0.068632
0.84	0.06865299999999999
0.841	0.068673
0.842	0.068692
0.843	0.06871
0.844	0.068731
0.845	0.068748
0.846	0.068766
0.847	0.068785
0.848	0.06880399999999999
0.849	0.068822
0.85	0.06884
0.851	0.06886099999999999
0.852	0.068881
0.853	0.068897
0.854	0.06891499999999999
0.855	0.068935
0.856	0.068954
0.857	0.06897199999999999
0.858	0.068992
0.859	0.06901
0.86	0.06902599999999999
0.861	0.069047
0.862	0.069067
0.863	0.06908399999999999
0.864	0.069102
0.865	0.069121
0.866	0.06913699999999999
0.867	0.069155
0.868	0.069175
0.869	0.069192
0.87	0.06920899999999999
0.871	0.069229
0.872	0.069247
0.873	0.069265
0.874	0.069282
0.875	0.0693
0.876	0.06931899999999999
0.877	0.069337
0.878	0.069356
0.879	0.06937399999999999
0.88	0.069391
0.881	0.069409
0.882	0.069426
0.883	0.06944499999999999
0.884	0.069463
0.885	0.06948
0.886	0.069497
0.887	0.06951399999999999
0.888	0.069532
0.889	0.06955
0.89	0.06956699999999999
0.891	0.069586
0.892	0.069602
0.8929999999999999	0.069619
0.8939999999999999	0.06963699999999999
0.8949999999999999	0.069657
0.8959999999999999	0.069674
0.8969999999999999	0.069691
0.8979999999999999	0.06971
0.8989999999999999	0.069727
0.8999999999999999	0.069742
0.9009999999999999	0.06976
0.9019999999999999	0.06977699999999999
0.9029999999999999	0.069793
0.9039999999999999	0.069811
0.9049999999999999	0.069828
0.9059999999999999	0.06984599999999999
0.9069999999999999	0.069862
0.9079999999999999	0.069881
0.9089999999999999	0.069898
0.9099999999999999	0.06991499999999999
0.9109999999999999	0.069931
0.9119999999999999	0.069949
0.9129999999999999	0.069965
0.9139999999999999	0.069982
0.9149999999999999	0.06999999999999999
0.9159999999999999	0.070017
0.9169999999999999	0.070033
0.9179999999999999	0.070049
0.9189999999999999	0.070065
0.9199999999999999	0.07008299999999999
0.9209999999999999	0.070101
0.9219999999999999	0.070119
0.9229999999999999	0.07013699999999999
0.9239999999999999	0.070154
0.9249999999999999	0.070171
0.9259999999999999	0.070188
0.9269999999999999	0.070204
0.9279999999999999	0.07021999999999999
0.9289999999999999	0.070237
0.9299999999999999	0.070252
0.9309999999999999	0.07027
0.9319999999999999	0.070286
0.9329999999999999	0.070301
0.9339999999999999	0.07032
0.9349999999999999	0.070335
0.9359999999999999	0.070353
0.9369999999999999	0.070369
0.938	0.070384
0.939	0.07040099999999999
0.94	0.070418
0.941	0.070435
0.942	0.070451
0.943	0.070467
0.944	0.07048399999999999
0.945	0.07049899999999999
0.946	0.070517
0.947	0.070532
0.948	0.070548
0.949	0.070564
0.95	0.07057999999999999
0.951	0.07059599999999999
0.952	0.070612
0.953	0.070629
0.954	0.070644
0.955	0.070663
0.956	0.070676
0.957	0.07069199999999999
0.958	0.070709
0.959	0.070724
0.96	0.070741
0.961	0.070757
0.962	0.070774
0.963	0.070788
0.964	0.07080399999999999
0.965	0.07082
0.966	0.070837
0.967	0.070852
0.968	0.070869
0.969	0.070883
0.97	0.070898
0.971	0.07091499999999999
0.972	0.07092999999999999
0.973	0.070945
0.974	0.070962
0.975	0.070976
0.976	0.070992
0.977	0.071006
0.978	0.071023
0.979	0.07103999999999999
0.98	0.071056
0.981	0.07107
0.982	0.071088
0.983	0.071101
0.984	0.071116
0.985	0.071131
0.986	0.071147
0.987	0.07116299999999999
0.988	0.07117699999999999
0.989	0.07119299999999999
0.99	0.07121
0.991	0.071223
0.992	0.07124
0.993	0.071255
0.994	0.071272
0.995	0.071285
0.996	0.07130199999999999
0.997	0.07131799999999999
0.998	0.07133099999999999
0.999	0.07134599999999999
1.0	0.071361
1.001	0.071377
1.002	0.071392
1.003	0.071408
1.004	0.071419
1.005	0.071437
1.006	0.071452
1.007	0.071467
1.008	0.07148299999999999
1.009	0.07149799999999999
1.01	0.071513
1.011	0.071528
1.012	0.071543
1.013	0.071557
1.014	0.071572
1.015	0.071585
1.016	0.071601
1.017	0.071616
1.018	0.071631
1.019	0.071645
1.02	0.071658
1.021	0.071675
1.022	0.071688
1.023	0.071703
1.024	0.071717
1.025	0.07173199999999999
1.026	0.07174799999999999
1.027	0.07176199999999999
1.028	0.071777
1.029	0.071791
1.03	0.071807
1.031	0.07182
1.032	0.071833
1.033	0.071848
1.034	0.071862
1.035	0.071878
1.036	0.07189
1.037	0.071906
1.038	0.071922
1.039	0.071936
1.04	0.07195
1.041	0.071965
1.042	0.071978
1.043	0.071992
1.044	0.072007
1.045	0.072022
1.046	0.072036
1.047	0.072049
1.048	0.07206499999999999
1.049	0.072078
1.05	0.07209299999999999
1.051	0.072106
1.052	0.07212099999999999
1.053	0.072133
1.054	0.07214799999999999
1.055	0.07216299999999999
1.056	0.072175
1.057	0.07218999999999999
1.058	0.07220399999999999
1.059	0.07221999999999999
1.06	0.07223199999999999
1.061	0.07224599999999999
1.062	0.07225999999999999
1.063	0.072272
1.064	0.072286
1.065	0.07230099999999999
1.066	0.07231499999999999
1.067	0.07232999999999999
1.068	0.07234499999999999
1.069	0.07235699999999999
1.07	0.07236999999999999
1.071	0.07238399999999999
1.0719999999999998	0.07239999999999999
1.073	0.07241299999999999
1.0739999999999998	0.07242599999999999
1.075	0.07244099999999999
1.0759999999999998	0.07245399999999999
1.077	0.072467
1.0779999999999998	0.07248099999999999
1.079	0.072494
1.0799999999999998	0.072507
1.081	0.072521
1.0819999999999999	0.072533
1.083	0.07255
1.0839999999999999	0.07256499999999999
1.085	0.072576
1.0859999999999999	0.07259
1.087	0.072603
1.0879999999999999	0.072616
1.089	0.072629
1.0899999999999999	0.072643
1.091	0.072657
1.0919999999999999	0.072671
1.093	0.072684
1.0939999999999999	0.072697
1.095	0.07271
1.0959999999999999	0.072725
1.097	0.072738
1.0979999999999999	0.072751
1.099	0.072764
1.0999999999999999	0.072777
1.101	0.07279
1.1019999999999999	0.07280199999999999
1.103	0.072819
1.1039999999999999	0.07283099999999999
1.105	0.07284299999999999
1.1059999999999999	0.07285599999999999
1.107	0.072868
1.1079999999999999	0.072882
1.109	0.072894
1.1099999999999999	0.072909
1.111	0.072922
1.1119999999999999	0.072934
1.113	0.072947
1.1139999999999999	0.072961
1.115	0.072974
1.1159999999999999	0.072986
1.117	0.073001
1.1179999999999999	0.073012
1.119	0.073026
1.1199999999999999	0.07303799999999999
1.121	0.07305199999999999
1.1219999999999999	0.07306399999999999
1.123	0.073076
1.1239999999999999	0.073089
1.125	0.073102
1.126	0.073116
1.127	0.073129
1.128	0.073142
1.129	0.073154
1.13	0.073167
1.131	0.07318
1.132	0.073192
1.133	0.073206
1.134	0.07321899999999999
1.135	0.07323099999999999
1.136	0.073243
1.137	0.073257
1.138	0.07327
1.139	0.073281
1.14	0.073294
1.141	0.073308
1.142	0.07332
1.143	0.073332
1.144	0.07334399999999999
1.145	0.07335599999999999
1.146	0.07336899999999999
1.147	0.073381
1.148	0.073393
1.149	0.073406
1.15	0.07342
1.151	0.073432
1.152	0.073445
1.153	0.07345499999999999
1.154	0.07346899999999999
1.155	0.07348199999999999
1.156	0.07349399999999999
1.157	0.073506
1.158	0.073519
1.159	0.073532
1.16	0.073544
1.161	0.073556
1.162	0.073567
1.163	0.07357999999999999
1.164	0.07359199999999999
1.165	0.07360499999999999
1.166	0.073616
1.167	0.07363
1.168	0.073641
1.169	0.073655
1.17	0.073667
1.171	0.073678
1.172	0.073692
1.173	0.07370399999999999
1.174	0.07371699999999999
1.175	0.073728
1.176	0.073741
1.177	0.073753
1.178	0.073764
1.179	0.073777
1.18	0.07378799999999999
1.181	0.07379999999999999
1.182	0.073812
1.183	0.073825
1.184	0.073836
1.185	0.073848
1.186	0.07386
1.187	0.073873
1.188	0.07388499999999999
1.189	0.073896
1.19	0.073906
1.1909999999999998	0.073919
1.192	0.073931
1.1929999999999998	0.073944
1.194	0.07395499999999999
1.1949999999999998	0.07396699999999999
1.196	0.073978
1.1969999999999998	0.073989
1.198	0.074003
1.1989999999999998	0.074014
1.2	0.07402399999999999
1.2009999999999998	0.07403699999999999
1.202	0.074048
1.2029999999999998	0.074061
1.204	0.074074
1.2049999999999998	0.074085
1.206	0.074098
1.2069999999999999	0.074108
1.208	0.07411899999999999
1.2089999999999999	0.074131
1.21	0.074142
1.2109999999999999	0.074155
1.212	0.074166
1.2129999999999999	0.07417599999999999
1.214	0.07418799999999999
1.2149999999999999	0.074201
