P212S6eM4_X	P212S6eM4_Y
0.0	0.0
0.001	0.001351
0.002	0.0021869999999999997
0.003	0.002986
0.004	0.00373
0.005	0.004422
0.006	0.005092
0.006999999999999999	0.005719999999999999
0.008	0.006343
0.009	0.006915999999999999
0.01	0.0074919999999999995
0.011	0.008033
0.012	0.00855
0.013	0.009071
0.013999999999999999	0.009559
0.015	0.010034999999999999
0.016	0.010504999999999999
0.016999999999999998	0.010957999999999999
0.018	0.011397
0.019	0.011826
0.02	0.012251999999999999
0.020999999999999998	0.012662
0.022	0.013056
0.023	0.013455
0.024	0.013831
0.024999999999999998	0.014202999999999999
0.026	0.014577
0.027	0.014941
0.027999999999999997	0.015293
0.028999999999999998	0.015641
0.03	0.015986
0.031	0.016312999999999998
0.032	0.016642999999999998
0.033	0.016977
0.033999999999999996	0.017296
0.034999999999999996	0.017603
0.036	0.017915
0.037	0.018213999999999998
0.038	0.018517
0.039	0.018803999999999998
0.04	0.019095
0.040999999999999995	0.019382999999999997
0.041999999999999996	0.019672
0.043	0.019943
0.044	0.020221
0.045	0.020492
0.046	0.020758
0.047	0.02102
0.048	0.021273
0.048999999999999995	0.021528
0.049999999999999996	0.021781
0.051	0.022036
0.052	0.022276
0.053	0.022529
0.054	0.022764
0.055	0.023001999999999998
0.055999999999999994	0.023237999999999998
0.056999999999999995	0.023472
0.057999999999999996	0.023698999999999998
0.059	0.02393
0.06	0.024152999999999997
0.061	0.024385999999999998
0.062	0.024599
0.063	0.02482
0.064	0.02504
0.065	0.025245
0.066	0.025450999999999998
0.06699999999999999	0.025665999999999998
0.06799999999999999	0.025869999999999997
0.06899999999999999	0.026074999999999997
0.06999999999999999	0.026281
0.071	0.026484999999999998
0.072	0.026677
0.073	0.026878
0.074	0.02707
0.075	0.027266
0.076	0.02745
0.077	0.027646
0.078	0.027836999999999997
0.079	0.02802
0.08	0.028208999999999998
0.081	0.028392999999999998
0.08199999999999999	0.028575999999999997
0.08299999999999999	0.028759
0.08399999999999999	0.028932
0.08499999999999999	0.029096
0.086	0.029282
0.087	0.029456
0.088	0.029626999999999997
0.089	0.029803999999999997
0.09	0.029976
0.091	0.030140999999999998
0.092	0.030310999999999998
0.093	0.030472
0.094	0.030633999999999998
0.095	0.030795999999999997
0.096	0.030955999999999997
0.09699999999999999	0.031127
