P212S6cM4_X	P212S6cM4_Y
0.0	0.0
0.001	0.0013549999999999999
0.002	0.002108
0.003	0.002799
0.004	0.003428
0.005	0.0040019999999999995
0.006	0.004556
0.006999999999999999	0.005057
0.008	0.0055439999999999994
0.009	0.006003
0.01	0.006441
0.011	0.00686
0.012	0.007264
0.013	0.007637
0.013999999999999999	0.008006
0.015	0.008366
0.016	0.008702999999999999
0.016999999999999998	0.009039
0.018	0.009353
0.019	0.009673
0.02	0.009979
0.020999999999999998	0.010282999999999999
0.022	0.010565999999999999
0.023	0.010842
0.024	0.011113
0.024999999999999998	0.011389
0.026	0.011649
0.027	0.011897999999999999
0.027999999999999997	0.012145999999999999
0.028999999999999998	0.012395999999999999
0.03	0.01262
0.031	0.012861
0.032	0.013094999999999999
0.033	0.013316
0.033999999999999996	0.013536
0.034999999999999996	0.013753999999999999
0.036	0.013961
0.037	0.014171
0.038	0.014372
0.039	0.014582
0.04	0.014773
0.040999999999999995	0.014971
0.041999999999999996	0.015158999999999999
0.043	0.015349999999999999
0.044	0.015541
0.045	0.015717
0.046	0.015889999999999998
0.047	0.01607
0.048	0.016243999999999998
0.048999999999999995	0.016415
0.049999999999999996	0.016581
0.051	0.016749999999999998
0.052	0.016908
0.053	0.017078
0.054	0.017232
0.055	0.01739
0.055999999999999994	0.017547999999999998
0.056999999999999995	0.017707999999999998
0.057999999999999996	0.017856
0.059	0.018
0.06	0.018146
0.061	0.018295
0.062	0.018442999999999998
0.063	0.018587
0.064	0.018723
0.065	0.018854
0.066	0.018990999999999997
0.06699999999999999	0.019132
0.06799999999999999	0.019264999999999997
0.06899999999999999	0.0194
0.06999999999999999	0.019528999999999998
0.071	0.019659
0.072	0.019785
0.073	0.019913
0.074	0.02004
0.075	0.020163
0.076	0.020288999999999998
0.077	0.020415
0.078	0.020531
0.079	0.020645
0.08	0.020763999999999998
0.081	0.020884
0.08199999999999999	0.020998
0.08299999999999999	0.02111
0.08399999999999999	0.021224
0.08499999999999999	0.021335999999999997
0.086	0.021452
0.087	0.021563
0.088	0.021667
0.089	0.021776
0.09	0.021889
0.091	0.021991
0.092	0.022099
0.093	0.022199999999999998
0.094	0.022305
0.095	0.0224
0.096	0.022507
0.09699999999999999	0.022605
0.09799999999999999	0.022704
0.09899999999999999	0.022806
0.09999999999999999	0.022902
0.10099999999999999	0.022999
0.102	0.0231
0.103	0.023191999999999997
0.104	0.023285999999999998
0.105	0.023382
0.106	0.023475
0.107	0.023572
0.108	0.02366
0.109	0.023753
0.11	0.023844
0.111	0.023930999999999997
0.11199999999999999	0.024017999999999998
0.11299999999999999	0.024107
0.11399999999999999	0.024194999999999998
0.11499999999999999	0.02428
0.11599999999999999	0.024364999999999998
0.11699999999999999	0.024454999999999998
0.118	0.024541
0.119	0.024626
0.12	0.024706
0.121	0.024793
0.122	0.024872
0.123	0.024952
0.124	0.025032
0.125	0.025116
0.126	0.025195
0.127	0.025273999999999998
0.128	0.025353
0.129	0.025435
0.13	0.025509
0.131	0.025592999999999998
0.132	0.025663
0.133	0.02574
0.13399999999999998	0.025814999999999998
0.13499999999999998	0.025894
0.13599999999999998	0.025969
0.13699999999999998	0.026043999999999998
0.13799999999999998	0.026116
0.13899999999999998	0.026188
0.13999999999999999	0.026262999999999998
0.141	0.026333
0.142	0.026404
0.143	0.026473
0.144	0.026546
0.145	0.026619999999999998
0.146	0.026688
0.147	0.026753
0.148	0.026827
0.149	0.026893
0.15	0.026962999999999997
0.151	0.027032999999999998
0.152	0.027096
0.153	0.027164999999999998
0.154	0.027230999999999998
0.155	0.027301
0.156	0.027364
0.157	0.027422
0.158	0.027492
0.159	0.027559
0.16	0.027618
0.161	0.027680999999999997
0.162	0.027746
0.163	0.027809999999999998
0.16399999999999998	0.027874
0.16499999999999998	0.027934999999999998
0.16599999999999998	0.028000999999999998
0.16699999999999998	0.028058
0.16799999999999998	0.028121
0.16899999999999998	0.028182
0.16999999999999998	0.028245
0.17099999999999999	0.028298999999999998
0.172	0.028362
0.173	0.028423999999999998
0.174	0.02848
0.175	0.028539
0.176	0.028600999999999998
0.177	0.028659999999999998
0.178	0.028713
0.179	0.028769999999999997
0.18	0.028829999999999998
0.181	0.028884
0.182	0.028940999999999998
0.183	0.028995999999999997
0.184	0.02905
0.185	0.029106999999999997
0.186	0.02916
0.187	0.029217999999999997
0.188	0.029273999999999998
0.189	0.029331
0.19	0.029384
0.191	0.029436
0.192	0.029491999999999997
0.193	0.029542
0.19399999999999998	0.029598
0.19499999999999998	0.029647
0.19599999999999998	0.029699999999999997
0.19699999999999998	0.029757
0.19799999999999998	0.029806
0.19899999999999998	0.029858
0.19999999999999998	0.029904999999999998
0.20099999999999998	0.029959
0.20199999999999999	0.030011
0.20299999999999999	0.030056999999999997
0.204	0.030112999999999997
0.205	0.030159
0.206	0.030209
0.207	0.030264
0.208	0.030310999999999998
0.209	0.030358999999999997
0.21	0.030410999999999997
0.211	0.030462
0.212	0.030507999999999997
0.213	0.030552
0.214	0.030601
0.215	0.03065
0.216	0.030695999999999998
0.217	0.030743999999999997
0.218	0.030788999999999997
0.219	0.030837
0.22	0.030882999999999997
0.221	0.030931
0.222	0.030982
0.223	0.031028
0.22399999999999998	0.031069999999999997
0.22499999999999998	0.031111999999999997
0.22599999999999998	0.031159
0.22699999999999998	0.031205
0.22799999999999998	0.03125
0.22899999999999998	0.031291
0.22999999999999998	0.031337
0.23099999999999998	0.031388
0.23199999999999998	0.03143
0.23299999999999998	0.031472
0.23399999999999999	0.031514
0.235	0.031557999999999996
0.236	0.031601
0.237	0.031645
0.238	0.031687
0.239	0.031729
0.24	0.031772
0.241	0.031813
0.242	0.031859
0.243	0.031899
0.244	0.031941
0.245	0.031980999999999996
0.246	0.032024
0.247	0.03206
0.248	0.032105
0.249	0.032143
0.25	0.032184
0.251	0.032229
0.252	0.032265999999999996
0.253	0.032307999999999996
0.254	0.032348999999999996
0.255	0.032389999999999995
0.256	0.032427
0.257	0.032469
0.258	0.032505
0.259	0.032546
0.26	0.032584
0.261	0.032621
0.262	0.032662
0.263	0.032702
0.264	0.032736
0.265	0.032775
0.266	0.032813
0.267	0.032852
0.26799999999999996	0.032889
0.26899999999999996	0.032927
0.26999999999999996	0.032964
0.27099999999999996	0.033003
0.27199999999999996	0.033039
0.27299999999999996	0.033073
0.27399999999999997	0.033111999999999996
0.27499999999999997	0.033148
0.27599999999999997	0.033184
0.27699999999999997	0.033224
0.27799999999999997	0.033259
0.27899999999999997	0.033295
0.27999999999999997	0.033331
0.28099999999999997	0.033365
0.282	0.033405
0.283	0.033438999999999997
0.284	0.033472
0.285	0.033505
0.286	0.033541999999999995
0.287	0.033573
0.288	0.033610999999999995
0.289	0.033645
0.29	0.03368
0.291	0.033713
0.292	0.033749
0.293	0.033784999999999996
0.294	0.033818
0.295	0.033856
0.296	0.033885
0.297	0.033921
0.298	0.033951999999999996
0.299	0.033986999999999996
0.3	0.034019
0.301	0.034052
0.302	0.034087
0.303	0.034119
0.304	0.03415
0.305	0.034183
0.306	0.034218
0.307	0.034249
0.308	0.034277
0.309	0.03431
0.31	0.034346
0.311	0.034377
0.312	0.034408
0.313	0.03444
0.314	0.034471
0.315	0.034502
0.316	0.034533999999999995
0.317	0.034566
0.318	0.034598
0.319	0.034628
0.32	0.034656
0.321	0.034686
0.322	0.03472
0.323	0.034752
0.324	0.034781
0.325	0.034809
0.326	0.034838999999999995
0.327	0.034867999999999996
0.32799999999999996	0.034902999999999997
0.32899999999999996	0.034931
0.32999999999999996	0.034959
0.33099999999999996	0.034988
0.33199999999999996	0.035017
0.33299999999999996	0.035049
0.33399999999999996	0.035074999999999995
0.33499999999999996	0.035108
0.33599999999999997	0.035135
0.33699999999999997	0.035164
0.33799999999999997	0.035198
0.33899999999999997	0.035225
0.33999999999999997	0.035253
0.34099999999999997	0.035281
0.34199999999999997	0.035310999999999995
0.34299999999999997	0.035337
0.344	0.035366
0.345	0.035393
0.346	0.035419
0.347	0.035449999999999995
0.348	0.035477999999999996
0.349	0.035505
0.35	0.035535
0.351	0.035560999999999995
0.352	0.035591
0.353	0.035616999999999996
0.354	0.035643999999999995
0.355	0.035671
0.356	0.035699
0.357	0.035729
