P212S6aM4_X	P212S6aM4_Y
0.0	0.0
0.001	0.0011899999999999999
0.002	0.0019119999999999999
0.003	0.002544
0.004	0.00311
0.005	0.003622
0.006	0.004109
0.006999999999999999	0.004554
0.008	0.004977
0.009	0.005373
0.01	0.005752
0.011	0.006114
0.012	0.006457999999999999
0.013	0.006782
0.013999999999999999	0.0070929999999999995
0.015	0.00739
0.016	0.00769
0.016999999999999998	0.00797
0.018	0.008251
0.019	0.008499999999999999
0.02	0.008765
0.020999999999999998	0.009009
0.022	0.009259
0.023	0.009486
0.024	0.009715999999999999
0.024999999999999998	0.00994
0.026	0.010145999999999999
0.027	0.010362
0.027999999999999997	0.010569
0.028999999999999998	0.010764
0.03	0.010962
0.031	0.011151999999999999
0.032	0.011337999999999999
0.033	0.011522
0.033999999999999996	0.011706999999999999
0.034999999999999996	0.011881
0.036	0.012055
0.037	0.012223999999999999
0.038	0.012388
0.039	0.012549
0.04	0.012711
0.040999999999999995	0.012872999999999999
0.041999999999999996	0.013023
0.043	0.013179
0.044	0.013326999999999999
0.045	0.013474
0.046	0.013623999999999999
0.047	0.013762
0.048	0.013902
0.048999999999999995	0.014041
0.049999999999999996	0.014178
0.051	0.014308999999999999
0.052	0.014443
0.053	0.014570999999999999
0.054	0.014698
0.055	0.014829
0.055999999999999994	0.014952
0.056999999999999995	0.015075
0.057999999999999996	0.015196
0.059	0.015314999999999999
0.06	0.01543
0.061	0.015548999999999999
0.062	0.015667999999999998
0.063	0.015778
0.064	0.015891
0.065	0.016000999999999998
0.066	0.016111999999999998
0.06699999999999999	0.016219
0.06799999999999999	0.016328
0.06899999999999999	0.016432
0.06999999999999999	0.016534
0.071	0.016638
0.072	0.016739999999999998
0.073	0.016842
0.074	0.016943
0.075	0.017041
0.076	0.017136
0.077	0.017234
0.078	0.017329
0.079	0.017421
0.08	0.017514
0.081	0.017606999999999998
0.08199999999999999	0.017703999999999998
0.08299999999999999	0.017790999999999998
0.08399999999999999	0.017877
0.08499999999999999	0.01797
0.086	0.018056
0.087	0.018143
0.088	0.018227
0.089	0.018311
0.09	0.018399
0.091	0.018484999999999998
0.092	0.018567
0.093	0.018647999999999998
0.094	0.01873
0.095	0.018806
0.096	0.018885
0.09699999999999999	0.018966999999999998
0.09799999999999999	0.019042999999999997
0.09899999999999999	0.019125
0.09999999999999999	0.0192
0.10099999999999999	0.019277
0.102	0.019351999999999998
0.103	0.019427
0.104	0.019499
