P212S6aM4_X	P212S6aM4_Y
0.105	0.019570999999999998
0.106	0.019641
0.107	0.019715999999999997
0.108	0.019795
0.109	0.019861999999999998
0.11	0.019936
0.111	0.02
0.11199999999999999	0.020069
0.11299999999999999	0.020142
0.11399999999999999	0.020211
0.11499999999999999	0.02028
0.11599999999999999	0.020343
0.11699999999999999	0.020412
0.118	0.020475999999999998
0.119	0.020545
0.12	0.020607
0.121	0.020671
0.122	0.020735999999999997
0.123	0.020798999999999998
0.124	0.02086
0.125	0.020922
0.126	0.020989999999999998
0.127	0.021051
0.128	0.021112
0.129	0.021172999999999997
0.13	0.021231999999999997
0.131	0.021290999999999997
0.132	0.021351
0.133	0.021411
0.13399999999999998	0.02147
0.13499999999999998	0.021526
0.13599999999999998	0.021582999999999998
0.13699999999999998	0.021644999999999998
0.13799999999999998	0.0217
0.13899999999999998	0.021757
0.13999999999999999	0.021811
0.141	0.021869
0.142	0.02192
0.143	0.02198
0.144	0.022033
0.145	0.022088999999999998
0.146	0.022142
0.147	0.022196999999999998
0.148	0.022253
0.149	0.022302
0.15	0.022355
0.151	0.022406
0.152	0.022459
0.153	0.022508
0.154	0.02256
0.155	0.022612999999999998
0.156	0.022664999999999998
0.157	0.022713999999999998
0.158	0.022764
0.159	0.022813999999999997
0.16	0.022862999999999998
0.161	0.022909
0.162	0.022961
0.163	0.023011
0.16399999999999998	0.023058
0.16499999999999998	0.023107
0.16599999999999998	0.023152
0.16699999999999998	0.023198999999999997
0.16799999999999998	0.023249
0.16899999999999998	0.023295
0.16999999999999998	0.023337999999999998
0.17099999999999999	0.023386999999999998
0.172	0.023429
0.173	0.023478
0.174	0.023523
0.175	0.023566999999999998
0.176	0.023615
0.177	0.023656999999999997
0.178	0.023701999999999997
0.179	0.023746999999999997
0.18	0.023791
0.181	0.023835
0.182	0.023875
0.183	0.023916999999999997
0.184	0.023961999999999997
0.185	0.024006
0.186	0.024048
0.187	0.02409
0.188	0.024134
0.189	0.024173999999999998
0.19	0.024213
0.191	0.024256999999999997
0.192	0.024298
0.193	0.024336999999999998
0.19399999999999998	0.024377
0.19499999999999998	0.024419999999999997
0.19599999999999998	0.024458999999999998
0.19699999999999998	0.024499999999999997
0.19799999999999998	0.024539
0.19899999999999998	0.024579
0.19999999999999998	0.024617
0.20099999999999998	0.024655999999999997
0.20199999999999999	0.024696
0.20299999999999999	0.024734
0.204	0.02477
0.205	0.024808999999999998
0.206	0.024846999999999998
0.207	0.024886
0.208	0.024925
0.209	0.024961
0.21	0.024995999999999997
0.211	0.025037
0.212	0.025072
0.213	0.02511
0.214	0.025148
0.215	0.025183999999999998
0.216	0.025217999999999997
0.217	0.025252
0.218	0.02529
0.219	0.025324
0.22	0.025360999999999998
0.221	0.025396
0.222	0.025429999999999998
0.223	0.025466
0.22399999999999998	0.025502
0.22499999999999998	0.025537999999999998
0.22599999999999998	0.025573
0.22699999999999998	0.025604
0.22799999999999998	0.025637
0.22899999999999998	0.025671
0.22999999999999998	0.025706
0.23099999999999998	0.025738
0.23199999999999998	0.025772999999999997
0.23299999999999998	0.025807
0.23399999999999999	0.025838999999999997
0.235	0.025873
0.236	0.025907
0.237	0.025939
0.238	0.02597
0.239	0.026004
0.24	0.026033999999999998
0.241	0.026066
0.242	0.026098
0.243	0.026132
0.244	0.026161999999999998
0.245	0.026194
0.246	0.026225
0.247	0.026254999999999997
0.248	0.026286
0.249	0.026317
0.25	0.026348
0.251	0.026382
0.252	0.026411999999999998
0.253	0.026441
0.254	0.026470999999999998
0.255	0.0265
0.256	0.026531
0.257	0.02656
0.258	0.026591
0.259	0.026618
0.26	0.02665
0.261	0.02668
0.262	0.026711
0.263	0.026737999999999998
0.264	0.026765999999999998
0.265	0.026795
0.266	0.026826
0.267	0.026851
0.26799999999999996	0.026881
0.26899999999999996	0.026907999999999998
0.26999999999999996	0.026935999999999998
0.27099999999999996	0.026966
0.27199999999999996	0.026993
0.27299999999999996	0.027023
0.27399999999999997	0.027048
0.27499999999999997	0.027076
0.27599999999999997	0.027103
0.27699999999999997	0.027132
0.27799999999999997	0.027156
0.27899999999999997	0.027186
0.27999999999999997	0.027212999999999998
0.28099999999999997	0.027239
0.282	0.027267
0.283	0.027295
0.284	0.027319999999999997
0.285	0.027347
0.286	0.027372999999999998
0.287	0.027399999999999997
0.288	0.027426
0.289	0.027451
0.29	0.027479
0.291	0.027503999999999997
0.292	0.027531
0.293	0.027555
0.294	0.027580999999999998
0.295	0.027607
0.296	0.027631
0.297	0.027655
0.298	0.027680999999999997
0.299	0.027708
0.3	0.027731
0.301	0.027757
0.302	0.02778
0.303	0.027807
0.304	0.027832
0.305	0.027857999999999997
0.306	0.02788
0.307	0.027903999999999998
0.308	0.027927999999999998
0.309	0.027953
0.31	0.027975999999999997
0.311	0.028000999999999998
0.312	0.028022
0.313	0.028048
0.314	0.028072
0.315	0.028096
0.316	0.02812
0.317	0.028142
0.318	0.028165
0.319	0.028187999999999998
0.32	0.028211
0.321	0.028235
0.322	0.028256999999999997
0.323	0.02828
0.324	0.028303
0.325	0.028325
0.326	0.028349
0.327	0.028371
0.32799999999999996	0.028392999999999998
0.32899999999999996	0.028415
0.32999999999999996	0.02844
0.33099999999999996	0.028458999999999998
0.33199999999999996	0.028482999999999998
0.33299999999999996	0.028506
0.33399999999999996	0.028527999999999998
0.33499999999999996	0.02855
0.33599999999999997	0.028569999999999998
0.33699999999999997	0.028592
0.33799999999999997	0.028614999999999998
0.33899999999999997	0.028635999999999998
0.33999999999999997	0.028657
0.34099999999999997	0.028676
0.34199999999999997	0.028699
0.34299999999999997	0.02872
0.344	0.028742999999999998
0.345	0.028763
0.346	0.028783999999999997
0.347	0.028804999999999997
0.348	0.028827
0.349	0.028845
0.35	0.028867999999999998
0.351	0.028888999999999998
0.352	0.028909999999999998
0.353	0.028929999999999997
0.354	0.028950999999999998
0.355	0.02897
0.356	0.028992
0.357	0.029012
0.358	0.029032
0.359	0.029053
0.36	0.029071999999999997
0.361	0.029092
0.362	0.029112
0.363	0.029130999999999997
0.364	0.029151999999999997
0.365	0.029172
0.366	0.029192
0.367	0.029212
0.368	0.029227999999999997
0.369	0.029249999999999998
0.37	0.029268
0.371	0.029286999999999997
0.372	0.029307
0.373	0.029327
0.374	0.029345
0.375	0.029365
0.376	0.029384
0.377	0.0294
0.378	0.029419999999999998
0.379	0.029439999999999997
0.38	0.029459
0.381	0.029477999999999997
0.382	0.029495
0.383	0.029515999999999997
0.384	0.029533999999999998
0.385	0.029553999999999997
0.386	0.029571
0.38699999999999996	0.029588
0.38799999999999996	0.029606
0.38899999999999996	0.029626
0.38999999999999996	0.029644
0.39099999999999996	0.029661
0.39199999999999996	0.029681
0.39299999999999996	0.029696999999999998
0.39399999999999996	0.029716
0.39499999999999996	0.029733
0.39599999999999996	0.029751999999999997
0.39699999999999996	0.029767
0.39799999999999996	0.029786999999999998
0.39899999999999997	0.029803
0.39999999999999997	0.029821999999999998
0.40099999999999997	0.029837
0.40199999999999997	0.029855
0.40299999999999997	0.029873999999999998
0.40399999999999997	0.029890999999999997
0.40499999999999997	0.029907999999999997
0.40599999999999997	0.029922999999999998
0.407	0.029941
0.408	0.029959999999999997
0.409	0.029977
0.41	0.029994999999999997
0.411	0.030011999999999997
0.412	0.030028
0.413	0.030046999999999997
0.414	0.030063999999999997
0.415	0.030081
0.416	0.030095999999999998
0.417	0.030111
0.418	0.030129
0.419	0.030144999999999998
0.42	0.030161999999999998
0.421	0.030178999999999997
0.422	0.030194
0.423	0.030211
0.424	0.030229
0.425	0.030244
0.426	0.03026
0.427	0.030275
0.428	0.030291
0.429	0.030309
0.43	0.030327
0.431	0.030341999999999997
0.432	0.030355999999999998
0.433	0.030372
0.434	0.030386999999999997
0.435	0.030403
0.436	0.030418999999999998
0.437	0.030434
0.438	0.030448999999999997
0.439	0.030465
0.44	0.030480999999999998
0.441	0.030497
0.442	0.030513
0.443	0.030528999999999997
0.444	0.030542999999999997
0.445	0.030558
0.446	0.030573999999999997
0.44699999999999995	0.03059
0.44799999999999995	0.030605
0.44899999999999995	0.030622
0.44999999999999996	0.030635
0.45099999999999996	0.030650999999999998
0.45199999999999996	0.030664999999999998
0.45299999999999996	0.030681999999999997
0.45399999999999996	0.030695999999999998
0.45499999999999996	0.030709999999999998
0.45599999999999996	0.030725
0.45699999999999996	0.03074
0.45799999999999996	0.030754999999999998
0.45899999999999996	0.030768999999999998
0.45999999999999996	0.030785
0.46099999999999997	0.030799
0.46199999999999997	0.030813999999999998
0.46299999999999997	0.030827
0.46399999999999997	0.030840999999999997
0.46499999999999997	0.030857
0.46599999999999997	0.030871
0.46699999999999997	0.030885
0.46799999999999997	0.030899999999999997
0.469	0.030912
0.47	0.03093
0.471	0.030943
0.472	0.030957
0.473	0.030969999999999998
0.474	0.030983
0.475	0.031
0.476	0.031014
0.477	0.031025999999999998
0.478	0.031041
0.479	0.031055
0.48	0.031069999999999997
0.481	0.031083
0.482	0.031096
0.483	0.03111
0.484	0.031124
0.485	0.031138
0.486	0.031152
0.487	0.031167
0.488	0.03118
0.489	0.031194
0.49	0.031205999999999998
0.491	0.031219
0.492	0.031232999999999997
0.493	0.031246999999999997
0.494	0.031259999999999996
0.495	0.031273999999999996
0.496	0.031287999999999996
0.497	0.031299
0.498	0.031312
0.499	0.031327
0.5	0.03134
0.501	0.031354
0.502	0.031366
0.503	0.031379
0.504	0.031390999999999995
0.505	0.031404
0.506	0.031418999999999996
0.507	0.031431
0.508	0.031444
0.509	0.031456
0.51	0.03147
0.511	0.031481
0.512	0.031494
0.513	0.031506
0.514	0.031519
0.515	0.031532
0.516	0.031545
0.517	0.031556
0.518	0.031571
0.519	0.031583
0.52	0.031594
0.521	0.031605999999999995
0.522	0.031620999999999996
0.523	0.031632
0.524	0.031646
0.525	0.031658
0.526	0.03167
0.527	0.031681
0.528	0.031693
0.529	0.031703999999999996
0.53	0.031716999999999995
0.531	0.03173
0.532	0.031743
0.533	0.031754
0.534	0.031767
0.535	0.031779
0.5359999999999999	0.031791
0.5369999999999999	0.031803
0.5379999999999999	0.031814
0.5389999999999999	0.031826
0.5399999999999999	0.031838
0.5409999999999999	0.031849999999999996
0.5419999999999999	0.031862
0.5429999999999999	0.031873
0.5439999999999999	0.031886
0.5449999999999999	0.031897999999999996
0.5459999999999999	0.03191
0.5469999999999999	0.031922
0.5479999999999999	0.031931999999999995
0.5489999999999999	0.031944
0.5499999999999999	0.031955
0.5509999999999999	0.031966
0.5519999999999999	0.031978
0.5529999999999999	0.031991
0.5539999999999999	0.032001
0.5549999999999999	0.032012
0.5559999999999999	0.032024
0.5569999999999999	0.032035
0.5579999999999999	0.032045
0.5589999999999999	0.032059
0.5599999999999999	0.03207
0.5609999999999999	0.03208
0.5619999999999999	0.032091999999999996
0.563	0.032104
0.564	0.032112999999999996
0.565	0.032125
0.566	0.032137
0.567	0.032147
0.568	0.032158
0.569	0.032168999999999996
0.57	0.03218
0.571	0.032189999999999996
0.572	0.032202
0.573	0.032213
0.574	0.032223999999999996
0.575	0.032235
0.576	0.032244
0.577	0.032257
0.578	0.032267
0.579	0.032278999999999995
0.58	0.032289
0.581	0.032300999999999996
0.582	0.032312
0.583	0.032323
0.584	0.032333
0.585	0.032343
0.586	0.032353
0.587	0.032364
0.588	0.032373
0.589	0.032385
0.59	0.032396999999999995
0.591	0.032406
0.592	0.032417
0.593	0.032425999999999996
0.594	0.032438
0.595	0.032447
0.596	0.032456
0.597	0.032466999999999996
0.598	0.032477
0.599	0.032487999999999996
0.6	0.0325
0.601	0.032508999999999996
0.602	0.032521
0.603	0.032529999999999996
0.604	0.032539
0.605	0.032549
0.606	0.03256
0.607	0.03257
0.608	0.03258
0.609	0.03259
0.61	0.032598999999999996
0.611	0.032611
0.612	0.032621
0.613	0.032631
0.614	0.032639
0.615	0.03265
0.616	0.03266
0.617	0.03267
0.618	0.032679
0.619	0.032688999999999996
0.62	0.032698
0.621	0.032709
0.622	0.032718
0.623	0.032728
0.624	0.032736999999999995
0.625	0.032747
0.626	0.032757
0.627	0.032767
0.628	0.032777
0.629	0.032787
0.63	0.032796
0.631	0.032805
0.632	0.032815
0.633	0.032824
0.634	0.032833
0.635	0.032843
0.636	0.032852
0.637	0.032861999999999995
0.638	0.032873
0.639	0.032881
0.64	0.032891
0.641	0.0329
0.642	0.032908
0.643	0.032917999999999996
0.644	0.032928
0.645	0.032938999999999996
0.646	0.032947
0.647	0.032956
0.648	0.032965999999999995
0.649	0.032973999999999996
0.65	0.032984
0.651	0.032993
0.652	0.033000999999999996
0.653	0.033011
0.654	0.033019
0.6549999999999999	0.033028999999999996
0.6559999999999999	0.033038
0.6569999999999999	0.033046
0.6579999999999999	0.033055999999999995
0.6589999999999999	0.033063999999999996
0.6599999999999999	0.033074
0.6609999999999999	0.033083
0.6619999999999999	0.033090999999999995
0.6629999999999999	0.0331
0.6639999999999999	0.033109
0.6649999999999999	0.033118
0.6659999999999999	0.033127
0.6669999999999999	0.033137
0.6679999999999999	0.033145
0.6689999999999999	0.033155
0.6699999999999999	0.033162
0.6709999999999999	0.033171
0.6719999999999999	0.033179
0.6729999999999999	0.033188999999999996
0.6739999999999999	0.033197
0.6749999999999999	0.033206
0.6759999999999999	0.033215
0.6769999999999999	0.033222999999999996
0.6779999999999999	0.033232
0.6789999999999999	0.03324
0.6799999999999999	0.033249
0.6809999999999999	0.033257
0.6819999999999999	0.033264999999999996
0.6829999999999999	0.033275
0.6839999999999999	0.033283
0.6849999999999999	0.033291999999999995
0.6859999999999999	0.033298999999999995
0.6869999999999999	0.033308
0.688	0.033317
0.689	0.033324
0.69	0.033333999999999996
0.691	0.033343
0.692	0.03335
0.693	0.033358
0.694	0.033368
0.695	0.033375999999999996
0.696	0.033382999999999996
0.697	0.033391
0.698	0.033401
0.699	0.033408
0.7	0.033416
0.701	0.033423999999999995
0.702	0.033434
0.703	0.033443
0.704	0.03345
0.705	0.033458
0.706	0.033468
0.707	0.033476
0.708	0.033482
0.709	0.03349
0.71	0.033498
0.711	0.033506999999999995
0.712	0.033514999999999996
0.713	0.033523
0.714	0.033531
0.715	0.033538
0.716	0.033547
0.717	0.033555
0.718	0.033561
0.719	0.033571
0.72	0.033579
0.721	0.033587
0.722	0.033595
0.723	0.033603
0.724	0.03361
0.725	0.033617999999999995
0.726	0.033625999999999996
0.727	0.033632999999999996
0.728	0.033641
0.729	0.033648
0.73	0.033656
0.731	0.033664
0.732	0.033672
0.733	0.03368
0.734	0.033687
0.735	0.033694999999999996
0.736	0.033701999999999996
0.737	0.033708999999999996
0.738	0.033718
0.739	0.033725
0.74	0.033734
0.741	0.033741
0.742	0.033749
0.743	0.033756
0.744	0.033763999999999995
0.745	0.033771999999999996
0.746	0.033778999999999997
0.747	0.033786
0.748	0.033793
0.749	0.033801
0.75	0.033808
0.751	0.033816
0.752	0.033824
0.753	0.033832
0.754	0.033838
0.755	0.033845
0.756	0.033852
0.757	0.03386
0.758	0.033867
0.759	0.033874
0.76	0.033881999999999995
0.761	0.033889999999999997
0.762	0.033897
0.763	0.033904
0.764	0.033911
0.765	0.033916999999999996
0.766	0.033925
0.767	0.033932
0.768	0.03394
0.769	0.033947
0.77	0.033955
0.771	0.033961
0.772	0.033968
0.773	0.033977
0.7739999999999999	0.033982
0.7749999999999999	0.03399
0.7759999999999999	0.033997
0.7769999999999999	0.034004
0.7779999999999999	0.034012
0.7789999999999999	0.034019
0.7799999999999999	0.034026
0.7809999999999999	0.034033
0.7819999999999999	0.034041
0.7829999999999999	0.034047
0.7839999999999999	0.034053
0.7849999999999999	0.03406
0.7859999999999999	0.034067
0.7869999999999999	0.034074
0.7879999999999999	0.034081
0.7889999999999999	0.034088
0.7899999999999999	0.034096
0.7909999999999999	0.034103
0.7919999999999999	0.034109
0.7929999999999999	0.034116
0.7939999999999999	0.034122
0.7949999999999999	0.034129
0.7959999999999999	0.034136
0.7969999999999999	0.034143
0.7979999999999999	0.034149
0.7989999999999999	0.034157
0.7999999999999999	0.034163
0.8009999999999999	0.03417
0.8019999999999999	0.034177
0.8029999999999999	0.034183
0.8039999999999999	0.03419
0.8049999999999999	0.034198
0.8059999999999999	0.034204
0.8069999999999999	0.034211
0.8079999999999999	0.034217
0.8089999999999999	0.034224
0.8099999999999999	0.034231
0.8109999999999999	0.034237
0.8119999999999999	0.034244
0.813	0.034249999999999996
0.814	0.034256
0.815	0.034263
0.816	0.03427
0.817	0.034276
0.818	0.034283
0.819	0.03429
0.82	0.034296
0.821	0.034302
0.822	0.034309
0.823	0.034316
0.824	0.034323
0.825	0.034329
0.826	0.034335
0.827	0.034342
0.828	0.034349
0.829	0.034355
0.83	0.034360999999999996
0.831	0.034366
0.832	0.034374
0.833	0.03438
0.834	0.034386
0.835	0.034392
0.836	0.034399
0.837	0.034406
0.838	0.034412
0.839	0.034418
0.84	0.034422999999999995
0.841	0.034429999999999995
0.842	0.034436999999999995
0.843	0.034443
0.844	0.034449
0.845	0.034455
0.846	0.034462
0.847	0.034468
0.848	0.034475
0.849	0.034481
0.85	0.034485999999999996
0.851	0.034492999999999996
0.852	0.034499999999999996
0.853	0.034505999999999995
0.854	0.034512
0.855	0.034518
0.856	0.034524
0.857	0.03453
0.858	0.034537
0.859	0.034541999999999996
0.86	0.034547999999999995
0.861	0.034554
0.862	0.03456
0.863	0.034566
0.864	0.034573
0.865	0.034579
0.866	0.034585
0.867	0.034591
0.868	0.034596999999999996
0.869	0.034602
0.87	0.034608
0.871	0.034614
0.872	0.03462
0.873	0.034626
0.874	0.034631999999999996
0.875	0.034637999999999995
0.876	0.034644
0.877	0.03465
0.878	0.034655
0.879	0.034661
0.88	0.034668
0.881	0.034672999999999995
0.882	0.034679
0.883	0.034685
0.884	0.034691
0.885	0.034697
0.886	0.034703
0.887	0.034707999999999996
0.888	0.034713
0.889	0.034719
0.89	0.034726
0.891	0.034731
0.892	0.034737
0.8929999999999999	0.034742999999999996
0.8939999999999999	0.034748999999999995
0.8949999999999999	0.034754
0.8959999999999999	0.03476
0.8969999999999999	0.034765
0.8979999999999999	0.034770999999999996
0.8989999999999999	0.034776
0.8999999999999999	0.034782
0.9009999999999999	0.034788
0.9019999999999999	0.034793
0.9029999999999999	0.0348
0.9039999999999999	0.034806
0.9049999999999999	0.034811
0.9059999999999999	0.034816
0.9069999999999999	0.034822
0.9079999999999999	0.034827
0.9089999999999999	0.034832999999999996
0.9099999999999999	0.034838999999999995
0.9109999999999999	0.034844
0.9119999999999999	0.03485
0.9129999999999999	0.034856
0.9139999999999999	0.034860999999999996
0.9149999999999999	0.034866999999999995
0.9159999999999999	0.034871
0.9169999999999999	0.034877
0.9179999999999999	0.034881999999999996
0.9189999999999999	0.034887999999999995
0.9199999999999999	0.034893
0.9209999999999999	0.0349
0.9219999999999999	0.034906
0.9229999999999999	0.034911
0.9239999999999999	0.034917
0.9249999999999999	0.034921
0.9259999999999999	0.034927
0.9269999999999999	0.034932
0.9279999999999999	0.034938
0.9289999999999999	0.034943
0.9299999999999999	0.034949
0.9309999999999999	0.034954
0.9319999999999999	0.034959
0.9329999999999999	0.034964999999999996
0.9339999999999999	0.03497
0.9349999999999999	0.034975
0.9359999999999999	0.03498
0.9369999999999999	0.034985999999999996
0.938	0.034991
0.939	0.034996
0.94	0.035002
0.941	0.035006999999999996
0.942	0.035012999999999996
0.943	0.035018
0.944	0.035022
0.945	0.035028
0.946	0.035033
0.947	0.035038
0.948	0.035044
0.949	0.035049
0.95	0.035054
0.951	0.03506
0.952	0.035065
0.953	0.03507
0.954	0.035074
0.955	0.03508
0.956	0.035085
0.957	0.035089999999999996
0.958	0.035095999999999995
0.959	0.035101
0.96	0.035106
0.961	0.035110999999999996
0.962	0.035116
0.963	0.035121
0.964	0.035126
0.965	0.035130999999999996
0.966	0.035136
0.967	0.035141
0.968	0.035147
0.969	0.035151999999999996
0.97	0.035157
0.971	0.035162
0.972	0.035165999999999996
0.973	0.035171
0.974	0.035177
0.975	0.035182
0.976	0.035186999999999996
0.977	0.035192
0.978	0.035197
0.979	0.035202
0.98	0.035206999999999995
0.981	0.035212
0.982	0.035216
0.983	0.035220999999999995
0.984	0.035226
0.985	0.035231
0.986	0.035235999999999996
0.987	0.035241
0.988	0.035246
0.989	0.035251
