P387S6aM4_X	P387S6aM4_Y
0.0	0.0
0.001	0.001089
0.002	0.0019119999999999999
0.003	0.002662
0.004	0.0033629999999999997
0.005	0.0040149999999999995
0.006	0.004633
0.006999999999999999	0.005203999999999999
0.008	0.005756
0.009	0.006286
0.01	0.006777
0.011	0.007254999999999999
0.012	0.007718999999999999
0.013	0.008163
0.013999999999999999	0.008591
0.015	0.009004
0.016	0.009401999999999999
0.016999999999999998	0.009793
0.018	0.010162
0.019	0.010528
0.02	0.010881
0.020999999999999998	0.011228
0.022	0.011561
0.023	0.011885
0.024	0.012203
0.024999999999999998	0.012509
0.026	0.012817
0.027	0.013111
0.027999999999999997	0.013403
0.028999999999999998	0.013682
0.03	0.01396
0.031	0.014228999999999999
0.032	0.014488
0.033	0.014745999999999999
0.033999999999999996	0.015002
0.034999999999999996	0.015257
0.036	0.015493
0.037	0.015738
0.038	0.015967
0.039	0.016196
0.04	0.016423999999999998
0.040999999999999995	0.016649
0.041999999999999996	0.016867
0.043	0.017086999999999998
0.044	0.017292
0.045	0.017505
0.046	0.017707999999999998
0.047	0.017907
0.048	0.018109
0.048999999999999995	0.018299
0.049999999999999996	0.018491999999999998
0.051	0.018678
0.052	0.018865
0.053	0.019048
0.054	0.019229
0.055	0.019407999999999998
0.055999999999999994	0.019584
0.056999999999999995	0.019757
0.057999999999999996	0.019926
0.059	0.020093
0.06	0.020257
0.061	0.020427999999999998
0.062	0.020585
0.063	0.020745
0.064	0.020902999999999998
0.065	0.021056
0.066	0.021209
0.06699999999999999	0.021362
0.06799999999999999	0.021509
0.06899999999999999	0.021654
0.06999999999999999	0.021804999999999998
0.071	0.021949999999999997
0.072	0.02209
0.073	0.022227999999999998
0.074	0.022368
0.075	0.022507
0.076	0.022642
0.077	0.022774
0.078	0.022910999999999997
0.079	0.023039999999999998
0.08	0.023171
0.081	0.023295
0.08199999999999999	0.023424
0.08299999999999999	0.023549
0.08399999999999999	0.023672
0.08499999999999999	0.023795
0.086	0.023913999999999998
0.087	0.024034999999999997
0.088	0.024152999999999997
0.089	0.024269
0.09	0.024387
0.091	0.024506
0.092	0.024617999999999998
0.093	0.024727
0.094	0.024839999999999997
0.095	0.024950999999999997
0.096	0.025058
0.09699999999999999	0.025171
0.09799999999999999	0.025276999999999997
0.09899999999999999	0.025382
0.09999999999999999	0.025487
0.10099999999999999	0.025589999999999998
0.102	0.025693999999999998
0.103	0.025795
0.104	0.025896
0.105	0.025996
0.106	0.026097
0.107	0.026196
0.108	0.026292
0.109	0.026389
0.11	0.026483999999999997
0.111	0.026577999999999997
0.11199999999999999	0.026674999999999997
0.11299999999999999	0.026767
0.11399999999999999	0.02686
0.11499999999999999	0.026948999999999997
0.11599999999999999	0.027041
0.11699999999999999	0.027129
0.118	0.027221
0.119	0.027309
0.12	0.027398
0.121	0.027483
0.122	0.027569999999999997
0.123	0.027655
0.124	0.027736999999999998
0.125	0.027822
0.126	0.027905
0.127	0.027989
0.128	0.028071
0.129	0.028152
0.13	0.028232999999999998
0.131	0.028311
0.132	0.028391999999999997
0.133	0.02847
0.13399999999999998	0.028548999999999998
0.13499999999999998	0.028628999999999998
0.13599999999999998	0.028703
0.13699999999999998	0.028779
0.13799999999999998	0.028856
0.13899999999999998	0.028928
0.13999999999999999	0.029005
0.141	0.029079999999999998
0.142	0.029151
0.143	0.029223
