P387M2_X	P387M2_Y
0.0	0.0
0.001	0.001129
0.002	0.0020139999999999997
0.003	0.002872
0.004	0.003665
0.005	0.004416
0.006	0.005149
0.006999999999999999	0.00584
0.008	0.006519
0.009	0.007162
0.01	0.007775
0.011	0.008388
0.012	0.008968
0.013	0.009533
0.013999999999999999	0.010081999999999999
0.015	0.010615
0.016	0.011136
0.016999999999999998	0.011642
0.018	0.01214
0.019	0.012621
0.02	0.013091
0.020999999999999998	0.013552999999999999
0.022	0.014001
0.023	0.014438
0.024	0.014870999999999999
0.024999999999999998	0.015299
0.026	0.015709
0.027	0.016123
0.027999999999999997	0.016517
0.028999999999999998	0.016905
0.03	0.017289
0.031	0.017665
0.032	0.01804
0.033	0.018401
0.033999999999999996	0.018758999999999998
0.034999999999999996	0.019114
0.036	0.019458
0.037	0.019806999999999998
0.038	0.020141
0.039	0.020472
0.04	0.020794
0.040999999999999995	0.021110999999999998
0.041999999999999996	0.021436
0.043	0.021743
0.044	0.022054
0.045	0.022355999999999997
0.046	0.022654999999999998
0.047	0.022947
0.048	0.023243999999999997
0.048999999999999995	0.023524
0.049999999999999996	0.023812
0.051	0.024093999999999997
0.052	0.024369
0.053	0.024641
0.054	0.024912999999999998
0.055	0.025179
0.055999999999999994	0.025439999999999997
0.056999999999999995	0.025702
0.057999999999999996	0.025960999999999998
0.059	0.026215
0.06	0.026463
0.061	0.026712
0.062	0.026961
0.063	0.027202
0.064	0.02744
0.065	0.027682
0.066	0.027916
0.06699999999999999	0.028152
0.06799999999999999	0.028378999999999998
0.06899999999999999	0.028609
0.06999999999999999	0.028832999999999998
0.071	0.029057
0.072	0.029278
0.073	0.029498
0.074	0.029713999999999997
0.075	0.029925999999999998
0.076	0.030137999999999998
0.077	0.030344
0.078	0.030559999999999997
0.079	0.03077
0.08	0.030972
0.081	0.031176
0.08199999999999999	0.031375
0.08299999999999999	0.031575
0.08399999999999999	0.031768
0.08499999999999999	0.031969
0.086	0.032165
0.087	0.032353
0.088	0.032545
0.089	0.032736
0.09	0.032919
0.091	0.033104999999999996
0.092	0.033284999999999995
0.093	0.033471
0.094	0.033652999999999995
0.095	0.033832
0.096	0.034013
0.09699999999999999	0.034186
0.09799999999999999	0.034360999999999996
0.09899999999999999	0.034537
0.09999999999999999	0.034709
0.10099999999999999	0.034878
0.102	0.035047999999999996
0.103	0.03522
0.104	0.035384
0.105	0.035545
0.106	0.035709
0.107	0.035879
