P187bM3_X	P187bM3_Y
0.0	0.0
0.001	0.0010919999999999999
0.002	0.001973
0.003	0.002823
0.004	0.003614
0.005	0.004364
0.006	0.005085
0.006999999999999999	0.005777
0.008	0.006431999999999999
0.009	0.00707
0.01	0.007686999999999999
0.011	0.008281
0.012	0.008846999999999999
0.013	0.009401999999999999
0.013999999999999999	0.009944999999999999
0.015	0.010468
0.016	0.010976999999999999
0.016999999999999998	0.011467
0.018	0.011954999999999999
0.019	0.012419999999999999
0.02	0.012882999999999999
0.020999999999999998	0.013333
0.022	0.013767
0.023	0.014201
0.024	0.014615999999999999
0.024999999999999998	0.015024
0.026	0.01543
0.027	0.015828
0.027999999999999997	0.016211
0.028999999999999998	0.016586999999999998
0.03	0.016954999999999998
0.031	0.017321
0.032	0.017679
0.033	0.018032
0.033999999999999996	0.018375
0.034999999999999996	0.018713
0.036	0.019049
0.037	0.019375
0.038	0.019698
0.039	0.020014999999999998
0.04	0.020333
0.040999999999999995	0.020638
0.041999999999999996	0.020943999999999997
0.043	0.02124
0.044	0.021533999999999998
0.045	0.021825999999999998
0.046	0.022111
0.047	0.022393
0.048	0.022673
0.048999999999999995	0.022945999999999998
0.049999999999999996	0.023216
0.051	0.023479999999999997
0.052	0.023746999999999997
0.053	0.024006
0.054	0.024262
0.055	0.024513999999999998
0.055999999999999994	0.024765
0.056999999999999995	0.025013
0.057999999999999996	0.025259999999999998
0.059	0.025495999999999998
0.06	0.025738
0.061	0.025973
0.062	0.026205
0.063	0.026435999999999998
0.064	0.026663
0.065	0.026882
0.066	0.02711
0.06699999999999999	0.027326
0.06799999999999999	0.027548
0.06899999999999999	0.027760999999999997
0.06999999999999999	0.027977
0.071	0.028183999999999997
0.072	0.028391999999999997
0.073	0.028599
0.074	0.028804999999999997
0.075	0.029005999999999997
0.076	0.029203999999999997
0.077	0.029404
0.078	0.029599
0.079	0.029792
0.08	0.029986
0.081	0.030174999999999997
0.08199999999999999	0.030364
0.08299999999999999	0.030549999999999997
0.08399999999999999	0.030730999999999998
0.08499999999999999	0.03092
0.086	0.031096
0.087	0.031279
0.088	0.031453999999999996
0.089	0.031633
0.09	0.031807
0.091	0.03198
0.092	0.032149
0.093	0.032322
0.094	0.032489
0.095	0.032657
0.096	0.032823
0.09699999999999999	0.032986
0.09799999999999999	0.033146999999999996
0.09899999999999999	0.033306999999999996
0.09999999999999999	0.03347
0.10099999999999999	0.033631999999999995
0.102	0.033786
0.103	0.033941
0.104	0.034096999999999995
0.105	0.034249
0.106	0.034401
0.107	0.034553
0.108	0.034704
0.109	0.034853999999999996
0.11	0.034998
0.111	0.035146
0.11199999999999999	0.035289999999999995
0.11299999999999999	0.035435999999999995
0.11399999999999999	0.035579
0.11499999999999999	0.035722
0.11599999999999999	0.035861
0.11699999999999999	0.036002
0.118	0.036137999999999997
0.119	0.036278
0.12	0.036413999999999995
0.121	0.036549
0.122	0.036684
0.123	0.036816
0.124	0.036951
0.125	0.037082
0.126	0.037215
0.127	0.037343999999999995
0.128	0.037472
0.129	0.037597
0.13	0.037727
0.131	0.037852
0.132	0.037977
0.133	0.038103
0.13399999999999998	0.038227
0.13499999999999998	0.038349
0.13599999999999998	0.038472
0.13699999999999998	0.038592999999999995
0.13799999999999998	0.038710999999999995
0.13899999999999998	0.038833
0.13999999999999999	0.03895
0.141	0.039071999999999996
0.142	0.039188
0.143	0.039302
0.144	0.039418
0.145	0.039533
0.146	0.039646999999999995
0.147	0.039761
0.148	0.039874
0.149	0.039985
0.15	0.040096
0.151	0.040208
0.152	0.040318
0.153	0.040426
0.154	0.040533
0.155	0.040644
0.156	0.040750999999999996
0.157	0.040859
0.158	0.040963
0.159	0.041065
0.16	0.041173
0.161	0.041277999999999995
0.162	0.04138
0.163	0.041482
0.16399999999999998	0.041585
0.16499999999999998	0.041684
0.16599999999999998	0.041787
0.16699999999999998	0.041888999999999996
0.16799999999999998	0.041987
0.16899999999999998	0.042087
0.16999999999999998	0.042183
0.17099999999999999	0.04228
0.172	0.042380999999999995
0.173	0.042476
0.174	0.042574
0.175	0.042669
0.176	0.042765
0.177	0.042859
0.178	0.042956
0.179	0.043047999999999996
0.18	0.043141
0.181	0.043234999999999996
0.182	0.043324
0.183	0.043418
0.184	0.043508
0.185	0.043599
0.186	0.04369
0.187	0.043779
0.188	0.043865999999999995
0.189	0.043956999999999996
0.19	0.044045999999999995
0.191	0.044133
0.192	0.044219999999999995
0.193	0.044308
0.19399999999999998	0.044393999999999996
0.19499999999999998	0.044478
0.19599999999999998	0.044565
0.19699999999999998	0.044649
0.19799999999999998	0.044735
0.19899999999999998	0.044816999999999996
0.19999999999999998	0.044903
0.20099999999999998	0.044986
0.20199999999999999	0.045069
0.20299999999999999	0.045149999999999996
0.204	0.045232
0.205	0.045315999999999995
0.206	0.045398
0.207	0.045478
0.208	0.045558
0.209	0.045637
0.21	0.045717
0.211	0.045798
0.212	0.045875
0.213	0.045953
0.214	0.046030999999999996
0.215	0.046109
0.216	0.046186
0.217	0.046264
0.218	0.04634
0.219	0.046418
0.22	0.046493
0.221	0.046567
0.222	0.046644
0.223	0.046716999999999995
0.22399999999999998	0.046793
0.22499999999999998	0.046867
0.22599999999999998	0.046941
0.22699999999999998	0.047013
0.22799999999999998	0.047085999999999996
0.22899999999999998	0.047159
0.22999999999999998	0.047233
0.23099999999999998	0.047302
0.23199999999999998	0.047375
0.23299999999999998	0.047446999999999996
0.23399999999999999	0.047515999999999996
0.235	0.047587
0.236	0.047659
0.237	0.047729999999999995
0.238	0.047799999999999995
0.239	0.047869999999999996
0.24	0.047938999999999996
0.241	0.048007
0.242	0.048074
0.243	0.048144
0.244	0.048208999999999995
0.245	0.048278999999999996
0.246	0.048347
0.247	0.048413
0.248	0.048479
0.249	0.048545
0.25	0.048610999999999994
0.251	0.048678
0.252	0.048742
0.253	0.048809
0.254	0.048873
0.255	0.048936999999999994
0.256	0.049004
0.257	0.049068999999999995
0.258	0.049131
0.259	0.049194999999999996
0.26	0.049259
0.261	0.049321
0.262	0.049384
0.263	0.049447
0.264	0.04951
0.265	0.049572
0.266	0.049631999999999996
0.267	0.049694999999999996
0.26799999999999996	0.049755
0.26899999999999996	0.049818
0.26999999999999996	0.049877
0.27099999999999996	0.049939
0.27199999999999996	0.049999999999999996
0.27299999999999996	0.05006
0.27399999999999997	0.05012
0.27499999999999997	0.050179999999999995
0.27599999999999997	0.050238
0.27699999999999997	0.050296999999999994
0.27799999999999997	0.050356
0.27899999999999997	0.050414
0.27999999999999997	0.050473
0.28099999999999997	0.050531
0.282	0.050588999999999995
0.283	0.050648
0.284	0.050706
0.285	0.050761999999999995
0.286	0.05082
0.287	0.050875
0.288	0.050932
0.289	0.05099
0.29	0.051045
0.291	0.051101
0.292	0.051157
0.293	0.051212999999999995
0.294	0.051267
0.295	0.051322
0.296	0.051376
0.297	0.051431
0.298	0.051484999999999996
0.299	0.051539999999999996
0.3	0.051595999999999996
0.301	0.051648
