#name, A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z, [, \, ], ^, _, `, a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, {, |, }, ~, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,  , ¡, ¢, £, ¤, ¥, ¦, §, ¨, ©, ª, «, ¬, ­, ®, ¯, °
NODE_0000000, 0.010618249538146642, 0.007990611465412944, 0.007934284487451997, 0.0040500394677039165, 0.007831718654146301, 0.013528215178821634, 0.006774085929062146, 0.009737622170893611, 0.0063812564205787785, 0.010104506759420488, 0.0087073599109332, 0.029447407527052837, 0.012928884312377941, 0.009259720986668862, 0.006552524547883782, 0.013162378568238329, 0.009269405226246552, 0.006033518001206108, 0.009424276110341053, 0.00906535041474337, 0.007777980938228858, 0.008357260345723098, 0.009131187595739589, 0.006707391312642009, 0.00978250069089027, 0.006578348117151134, 0.010456190267978976, 0.006264401195580093, 0.013095754570508206, 0.010855291977739432, 0.009899477281195303, 0.00593343623369348, 0.009234158534426624, 0.006169183183690448, 0.008587418014577184, 0.006808884286162285, 0.007224462174691938, 0.006877701609994329, 0.01308077020410047, 0.010039726437560072, 0.007893019362077796, 0.013292537095190675, 0.008486809667169205, 0.010144665628095833, 0.01310143886150022, 0.007108759289493283, 0.007133994061321762, 0.010442294024814655, 0.009788360110019217, 0.009844585158239815, 0.007027679743643141, 0.012507826904008744, 0.010681601143008337, 0.00746187998411557, 0.006463741267874828, 0.007289766034982722, 0.0076601039221527575, 0.008161089795571888, 0.00621122360089342, 0.007610086287868344, 0.007685493665595686, 0.00828020797919742, 0.006372377237212195, 0.00798075840922038, 0.006328013383861632, 0.0124043644183432, 0.008162782258289217, 0.009281324007449639, 0.010999054931826456, 0.006589612928914223, 0.006440442556996019, 0.00624694650649154, 0.007895566494024758, 0.005968640885585466, 0.007596935181678432, 0.007153155032969204, 0.007275567952681641, 0.006071429324699902, 0.012213635383425143, 0.01087561626515498, 0.009551381472018023, 0.010515125737440161, 0.01981876519151454, 0.01323361615992787, 0.006672512382942283, 0.0060101108269775515, 0.0074534565265498825, 0.0061862484739035025, 0.0071433833554606545, 0.010391525073235638, 0.008000559474509318, 0.008722348760675222, 0.007549145335384945, 0.0071162766434612005, 0.010413351432571593, 0.006900862136276485, 0.01326502412593147, 0.006498896001248669, 0.008260726958943167, 0.006357412865000348, 0.012248876916751389, 0.010678918466362469, 0.0063453479767845555, 0.007831077588992253, 0.012885853627729376, 0.007671047942643033, 0.005262181727061054, 0.012061602819412674, 0.007240940278400899, 0.006807704497581175, 0.012251881799413337, 0.006857510029631688
NODE_0000001, 0.010855273523335096, 0.008385448993904036, 0.008342296553077368, 0.0021305025051134747, 0.008215824141125688, 0.011988647634422145, 0.00710357096375991, 0.010101714532465637, 0.0066922586284615245, 0.010452455021579765, 0.009123076090965689, 0.04096720001367311, 0.010437889328287497, 0.009664232164218084, 0.006875876516426902, 0.011882156979905483, 0.009667011929101686, 0.006334057367394482, 0.009819576289581054, 0.009514918059317997, 0.008161730216438725, 0.008758662606447356, 0.00962185189854121, 0.007032021953563936, 0.010153017067792192, 0.006895840720985618, 0.010774719586027515, 0.006560885492333861, 0.012171575813676906, 0.011071879171181092, 0.010345441696990828, 0.00620748169549864, 0.009637242420754541, 0.006458329602336767, 0.008987827729528771, 0.007137712131437064, 0.007582749708164678, 0.007214721569874756, 0.011633197866477202, 0.006906566311149802, 0.008705504463417125, 0.011914599469193933, 0.008882046402739758, 0.010498117135195918, 0.011137489509459671, 0.007456395767566013, 0.007486311600613859, 0.01072771270566268, 0.01639464870662126, 0.01020761214462827, 0.007374311242207945, 0.011958064234454108, 0.007529926185284509, 0.007831115413598698, 0.006792660227777558, 0.007651707216126602, 0.00803790082519645, 0.008558042364366518, 0.006506140422760203, 0.00798546538333464, 0.008066185334450955, 0.008692159213078365, 0.006675168456304903, 0.008375211228832202, 0.006628523791784511, 0.011955379318157424, 0.008587153942843245, 0.009680210036593554, 0.01123034499545033, 0.006925664371594468, 0.006749322865481537, 0.006559903112665727, 0.008855997751794537, 0.00624923499760685, 0.007975589142962716, 0.007507013718521118, 0.007741060301667283, 0.00635766512523917, 0.0063759987302203615, 0.006342761266390967, 0.009886773392257395, 0.010829280514068585, 0.014180626847930908, 0.011325951268444623, 0.006995603405454786, 0.006287807156951395, 0.007814711284787041, 0.006477141910612809, 0.0074930155049678536, 0.010695958493930265, 0.008395781683622202, 0.009128627330959125, 0.007921493560541396, 0.007464329755301731, 0.010711422451050058, 0.007232494927157995, 0.01188463162899538, 0.006809005803195073, 0.008699964767453421, 0.0066597876601327275, 0.009454065772376433, 0.01093429901674921, 0.00666841927186705, 0.008238033114523065, 0.010697884473161803, 0.008050333960134128, 0.00294549912620124, 0.009262566235853349, 0.0075959440502326725, 0.007140233757472347, 0.011893223394281801, 0.007191326862168094
SAMEA3541827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000002, 0.008821840803849602, 0.008369292180300433, 0.008499291024165717, 0.0005547330365587601, 0.008256295446277172, 0.006538086183644152, 0.007447434033474396, 0.008977161597057233, 0.007142261523670607, 0.009014666932918075, 0.008781141078893506, 0.10076136817380653, 0.004803369847620757, 0.008890402666874173, 0.007324136244547548, 0.006803670920808606, 0.008903802857583286, 0.006932971986462631, 0.008912547132184397, 0.009216825222128114, 0.008235637793294693, 0.008556373336912294, 0.009651005121396512, 0.007382336581109793, 0.008981749044354018, 0.007273526792305186, 0.009122570702059955, 0.0069618324475059345, 0.0073688482685126035, 0.00890402133856651, 0.009661897466013468, 0.006627567936097757, 0.008871864725410473, 0.006870585877169399, 0.008644008500837966, 0.007472866966348322, 0.007841400119282145, 0.0075448883376127585, 0.006398872903872443, 0.002453576112274672, 0.03343215669455252, 0.006728794348641656, 0.008607988765709484, 0.00910892274997731, 0.00564461645076589, 0.007730733942018083, 0.007766392245627919, 0.008901083007966515, 0.009033002744766651, 0.008944148836039343, 0.007677388054830909, 0.007778511084627922, 0.0027672081497248265, 0.008014545742233939, 0.007377792317932022, 0.0078920654251702, 0.008146602205246323, 0.008473961142050526, 0.006915521820456709, 0.008112620757250725, 0.008171079387998752, 0.008596361854128655, 0.00707488578245033, 0.008363451523433508, 0.007026438363039208, 0.007922786904768388, 0.008702600825818625, 0.008864220396948671, 0.009190527097157692, 0.007486327666858425, 0.007147137371244987, 0.007138543786942255, 0.04289464793648675, 0.0066776660907775605, 0.008112551164221904, 0.007779603697042708, 0.017035405199692547, 0.006776222449432358, 0.0015258356622344245, 0.001808810143414739, 0.008692648763738408, 0.0091237829124371, 0.006647467728701375, 0.005774725632141714, 0.007356425966785225, 0.006706957803085742, 0.00798795405368706, 0.006884727609168811, 0.007756145485634072, 0.009062939613951418, 0.0083751607369869, 0.00869681942714629, 0.008070344030301867, 0.007734187866627445, 0.008952718817969295, 0.007545121601120579, 0.006659623064135344, 0.0071920352313621285, 0.0089206941757138, 0.007055149690952212, 0.004038143104225526, 0.00895967670781893, 0.007280870351392404, 0.00846312248001495, 0.005158925004099035, 0.008156858679124607, 0.0008195461827854453, 0.003906807390950373, 0.007834353763340556, 0.007481488184648366, 0.008060470405835735, 0.007518218480672666
SAMEA104233046, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000003, 0.0030421479642502953, 0.004808434908220019, 0.005522768067693023, 1.4088397361668288e-05, 0.004883228930110131, 0.001045606132123933, 0.005370535887994278, 0.0037588155999080343, 0.005856163287954696, 0.003501145652990238, 0.004478778345689735, 0.2185464307683851, 0.0005474980502427393, 0.004023108855806062, 0.005895704736519343, 0.00119521605300568, 0.004048329589523646, 0.00703968896814049, 0.003907850192670063, 0.005306811233763207, 0.004936753116463664, 0.004581839427363277, 0.006496130401678195, 0.005385820346795177, 0.0037253658621719497, 0.00544850086193301, 0.0034324576566284667, 0.005529859356393059, 0.001433209600344691, 0.003020563164640066, 0.005426884905441813, 0.00560424401176783, 0.004029687258372477, 0.0055511934300920465, 0.004415651314478718, 0.005340441281565851, 0.005203059783311191, 0.005343739131010107, 0.0010407292126299607, 0.00015251678050830558, 0.22481115736550533, 0.0012215734006244675, 0.004500521305596557, 0.003609756289653407, 0.0008100961600598463, 0.005221939761474348, 0.005242443194824326, 0.0031981621480143196, 0.004308158764568492, 0.0036136293874813458, 0.005286375433852638, 0.0017532840240029337, 0.0001853662435974963, 0.005079069886333096, 0.006838022741464267, 0.00517091352806836, 0.00496150792365277, 0.004732409610131551, 0.005555994129403185, 0.004988914588185353, 0.0049653368954190365, 0.004897536991432857, 0.005497692431269942, 0.004814042027647734, 0.0055173346587774575, 0.0018318729821015683, 0.005602201246583985, 0.0039770361382429975, 0.0036502509116234766, 0.006676615568651554, 0.005496002123655173, 0.006812238216578186, 0.007326750631477086, 0.00563115359897506, 0.005004638024297823, 0.005230470861740343, 0.10605187950821911, 0.0055944849580418, 5.285573838411743e-05, 7.996364823538514e-05, 0.0035608162501667103, 0.0033874429914909744, 0.0010378367090631902, 0.0008080741382601423, 0.005410633429004288, 0.005591411056945051, 0.00505205310396661, 0.005552572589376121, 0.0052038866856, 0.0033989508396896355, 0.004802764265212977, 0.004320252669967164, 0.005022134716366667, 0.005216208311040531, 0.0032705874235310407, 0.005327603453502863, 0.0011299342149003397, 0.005455655422643929, 0.006159738269895077, 0.005508775444099907, 0.0003902266458144937, 0.003183724796615414, 0.0070408236745124475, 0.005671880604432888, 0.0006450525920870065, 0.004962579844696653, 2.7171023497473025e-05, 0.0003602743524151989, 0.005150031904199974, 0.005366322634295655, 0.001960431912477524, 0.005333496456440957
SAMEA104233047, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000004, 0.003042130558830554, 0.004808417924856158, 0.00552275361754139, 1.408797796305552e-05, 0.004883212245938943, 0.00104559596997886, 0.005370522357446192, 0.003758797230166231, 0.005856153051484561, 0.0035011273665808773, 0.004478760131692264, 0.21854748814111102, 0.0005474915196486546, 0.004023090530795922, 0.005895694087310965, 0.0011952050620459445, 0.0040483112232432995, 0.007039686467894919, 0.0039078318978122166, 0.005306795998352107, 0.004936736510210099, 0.004581821826123005, 0.006496118129917797, 0.005385807084925326, 0.003725347631329435, 0.005448488128562156, 0.0034324393797084073, 0.00552984809490673, 0.0014331972542089154, 0.0030205457833806133, 0.005426870793127335, 0.00560423447831313, 0.004029668984683978, 0.005551182612492378, 0.004415633478422287, 0.005340427602225079, 0.005203044644969185, 0.0053437252116147384, 0.0010407191962015759, 0.0001525141775602381, 0.2248124973761098, 0.0012215628773177077, 0.004500503546288376, 0.0036097378453060526, 0.0008100879338499875, 0.0052219250067790535, 0.005242428361066229, 0.003198144432139073, 0.004308140418239628, 0.00361361118750254, 0.005286360952484518, 0.0017532704113640057, 0.00018536317663821314, 0.005079054089278516, 0.006838016901688389, 0.005170898191178034, 0.004961491634665062, 0.004732392263222979, 0.005555983140277782, 0.004988898423540725, 0.00496532055087871, 0.00489752035083387, 0.005497680606538991, 0.004814025063083637, 0.005517323084869567, 0.0018318589554398546, 0.005602186822859541, 0.0039770179275343594, 0.0036502350695766764, 0.006676608433259618, 0.005495989984442453, 0.006812233311535929, 0.007326711040561779, 0.00563114390477314, 0.0050046218376568535, 0.005230455966181041, 0.10605094494397588, 0.00559447470162653, 5.285448325415251e-05, 7.996197691680527e-05, 0.0035607986170115595, 0.003387424697005176, 0.0010378266099523034, 0.000808065589561707, 0.005410620308494718, 0.00559140110686694, 0.0050520373344707555, 0.005552561714766817, 0.005203871825216331, 0.003398932524420276, 0.0048027472630315735, 0.004320234712693803, 0.005022118710143949, 0.005216193539394296, 0.0032705695368546515, 0.005327589485931085, 0.0011299236309737215, 0.005455643026160721, 0.006159725404243659, 0.005508763729077014, 0.0003902214920898281, 0.003183707254451332, 0.007040819392712149, 0.005671866583508746, 0.0006450453041440639, 0.004962563525528913, 2.717036113491514e-05, 0.00036026942431562493, 0.005150016727887797, 0.005366308976621226, 0.0019604174384545213, 0.005333482604567252
NODE_0000005, 2.8838498056204685e-06, 6.142244637566401e-06, 6.603345747394896e-06, 1.8121047994622968e-08, 6.400602749127824e-06, 7.608585382154739e-07, 8.161820729866346e-06, 3.9745581962125405e-06, 9.15793077523002e-06, 3.5326159961017624e-06, 5.3286914699726485e-06, 2.8910524874704554e-05, 3.8635197328078785e-07, 4.430322133696381e-06, 8.873533586958402e-06, 9.095323393251603e-07, 4.477263177338114e-06, 1.0532289333863219e-05, 4.216398724355998e-06, 5.220189413440194e-06, 6.536607322242438e-06, 5.608700755636457e-06, 5.795031953815226e-06, 8.269062214275935e-06, 3.87082396313267e-06, 8.546123474792544e-06, 3.388838026531327e-06, 9.134366273806687e-06, 1.089372606417992e-06, 2.800669472631634e-06, 4.4626250655569e-06, 9.799496962590695e-06, 4.444577466809048e-06, 9.29880429203162e-06, 5.24930924990617e-06, 8.054475027101096e-06, 7.393241121950675e-06, 7.994191538582666e-06, 7.612251654883123e-07, 1.1345427887630334e-07, 0.9993373343040762, 8.648323098595332e-07, 5.4462093716530495e-06, 3.6760271331333832e-06, 5.652977622087972e-07, 7.533008178554761e-06, 7.545532054049084e-06, 3.0919941160942257e-06, 4.9365536163126125e-06, 3.7281159335890233e-06, 7.735200527663447e-06, 1.3946028409572786e-06, 1.3971375697179255e-07, 6.97043295562515e-06, 9.579613426978505e-06, 7.275674284835578e-06, 6.616109876914462e-06, 5.951336519366481e-06, 9.267643776803394e-06, 6.697438862238035e-06, 6.603003912928829e-06, 5.834377491641545e-06, 8.88623328653988e-06, 6.157204551925609e-06, 9.014796860109765e-06, 1.4600319359368992e-06, 6.318716066413805e-06, 4.345162079670422e-06, 2.9286206347610603e-06, 9.24945278439617e-06, 8.805139968495752e-06, 9.974438459037948e-06, 7.203202402926388e-06, 9.819281264300098e-06, 6.742665148722789e-06, 7.51304342928426e-06, 4.212159360544521e-05, 9.568975167942745e-06, 4.617657182273512e-08, 6.76644999865842e-08, 3.6891932715511144e-06, 3.3344593306245666e-06, 7.47822389397357e-07, 5.809294873088786e-07, 8.355850403806722e-06, 9.637101650786297e-06, 6.95385909126859e-06, 9.294552126615479e-06, 7.468434948859381e-06, 3.3988039840981123e-06, 6.127164247798147e-06, 5.0355045968227625e-06, 6.797587387982939e-06, 7.516156599029679e-06, 3.19518768150925e-06, 7.993676076565656e-06, 8.404398210966828e-07, 8.645839892464248e-06, 6.598199026329361e-06, 8.956016125979302e-06, 2.784427351491401e-07, 3.002254521495406e-06, 9.910177474959298e-06, 6.75707318410978e-06, 4.5651819518943006e-07, 6.6118247741743976e-06, 2.8461460026621094e-08, 2.5790155679391496e-07, 7.273634805626299e-06, 8.114622201800523e-06, 1.6027760949996988e-06, 7.998071870809883e-06
SAMEA6812876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
