# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun May 30 14:05:08 AEST 2021 [seed=1622347506897]
# -overwrite -save_every 10000 -save_state 0.PEUCLN_dates_noHyperPrior.xml.state 0.PEUCLN_dates_noHyperPrior.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-2.387998631657837E7	-1047.0807321880227	-2.387893923584618E7	56.51760547000561	56.51760547000561	105.19960110754391	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	0.3333333333333333	0.9373553555484093	0.31589864774790377	-0.04748162912479755	-2.387893923584618E7	-860.8259485397475	-74.23685665583625
100000	-5970988.557886173	-1217.1547019567224	-5969771.4031842165	83.05150997515426	83.05150997515426	386.02935768779986	12.155055800314786	1.306833073737563	1.2525989079950823	0.5581344110237842	0.48313489715292485	1.2162886672432642	1.1830100428473784	0.016257022335315573	0.022031353862412784	14.450989231144623	4.370708960470107E-6	3.808491069540252	-0.015761623350509086	-5969771.4031842165	-860.8259485397475	-301.0623621228812
200000	-5970544.513702919	-1177.4347503517322	-5969367.078952567	70.95529032924992	70.95529032924992	330.2915587952873	10.287791876551452	1.3875896700136714	1.2487087035113775	0.46914015042156604	0.32583074626697484	1.272753183895841	1.2959775458905645	0.027929393786872442	0.016764594215629175	8.693876678868703	5.0832915624237E-6	3.7393454938337345	-0.011202880360405808	-5969367.078952567	-860.8259485397475	-281.80330514468704
300000	-5970017.983994022	-1200.0430602359897	-5968817.940933786	81.64091792462011	81.64091792462011	394.7394964670675	16.896022378200634	1.3076567493100788	1.2798377465342547	0.44502928296784433	0.3315655722232543	1.2857922314832173	1.350118417481349	0.009225819869169231	0.014328143135932312	7.391113993726795	4.217319194258584E-6	3.594564585247926	0.011606061006858365	-5968817.940933786	-860.8259485397475	-307.74545402607464
400000	-5966149.147540028	-1209.8774359411266	-5964939.270104087	70.30437907642226	70.30437907642226	431.3177175628967	20.423352270371	1.3865658985070477	1.2173122591764693	0.47387221523120737	0.313766483879389	1.3081747305123637	1.3003084126935212	0.026694071640163117	0.009333219811326022	3.3240016672005637	3.600924596639156E-6	3.623392248048379	0.014150578308328604	-5964939.270104087	-860.8259485397475	-331.2824304251957
500000	-5965160.587529763	-1236.0047163706229	-5963924.582813392	81.67032861808549	81.67032861808549	510.706183581972	25.32072336287659	1.4018344014328323	1.2236653558165225	0.4845117338995361	0.3341809944636877	1.2597790171855106	1.2960284972019036	0.03221525494240305	0.008925964225273617	3.3676343731886136	3.03969624758434E-6	3.624538606349748	0.012934082984520388	-5963924.582813392	-860.8259485397475	-356.35185378286116
600000	-5959383.0777646	-1254.2782346103195	-5958128.799529989	106.56153040753387	106.56153040753387	612.5847403553163	32.61680589960265	1.3915314655854636	1.1940630068871765	0.5208535566894502	0.3356068895938362	1.1667490304772525	1.3911960507668146	0.025256347538967914	0.006562323753814457	2.2995408490504343	2.2938308055319915E-6	3.645258916398666	-6.504930758315697E-4	-5958128.799529989	-860.8259485397475	-377.89728410257635
700000	-5958561.971503218	-1252.016309660712	-5957309.955193557	76.20528161354511	76.20528161354511	565.8096715393167	32.37723481427489	1.4121420102234117	1.1379247888574915	0.4859852076367035	0.34957680711335026	1.216021867544794	1.3983493186242437	0.020195551829697515	0.006552484471928805	2.3755149990973856	2.4594514814440545E-6	3.6809087977779997	0.07591067711298491	-5957309.955193557	-860.8259485397475	-375.7150711850155
800000	-5956856.768098064	-1249.1502326703044	-5955607.617865394	76.48527347050481	76.48527347050481	568.3136587586876	30.80129733214236	1.4300251564561446	1.199657815432393	0.46325203695917083	0.37493506040201546	1.1676666503564093	1.3644632803938639	0.006584933697381829	0.0063721339264331085	2.359359830710754	2.451454149212491E-6	3.792215518595	0.0860049922587819	-5955607.617865394	-860.8259485397475	-373.18452582863114
900000	-5956883.77330938	-1250.0747701256364	-5955633.698539254	89.53382493020523	89.53382493020523	616.3519544335489	36.34339004091417	1.5234380094032454	1.136729461102542	0.46455656238117893	0.34877149001062147	1.1506678911631674	1.375836585939241	0.009767319342343653	0.006067750390368534	2.4118722629162845	2.2240767104638264E-6	3.447833423250131	0.1997803506411686	-5955633.698539254	-860.8259485397475	-373.3374984574383
1000000	-5956862.242961756	-1265.8673737002089	-5955596.375588056	85.46592113557749	85.46592113557749	654.9254634175775	33.26143508609124	1.4666982360002108	1.1037003345520262	0.5309281809433111	0.3287031016362726	1.2188894928417573	1.3510806540264186	0.03191712463153549	0.0060979864144383115	2.6951405634082883	2.0527901680537806E-6	3.663347117732107	0.11924897332817987	-5955596.375588056	-860.8259485397475	-388.3182025403783
1100000	-5956797.761442705	-1264.0334534499382	-5955533.727989255	108.2669442959589	108.2669442959589	676.9446474018417	30.608585610699325	1.4479888197496336	1.1614369421376436	0.4872069081265833	0.33386050666331873	1.1784059329869663	1.3911008903358504	0.018853900168225707	0.005844546712759999	2.7087667955637116	2.02852851670773E-6	3.8295535432562744	0.09438120960436608	-5955533.727989255	-860.8259485397475	-386.8098657823958
1200000	-5956356.393569262	-1270.719119266403	-5955085.674449995	97.68087465559111	97.68087465559111	657.5029829219369	48.98357026141038	1.4218503382260572	1.1058589449300062	0.5197964255814334	0.36590600565456527	1.1749358483357786	1.4116524372721555	0.013757334167500603	0.006319079495501318	3.242180082080451	2.0458396564947577E-6	3.879475537091242	0.08434822381336454	-5955085.674449995	-860.8259485397475	-389.8160050449998
1300000	-5956359.832043825	-1259.8026035596613	-5955100.029440265	88.60559374690193	88.60559374690193	604.4153792035115	41.63007854845796	1.4899124210519006	1.102339813896564	0.47491065914095115	0.33679923569339615	1.266988188962259	1.3290496812549235	0.010110550233233782	0.006323053992290177	3.504241975622948	2.2603215427758667E-6	3.9426858500421664	0.0818348752709042	-5955100.029440265	-860.8259485397475	-379.14660074028814
1400000	-5956340.9524808	-1277.0428995526947	-5955063.909581248	135.68519991833654	135.68519991833654	750.5200067362258	41.383190201500646	1.4630397033652018	1.1520822518530898	0.5215397199155535	0.32195233170286075	1.1730036252545468	1.3683823679087426	0.04049873607974839	0.006294035291222452	3.75905981158862	1.7836405263904672E-6	3.977220110062679	0.09038453007079361	-5955063.909581248	-860.8259485397475	-394.7948596284535
1500000	-5956333.715300317	-1271.1010820545364	-5955062.614218262	105.94466244588652	105.94466244588652	681.4583499451587	37.71948494908768	1.4424897557692322	1.1233244474063917	0.521328503242286	0.3537969992334875	1.2032049760618333	1.3558553182867639	0.01819519361476681	0.0055844480644588	2.7479754762462556	1.9896333858741446E-6	4.017371994445499	0.05906663708487645	-5955062.614218262	-860.8259485397475	-393.22704620637114
1600000	-5956324.037461567	-1267.4892155682878	-5955056.548245998	113.97983394277333	113.97983394277333	693.7199865327236	42.99609464392589	1.5068273490845825	1.0885195185530756	0.5338022317930287	0.336031154771687	1.1193277787101188	1.4154919670875037	0.02899737227537253	0.004823296372445195	2.3095473613104045	1.9252875264734887E-6	3.9828796750173034	0.0708720310975414	-5955056.548245998	-860.8259485397475	-390.9229310476832
