# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu May 13 13:07:33 AEST 2021 [seed=1620875251815]
# -overwrite 1.PREUCLN_dates_noHyperPrior.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-5.712112015521142E7	-870.0492530583231	-5.712025010595836E7	443.1130582163402	443.1130582163402	478.2362408440828	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	0.3333333333333333	1.0132654769412612	0.3131292321689713	0.18857594632821886	-5.712025010595836E7	-339.82328848178815	-45.92852051233987
100000	-5888563.750781431	-495.696584237821	-5888068.054197193	458.4904363443335	458.4904363443335	904.9379244447919	19.08995692906083	1.0920554385631742	1.0835009380291027	0.7063081875794718	0.8203139650937257	1.2089390614689817	1.0888824092655434	0.0089418946225925	6.951033733467145E-4	1.1170498710766041	7.98057150518425E-8	6.970017682283421	-0.03848630219904409	-5888068.054197193	-339.82328848178815	-149.95964378473704
200000	-5888580.3157044165	-522.23220116603	-5888058.08350325	463.9442517664981	463.9442517664981	1144.5962615185347	31.330341461309473	1.1264871316651588	1.234629485968832	0.7332728455690122	0.6425605172476763	1.183443901734394	1.0796061178149257	0.03542430214006548	2.017389794891343E-4	0.283713438435524	6.439956237060927E-8	4.3676549670553	-0.045088667499262235	-5888058.08350325	-339.82328848178815	-178.85239585796927
300000	-5888497.443073809	-525.7086162216034	-5887971.734457588	465.75309636056704	465.75309636056704	1272.002357863186	28.492320877454087	0.9425835068953371	1.3471202864325835	0.7540342778641397	0.5735644636679667	1.2706526748945637	1.1120447902454076	0.03333745162825204	6.844959661890236E-5	0.10293696202546045	5.137635061885709E-8	4.05912115507476	0.05692306477899383	-5887971.734457588	-339.82328848178815	-183.89616642372062
400000	-5888440.730773885	-537.0997351165228	-5887903.631038768	453.56656688577243	453.56656688577243	1389.715166663561	38.076576063377495	0.9904261190877464	1.501198043237037	0.768153890384026	0.42301022763660323	1.2650170724038536	1.0521946472507309	0.03273162906078028	1.028395386371786E-4	0.16631056051565588	5.35357812247682E-8	5.216650291781063	0.043712342178132656	-5887903.631038768	-339.82328848178815	-193.92481815841182
500000	-5888430.617121349	-537.5280880891264	-5887893.08903326	463.6352361229136	463.6352361229136	1370.3683226244138	54.61632038749838	0.859579961034391	1.5341551416823633	0.6758938068782464	0.41993784171481424	1.319283410406918	1.1911498382832624	0.03558147628538976	9.770760743593706E-5	0.12307842213897449	5.371156785392833E-8	2.3543196941921805	-0.0390784023603111	-5887893.08903326	-339.82328848178815	-192.8508012843278
600000	-5888419.796313211	-526.1032194979338	-5887893.693093713	509.25985920019673	509.25985920019673	1354.3391331075172	43.60792457408552	0.7679591975664032	1.5613891392865507	0.7691544426432585	0.4582644390333086	1.3304580127553824	1.1127747687150895	0.13063778501515905	7.644085597964045E-5	0.04616127754828457	4.952640296420106E-8	2.778627756064401	0.25966957610150754	-5887893.693093713	-339.82328848178815	-182.7146277394186
700000	-5888426.320324088	-529.9664577903063	-5887896.353866298	509.54831067508195	509.54831067508195	1358.3718417207356	41.12107973241516	0.6848578722089951	1.6041799517725595	0.7639583947935745	0.48118106222775475	1.4163096212490782	1.0495130977480303	0.03306643989983722	7.293201522143281E-5	0.047456700655525604	5.295120209984463E-8	2.1761465965433153	-0.029729170836557912	-5887896.353866298	-339.82328848178815	-187.0472463862163
800000	-5888429.321637055	-528.0727072657169	-5887901.248929789	470.1872615046145	470.1872615046145	1330.733424829542	43.287601797885316	0.6582522686282611	1.6100224141891017	0.7674959525266815	0.4046702163027937	1.448867472176044	1.11069167617711	0.016723731738503427	5.169972618464562E-5	0.031174218008689993	4.8505664549961793E-8	2.0547061632527166	-0.09936427873649935	-5887901.248929789	-339.82328848178815	-185.21040608836415
900000	-5888422.204087887	-533.5537074799587	-5887888.650380407	463.49810265255815	463.49810265255815	1291.4048068630095	61.97502623324578	0.7316352329576588	1.6171465229164392	0.6060304814086825	0.41774405564141454	1.5019420084707906	1.1255016986050046	0.040958106288886485	7.922588850421042E-5	0.1790750673162391	5.096494367791873E-8	1.7284316610797363	-0.03223012314418628	-5887888.650380407	-339.82328848178815	-188.06855329786015
1000000	-5888435.587399533	-541.996094379404	-5887893.591305153	494.7111584850096	494.7111584850096	1597.1498274045784	60.41968348770519	0.7674175623061297	1.621354957479277	0.5885498069787103	0.3453792059844226	1.4396427875486355	1.237655679702815	0.01704239899190392	8.568719160638333E-5	0.1827821305484615	4.7557192655659156E-8	2.6923176951989474	-0.023879066939783696	-5887893.591305153	-339.82328848178815	-196.73568701753953
1100000	-5888434.868522342	-531.0205636028189	-5887903.84795874	453.3626294294954	453.3626294294954	1346.4952026099247	38.86738957611481	0.7629158910541942	1.5094577078075648	0.7637004466359182	0.3191562828883212	1.41691536142624	1.227854310187749	0.017876042260665935	7.067177894783069E-5	0.1024629674995496	5.067302566167E-8	2.0879174451486153	-0.019681633743765397	-5887903.84795874	-339.82328848178815	-188.20734261610053
