# BEAST v1.10.4
# Generated Sat Apr 17 13:40:06 EDT 2021 [seed=1618681205436]
# beast.2-MED.bifurc.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	treeLikelihood	branchRates	location.traitLikelihood	coalescent
10000	-22747.003662200455	-1773.7695731329848	-20973.23408906747	153.0	2686.0	591.3966400766461	1.7655733388851007	0.23449611572932952	0.26835862748935946	0.2533617185103284	0.24378353827098262	1.0	263.58829154537807	6.290055055141844E-5	2.105188849162252	0.3589829883583567	0.0022971404883895706	7.125123828193953E-5	7.125123828193953E-5	2.538562378451924E-4	-0.09330495727695795	439.14696423049895	-123.25781416590169	-123.2578141659017	3973.8329081455363	17.391454529485742	-20634.767149378065	-460.51701859880916	-338.46693968940707	-375.3590249390033
11000	-22638.71242036046	-1684.8337612398266	-20953.878659120634	153.0	2686.0	742.726755261347	1.9148936489872885	0.23491827177416807	0.26508068038491883	0.26279536127437964	0.2372056865665335	1.0	233.8476307662433	6.457885727587914E-5	2.1013016428608045	0.40425321494362965	0.00395279256725558	-2.5192435732611384E-4	-2.5192435732611384E-4	2.457449296606414E-4	0.2556088369237031	270.67017475503883	277.4763650939781	277.4763650939781	4353.713651089188	17.041229500627882	-20615.669916135223	-460.51701859880916	-338.20874298540934	-375.29330869884825
12000	-22608.487606628132	-1683.6521235311566	-20924.835483096977	153.0	2686.0	516.1679775350912	1.9416551219814735	0.22931173953935077	0.2619498924993059	0.26333031721600664	0.24540805074533675	1.0	233.05612400780115	6.306198132569004E-5	2.13292110150093	0.20304227774371356	0.0020557761041003503	6.924055175750136E-5	6.924055175750136E-5	4.6027529560192776E-4	-0.07118095007624979	488.91147635786814	-73.54837573744331	-73.54837573744331	2183.6768988492267	16.915220539856747	-20584.05910026778	-460.51701859880916	-340.7763828291963	-376.75218831413275
13000	-22485.043960554714	-1620.7252985609834	-20864.31866199373	153.0	2686.0	649.1695458475266	1.9835374511187298	0.23518647725103203	0.2655833888552124	0.25521471709629173	0.24401541679746386	1.0	211.84282045328507	5.885818548805069E-5	2.2172972764104912	0.436301300113636	0.0023294051470167977	-2.3861988745845453E-5	-2.3861988745845453E-5	2.7848021560866645E-4	0.02962695022903832	429.6712955212828	36.8170198221529	36.8170198221529	3594.0740893390193	17.361842918368446	-20529.889647129134	-460.51701859880916	-334.42901486459664	-375.0147642480773
14000	-22422.143937456	-1576.9956830137853	-20845.148254442214	153.0	2686.0	628.3153843653827	2.106689903750912	0.2412842183935969	0.2602698713495658	0.2596906496059358	0.23875526065090139	1.0	199.02520465972776	5.747541733760557E-5	2.1230330766080843	0.3771655514748291	0.00308677776062453	-1.2044524095071658E-4	-1.2044524095071658E-4	4.5683631662585337E-4	0.10142771761107804	327.32985484951155	86.3007641969096	86.30076419690958	2211.7210903909718	15.612614269927107	-20513.385156321187	-460.51701859880916	-331.76309812102727	-375.08253671763896
15000	-22385.06506154255	-1525.9257486527624	-20859.139312889787	153.0	2686.0	835.3661375163997	1.9684513468011084	0.23190014890368874	0.2610059424437043	0.2635256983232617	0.2435682103293452	1.0	182.9931358448447	6.062594891185593E-5	2.1922355924722785	0.4261101088031983	0.003018407629473554	2.6726664854457E-4	2.6726664854457E-4	5.640174747604872E-4	-0.20483753592356488	345.81016092800735	-163.8664170522997	-163.86641705229974	1850.644837800155	16.58136010269975	-20523.06993399827	-460.51701859880916	-336.06937889151453	-376.20479158150516
16000	-22355.025013388822	-1539.0182126800216	-20816.0068007088	153.0	2686.0	705.7829646543864	2.323444344187684	0.2343785464370549	0.2634100173145006	0.26057665963256027	0.24163477661588426	1.0	189.66644029303328	5.468162445233464E-5	2.27336900713389	0.33022271900198374	0.0026240606802128293	-1.0181648326964586E-4	-1.0181648326964586E-4	4.319097441105585E-4	0.09563891810335276	384.606669574165	90.66546673711613	90.66546673711613	2336.6716142408573	17.112487958766426	-20484.95551243606	-460.51701859880916	-331.0512882727401	-375.0861066702412
17000	-22299.246188620113	-1476.6707606727102	-20822.575427947402	153.0	2686.0	614.5399481904085	1.9216490547111995	0.22550696587172359	0.26265565455421724	0.26278550565772907	0.24905187391633019	1.0	170.04239873026847	5.5258208345021254E-5	2.2488821067276406	0.3796889567493395	0.005461707715078473	-2.888330351408425E-4	-2.888330351408425E-4	4.229910559677075E-4	0.19002775790249093	189.95219550465256	129.70597932326973	129.7059793232697	2452.6839446058134	15.653030517003488	-20490.54669368768	-460.51701859880916	-332.02873425972064	-375.16060181592337
18000	-22280.648154310376	-1484.3563118311208	-20796.291842479255	153.0	2686.0	838.5386436065114	1.9867772013092233	0.22810713251928214	0.2653327034848311	0.2657907613798951	0.2407694026159917	1.0	169.44152084972444	5.4999231395567644E-5	2.32405446254366	0.384078749049699	0.003385610852724855	-4.947266505387483E-5	-4.947266505387483E-5	3.730620466419653E-4	0.04402062991135872	295.94115267930874	39.2454757967173	39.245475796717294	2685.7236947519164	17.29379982287825	-20468.799283518165	-460.51701859880916	-327.49255896109185	-376.2436980609949
19000	-22270.38599205656	-1482.3538442348477	-20788.032147821712	153.0	2686.0	819.4453934999248	2.080722372442387	0.22733674709858065	0.27538642829688964	0.25849648573011624	0.23878033887441352	1.0	168.29893580555014	5.353660510295E-5	2.3907007645508114	0.3639860507584156	0.003850461069441605	-4.130081538451686E-6	-4.130081538451686E-6	4.5238489452475273E-4	0.0031293072760531808	259.71170065743445	2.371057285924631	2.371057285924631	2210.528699704863	17.723167469621192	-20464.525667588787	-460.51701859880916	-323.5064802329237	-376.0161546573136
20000	-22262.31743179512	-1457.2901839454682	-20805.02724784965	153.0	2686.0	561.0412454362508	1.8076412384709568	0.23083803439076023	0.26024115051818514	0.2644580252307158	0.24446278986033887	1.0	162.21629484958717	5.5763805423376635E-5	2.4022336743540786	0.3703132612699288	0.005053594507312545	-4.1468841177694595E-4	-4.1468841177694595E-4	3.2403427849804283E-4	0.3240605956287299	221.0975766036845	282.95340639421687	282.95340639421687	3448.207713960248	17.567596087472754	-20477.82914928774	-460.51701859880916	-327.1980985619121	-375.76700299210387
21000	-22237.26593638601	-1422.9995226755784	-20814.266413710433	153.0	2686.0	683.0551196698177	1.9102889711891122	0.23565886749613568	0.25791534469647254	0.26293765541187486	0.24348813239551692	1.0	151.007777258203	5.6729703833148385E-5	2.5697004023783627	0.38307888565038994	0.004616751874578527	-6.986035181015636E-5	-6.986035181015636E-5	3.611367063357596E-4	0.054103664937389995	217.23840212768138	42.023840094521255	42.02384009452126	2777.1638347971134	16.609867538144314	-20485.199878610852	-460.51701859880916	-329.06653509957965	-375.0173815913243
22000	-22230.253585126306	-1417.4827884767838	-20812.77079664952	153.0	2686.0	753.2690608471901	1.954909177360784	0.23600654623142	0.2631917960424051	0.26155975981398444	0.23924189791219047	1.0	147.71526645092874	5.6398036798655375E-5	2.590448112417679	0.3283233150881449	0.005192290807180568	-1.3505062809659633E-4	-1.3505062809659633E-4	3.285309102170328E-4	0.10340201114906787	194.67467584049942	80.02576448405574	80.02576448405574	3076.750157510982	17.094846780491633	-20479.39836895917	-460.51701859880916	-333.37242769035345	-375.37135108714057
23000	-22219.067443783253	-1425.49347422251	-20793.573969560744	153.0	2686.0	582.4205958638802	2.119078210516702	0.23302765537732634	0.26864791277017436	0.2625583073405631	0.23576612451193615	1.0	149.7202389176969	5.334903195479039E-5	2.6350222284924754	0.32076909705988693	0.0038344673329831856	-1.74932583135113E-4	-1.74932583135113E-4	2.9966827817034543E-4	0.16319160051403042	267.9277330564633	156.4039100944126	156.40391009441257	3428.3246337513515	17.896089776550788	-20461.493327732453	-460.51701859880916	-332.0806418282903	-375.46098906705413
24000	-22205.747655515697	-1412.5472242345008	-20793.200431281195	153.0	2686.0	536.1422070629335	2.136542909083054	0.23498493994354136	0.2626147530592484	0.2660838465205591	0.23631646047665114	1.0	144.36809070223995	5.5733156826249866E-5	2.6207522768121874	0.36511101942393404	0.002801440037445818	9.778937740841007E-5	9.778937740841007E-5	5.400306281193701E-4	-0.0795045199531604	359.2299546108897	-65.04978010263025	-65.04978010263024	1863.5261133269294	15.900969085789567	-20456.333917614895	-460.51701859880916	-336.866513666301	-376.2501563366342
25000	-22192.147490259627	-1416.537298899807	-20775.61019135982	153.0	2686.0	706.0527080012216	1.9054257982505973	0.23373742853662008	0.2666957900996075	0.2618457165715176	0.23772106479225485	1.0	147.3524264983061	5.298935501346535E-5	2.734459726757528	0.46842896398853306	0.004313591271241025	-2.5947929451327815E-4	-2.5947929451327815E-4	3.062074951669767E-4	0.22577471575052896	244.2772371051317	206.9997833172836	206.99978331728357	3441.170364445112	16.663044037500168	-20440.700502718606	-460.51701859880916	-334.90968864121464	-375.08721033314896
26000	-22183.99353116414	-1408.3188515919687	-20775.67467957217	153.0	2686.0	714.553824318113	1.6782383699946943	0.2274162149039374	0.26521720078205796	0.2683811411983854	0.23898544311561926	1.0	145.59352223559543	5.328230451496104E-5	2.754851450787063	0.11144047076704486	0.0045615433437379985	1.1640005878060245E-4	1.1640005878060245E-4	6.119299723022426E-4	-0.06967010001162165	220.2933355222816	-41.90374448778177	-41.90374448778178	1642.1447613374607	15.729495576273697	-20440.22928682457	-460.51701859880916	-335.44539274759927	-375.1252464470278
27000	-22157.220650781197	-1400.1515537045914	-20757.069097076605	153.0	2686.0	495.8014857558564	2.1951211313341195	0.2306122696065466	0.26527981421952407	0.255940193336711	0.24816772283721844	1.0	144.23256521756608	5.288249928306828E-5	2.894423308016357	0.10547428646213451	0.003527316558203507	-1.289183442299117E-4	-1.289183442299117E-4	3.977258495044396E-4	0.10884302200910373	286.90048542197627	92.9955535589251	92.99555355892511	2544.4381702785563	17.489833362491552	-20424.21810455229	-460.51701859880916	-332.8509925243144	-377.3860303896253
28000	-22159.235856067884	-1368.2532806812046	-20790.98257538668	153.0	2686.0	677.8154854441735	2.0044569649224315	0.23526082784517313	0.26562944556857193	0.2578964979752216	0.2412132286110334	1.0	134.4151555176045	4.993082114986481E-5	2.993109896313618	0.10984325832218707	0.005524430195979709	3.1127420761088747E-4	3.1127420761088747E-4	5.25502047763336E-4	-0.18268891002647097	187.26412827595846	-110.92343672330301	-110.92343672330303	1968.6461913416374	16.370244337680333	-20450.953106033245	-460.51701859880916	-340.02946935343357	-375.00873050132924
29000	-22155.845366310543	-1349.362865461754	-20806.48250084879	153.0	2686.0	659.0281405521526	1.841737909173562	0.23852292864564745	0.2585515510888938	0.25957064032875776	0.243354879936701	1.0	128.17270691239017	5.137245223140703E-5	3.064962906595426	0.0903940293385304	0.0034014316271281345	-1.6274184964107738E-4	-1.6274184964107738E-4	5.837722966077616E-4	0.11549059909720003	297.9681789614317	83.06645049816198	83.06645049816198	1736.1536230592596	18.147561579943694	-20473.106360054546	-460.51701859880916	-333.37614079424566	-375.0020142381996
30000	-22132.580307253407	-1346.519417806561	-20786.060889446846	153.0	2686.0	811.653444476535	1.9045524027015501	0.23639123062718573	0.26757940554248144	0.2586544538313949	0.237374909998938	1.0	127.73687169357709	5.0246776415069796E-5	3.2488288189235903	0.09417490273006912	0.004112171147238264	1.2894335934310447E-4	1.2894335934310447E-4	7.32412096046052E-4	-0.07429945630084109	244.5304480985988	-43.05032318516682	-43.05032318516682	1372.9307021563384	15.741498438859882	-20453.65873291661	-460.51701859880916	-332.402156530236	-375.92805693939755
31000	-22126.055639446153	-1319.7263066450967	-20806.329332801055	153.0	2686.0	832.0506795167676	2.1836209772331725	0.2411079326445406	0.2609318588803344	0.259870511742959	0.2380896967321661	1.0	118.59927252730118	5.156142139705443E-5	3.133142241458339	0.1664548164102954	0.004460699635133829	3.96726296867454E-5	3.96726296867454E-5	5.968473274758953E-4	-0.024314081683876197	224.3126877185962	-14.91013494444747	-14.910134944447472	1676.4614302518446	17.161934646892867	-20474.277137238783	-460.51701859880916	-332.05219556227286	-376.16458867853567
32000	-22115.633900816338	-1321.8665829764766	-20793.76731783986	153.0	2686.0	595.710148372142	2.0222564527925067	0.22897581459604588	0.2700131901886591	0.25149164245431943	0.24951935276097575	1.0	118.65617189704338	4.986651543346072E-5	2.454814465237157	0.25442597989874005	0.0034500794485719626	-2.1257843127758856E-4	-2.1257843127758856E-4	6.243175463509714E-4	0.14484445678026175	296.0597056194655	100.80752679936705	100.80752679936705	1636.073680578197	16.881077027236866	-20460.335272355624	-460.51701859880916	-333.43204548423665	-375.3151970799459
33000	-22095.168491147135	-1317.3506797119294	-20777.817811435205	153.0	2686.0	539.4968969893981	2.047519673279439	0.2326987902684632	0.2658405855010787	0.26032748426112057	0.24113313996933766	1.0	116.04456254302308	4.960549465522697E-5	2.486745089156075	0.19971621415226234	0.004023611814615802	-3.5796500600451244E-4	-3.5796500600451244E-4	6.028673866835453E-4	0.22983789756450482	262.3940055025122	155.80187920259667	155.80187920259667	1751.2501819549632	17.26099555540432	-20444.485045605914	-460.51701859880916	-333.3327658292918	-376.17632113011996
34000	-22084.051675866718	-1316.3263187579978	-20767.72535710872	153.0	2686.0	819.2656972290315	1.958368012228271	0.23790907645160414	0.2635773691364137	0.2584744504621607	0.24003910394982153	1.0	114.75902026417066	5.062293223093261E-5	2.5034235956713986	0.21111302871342344	0.0028201878785684446	1.2124785772099319E-4	1.2124785772099319E-4	4.5160947585315447E-4	-0.1074369152311146	358.7269798534799	-96.31081750839776	-96.31081750839776	2240.1599930715543	17.368610830296	-20434.12524546152	-460.51701859880916	-333.60011164720015	-376.01409073942654
35000	-22079.29130651406	-1316.405013936744	-20762.886292577317	153.0	2686.0	756.0488432578051	2.205872508544219	0.23719184288690787	0.2713726931859633	0.2517629926318543	0.2396724712952747	1.0	115.17494579581769	4.968103897168699E-5	2.504421005625267	0.21884518355296675	0.00340319604316346	-2.6089277772590883E-4	-2.6089277772590883E-4	6.78704394402943E-4	0.1716636104259336	302.7633833993143	116.38171306998528	116.38171306998527	1518.1324253922648	16.15606545832337	-20430.79253576039	-460.51701859880916	-332.09375681692876	-375.39319787210036
36000	-22070.95615956997	-1298.2326689416293	-20772.72349062834	153.0	2686.0	572.8235430135207	2.0430319366843612	0.23417974472124164	0.2689542859778058	0.257391623427046	0.23947434587390687	1.0	110.72715619812948	4.932640209929233E-5	2.2050989155741556	0.315443768299901	0.00414139510005797	1.009392106262357E-4	1.009392106262357E-4	7.86047725257814E-4	-0.055945107645699765	242.22264661599266	-31.104679728189176	-31.104679728189176	1276.181648499177	16.694051386131928	-20443.790082985317	-460.51701859880916	-328.9334076430226	-375.5869045703189
37000	-22068.76122997248	-1292.6321923073795	-20776.129037665098	153.0	2686.0	669.4088103134818	1.8339375696822984	0.23570595855546655	0.2661680237556411	0.2528118729855144	0.24531414470337834	1.0	108.67794355154493	4.995382810212061E-5	2.2615487547354993	0.308510427538594	0.0034085018473841047	-3.4328839690094676E-4	-3.4328839690094676E-4	7.615626368982329E-4	0.2130710976870887	307.3369057106936	138.53777556581997	138.53777556581997	1375.5380846292728	16.355088699299934	-20449.610912405686	-460.51701859880916	-326.51812525941074	-375.00089823220344
38000	-22057.963170977826	-1308.2261764850189	-20749.736994492807	153.0	2686.0	537.9809290222754	1.8543357069938358	0.23608866608512333	0.2618343142959761	0.25917892076498067	0.24289809885392033	1.0	112.99022013322418	4.768549108355637E-5	2.3294755647486842	0.29031908407214213	0.005536695420063489	-3.382677936871199E-4	-3.382677936871199E-4	9.647983923623277E-4	0.14635819629926122	184.56670186803657	64.71089869474264	64.71089869474264	1059.1742492717724	15.813503340502036	-20423.48420757815	-460.51701859880916	-326.2527869146579	-376.2093320364885
39000	-22056.89728135548	-1299.6041317039574	-20757.293149651523	153.0	2686.0	750.7089772436015	2.137056142324339	0.22078283649986508	0.2661575105676405	0.26572214378230635	0.24733750915018846	1.0	109.94245312833561	5.114582409582202E-5	2.6376727892759373	0.2162839241300019	0.005534699483491392	-1.4360549651573255E-4	-1.4360549651573255E-4	7.268083516031937E-4	0.0716001753396195	181.60931870144395	35.88304444559188	35.88304444559188	1382.9684265417961	16.268381625045016	-20429.600793004338	-460.51701859880916	-327.6923566471865	-375.3516921485186
40000	-22058.390451805586	-1310.7550961013117	-20747.635355704275	153.0	2686.0	851.5192444716374	2.0622791732813734	0.23381688807073803	0.26933352872526356	0.2548236855283204	0.24202589767567836	1.0	110.7435311306552	4.9994982786827616E-5	2.677790406397662	0.21815901019644784	0.0034366825500607837	-5.072175806786881E-5	-5.072175806786881E-5	5.910767470286217E-4	0.0355879238068597	291.347278019702	25.001230760194087	25.001230760194087	1693.9730947147766	16.96005645564929	-20420.598675767655	-460.51701859880916	-327.0366799366205	-376.40718064127225
41000	-22038.217465169317	-1294.043295393262	-20744.174169776055	153.0	2686.0	553.3887896499509	1.9836321519576243	0.23721393050670742	0.2694214142747449	0.2611586512024659	0.23220600401608216	1.0	106.93282579410145	4.927779650688978E-5	2.4127712144164875	0.2606491094872497	0.003901934577352741	2.1943342065238498E-7	2.1943342065238498E-7	7.235711764368599E-4	-1.3059367767503312E-4	256.2831326949507	-0.07772156533334418	-0.07772156533334418	1382.0340688238714	15.827306277043437	-20419.21239988383	-460.51701859880916	-324.9617698922248	-375.9000294881758
42000	-22030.04102613077	-1284.9611992099121	-20745.079826920857	153.0	2686.0	631.7583304518855	1.991344216434378	0.22842699308498	0.2655931358891109	0.2628404799473982	0.24313939107851124	1.0	104.51237749651557	5.015490771989176E-5	2.467503784975484	0.190708269398105	0.004669618818246423	-1.1018831380462649E-4	-1.1018831380462649E-4	6.199286290929388E-4	0.06476255518858846	215.05221152953436	38.224143000246464	38.224143000246464	1619.883010296132	16.027269606329167	-20421.55836387531	-460.51701859880916	-323.5214630455487	-375.0673117510736
43000	-22017.649912907593	-1274.4397828074439	-20743.21013010015	153.0	2686.0	629.0036976693502	1.9555489853663326	0.23008474104393492	0.2704237736404163	0.2652429687973471	0.23424851651830203	1.0	101.71649844880743	5.04882948857159E-5	2.46353634866146	0.2343082170315206	0.00554984243186056	-2.2344329533595017E-5	-2.2344329533595017E-5	5.181729788154485E-4	0.013176183065526361	180.21658348436452	7.771186251353069	7.771186251353068	1930.192585944716	16.005581808688117	-20419.189524632133	-460.51701859880916	-324.02060546801584	-375.0793599381852
44000	-22019.102859632036	-1275.4164143561954	-20743.686445275842	153.0	2686.0	598.1310578628559	1.802161851012197	0.2341060977819794	0.27091904560353186	0.2561122763329841	0.23886258028150495	1.0	101.63801199630034	4.869628994579196E-5	2.4367867807433803	0.20390024614825825	0.004841486233940181	-3.5598233130811454E-4	-3.5598233130811454E-4	9.528168568196058E-4	0.16574268737879022	212.38242568565622	79.34829288895153	79.34829288895153	1079.1649863543537	15.814491844394787	-20419.208238817155	-460.51701859880916	-324.4782064586857	-375.2920212391979
45000	-22025.7483343602	-1275.9055770047808	-20749.842757355418	153.0	2686.0	687.9067991501415	1.9911743263548176	0.2417306607144034	0.259266003324255	0.2616457383493101	0.23735759761203187	1.0	102.3450211088712	4.833154489270106E-5	2.4646185423647875	0.20555482182791468	0.005113195428389944	-5.357645088876714E-4	-5.357645088876714E-4	0.0010548711153104686	0.23068961520445286	206.56535187410591	104.91365503686862	104.9136550368686	1001.2683042852832	15.916998608065338	-20428.05007541595	-460.51701859880916	-321.7926819394675	-375.0278800604438
46000	-22018.853541483764	-1269.0429923807144	-20749.81054910305	153.0	2686.0	653.208760045719	1.8060670949440158	0.23311786155219807	0.2682371455250874	0.2552275640553187	0.24341742886739617	1.0	97.2609148321883	5.072434339940308E-5	2.4707416386460634	0.23254805748996443	0.004346952656366433	-1.4993722925542494E-4	-1.4993722925542494E-4	0.0010084519188664773	0.07161259768185474	231.23205594735194	34.37971918656424	34.37971918656424	996.730514397979	15.672327996201409	-20427.45714485744	-460.51701859880916	-322.3534042456137	-375.00811783542645
47000	-22006.79832356621	-1253.0912121391175	-20753.70711142709	153.0	2686.0	715.0318615427378	2.018580472286193	0.23311786155219807	0.25777833546038564	0.26568637412002044	0.24341742886739617	1.0	95.89112969344669	5.252681062171844E-5	2.4482105869230573	0.22747456223756105	0.005801648176398894	-2.8417787724149834E-4	-2.8417787724149834E-4	0.0010588698302437453	0.11465507539526618	174.66086691386133	46.87521825540666	46.87521825540665	956.9834469509751	15.785546269613462	-20431.702815877085	-460.51701859880916	-322.0042955500049	-375.12756926422117
48000	-22003.040933677017	-1261.6715756657582	-20741.36935801126	153.0	2686.0	588.44261486311	2.134889134993302	0.2319716346666911	0.2651797160863673	0.2580675453515848	0.24478110389535712	1.0	98.343925153392	4.9707507128405774E-5	2.442094262476201	0.19473219672412506	0.0056172989669663114	-2.61162357367364E-4	-2.61162357367364E-4	6.929731591597564E-4	0.13236970591079872	181.19637777463777	68.28788754737674	68.28788754737674	1468.7931447816168	16.638972939935687	-20418.37662536904	-460.51701859880916	-322.9927326422191	-375.39095141222623
49000	-21983.6110283947	-1249.8788433488667	-20733.732185045832	153.0	2686.0	583.009088642971	1.8933671264430196	0.2408215205482303	0.26141664738072073	0.2536856451615013	0.244076186909548	1.0	97.59618563523631	4.8698186329645086E-5	2.5318473975203664	0.20609889766282147	0.008387340197391348	-4.598335114276469E-5	-4.598335114276469E-5	5.90155389319712E-4	0.020668325865934964	119.27826208429379	9.293847533008707	9.293847533008705	1695.1931310968748	16.077687248848534	-20411.32500050413	-460.51701859880916	-322.40718454170207	-375.45384641651907
