#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:dna" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:dna" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:dna" name="popSize" spec="beast.core.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:dna" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:dna" spec="beast.evolution.tree.Tree">
#                    <trait id="traitsetDate" spec="beast.evolution.tree.TraitSet" traitname="date-backward">
#                GCA_000022805.1_ASM2280v1_genomic=15.0,
#GCA_000022825.1_ASM2282v1_genomic=39.0,
#GCA_000022845.1_ASM2284v1_genomic=45.0,
#GCA_000323285.1_ASM32328v1_genomic=45.0,
#GCA_000323445.1_ASM32344v1_genomic=17.0,
#GCA_000323545.1_ASM32354v1_genomic=50.0,
#GCA_000323605.1_ASM32360v1_genomic=43.0,
#GCA_000323685.1_ASM32368v1_genomic=24.0,
#GCA_000323745.1_ASM32374v1_genomic=46.0,
#GCA_000323785.1_ASM32378v1_genomic=32.0,
#GCA_000323805.1_ASM32380v1_genomic=56.0,
#GCA_000323825.1_ASM32382v1_genomic=67.0,
#GCA_000323865.1_ASM32386v1_genomic=33.0,
#GCA_000323885.1_ASM32388v1_genomic=57.0,
#GCA_000323965.1_ASM32396v1_genomic=67.0,
#GCA_000324085.1_ASM32408v1_genomic=30.0,
#GCA_000324105.1_ASM32410v1_genomic=31.0,
#GCA_000324285.1_ASM32428v1_genomic=57.0,
#GCA_000324365.1_ASM32436v1_genomic=42.0,
#GCA_000324385.1_ASM32438v1_genomic=39.0,
#GCA_000324405.1_ASM32440v1_genomic=37.0,
#GCA_000324685.1_ASM32468v1_genomic=57.0,
#GCA_000324705.1_ASM32470v1_genomic=57.0,
#GCA_000324725.1_ASM32472v1_genomic=39.0,
#GCA_000324745.1_ASM32474v1_genomic=30.0,
#GCA_000324765.1_ASM32476v1_genomic=44.0,
#GCA_000324785.1_ASM32478v1_genomic=42.0,
#GCA_000324845.1_ASM32484v1_genomic=67.0,
#GCA_000325165.1_ASM32516v1_genomic=36.0,
#GCA_000325365.1_ASM32536v1_genomic=67.0,
#GCA_000325385.1_ASM32538v1_genomic=44.0,
#GCA_000325465.1_ASM32546v1_genomic=64.0,
#GCA_015158475.1_ASM1515847v1_genomic=13.0,
#GCA_015158485.1_ASM1515848v1_genomic=14.0,
#GCA_015158575.1_ASM1515857v1_genomic=22.0,
#GCA_015158585.1_ASM1515858v1_genomic=22.0,
#GCA_015158615.1_ASM1515861v1_genomic=22.0,
#GCA_015158625.1_ASM1515862v1_genomic=27.0,
#GCA_015158635.1_ASM1515863v1_genomic=25.0                
#                                    <taxa id="TaxonSet.dna" spec="beast.evolution.alignment.TaxonSet">
#                            <alignment filter="-" id="dna" spec="beast.evolution.alignment.FilteredAlignment">
#                                <constantSiteWeights dimension="4" id="IntegerParameter" lower="0" spec="beast.core.parameter.IntegerParameter" upper="0">1108245 997240 1008295 1105069</constantSiteWeights>
#                            </alignment>
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.dna"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="FrequenciesPrior.s:dna" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:dna" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="PopSizePrior.t:dna" name="distribution" x="@popSize.t:dna">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#        <prior id="RateACPrior.s:dna" name="distribution">
#            <parameter id="rateAC.s:dna" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:dna" name="distribution">
#            <parameter id="rateAG.s:dna" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta" spec="beast.core.parameter.RealParameter">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:dna" name="distribution">
#            <parameter id="rateAT.s:dna" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:dna" name="distribution">
#            <parameter id="rateCG.s:dna" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.7" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.8" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:dna" name="distribution">
#            <parameter id="rateGT.s:dna" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.5" name="distr">
#                <parameter estimate="false" id="RealParameter.11" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.12" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ucldStdevPrior.c:dna" name="distribution">
#            <parameter id="ucldStdev.c:dna" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.6" name="distr">
#                <parameter estimate="false" id="RealParameter.14" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.15" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <prior id="MeanRatePrior.c:dna" name="distribution">
#            <parameter id="ucldMean.c:dna" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.4" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@dna" id="treeLikelihood.dna" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:dna">
#            <siteModel id="SiteModel.s:dna" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:dna" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:dna" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:dna" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:dna" rateAC="@rateAC.s:dna" rateAG="@rateAG.s:dna" rateAT="@rateAT.s:dna" rateCG="@rateCG.s:dna" rateGT="@rateGT.s:dna" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:dna" lower="0.0" name="rateCT" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                    <frequencies frequencies="@freqParameter.s:dna" id="estimatedFreqs.s:dna" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@ucldMean.c:dna" id="RelaxedClock.c:dna" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:dna">
#                <LogNormal S="@ucldStdev.c:dna" id="LogNormalDistributionModel.c:dna" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.13" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="76" id="rateCategories.c:dna" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	rateAC	rateAG	rateAT	rateCG	rateGT	popSize	CoalescentConstant	ucldMean	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
0	-1.7798288274527156E8	-1.77982776714758E8	-106.03051355244548	-1.77982776714758E8	55.56449349368091	1.0	1.0	1.0	1.0	1.0	0.3	-92.14915086435707	1.0	0.1	0.9992009492756676	0.008172002251955794	0.09112333309161262	0.25	0.25	0.25	0.25
10000	-5864602.250491504	-5864358.03958777	-244.21090373412986	-5864358.03958777	352.3088899437334	1.5629094192842083	1.5954285341927077	0.8369876933697481	0.5903350775062537	1.3886309553260325	87.55898300172501	-207.2108820873723	1.228106084363244	5.825861274056496	0.4646320762562315	0.28246095984375075	0.5842059012185329	0.26209917488644935	0.23678417095441198	0.24141121605590643	0.2597054381032322
20000	-5863913.106663854	-5863679.386619637	-233.72004421670874	-5863679.386619637	179.48961827472758	1.1515394958006235	0.9955683547100771	0.4489583015193857	0.17041482927855095	0.9762748674198227	87.47475149720238	-199.71863363841229	1.4197518355013485	5.840865960893131	0.9114631154151236	0.4246398298623821	0.6669080260760976	0.26209917488644935	0.23678417095441198	0.23935478061954724	0.2617618735395914
30000	-5863910.758153945	-5863683.7814308815	-226.9767230634845	-5863683.7814308815	175.38708444055393	1.1227924216574965	1.2734406940784124	0.5977028909434089	0.3282896672147837	1.051055109101946	40.14671094483973	-192.526357962953	1.8345158087109172	5.842318465884109	1.322242413973719E-7	2.2566117669226142E-11	4.890455673464916	0.26209917488644935	0.23678417095441198	0.23935478061954724	0.2617618735395914
40000	-5863800.631916357	-5863556.856849787	-243.77506656994433	-5863556.856849787	176.9359094908564	1.8139617198572475	1.2734406940784124	0.6642682162721973	0.26141729127927743	1.1318536255181877	79.56498290976371	-207.9622735673091	2.0279752251721015	5.913230372270978	1.3702585819830925E-7	6.46215517915161E-11	4.980929495093047	0.2629204785016836	0.23635084503601025	0.23935478061954724	0.2613738958427589
50000	-5863785.993445693	-5863547.554417079	-238.4390286129639	-5863547.554417079	162.20313404941476	1.6648049289961229	1.2491441475604312	0.7247191033721968	0.38961276052916943	1.079915287713954	59.58424537669853	-202.61809295154382	1.6007179602714356	5.906702910747705	1.3519830000110145E-7	1.96791576525439E-11	4.474063000212304	0.2629204785016836	0.23635084503601025	0.23935478061954724	0.2613738958427589
60000	-5863764.25161169	-5863533.184527414	-231.06708427621365	-5863533.184527414	126.67856415767604	1.0714602413594112	1.1615295285162874	0.6086538162452726	0.406252071456611	1.079915287713954	80.20004622084858	-195.5814624529059	1.9473827545088063	5.927110703269267	1.9622699835325757E-7	5.8086641446032216E-11	5.599162287783687	0.2624105827246263	0.23635084503601025	0.23935478061954724	0.2618837916198162
70000	-5863782.771469511	-5863540.733934594	-242.0375349169823	-5863540.733934594	225.34207797589696	1.2628511730079375	0.9672850630081006	0.6694266050210189	0.2599597926992642	1.079915287713954	73.36310463930506	-207.11307541322037	1.2697600430144156	5.882049624197211	9.831126877059768E-8	1.9630394456714945E-10	7.321824989032617	0.2624105827246263	0.23635084503601025	0.23935478061954724	0.2618837916198162
80000	-5863794.0388460355	-5863549.910423295	-244.12842274097125	-5863549.910423295	156.9709134658413	1.1154799060857985	0.7589027245237439	0.3972930471650295	0.24701518212606216	0.9417546522658086	98.96119024937771	-209.87322269572786	1.6019370163474271	5.927115144564208	1.0815768550254871E-7	8.064542048397518E-11	7.20428150784662	0.2624105827246263	0.23635084503601025	0.23935478061954724	0.2618837916198162
90000	-5863773.252912828	-5863532.48182972	-240.7710831081688	-5863532.48182972	138.10559358190216	1.1956456101946769	0.9344080608910895	0.5591123016889374	0.3209255574541502	1.1442208778191845	68.80050893124073	-205.79695758797143	1.5332093626470435	5.927115144564208	1.0838578904125805E-7	3.1339412646575376E-11	6.627450809327506	0.2624105827246263	0.23635084503601025	0.23935478061954724	0.2618837916198162
100000	-5863770.870305946	-5863523.839056445	-247.03124950121963	-5863523.839056445	115.38908542707205	1.197462697725607	0.9344080608910895	0.5183199762209856	0.2744865794280934	1.1442208778191845	89.96691883531975	-211.98154780040042	2.018417042579325	5.94006180764714	1.145867982626023E-7	1.28080286341449E-10	7.4268352438834055	0.2624105827246263	0.23635084503601025	0.23935478061954724	0.2618837916198162
110000	-5863736.827351967	-5863491.676861742	-245.150490225151	-5863491.676861742	97.87036321043844	1.5475804633796018	1.0795029518796084	0.9414640715067223	0.44153341818994246	1.2097047139936794	76.96845234550297	-208.69675714652442	1.7879881565093991	5.94006180764714	1.3160615674718733E-7	2.29862806068745E-10	7.68305328431567	0.2624105827246263	0.23635084503601025	0.23935478061954724	0.2618837916198162
120000	-5863738.736267965	-5863499.79227669	-238.94399127584995	-5863499.79227669	91.3188069368041	1.3447725137125797	1.125884248893034	0.48718820227408194	0.4752956405380715	1.2780502903324547	92.89013621377471	-202.90469372802224	2.757839264861105	5.957806240086384	1.6477224744630458E-7	1.0146092671874239E-10	6.765852962032038	0.2624105827246263	0.23635084503601025	0.23935478061954724	0.2618837916198162
130000	-5863744.541303112	-5863493.479398343	-251.06190476899698	-5863493.479398343	393.3602086223057	1.3447725137125797	1.1939457039696597	0.6341043723073442	0.2465294287089684	1.1932225178591973	118.68704988828165	-215.16677238125374	2.8408513143832845	5.960313465581711	6.650263484815744E-8	4.82245087014862E-10	7.732232592387935	0.2624105827246263	0.23635084503601025	0.23935478061954724	0.2618837916198162
140000	-5863725.632604676	-5863480.144592265	-245.48801241193013	-5863480.144592265	166.05118778197232	1.4262478506488345	0.9268474941597459	0.6630876189887599	0.21482501905282225	0.9158941976086462	102.50274439192603	-210.2644693261598	2.7139178922103726	5.9723747521374655	1.0510132850359728E-7	4.4031977408592517E-10	7.682125868355099	0.2624105827246263	0.23635084503601025	0.23935478061954724	0.2618837916198162
150000	-5863731.680589273	-5863484.084760384	-247.59582888873646	-5863484.084760384	111.03715055758083	1.343797422762383	0.8958028913892033	0.7843832504261582	0.21482501905282225	1.0461485958603431	130.4801402971191	-211.91861962245588	2.4797378015161353	5.9723747521374655	1.1871220094183512E-7	1.268687548932876E-10	6.89913699109399	0.2627157115138024	0.23635084503601025	0.23905228682531482	0.2618811566248725
160000	-5863611.1108177425	-5863344.401188917	-266.70962882487856	-5863344.401188917	238.7875541344057	1.343797422762383	0.8168919438723565	0.58575890026923	0.2894160645746245	1.136397177360049	150.5932363946272	-230.89408932243003	2.4367277751452314	5.974428596763985	7.919158326853574E-8	2.305476331748048E-11	5.704595677567691	0.2627157115138024	0.23635084503601025	0.23905228682531482	0.2618811566248725
170000	-5863505.791016733	-5863240.971705648	-264.8193110854741	-5863240.971705648	188.9650669687558	1.343797422762383	0.9078181756027818	0.6108025435254046	0.2975279746413773	1.4542553882287326	132.77275091492365	-228.57840965118928	2.2360036920704873	6.01563563402574	9.528698483802059E-8	6.455874654571725E-12	4.203818971601812	0.2627157115138024	0.23635084503601025	0.23905228682531482	0.2618811566248725
180000	-5863503.07116125	-5863233.306243077	-269.7649181726685	-5863233.306243077	414.16216139790794	1.6475048879700749	1.267168388698018	0.6035331004073279	0.27634596066779354	1.2532610189621534	144.69782557937273	-233.15915242458834	1.5053696559260523	6.002986950086022	6.765827455901525E-8	1.4716101995126146E-11	6.615544818793218	0.2627157115138024	0.23635084503601025	0.23905228682531482	0.2618811566248725
190000	-5863487.786640651	-5863212.346931563	-275.43970908813407	-5863212.346931563	433.28463639523835	1.1610242946762004	0.9261694637655908	0.6035331004073279	0.25092375182802495	0.9262337786194776	199.62033818396137	-239.64869041278658	1.5428378947981445	5.993204618893597	6.270259991917765E-8	5.846967435604333E-13	3.1763382902860413	0.2627157115138024	0.23635084503601025	0.23905228682531482	0.2618811566248725
200000	-5863504.852871842	-5863233.390099616	-271.46277222619943	-5863233.390099616	224.144983320125	1.280810703753298	1.060502771567737	0.5182622064465214	0.2603150504849778	1.0581590658106996	204.3398385815728	-235.20941953521546	2.2529292395156175	6.0585180771866325	1.1866713146296182E-7	1.7788598329137362E-13	2.00850549197702	0.2627157115138024	0.23639741850265408	0.239005713358671	0.2618811566248725
210000	-5863489.729668706	-5863207.16734603	-282.5623226761569	-5863207.16734603	655.3567326726514	1.2923709862098618	0.9946534316694658	0.5182622064465214	0.2603150504849778	1.0581590658106996	184.71875525458668	-246.43477071377677	2.126740520434373	6.069521817184594	6.404106889149694E-8	4.991576055075899E-13	2.6627840833904934	0.2627157115138024	0.23639741850265408	0.239005713358671	0.2618811566248725
220000	-5863492.946141993	-5863214.21754988	-278.72859211282633	-5863214.21754988	169.17110153423047	1.2415174205184172	0.9325986372612294	0.40496013147339577	0.2528725401825695	1.0581590658106996	160.47961039992245	-243.14432493639046	2.7970233378209834	6.061689048785859	1.082239711650134E-7	9.548873909131339E-13	2.8450978913663345	0.2627157115138024	0.23639741850265408	0.239005713358671	0.2618811566248725
