# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed May 12 07:47:11 AEST 2021 [seed=1620769630232]
# -overwrite 1.ANTSC_dates_epop_prior.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-1.747752595030363E7	-80.84537535098376	-1.7477445104928277E7	52.84909387098895	52.84909387098895	59.44561488204063	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	-1.7477445104928277E7	0.0	-6.596521011051681
10000	-5882641.026428532	-24.112529036189628	-5882616.913899495	155.95439637443147	155.95439637443147	304.9754492648588	18.90965161084211	0.991546304964857	0.9900713961355763	0.9639024014422406	1.0402796894811441	1.039977796506324	0.9742224114698574	0.0068357711954088515	1.0882942097688273E-7	1.0882942097688276E-7	-5882616.913899495	0.0	-17.338946457458018
20000	-5882638.4304526085	-23.65998841259139	-5882614.770464196	165.1264125546166	165.1264125546166	320.3642804468958	33.990583608888706	0.9986611632876855	1.0124463795984608	0.9590461870724357	1.055629859609002	1.0661144913440364	0.9081019190883802	0.017159240954033	1.0226369695297888E-7	1.0226369695297888E-7	-5882614.770464196	0.0	-15.413393330879938
30000	-5882636.966358842	-27.290427684233705	-5882609.6759311585	288.05265819951654	288.05265819951654	575.3406979003009	53.498403149735346	0.9489181980417373	1.0785389068059459	0.931875517550975	1.069724892930788	1.0492428463956045	0.9216996382749494	0.02352466183841633	5.264861190403903E-8	5.264861190403902E-8	-5882609.6759311585	0.0	-17.705031540680054
40000	-5882644.104230559	-30.531496978393825	-5882613.572733581	174.42188223465467	174.42188223465467	339.0194297469129	101.38516080539004	0.9453614124437016	1.1260651784680649	0.9149022144491663	1.0393238245083323	1.058606022323871	0.9157413478068634	0.07388826925808717	8.198972886643346E-8	8.198972886643347E-8	-5882613.572733581	0.0	-15.570770813790709
50000	-5882635.022693031	-27.273043850848154	-5882607.74964918	283.3328967486921	283.3328967486921	563.4702242382862	48.58008286021976	0.8983575548620378	1.178715921636047	0.9150430938138625	1.0358161691135066	1.05142114873332	0.9206461118412251	0.2598797090810204	4.49554517216736E-8	4.49554517216736E-8	-5882607.74964918	0.0	-17.775334573522926
60000	-5882631.446724107	-26.312824051902812	-5882605.133900055	199.95163873838342	199.95163873838342	395.36164953751666	53.83790934184362	0.9464170741314106	1.1800399541971367	0.9414523254043697	1.0178761468560766	1.0923912541962637	0.8218232452147419	0.25843516897940466	7.460792933724198E-8	7.460792933724198E-8	-5882605.133900055	0.0	-15.861772874506336
70000	-5882641.264905153	-30.00037479820515	-5882611.264530354	334.74898410212495	334.74898410212495	690.1528737707388	43.172972424713244	0.9131582274203375	1.1905671664311388	0.9648021527133088	0.985894052468245	1.0711349145611522	0.8744434864058173	0.46354729014119905	5.560043169589282E-8	5.5600431695892825E-8	-5882611.264530354	0.0	-20.63116821560019
80000	-5882632.552359842	-28.562580187764382	-5882603.989779654	316.32427074968274	316.32427074968274	628.3541601117223	42.44584574856507	0.9139436829512687	1.2223283501634155	0.9363992808820063	0.9759165163691789	1.079694429367174	0.8717177402669568	0.6618233131504249	4.056976181610393E-8	4.056976181610392E-8	-5882603.989779654	0.0	-18.98022650075825
90000	-5882632.6138177905	-27.539298149036696	-5882605.074519642	182.2067873083765	182.2067873083765	359.48021624152113	14.71615259104706	0.8617484141292134	1.22537174329763	0.9972710061289994	0.9169617747994405	1.1154654784698201	0.8831815831748971	0.18950079946174192	6.949763447988143E-8	6.949763447988143E-8	-5882605.074519642	0.0	-21.126202053379895
100000	-5882628.180551067	-26.390726812520864	-5882601.789824255	253.41765796144747	253.41765796144747	501.05068987829026	50.92439226000532	0.8883151909360532	1.2191146753163167	1.0290510958135684	0.8974649013059917	1.0907901726597151	0.8752639639683562	0.040846713175534115	5.534326613309753E-8	5.534326613309753E-8	-5882601.789824255	0.0	-16.93400510216434
110000	-5882628.883130927	-25.04127947447596	-5882603.841851452	200.81390864797427	200.81390864797427	398.6003645721752	38.07740436849544	0.797465521199336	1.2640681142918078	1.0477260949018663	0.9540911376922022	1.0691125593056439	0.8675365726091449	0.0304529039055705	8.104441596060633E-8	8.104441596060632E-8	-5882603.841851452	0.0	-16.584944442993653
120000	-5882631.218497094	-29.391004299262338	-5882601.827492795	243.7220209058892	243.7220209058892	485.18530439789635	75.18710528614811	0.8000982856637986	1.2707152907499952	1.0671080020796737	0.9507287953425462	1.0906506046056346	0.8206990215583533	0.5350467042294633	6.587391798651204E-8	6.587391798651204E-8	-5882601.827492795	0.0	-16.41642508593624
130000	-5882628.7383417	-28.13588376403496	-5882600.602457936	167.18405712130027	167.18405712130027	328.61582541301686	26.669468761172514	0.7996236594989992	1.3312198483822493	1.032323005178745	0.9067655297076971	1.1281251884541215	0.8019427687781903	2.1693518570529093	8.451836446717536E-8	8.451836446717537E-8	-5882600.602457936	0.0	-16.42502819225311
