# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed May 12 07:55:16 AEST 2021 [seed=1620770114696]
# -overwrite 2.MEDUCLN_ultra_epop_prior.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-1.267489447302154E7	-1379.3928122620418	-1.267351508020928E7	1.7850687444705944	10.267476722706036	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	0.3333333333333333	0.9825655370931976	0.32929477565294984	0.02529962175026553	-1.267351508020928E7	-1250.758241052335	-120.0606805134543
10000	-5937024.50870555	-818.132965216706	-5936206.375740333	0.0047644076591572045	0.05315923958346478	0.00485282831740563	1.014668269009326	1.0233575419916376	0.9770367713436954	0.976719663972726	1.0452953413386368	0.9629224123439782	0.0525749145077936	1.0	16.190314708288412	0.01950425345444903	2.7644122297862723	0.0971647842520348	-5936206.375740333	-1250.758241052335	487.7757457685942
20000	-5931859.956770853	-771.1701832805849	-5931088.786587573	0.0035170962444040447	0.037439724387306327	0.003841024564954496	1.0194458662074488	1.09032140570641	0.9338083245239082	0.9308485606246496	1.0633715654987554	0.9622042774388279	0.04106773867725995	1.0	12.779261163129288	0.02448108918892297	2.743510500239154	0.06516444782564654	-5931088.786587573	-1250.758241052335	524.4822515372016
30000	-5930000.763999124	-734.6879275400745	-5929266.076071584	0.003065488014771848	0.02850526010497231	0.0033687501890606007	1.010550109297145	1.1141167727414052	0.9057658064865045	0.9141753795856001	1.1244551719630171	0.930936759926328	0.03065121857578131	1.0	12.201633212610266	0.030981386992929134	2.6648022701188334	-0.008581988769327647	-5929266.076071584	-1250.758241052335	559.2107431585143
40000	-5927674.529096481	-684.9140206001923	-5926989.615075882	0.002249805321829789	0.02031807241887116	0.002302194855729894	0.9943146490227643	1.1415061818125225	0.9227849553431368	0.8323416655498568	1.1600233084687086	0.9490292398030102	0.04320871034882025	1.0	9.95122615653742	0.04175817511374616	2.755969260165458	-0.023168957514382416	-5926989.615075882	-1250.758241052335	602.2584372581907
50000	-5926123.264554356	-685.2584100180401	-5925438.006144338	0.002609426948253129	0.02010707432212251	0.001758646665251593	1.011417998157043	1.1537681667194106	0.9154101407088383	0.8046332622203026	1.1845674263962167	0.9302030057981879	0.022775592282887377	1.0	10.313969712665598	0.04015753760713025	2.8338535438983463	-0.010220007712197244	-5925438.006144338	-1250.758241052335	602.9613579177766
60000	-5925803.311597341	-668.9529677724775	-5925134.3586295685	0.002991056487057274	0.019139943121973646	0.0015210997467723555	0.9429208024472321	1.2064934430903305	0.9299066683637653	0.8095285441744425	1.2030859967058773	0.9080645452183518	0.007724600074505742	1.0	9.867771264691468	0.041588556292344654	2.8065502846117107	-0.01991483583120447	-5925134.3586295685	-1250.758241052335	617.8980790803082
70000	-5924933.783613159	-657.4178840315774	-5924276.365729128	0.0029468393687133764	0.017285106906954464	0.0015755231299924787	0.9557877027618921	1.2442621831723941	0.9114902941054293	0.7424102589212771	1.238176400184753	0.9078731608542538	0.0029723229028852495	1.0	10.086866436769188	0.04571056907710118	2.7320160529523094	0.02060054206719749	-5924276.365729128	-1250.758241052335	630.0809492254365
80000	-5923984.831659494	-596.9930194332965	-5923387.83864006	0.0015216522086772468	0.010781364336489511	9.532988170561145E-4	0.9461828991902957	1.2943159957101391	0.9170965670770441	0.6849120831324605	1.2508473859530316	0.9066450689370281	0.03430657394424195	1.0	6.943765877954402	0.07034542487180248	2.554764128879023	0.12912926805950187	-5923387.83864006	-1250.758241052335	681.1391184269245
90000	-5923736.927258923	-618.9898983113338	-5923117.937360612	0.0024312737268764833	0.013716083614899848	0.0013792966903425118	0.9674681805563092	1.2950992930969991	0.9173306872243823	0.6694529172930782	1.2686980669908996	0.881950854838331	0.025437051884542268	1.0	8.18247843405244	0.056505907740461096	2.357681785992752	-0.03671711144084569	-5923117.937360612	-1250.758241052335	662.8406807728492
