name,Bayan-Ölgii,Colorado,Gansu,Govi-Altai,Inner Mongolia,Issyk-Kul Region,Karachay-Cherkessia,La Libertad,Maharashtra,Nairobi,Qinghai,Republic of Kalmykia,Samtskhe-Javakheti,Talas Region,Tibet,Xinjiang,Yunnan
NODE0,0.03629854912105457,0.01816623997728839,0.021389053557117788,0.024706853473007395,0.020034486195483227,0.018496813594164982,0.018192238032536324,0.01816623997728853,0.018066142480580978,0.0242488279249534,0.4808098817680471,0.017762356867840383,0.17160514077216404,0.03803740955700651,0.018066142480580825,0.033558108330125326,0.022395515890760283
NODE1,0.005294979314300194,0.0027095800495290944,0.0037685386366435153,0.0049141065192988215,0.0030516984423731076,0.002704208153481635,0.002719382127050334,0.0027095800495291235,0.0026853532577584913,0.004718809026615619,0.9265904690450596,0.0026196668039304774,0.01749723946742045,0.006102765745924094,0.0026853532577584566,0.005340605490460687,0.0038876646128661943
GCA_000323485.1_ASM32348v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000323845.1_ASM32384v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE2,0.05234575625786034,0.014350606465701458,0.016347223635676433,0.01859946233300477,0.01678074736397917,0.01621391964018599,0.014632955787939996,0.014350606465701594,0.014329895954242012,0.01839542807980986,0.27409647780610896,0.01452315983917868,0.3914116896466913,0.05131835397456996,0.014329895954241884,0.040644611797223694,0.01732920899788377
GCA_001188795.1_ASM118879v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NODE3,0.13410434917249855,0.015947399392212312,0.01787698574346077,0.02032056154983497,0.020518184899396934,0.02254107297417057,0.016768313554608276,0.015947399392212475,0.01605941901578181,0.020228003588142543,0.2846269804503172,0.017103283680512227,0.14868618483125923,0.12230746741630538,0.016059419015781676,0.09183297141386376,0.019072003909641456
NODE4,0.04113007425779013,0.01043693396578631,0.012392337344395866,0.014468303178587046,0.012381082579764452,0.011881371817278321,0.0106760810383384,0.010436933965786412,0.010421109163885073,0.0142632213174092,0.43450552205680176,0.010569270959606516,0.047709160416545965,0.3032215307194762,0.010421109163884997,0.03195132255307268,0.013134635501590617
GCA_000323625.1_ASM32362v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001294975.1_ASM129497v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NODE5,0.3840302099044152,0.012801553454921398,0.013559018432069098,0.015073592782412574,0.019605592773772315,0.032775889979745294,0.014242677155283509,0.012801553454921517,0.013100248997186642,0.015245019785917548,0.09172987326592406,0.015443015417359866,0.04587222073923727,0.03922247109798942,0.013100248997186554,0.24677652445667242,0.014620289304985396
GCA_002981895.1_ASM298189v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE6,0.07910423664212037,0.006807207418488402,0.006930244225026106,0.00761010067479151,0.01128512135840924,0.06775025918452905,0.007740859685157918,0.006807207418488491,0.0069908849241797555,0.007789643508942401,0.0240155274047732,0.009520528008576844,0.012174764980594874,0.01106727665412944,0.006990884924179704,0.7198902749638274,0.007524978023785089
GCA_009670865.1_ASM967086v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NODE7,0.03117514388085685,0.006039365429460165,0.006029022467618527,0.006595953741570298,0.00982330581220893,0.20184322986093692,0.006833798554317949,0.006039365429460246,0.006193057723629463,0.006787117403216555,0.014225238390016768,0.008606462940856995,0.007482949142867845,0.007147768293972159,0.00619305772362941,0.6624219125503438,0.006563250655037063
GCA_003074535.1_ASM307453v1_genomic,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE8,0.014148296660792464,0.002895743913032444,0.002957890106013114,0.0037190284493268866,0.005679535257861078,0.035578143378340615,0.0035514093814837905,0.00289574391303249,0.0030380644880473114,0.003906118734558301,0.007691128036981052,0.004563511610038161,0.0032816955520818675,0.003192022487968837,0.0030380644880472854,0.8966606636551032,0.003202939887291025
GCA_000320465.1_ASM32046v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NODE9,0.027803401394421296,0.00426146119648668,0.004620900923459315,0.007633820376422306,0.010551900382354666,0.017024743535469084,0.0059961121094753555,0.004261461196486751,0.004677470633859831,0.008241621330279352,0.016377856345553003,0.0066602904376897535,0.004853630653409735,0.004746257221273338,0.004677470633859793,0.8626870597344486,0.004924541895051271
GCA_000324065.1_ASM32406v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0
