	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D25-L001_2 - illumina_universal_adapter	0.0019808134702156196	0.002023564840076388	0.0020378152966966444	0.0021233180364181817	0.0021233180364181817	0.002180319862899207	0.002180319862899207	0.0022088207761397196	0.0022800730592410006	0.0025080803651651006	0.0027075867578486884	0.003983002625361623	0.012625904565547042	0.0487650625545169	0.14506964839420866	0.3573373249812357	0.7722678703932371	1.5200392058562535	2.665854295636268	4.265468051260033	6.485446934933413	9.232357827825698	12.47452196487006	16.08802450052506	19.904938053977595	24.01432797910427	28.174242898178065	32.299621835632664	36.366809033478454	40.23420482950825	43.94604976629964	47.47132059979032	50.73860116662788	53.81702043187719	56.64898517510747	59.28901764334783	61.718684870959976	63.9370748287202	65.9867465053249	67.86213509746386	69.57004519817326	71.13493771624178	72.57518861548121	73.90420045034293	74.82490107689276
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D25-L002_1 - illumina_universal_adapter	0.0016595898037663817	0.0016882034210726987	0.0016882034210726987	0.0017168170383790157	0.001759737464338491	0.0017740442729916495	0.001788351081644808	0.0018312715076042835	0.001974339594135868	0.002196095128259824	0.0024321574710369385	0.003920065570965419	0.012911894809475513	0.05051018794997596	0.14994250808942727	0.37227746796383643	0.8071972976155272	1.5860814209064538	2.7698482290817648	4.430675571796645	6.714063693053715	9.538063192887684	12.874353743569625	16.59013954718092	20.52047740675931	24.752409946150603	29.030496250256988	33.26113402346517	37.422419541727166	41.384761732262675	45.174821332996835	48.774943742051676	52.09955993687264	55.23537633130219	58.1109518763308	60.794773264981124	63.25453572331433	65.50174907889189	67.58519239581673	69.48765458327915	71.21251920152557	72.79852908838876	74.25397503948321	75.59202647217418	76.52750576957826
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D25-L002_2 - illumina_universal_adapter	0.0016452829951132235	0.0016738966124195402	0.0016738966124195402	0.0016882034210726987	0.0016882034210726987	0.0017168170383790157	0.0017168170383790157	0.001759737464338491	0.0018312715076042835	0.002024413424421923	0.002274782575852196	0.003769844080107255	0.012368236080655494	0.04877906410294379	0.14465614229208523	0.36167612275184596	0.784299250366147	1.5407288374759411	2.6934141038522657	4.312966303602783	6.5389698153520355	9.300548709032274	12.566278079436838	16.210830282764057	20.05291659316544	24.1957034078389	28.385201952764927	32.53233803726895	36.60188114504257	40.48095055581236	44.20532044461555	47.73219914677054	50.988757852828435	54.03921267342892	56.83492045915128	59.44750824751752	61.83888416048863	64.03326247171007	66.07219730691494	67.93871363763628	69.64071597565496	71.202869259089	72.63236981269097	73.94431131958993	74.85509706525865
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D51-L001_1 - illumina_universal_adapter	0.0072833669791650185	0.0073194947915616706	0.0073194947915616706	0.007341171478999662	0.007362848166437653	0.007362848166437653	0.007370073728916983	0.007370073728916983	0.007442329353710287	0.007478457166106938	0.007579615040817564	0.008977761380567991	0.018681691790308687	0.0587076951445593	0.15750642370568319	0.36381068361552404	0.7603206502312578	1.4512722878797042	2.482186640180645	3.909733793659468	5.7962450630441165	8.172147291935051	11.012197977810732	14.19679599773204	17.62074077478117	21.253572950326497	25.068359240226325	28.981431243751246	32.89938411473095	36.758340268066924	40.527536871503415	44.20378022642456	47.76013343590742	51.137527526683456	54.31473740896965	57.31195130433325	60.124660461787144	62.74813936346985	65.18128611110328	67.440856784077	69.5300667576943	71.45948702986246	73.23517623472037	74.86922273829597	76.0216385364681
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D51-L001_2 - illumina_universal_adapter	0.010289200970566454	0.010347005470401098	0.010347005470401098	0.010361456595359758	0.010361456595359758	0.010368682157839088	0.01037590772031842	0.01037590772031842	0.01041203553271507	0.010422873876434067	0.010502355063706701	0.011904114184696793	0.021727266375346437	0.06190500654166299	0.16153106200667022	0.36937436672460844	0.7697789115167012	1.4712401297913338	2.5177905992975456	3.9687702518968364	5.883847782543517	8.297947947481433	11.178140245711033	14.39869627731073	17.854802032955355	21.518465683599988	25.354870856437973	29.282365082671635	33.22204883280793	37.096951802535784	40.8833199552044	44.57258016093206	48.14120598828606	51.53217691096077	54.72105246386984	57.73079909735383	60.55392751590292	63.191781674138255	65.6368072464877	67.91063756701439	70.0133015379682	71.9527545036389	73.73653995125491	75.37932938543051	76.53739196068022
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D51-L002_1 - illumina_universal_adapter	0.0069668604590827216	0.006974117605394266	0.006988631898017355	0.006995889044328899	0.0070031461906404436	0.007017660483263533	0.007032174775886622	0.007032174775886622	0.007068460507444345	0.0071011176658462944	0.00720634628736369	0.008577946940245601	0.01826260869300174	0.05838011350321974	0.16030310487570648	0.36974071885372506	0.7720188531952599	1.4670248697324095	2.5080987938550257	3.953718710541535	5.863534733899677	8.277580911557084	11.159136083177348	14.377716758078892	17.81513668000506	21.464871674421772	25.292813153664774	29.224361282224542	33.14622474903155	37.02098933627664	40.78887792979161	44.46470962234464	48.010043309923475	51.38903957546855	54.56392134385513	57.56102479904781	60.37310730902765	63.0014461315455	65.43951709206729	67.69459910834345	69.77199352575462	71.69714027069591	73.47161777249005	75.10140591969778	76.24992915210913
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D51-L002_2 - illumina_universal_adapter	0.010036633348866045	0.010065661934112223	0.010087433373046857	0.010094690519358402	0.010101947665669946	0.010130976250916125	0.010145490543539214	0.010152747689850758	0.01018903342140848	0.010203547714031569	0.010330547774483598	0.011731177012611687	0.02161903886209107	0.06204134381739394	0.1653250501232953	0.37674749361752125	0.7815656291680966	1.4837816205657657	2.535048206682946	3.9935640723650696	5.917034416508383	8.347753887816566	11.251791698709992	14.493486384613805	17.951592802101032	21.62464500761674	25.475642440691516	29.424934291983007	33.36599653935721	37.258258106359435	41.05356057006626	44.74227006874912	48.29694733220407	51.66927065171569	54.82677518325927	57.802208799565676	60.58881146884569	63.1977011392486	65.62441829436597	67.88030222530958	69.96815419055568	71.90159948230422	73.68192624402546	75.31509984998753	76.45854307998079
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D62-L001_1 - illumina_universal_adapter	0.002554767400350446	0.0026115400092471225	0.0026456035745851285	0.0027137307052611404	0.002736439748819811	0.002770503314157817	0.002770503314157817	0.0027818578359371524	0.002838630444833829	0.0028499849666131644	0.002872694010171835	0.0034006792729109267	0.007363407373898952	0.024196485911763557	0.0710565972950804	0.18056528259587984	0.41774421078352564	0.8801514329860666	1.6517479605007979	2.811896223304384	4.446300151787247	6.565564869291287	9.143149181157307	12.096255914570396	15.310862961822465	18.708459482070303	22.25056500100374	25.86217154774849	29.51100389414679	33.11855119935542	36.63600037424504	40.060524142892575	43.375601676109085	46.55676397946013	49.564854984589644	52.425132825195774	55.094870435822884	57.60638278545495	59.95211911710872	62.15302852346707	64.19937450210422	66.09976945778979	67.86786152570255	69.51025903751807	70.66678520787404
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D62-L001_2 - illumina_universal_adapter	0.0021573591380737098	0.002202777225191051	0.0023163224429844044	0.0023844495736604163	0.002407158617219087	0.0024298676607777576	0.0024298676607777576	0.0024298676607777576	0.002497994791453769	0.0025093493132331045	0.0025434128785711105	0.003048689097751532	0.007085221590305236	0.02428164482510857	0.07169245051472319	0.18255232390726356	0.4217296479280723	0.8905067568488204	1.6723393857476225	2.8497067808295706	4.506694853131531	6.658178026184435	9.273658054488987	12.261696974156202	15.505570301294505	18.930173551594493	22.489600393502307	26.110409780149205	29.772140863288833	33.39447175585416	36.928595045976735	40.362775835397585	43.68738548964785	46.881452207001104	49.90097153830153	52.772320037642515	55.45178279617362	57.97760184324765	60.336481033861006	62.55045949478736	64.60663848928542	66.51913168792687	68.29728953939701	69.95223379777869	71.11530017267957
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D62-L002_1 - illumina_universal_adapter	0.002641043136580574	0.002663909310923263	0.0026753423980946075	0.0026867754852659517	0.0026982085724372965	0.0027210747467799855	0.0027325078339513298	0.0027439409211226745	0.002801106356979397	0.002881137967178808	0.002921153772278514	0.003361327628375276	0.007528687902330338	0.024152396649465207	0.07242289068688158	0.1821519448138602	0.4221381610839664	0.8931070374767451	1.6780284875946432	2.851246160769328	4.511736292643128	6.667101886184989	9.277458616797675	12.26610761919222	15.503752110547891	18.929996807882063	22.499029330899155	26.113073918109826	29.76619679727216	33.37282702745222	36.878177254924914	40.29265730555977	43.604193839303846	46.77903638282732	49.79270097995277	52.64971513320004	55.32215924369672	57.83285946998037	60.18182152859461	62.38089009784893	64.4293277436208	66.33046149427705	68.10201263493329	69.7389220245162	70.89297212704813
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D62-L002_2 - illumina_universal_adapter	0.002549578439209818	0.002561011526381163	0.002641043136580574	0.002663909310923263	0.0026753423980946075	0.0026982085724372965	0.0027096416596086408	0.0027325078339513298	0.002789673269808052	0.002858271792836119	0.002921153772278514	0.0034070599770606538	0.007580136794601388	0.02462115322349033	0.0736119317527014	0.18417560124318816	0.42539087438421397	0.8994181015953273	1.6890614167149907	2.8705337788273857	4.542685659615958	6.714017559392601	9.347286196696661	12.357892443003774	15.610268467179722	19.059413638118095	22.65022047565301	26.2816147726462	29.947862835881235	33.57483252813911	37.1021342829808	40.530596999226205	43.851165671835645	47.019205528492165	50.016612275659966	52.854230196521044	55.50384814848013	58.002869476218265	60.343342467607776	62.542010878811105	64.59886327674107	66.50926354454971	68.29041847842988	69.93522813124818	71.08678582077675
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D71-L001_1 - illumina_universal_adapter	0.007968247082909772	0.008051987755567676	0.00810352047720331	0.008122845247816672	0.008129286838021126	0.008142170018430034	0.008148611608634488	0.008193702740065667	0.008232352281292392	0.00826778102741689	0.008338638519665886	0.00872835472703536	0.011047327200638852	0.021933614646166347	0.05207381521280727	0.12574306158604703	0.29280570353856517	0.6422877384910202	1.2508054403351894	2.195374461555527	3.5483660680990745	5.3924516286497965	7.781746942515314	10.617138482014791	13.757358953169447	17.09959413472599	20.642903554514568	24.382233785019785	28.263279000022997	32.224331986160635	36.131897228035584	39.9766505238269	43.75986730839506	47.47027479888228	51.040938431474075	54.413632672312374	57.572562742215865	60.531497540246576	63.31086334894281	65.89661750165888	68.26822742961807	70.4309398080419	72.41407997633617	74.25868730569346	75.5454239361891
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D71-L001_2 - illumina_universal_adapter	0.009488462371160949	0.009514228731978765	0.009539995092796582	0.009546436683001036	0.009559319863409944	0.009572203043818853	0.009617294175250032	0.009681710077294573	0.00970747643811239	0.009749346774441342	0.009807321086281429	0.010206699678957586	0.012580425669298935	0.02355689537768879	0.05400951306924574	0.1284710750376334	0.2971408937461628	0.6513446143184827	1.269750157126489	2.2298981642562987	3.603660678414109	5.478746391823767	7.902310965576979	10.770313055486506	13.94117617124375	17.308604412089913	20.871087225122047	24.623368272733323	28.5201309678354	32.49585145486858	36.419897505281625	40.281070414504086	44.08020436846746	47.803456389822365	51.38361492637552	54.76900554150681	57.94004580099467	60.91465298799281	63.70800670981802	66.30996790348848	68.691890817365	70.86337020005712	72.85492308515839	74.70923144936359	76.00202961624161
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D71-L002_1 - illumina_universal_adapter	0.007513508256197136	0.007558926699887446	0.007591368445380526	0.007617321841774989	0.007617321841774989	0.00763029853997222	0.007649763587268068	0.0076692286345639155	0.007688693681859763	0.007688693681859763	0.00774060047464869	0.008123413071467024	0.01048192796881388	0.02117472728333277	0.05271783642625365	0.12722030495110997	0.29680952951618134	0.6497594996081362	1.2659580135036819	2.2224217750033883	3.599479790122669	5.473389625817557	7.891824427090128	10.752625137382681	13.906442937143275	17.260562561927237	20.811853383294483	24.556062288410878	28.444396892054826	32.412723107561064	36.31242854300034	40.15187019201166	43.930262964354114	47.63810142859822	51.19927724981721	54.55999876980901	57.72462291499335	60.68290458214351	63.46924175400579	66.05800869581523	68.43132676163057	70.59095753823212	72.57280754953157	74.41338998008142	75.69539043673143
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D71-L002_2 - illumina_universal_adapter	0.00925238581462618	0.009291315909217874	0.009304292607415107	0.009317269305612337	0.009317269305612337	0.009323757654710954	0.009369176098401264	0.00940810619299296	0.00942108289119019	0.009440547938486038	0.009505431429472196	0.00988824402629053	0.012288933192778389	0.023176382980255757	0.054985514436219886	0.13011410864909262	0.3007512015935905	0.6574417049408973	1.2804594737390884	2.2452412987832204	3.634017272374601	5.5226556605233466	7.963712090928244	10.845849737231594	14.021007717177534	17.4001885903549	20.97228754728141	24.735805779315285	28.64088356780821	32.626073002621744	36.55055744326863	40.40767984357369	44.19910446508071	47.89877085363511	51.44019938437246	54.777124884045094	57.91337872279573	60.85352869838981	63.62995816117851	66.2190852063629	68.60158104197825	70.77278378919718	72.76228031990934	74.604987684789	75.88241061114994
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D72-L001_1 - illumina_universal_adapter	0.002327694278416621	0.002373878688702665	0.002383115570759874	0.002392352452817083	0.0024108262169315006	0.0024200630989887092	0.0025031950375035885	0.0025031950375035885	0.0025216688016180063	0.0025586163298468413	0.002618656063218699	0.0031128292532793703	0.0070246488045073024	0.025369096570124004	0.08051328245166062	0.22458093189794648	0.5641471900850569	1.2635685178979368	2.4257437814538925	4.086198029144949	6.338491639328574	9.189755484952935	12.627007128286621	16.54482603441071	20.59008620227811	24.75507945381208	28.99757476424706	33.32864715516965	37.68564285558578	41.89006835662198	45.87751487969331	49.68507774314152	53.30941781410294	56.771918474540016	59.9648499690195	62.87156281763328	65.55809149020834	68.02328137648755	70.30178925794954	72.38057727557054	74.24220157758556	75.93687847329858	77.47250087842748	78.88257096419377	79.86773523844641
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D72-L001_2 - illumina_universal_adapter	0.0024847212733891707	0.0025401425657324236	0.0025493794477896327	0.0025586163298468413	0.0025586163298468413	0.0025586163298468413	0.002614037622190094	0.002614037622190094	0.002632511386304512	0.0026602220324761384	0.002674077355561952	0.003186724309737041	0.007089306978907764	0.025549215770239577	0.0811229166674364	0.22627589975544432	0.5687379204674896	1.2747266714230452	2.45361607306152	4.138645045465781	6.4239327983577565	9.31472588074594	12.794190075081072	16.754988193417354	20.833464189162477	25.028107832100087	29.284675532349226	33.62326674526638	37.99327721250113	42.2078401915951	46.20672659309429	50.0239281429692	53.65960186821482	57.13379180289528	60.3318636222396	63.243342701994905	65.93651731121014	68.41114267251078	70.70035610027708	72.78969725564843	74.66122349522878	76.36431057205488	77.90494860414086	79.3205977666697	80.30800198482122
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D72-L002_1 - illumina_universal_adapter	0.0021827640406064702	0.002210629113465276	0.00222920582870448	0.002257070901563286	0.00227564761680249	0.002284935974422092	0.0023406661201397045	0.0023499544777593065	0.0023871079082377145	0.0024196171599063215	0.0024753473056239334	0.002897967577315824	0.006724770916591849	0.025422234804850678	0.08104092023102746	0.22665914681233784	0.5692602176113577	1.2753983172839802	2.449400278613575	4.12704021097204	6.417460960568507	9.303962060402933	12.76965263214407	16.712936620148714	20.78799918188146	24.976625848050272	29.238904545963717	33.573116929462174	37.94315450829943	42.15131923472107	46.13433417244356	49.93476786443753	53.55719018265184	57.022216636823174	60.204974547113615	63.098618393957516	65.77316846127025	68.23110474053624	70.50876793094218	72.59082759823693	74.44483022089759	76.13284524871713	77.67484729475656	79.08216815531175	80.06146292004043
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D72-L002_2 - illumina_universal_adapter	0.0025078565572925404	0.0025635867030101523	0.0025821634182493563	0.0026007401334885603	0.0026007401334885603	0.0026007401334885603	0.0026193168487277643	0.0026286052063473663	0.0026843353520649782	0.002712200424923784	0.002730777140162988	0.0031394648754254767	0.007040575075658317	0.02593309447392879	0.08229020433086393	0.22906947561462454	0.5734028251097001	1.2843522940292766	2.4692541430254744	4.15760355171934	6.462161181612842	9.36778236560722	12.857970980570055	16.822348828728817	20.918087274522797	25.13207580117193	29.413479227424137	33.76466608447241	38.15221686160143	42.376431869989744	46.37828824114359	50.18344041880833	53.81263394972732	57.26485640292003	60.4255451755063	63.29565696832094	65.94442255488165	68.3841908066437	70.6495097697732	72.72864824859658	74.59132155309513	76.28556906887745	77.82928017271887	79.23589047391616	80.2084790444435
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D75-L001_1 - illumina_universal_adapter	0.009825854831079435	0.009862436569095367	0.009869752916698555	0.009891701959508113	0.009906334654714487	0.009906334654714487	0.009906334654714487	0.009920967349920859	0.009942916392730419	0.009961207261738384	0.009983156304547944	0.010081926997190961	0.010605045850818794	0.013099920383505381	0.01957122983852382	0.035198948318930126	0.07018938073116944	0.14304922833750194	0.2786430984673569	0.5134539584440236	0.8978658360368457	1.5030485025558198	2.4038811175457573	3.665424302067995	5.297888019202778	7.320748386269791	9.774336769431597	12.641039061833526	15.877626623662152	19.42405784831192	23.14412063428051	26.989018601228473	30.96236968304558	34.956404079536895	38.91210813093511	42.76526991250087	46.49759489705241	50.063765627535574	53.45520368638564	56.62796343172406	59.58528234736526	62.35415409779118	64.9271781974012	67.32772306043991	69.00545667836941
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D75-L001_2 - illumina_universal_adapter	0.014515633644721965	0.014574164425547457	0.01458879712075383	0.014596113468357015	0.01461074616356339	0.014632695206372948	0.014640011553976135	0.014640011553976135	0.01469122598719844	0.014720491377611188	0.014749756768023932	0.014844869286865356	0.01537896266189797	0.017829939108965437	0.02429393221638069	0.04000213052042205	0.07565469239074973	0.1493998180570678	0.2872580977701089	0.5264331590920763	0.9155274991509379	1.5293471140154735	2.44179443082547	3.717403293614833	5.363680275024432	7.399991747159904	9.859436866578061	12.732486090525754	15.980490812789151	19.53555532761068	23.268209547804357	27.122604133941252	31.103055731107254	35.11029613502232	39.074922472322626	42.9407525097633	46.68548236167604	50.269274515361474	53.67914611199777	56.87489382150541	59.845656525867454	62.62526135822725	65.21240235053763	67.62233408755122	69.30649511685012
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D75-L002_1 - illumina_universal_adapter	0.009615083556852567	0.009674298852044886	0.009681700763943925	0.009703906499641044	0.009703906499641044	0.009711308411540083	0.009711308411540083	0.009726112235338164	0.009733514147237204	0.009744617015085763	0.00978902848648	0.009892655253066557	0.010373779526504137	0.012842317144833876	0.019515140721818165	0.035203492991832806	0.0705365194418988	0.1448554158642069	0.2829269794729439	0.5185779476467213	0.9059570068829639	1.5184689174844483	2.4297590018906705	3.69825055072075	5.338577143799089	7.369254663741135	9.827459213059814	12.699523161433552	15.956131236786199	19.506809869975797	23.22460887002191	27.064820689054343	31.023870203625854	35.015310484667566	38.97346066694335	42.82843930021437	46.56641961305321	50.13267556983434	53.53910204297949	56.72127649227541	59.679506097065854	62.45824303926055	65.03906396014278	67.4437600883433	69.12102222179784
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80
D75-L002_2 - illumina_universal_adapter	0.01447813967452165	0.014559560705411086	0.014559560705411086	0.014559560705411086	0.014559560705411086	0.014603972176805324	0.014611374088704365	0.014626177912502444	0.014670589383896681	0.01470759894339188	0.014755711370735638	0.014863039093271715	0.015362668146456893	0.017823803852887593	0.024529936033417563	0.04046255139610051	0.07650986234442383	0.1519242417277898	0.2917167498530535	0.529440253358562	0.9191694196227497	1.5362446089099921	2.454773763153475	3.732351158839626	5.383340206008532	7.426208674848295	9.894701881706641	12.77600341613038	16.046590002104363	19.61020347633753	23.352821086981123	27.208758267843066	31.17490621592576	35.15662778664404	39.09240198924902	42.919708574885476	46.62325149261404	50.16675027126156	53.564664545722835	56.74723129634938	59.71674141487398	62.50494910334349	65.09124743903101	67.49856014308784	69.16925307973199
