Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
D24-L001_1	49.0	29.0	9.0	11.0	10.5	6.5	9.0	15.5	21.0	38.5	66.0	79.0	91.5	142.5	223.5	346.5	453.5	617.0	945.5	1324.0	1800.5	2361.0	2632.0	3001.0	3868.5	4990.0	6289.0	7724.5	9443.5	11798.5	14525.0	17806.0	22095.0	24434.0	26716.0	32127.5	38578.0	46218.5	54714.0	64284.0	75313.0	88167.0	102569.0	116818.0	123884.0	130782.5	145222.5	161806.0	181589.5	207374.5	242013.5	285796.0	337649.0	393558.5	444491.0	485041.0	502902.0	512042.0	521904.0	513013.5	488232.0	455269.5	417026.5	375333.0	332889.0	290570.5	249034.5	228617.0	208038.5	168565.0	132725.0	101538.0	76936.0	58235.0	43554.0	32373.0	23627.5	17107.5	14492.0	12296.0	8552.5	5797.0	3830.0	2571.5	1700.0	1100.5	699.5	420.5	236.0	157.0	120.5	62.0	29.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
D24-L001_2	63.0	38.0	15.0	14.0	13.5	16.5	19.0	24.5	28.5	37.5	60.5	75.0	98.5	145.5	202.0	326.5	466.0	622.5	919.0	1290.5	1699.5	2283.5	2642.0	2970.0	3687.0	4633.0	6016.5	7560.5	9131.5	11144.5	13585.5	16367.0	20180.0	22493.0	24290.0	28827.0	34679.0	40882.0	47865.5	56073.5	65295.5	76054.5	87635.0	99915.5	106468.0	112043.5	123409.5	136076.5	150189.0	165593.5	185221.5	211258.0	246902.5	294560.0	351564.5	414964.5	447950.0	479162.0	534443.0	569844.5	578062.5	560335.0	520679.5	466405.5	407722.0	349232.5	293081.0	265967.0	240343.5	192394.0	150965.5	114667.0	84958.0	63216.5	46791.0	34467.0	25198.0	17974.0	14892.0	12696.5	8909.0	6118.5	4085.5	2739.5	1809.5	1168.5	776.0	468.5	279.5	228.0	176.5	98.0	57.0	32.0	19.0	14.0	13.0	8.0	4.0	9.5	12.0
D24-L002_1	51.0	29.5	7.5	6.0	8.0	11.0	13.0	19.0	24.0	32.5	64.0	88.0	99.5	147.5	215.0	318.0	465.5	635.0	893.0	1285.0	1773.5	2301.0	2568.0	2901.5	3766.5	4976.5	6287.0	7663.5	9332.5	11571.0	14295.5	17472.5	21598.0	23957.0	26377.5	31884.0	38007.5	45215.5	53958.5	63908.5	75273.0	87765.5	101265.0	115554.5	122850.0	129547.0	143480.5	159738.5	179315.5	205080.5	240435.0	284384.5	335959.5	392440.0	443274.0	483864.5	502331.0	510904.0	519169.0	510054.0	486462.0	453783.5	414943.0	374004.0	331911.5	289035.0	247890.0	227521.0	206679.0	167557.5	132106.0	100987.0	76779.5	58106.5	43375.5	32148.0	23519.5	16923.0	14046.0	12064.5	8487.5	5770.5	3906.5	2628.5	1705.5	1099.0	701.5	401.5	226.0	172.0	137.5	68.5	29.5	18.0	7.0	1.5	0.0	0.0	0.0	0.0	0.0
D24-L002_2	60.0	35.5	11.5	16.0	19.0	15.5	16.0	24.5	31.0	43.5	70.0	85.0	109.5	146.0	203.0	333.5	485.0	662.5	884.5	1205.5	1671.5	2261.0	2595.0	2897.0	3580.5	4601.0	5943.0	7491.5	9224.0	10983.5	13284.5	16236.5	19917.0	22074.0	23914.0	28524.5	34253.0	40292.0	47235.5	55562.5	65109.0	75677.5	86971.5	98638.5	104498.0	110454.0	122377.0	134682.0	147990.0	163503.5	183019.0	209315.5	245164.0	292299.5	350335.5	414671.5	447583.0	478552.5	532066.5	566799.5	576048.5	558370.5	518669.0	465168.5	406464.5	347616.5	292005.0	265075.0	239600.0	191319.0	149447.5	113787.0	84622.5	62723.5	46521.5	34347.0	25051.5	17861.5	14665.0	12605.5	8815.0	5986.5	4042.0	2729.5	1818.5	1154.0	772.5	467.0	264.5	205.0	161.0	98.0	62.5	35.0	22.5	17.0	8.0	6.0	7.0	11.5	18.0
D25-L001_1	1.0	1.0	0.5	1.5	2.0	0.5	1.0	4.0	8.5	10.5	10.0	10.0	15.5	21.0	27.0	39.5	40.0	57.0	87.5	128.5	195.5	252.0	275.0	325.0	504.5	687.5	860.0	1143.0	1566.0	2085.5	2756.0	3538.0	4494.0	5078.0	5936.0	7616.5	9231.0	11674.5	14962.5	18611.5	23077.5	28418.0	34450.5	42348.5	47101.0	52206.0	62891.0	75100.0	89594.0	107004.0	127796.5	152834.5	183566.0	221608.0	268976.5	326720.0	358196.0	392387.0	458671.5	515608.5	555590.5	569608.0	545985.0	487950.5	410050.0	328632.0	254366.0	219150.0	188965.0	135299.5	94388.0	64129.0	43283.5	29701.0	20454.0	14077.5	9400.5	6035.5	4653.0	3804.5	2295.5	1341.0	803.5	439.5	257.0	143.0	76.0	44.0	24.5	22.0	13.5	4.5	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
D25-L001_2	0.0	0.5	1.5	2.5	1.5	0.0	2.5	7.0	8.0	11.5	16.0	16.0	13.5	16.5	25.5	40.0	62.0	77.0	108.5	159.0	210.5	272.5	306.0	356.0	514.5	687.5	869.5	1101.0	1482.0	2044.5	2727.5	3500.5	4495.0	5104.0	5886.0	7270.5	8999.5	11353.0	14285.0	18041.5	22523.0	27613.0	33886.5	41502.5	45505.0	50573.5	61226.5	72741.5	86381.0	102327.5	121355.5	144787.0	172824.5	207267.0	250718.0	304371.0	333619.0	367904.5	435621.5	498683.5	547869.0	572205.0	561273.0	510901.0	435352.5	352158.0	272880.5	235908.0	204862.0	149098.5	105134.0	72172.0	48610.5	32816.5	22498.0	15130.0	10053.5	6545.5	5117.0	4121.0	2528.0	1573.0	963.5	557.0	346.0	226.0	134.5	87.5	65.0	62.0	55.5	40.5	26.0	19.5	12.5	8.0	7.0	7.0	7.0	10.0	16.0
D25-L002_1	1.0	4.0	3.5	4.0	6.0	2.5	1.5	5.5	9.5	8.5	11.0	15.0	16.5	21.0	24.0	33.0	46.0	61.5	79.5	123.5	192.0	251.5	280.0	342.0	510.0	696.0	903.0	1146.0	1554.0	2088.0	2642.5	3417.0	4469.5	5060.0	5822.0	7446.0	9145.5	11581.5	14782.5	18409.5	22755.5	28121.0	34349.0	42092.5	46652.0	51762.5	62165.0	74234.5	88591.0	106052.0	127048.0	151704.0	182450.5	220241.5	267617.0	325262.5	356119.0	389724.0	456320.0	514386.0	554367.0	567817.5	544537.5	486753.5	409469.0	328628.5	253746.0	218379.0	188241.5	134924.0	94273.0	64077.0	43417.0	29712.5	20294.5	13964.0	9379.5	6071.0	4665.0	3791.5	2298.0	1329.0	777.5	467.0	268.0	143.0	94.0	52.5	23.5	21.0	14.0	4.0	2.5	3.0	1.5	0.5	0.0	0.0	0.0	0.0	0.0
D25-L002_2	0.0	0.0	3.0	7.5	5.5	1.5	3.0	8.0	9.0	13.5	15.0	10.0	12.5	23.5	37.0	42.5	51.0	74.5	107.5	154.5	225.0	303.5	341.0	387.5	522.0	700.0	902.0	1122.5	1549.0	2123.0	2705.5	3464.5	4424.5	4952.0	5811.5	7292.5	8914.0	11318.5	14270.0	17671.5	22024.0	27425.0	33616.5	40884.5	44864.0	50136.0	60676.0	72081.5	85611.5	101383.0	120351.0	143587.0	172070.0	206246.5	249009.5	303404.5	333377.0	366111.5	432972.5	497119.5	546866.0	571064.0	559482.5	509492.5	434202.0	351472.5	272704.0	235311.0	204582.5	148691.0	104729.5	71766.0	48319.5	32768.5	22153.0	15028.5	10116.0	6585.5	5189.0	4140.5	2520.5	1538.5	899.0	550.0	343.0	210.5	130.5	80.0	58.0	52.0	53.5	43.5	25.5	13.5	8.0	8.5	8.5	5.5	4.5	15.5	25.0
D51-L001_1	1.0	0.5	0.5	1.5	3.0	5.5	5.5	4.0	5.5	7.5	14.0	20.0	27.0	43.0	73.0	126.5	187.5	286.0	414.0	622.0	908.5	1223.0	1401.0	1644.0	2214.5	2967.0	3993.0	5265.5	6830.5	8642.0	10990.5	13920.0	17277.0	19135.0	21715.5	27064.5	33052.5	40126.0	48047.0	57217.0	67926.5	79377.5	91607.0	104789.0	111586.0	119496.5	135366.5	154379.0	180999.5	219755.0	276192.5	355346.5	461279.5	586945.0	718827.5	841137.5	897202.0	932094.5	981011.0	985392.5	946539.5	878635.5	794546.5	701049.5	607336.0	516480.0	428638.5	386041.0	346418.0	271480.5	206240.5	152994.0	112531.0	82363.5	59611.5	42773.5	30390.5	21384.5	17650.0	14797.0	10130.0	6815.5	4426.5	2864.5	1762.5	1121.5	726.5	404.0	208.5	153.0	118.5	63.5	28.5	13.0	7.5	2.0	1.0	1.0	0.5	0.0	0.0
