Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
P212bM3-S75-L001_flagstat	416	0	0	0	0	0	0	0	98	0	23.56	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	416
P212bM3-S75-L001_postfilterflagstat	95	0	0	0	0	0	0	0	95	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	95
P212bM3-S75-L002_flagstat	399	0	0	0	0	0	0	0	90	0	22.56	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	399
P212bM3-S75-L002_postfilterflagstat	86	0	0	0	0	0	0	0	86	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	86
P212cM3-S502-L001_flagstat	1516244	0	0	0	0	0	0	0	791746	0	52.22	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1516244
P212cM3-S502-L001_postfilterflagstat	766041	0	0	0	0	0	0	0	766041	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	766041
P212cM3-S502-L002_flagstat	1505312	0	0	0	0	0	0	0	788360	0	52.37	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1505312
P212cM3-S502-L002_postfilterflagstat	763364	0	0	0	0	0	0	0	763364	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	763364
P246M2-S273-L001_flagstat	764203	0	0	0	0	0	0	0	45648	0	5.97	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	764203
P246M2-S273-L001_postfilterflagstat	41623	0	0	0	0	0	0	0	41623	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	41623
P246M2-S273-L002_flagstat	768324	0	0	0	0	0	0	0	45909	0	5.98	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	768324
P246M2-S273-L002_postfilterflagstat	41980	0	0	0	0	0	0	0	41980	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	41980
P246S6aM4-S84-L001_flagstat	2248801	0	0	0	0	0	0	0	47204	0	2.1	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2248801
P246S6aM4-S84-L001_postfilterflagstat	40117	0	0	0	0	0	0	0	40117	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	40117
P246S6aM4-S84-L002_flagstat	2261278	0	0	0	0	0	0	0	47348	0	2.09	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2261278
P246S6aM4-S84-L002_postfilterflagstat	40285	0	0	0	0	0	0	0	40285	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	40285
P246S6aM5-S121-L001_flagstat	567104	0	0	0	0	0	0	0	1023	0	0.18	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	567104
P246S6aM5-S121-L001_postfilterflagstat	332	0	0	0	0	0	0	0	332	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	332
P246S6aM5-S121-L002_flagstat	583808	0	0	0	0	0	0	0	1009	0	0.17	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	583808
P246S6aM5-S121-L002_postfilterflagstat	343	0	0	0	0	0	0	0	343	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	343
P246S6bM4-S85-L001_flagstat	1981559	0	0	0	0	0	0	0	46852	0	2.36	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1981559
P246S6bM4-S85-L001_postfilterflagstat	40275	0	0	0	0	0	0	0	40275	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	40275
P246S6bM4-S85-L002_flagstat	1985810	0	0	0	0	0	0	0	47154	0	2.37	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1985810
P246S6bM4-S85-L002_postfilterflagstat	40364	0	0	0	0	0	0	0	40364	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	40364
P246S6bM5-S122-L001_flagstat	408640	0	0	0	0	0	0	0	781	0	0.19	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	408640
P246S6bM5-S122-L001_postfilterflagstat	247	0	0	0	0	0	0	0	247	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	247
P246S6bM5-S122-L002_flagstat	418204	0	0	0	0	0	0	0	787	0	0.19	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	418204
P246S6bM5-S122-L002_postfilterflagstat	271	0	0	0	0	0	0	0	271	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	271
P246S6cM4-S86-L001_flagstat	1621549	0	0	0	0	0	0	0	4997	0	0.31	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1621549
P246S6cM4-S86-L001_postfilterflagstat	2705	0	0	0	0	0	0	0	2705	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2705
P246S6cM4-S86-L002_flagstat	1632735	0	0	0	0	0	0	0	5087	0	0.31	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1632735
P246S6cM4-S86-L002_postfilterflagstat	2858	0	0	0	0	0	0	0	2858	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2858
P246S6cM5-S123-L001_flagstat	681388	0	0	0	0	0	0	0	719	0	0.11	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	681388
P246S6cM5-S123-L001_postfilterflagstat	220	0	0	0	0	0	0	0	220	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	220
P246S6cM5-S123-L002_flagstat	699386	0	0	0	0	0	0	0	742	0	0.11	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	699386
P246S6cM5-S123-L002_postfilterflagstat	239	0	0	0	0	0	0	0	239	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	239
P384M2-S279-L001_flagstat	447760	0	0	0	0	0	0	0	157669	0	35.21	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	447760
P384M2-S279-L001_postfilterflagstat	151090	0	0	0	0	0	0	0	151090	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	151090
P384M2-S279-L002_flagstat	447493	0	0	0	0	0	0	0	157201	0	35.13	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	447493
P384M2-S279-L002_postfilterflagstat	150673	0	0	0	0	0	0	0	150673	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	150673
P384S6aM4-S98-L001_flagstat	1077015	0	0	0	0	0	0	0	295792	0	27.46	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1077015
P384S6aM4-S98-L001_postfilterflagstat	283486	0	0	0	0	0	0	0	283486	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	283486
P384S6aM4-S98-L002_flagstat	1082547	0	0	0	0	0	0	0	297970	0	27.52	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1082547
P384S6aM4-S98-L002_postfilterflagstat	285608	0	0	0	0	0	0	0	285608	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	285608
P384S6aM5-S133-L001_flagstat	646508	0	0	0	0	0	0	0	2256	0	0.35	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	646508
P384S6aM5-S133-L001_postfilterflagstat	1974	0	0	0	0	0	0	0	1974	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1974
P384S6aM5-S133-L002_flagstat	662111	0	0	0	0	0	0	0	2292	0	0.35	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	662111
P384S6aM5-S133-L002_postfilterflagstat	1985	0	0	0	0	0	0	0	1985	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1985
P384S6bM4-S99-L001_flagstat	2489324	0	0	0	0	0	0	0	721395	0	28.98	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2489324
P384S6bM4-S99-L001_postfilterflagstat	687044	0	0	0	0	0	0	0	687044	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	687044
P384S6bM4-S99-L002_flagstat	2550688	0	0	0	0	0	0	0	742628	0	29.11	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2550688
P384S6bM4-S99-L002_postfilterflagstat	707638	0	0	0	0	0	0	0	707638	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	707638
P384S6bM5-S134-L001_flagstat	1419073	0	0	0	0	0	0	0	9660	0	0.68	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1419073
P384S6bM5-S134-L001_postfilterflagstat	8401	0	0	0	0	0	0	0	8401	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	8401
P384S6bM5-S134-L002_flagstat	1473880	0	0	0	0	0	0	0	10189	0	0.69	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1473880
P384S6bM5-S134-L002_postfilterflagstat	8757	0	0	0	0	0	0	0	8757	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	8757
P384S6cM4-S100-L001_flagstat	2127603	0	0	0	0	0	0	0	605108	0	28.44	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2127603
P384S6cM4-S100-L001_postfilterflagstat	579219	0	0	0	0	0	0	0	579219	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	579219
P384S6cM4-S100-L002_flagstat	2138078	0	0	0	0	0	0	0	608404	0	28.46	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2138078
P384S6cM4-S100-L002_postfilterflagstat	582144	0	0	0	0	0	0	0	582144	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	582144
P384S6cM5-S135-L001_flagstat	511436	0	0	0	0	0	0	0	4005	0	0.78	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	511436
P384S6cM5-S135-L001_postfilterflagstat	3540	0	0	0	0	0	0	0	3540	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	3540
P384S6cM5-S135-L002_flagstat	525172	0	0	0	0	0	0	0	3893	0	0.74	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	525172
P384S6cM5-S135-L002_postfilterflagstat	3427	0	0	0	0	0	0	0	3427	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	3427
P384aM3-S506-L001_flagstat	1035386	0	0	0	0	0	0	0	304318	0	29.39	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1035386
P384aM3-S506-L001_postfilterflagstat	292952	0	0	0	0	0	0	0	292952	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	292952
P384aM3-S506-L002_flagstat	1031792	0	0	0	0	0	0	0	303486	0	29.41	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1031792
P384aM3-S506-L002_postfilterflagstat	292063	0	0	0	0	0	0	0	292063	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	292063
P384bM3-S507-L001_flagstat	840751	0	0	0	0	0	0	0	277229	0	32.97	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	840751
P384bM3-S507-L001_postfilterflagstat	267290	0	0	0	0	0	0	0	267290	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	267290
P384bM3-S507-L002_flagstat	841290	0	0	0	0	0	0	0	277143	0	32.94	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	841290
P384bM3-S507-L002_postfilterflagstat	267099	0	0	0	0	0	0	0	267099	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	267099
P384cM3-S508-L001_flagstat	632650	0	0	0	0	0	0	0	223316	0	35.3	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	632650
P384cM3-S508-L001_postfilterflagstat	216523	0	0	0	0	0	0	0	216523	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	216523
P384cM3-S508-L002_flagstat	631828	0	0	0	0	0	0	0	222804	0	35.26	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	631828
P384cM3-S508-L002_postfilterflagstat	215839	0	0	0	0	0	0	0	215839	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	215839
P387M2-S280-L001_flagstat	2192000	0	0	0	0	0	0	0	851818	0	38.86	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2192000
P387M2-S280-L001_postfilterflagstat	821211	0	0	0	0	0	0	0	821211	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	821211
P387M2-S280-L002_flagstat	2222098	0	0	0	0	0	0	0	865484	0	38.95	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2222098
P387M2-S280-L002_postfilterflagstat	835084	0	0	0	0	0	0	0	835084	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	835084
P387S6aM4-S101-L001_flagstat	2481966	0	0	0	0	0	0	0	557595	0	22.47	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2481966
P387S6aM4-S101-L001_postfilterflagstat	531706	0	0	0	0	0	0	0	531706	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	531706
P387S6aM4-S101-L002_flagstat	2487920	0	0	0	0	0	0	0	560403	0	22.52	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2487920
P387S6aM4-S101-L002_postfilterflagstat	534273	0	0	0	0	0	0	0	534273	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	534273
P387S6aM5-S136-L001_flagstat	240324	0	0	0	0	0	0	0	4926	0	2.05	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	240324
P387S6aM5-S136-L001_postfilterflagstat	4452	0	0	0	0	0	0	0	4452	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	4452
P387S6aM5-S136-L002_flagstat	248137	0	0	0	0	0	0	0	5178	0	2.09	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	248137
P387S6aM5-S136-L002_postfilterflagstat	4664	0	0	0	0	0	0	0	4664	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	4664
P387S6bM4-S102-L001_flagstat	2044266	0	0	0	0	0	0	0	496725	0	24.3	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2044266
P387S6bM4-S102-L001_postfilterflagstat	476367	0	0	0	0	0	0	0	476367	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	476367
P387S6bM4-S102-L002_flagstat	2053233	0	0	0	0	0	0	0	499606	0	24.33	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2053233
P387S6bM4-S102-L002_postfilterflagstat	479077	0	0	0	0	0	0	0	479077	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	479077
P387S6bM5-S137-L001_flagstat	569250	0	0	0	0	0	0	0	8613	0	1.51	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	569250
P387S6bM5-S137-L001_postfilterflagstat	7802	0	0	0	0	0	0	0	7802	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	7802
P387S6bM5-S137-L002_flagstat	585608	0	0	0	0	0	0	0	8786	0	1.5	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	585608
P387S6bM5-S137-L002_postfilterflagstat	8014	0	0	0	0	0	0	0	8014	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	8014
P387S6cM4-S103-L001_flagstat	1613999	0	0	0	0	0	0	0	449422	0	27.85	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1613999
P387S6cM4-S103-L001_postfilterflagstat	427807	0	0	0	0	0	0	0	427807	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	427807
P387S6cM4-S103-L002_flagstat	1624051	0	0	0	0	0	0	0	453948	0	27.95	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1624051
P387S6cM4-S103-L002_postfilterflagstat	432577	0	0	0	0	0	0	0	432577	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	432577
P387S6cM5-S138-L001_flagstat	379345	0	0	0	0	0	0	0	11255	0	2.97	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	379345
P387S6cM5-S138-L001_postfilterflagstat	10146	0	0	0	0	0	0	0	10146	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	10146
P387S6cM5-S138-L002_flagstat	389548	0	0	0	0	0	0	0	11581	0	2.97	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	389548
P387S6cM5-S138-L002_postfilterflagstat	10479	0	0	0	0	0	0	0	10479	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	10479
P387S6dM4-S104-L001_flagstat	2205986	0	0	0	0	0	0	0	539489	0	24.46	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2205986
P387S6dM4-S104-L001_postfilterflagstat	517094	0	0	0	0	0	0	0	517094	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	517094
P387S6dM4-S104-L002_flagstat	2215769	0	0	0	0	0	0	0	541793	0	24.45	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2215769
P387S6dM4-S104-L002_postfilterflagstat	519081	0	0	0	0	0	0	0	519081	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	519081
P387S6eM4-S105-L001_flagstat	2115280	0	0	0	0	0	0	0	554715	0	26.22	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2115280
P387S6eM4-S105-L001_postfilterflagstat	530953	0	0	0	0	0	0	0	530953	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	530953
P387S6eM4-S105-L002_flagstat	2132048	0	0	0	0	0	0	0	559572	0	26.25	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	2132048
P387S6eM4-S105-L002_postfilterflagstat	535772	0	0	0	0	0	0	0	535772	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	535772
P387aM3-S509-L001_flagstat	931070	0	0	0	0	0	0	0	339928	0	36.51	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	931070
P387aM3-S509-L001_postfilterflagstat	327062	0	0	0	0	0	0	0	327062	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	327062
P387aM3-S509-L002_flagstat	931458	0	0	0	0	0	0	0	340790	0	36.59	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	931458
P387aM3-S509-L002_postfilterflagstat	327973	0	0	0	0	0	0	0	327973	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	327973
P387bM3-S510-L001_flagstat	944730	0	0	0	0	0	0	0	386247	0	40.88	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	944730
P387bM3-S510-L001_postfilterflagstat	374140	0	0	0	0	0	0	0	374140	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	374140
P387bM3-S510-L002_flagstat	944194	0	0	0	0	0	0	0	387151	0	41.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	944194
P387bM3-S510-L002_postfilterflagstat	375159	0	0	0	0	0	0	0	375159	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	375159
P387cM3-S511-L001_flagstat	1149237	0	0	0	0	0	0	0	408533	0	35.55	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1149237
P387cM3-S511-L001_postfilterflagstat	395157	0	0	0	0	0	0	0	395157	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	395157
P387cM3-S511-L002_flagstat	1148140	0	0	0	0	0	0	0	408809	0	35.61	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	1148140
P387cM3-S511-L002_postfilterflagstat	395599	0	0	0	0	0	0	0	395599	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	395599
R21E1S1S2-S58-L001_flagstat	12034336	0	0	0	0	0	0	0	310528	0	2.58	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	12034336
R21E1S1S2-S58-L001_postfilterflagstat	290404	0	0	0	0	0	0	0	290404	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	290404
R21E1S1S2-S58-L002_flagstat	11912429	0	0	0	0	0	0	0	306021	0	2.57	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	11912429
R21E1S1S2-S58-L002_postfilterflagstat	286301	0	0	0	0	0	0	0	286301	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	286301
R36E1S1S2-S59-L001_flagstat	13108668	0	0	0	0	0	0	0	4658500	0	35.54	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	13108668
R36E1S1S2-S59-L001_postfilterflagstat	4487993	0	0	0	0	0	0	0	4487993	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	4487993
R36E1S1S2-S59-L002_flagstat	13011766	0	0	0	0	0	0	0	4617429	0	35.49	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	13011766
R36E1S1S2-S59-L002_postfilterflagstat	4447456	0	0	0	0	0	0	0	4447456	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	4447456
R44E1S1S2-S62-L001_flagstat	7692019	0	0	0	0	0	0	0	63814	0	0.83	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	7692019
R44E1S1S2-S62-L001_postfilterflagstat	21958	0	0	0	0	0	0	0	21958	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	21958
R44E1S1S2-S62-L002_flagstat	7636945	0	0	0	0	0	0	0	63021	0	0.83	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	7636945
R44E1S1S2-S62-L002_postfilterflagstat	21205	0	0	0	0	0	0	0	21205	0	100.0	nan	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	nan	nan	0	0	0	0	21205
