	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90
D24-L001_1	0.011760229983873303	0.003194975775965579	0.004679166650616256	0.003444229205296227	0.0	0.015204459189169529	0.0003965395466623946	0.00044185835199523976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001076321626655071	0.0	0.000577814767993775	0.00025491827999725366	0.0004305286506620284	3.965395466623946e-05	0.0	0.0	0.0003455558906629439	0.0	2.832425333302819e-05	5.664850666605637e-06	0.0002152643253310142	0.000124626714665324	0.00011329701333211275	0.0002152643253310142	0.0008780518533238737	0.00013029156533192967	0.0005098365599945073	0.0008383978986576343	0.00047018260532826785	0.00032856133866312695
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90
D24-L001_2	0.0123607041545335	0.008032758245246794	0.013119794143858656	0.014558666213176488	0.018637358693132548	0.0077381860105833	0.007035744527924202	0.004101351882622482	0.006639204981261807	0.0045488750852843264	0.003925741511957707	0.005483575445274257	0.0036311692772942133	0.0029853763013011707	0.002543517949305931	0.0031553218212993397	0.003421569802629805	0.006197346629266568	0.006237000583932807	0.004339275610619918	0.003257289133298242	0.002328253623974917	0.00244155063730703	0.0025038639946396916	0.001761768557314353	0.0007760845413249723	0.0001359564159985353	0.0	0.0007760845413249723	0.003942736063957524	0.008706875474572865	0.011748900282540092	0.019470091741123574	0.022755705127754846	0.028352577586361213	0.034244022279631074	0.037144425820933163	0.04011280757023451	0.042950897754203944	0.04952778937813309	0.04838348954347875	0.05303433194076198	0.05821767030070613	0.059169365212695876	0.058036395079374754	0.06599551026595568	0.06409778529264279	0.07038010468190845	0.07068034176723854	0.07090693579390275
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90
D24-L002_1	0.012371053693676536	0.012063486060408335	0.0	0.0021985390081764008	0.004169250139857837	0.005821002244446326	0.001082182413351078	2.278278764949638e-05	1.139139382474819e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.139139382474819e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002563063610568343	5.6956969123740955e-05	1.7087090737122284e-05	6.265266603611505e-05	6.265266603611505e-05	0.00010821824133510781	0.00011391393824748191	0.0005809610850621577	0.0	6.265266603611505e-05	0.0003930030869538126	0.0	2.8478484561870478e-05	8.543545368561143e-05	0.0004385686622528053	0.00028478484561870473	0.0003702202993043162	5.126127221136686e-05	0.0006834836294848914	0.0004499600560775535	0.0008144846584694956	0.0005695696912374095	0.0007973975677323733	0.0008885287183303588
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90
D24-L002_2	0.010548430681716825	0.013191234049058406	0.016016299717595956	0.018932496536731493	0.020231115432752786	0.008042324040272223	0.006174135453013519	0.006219701028312511	0.005194475584085175	0.008406848642664165	0.005519130308090498	0.005388129279105894	0.004066727595435104	0.0040895103830846	0.0048812122539046	0.005040691767451074	0.005815306547533951	0.005986177454905174	0.007074055565168626	0.006834836294848914	0.0059406118796061815	0.004772994012569492	0.003975596444837118	0.002819369971625177	0.0025573679136559687	0.001845405799609207	0.0009910512627530927	0.001127747988650071	0.005883654910482441	0.010582604863191068	0.015902385779348473	0.020698162579567463	0.02664447015608602	0.03005049690968573	0.03527914667524514	0.04119128007028946	0.04527509475646168	0.0486583387224119	0.051312533483578227	0.05741832057364326	0.059776339095366136	0.06121735041419678	0.06453794171411087	0.0687527574292677	0.07113355873864007	0.07432884470648195	0.07860061739076252	0.07862909587532438	0.08481462272216266	0.08231421177763043
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90
D25-L001_1	0.010516836985749116	0.003106599543215863	0.004275136986076877	0.0035198627852032946	0.0	0.014791973971825991	0.00044176415522794387	0.0005415173515697377	1.4250456620256254e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.837751141140941e-05	0.0	0.0005343921232596096	0.000277883904094997	0.000448889383538072	2.8500913240512507e-05	0.0	0.0	0.0003063848173355095	1.4250456620256254e-05	2.8500913240512507e-05	7.125228310128127e-06	0.0001995063926835876	9.97531963417938e-05	8.550273972153753e-05	0.00014962979451269066	0.0008265264839748629	5.7001826481025015e-05	0.00043463892691781577	0.0006555210045317878	0.0003562614155064064	0.00027075867578486883
