Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81
D24	100.0	72.04278389309825	50.03473189153711	33.353920562832634	21.66046392697089	13.726995945012842	8.457810845253118	5.103734998255641	3.0248941220802696	1.7870308735976546	1.0650837343978234	0.6371412806388598	0.3958918021348467	0.24764718609564884	0.1556775513964705	0.10548970931839569	0.07461921734710462	0.052299706719974	0.03884174576669486	0.027537058565940385	0.020725259868049867	0.014741643382668838	0.010497209543557725	0.007474344467898105	0.005217547938809757	0.00339554707128889	0.0023810238609647703	0.002008341865335502	0.0013043869847024392	0.000786773101884011	0.0003933865509420055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D25	100.0	4.134140672960162	0.18313179174115993	0.027619876787191334	0.015321370931425477	0.009813959218237401	0.00830252668040759	0.005880093708817345	0.0037061154009799466	0.003292024294725204	0.00281581952253225	0.0023396147503392957	0.0017805917568953934	0.0015942507590807592	0.0009731140996986452	0.0008074776571967481	0.000786773101884011	0.0007453639912585367	0.0006211366593821139	0.0005797275487566397	0.0005590229934439026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D51	100.0	87.80638342144847	79.0949003645037	70.90970639905339	63.54656609774	57.10910575990376	51.472394098787646	46.523115083165024	42.13356301586693	38.1665702179465	34.62182612107403	31.453925635448684	28.617836353265265	26.030988507936573	23.70741978796465	21.599054215913313	19.70860408852854	17.988925133363217	16.422480592067465	14.998379868546778	13.692398633085258	12.492424720824951	11.40806504543097	10.417186437273998	9.517801259044008	8.672165106405886	7.9035498995311455	7.207897545578491	6.570569923941816	5.991608443731748	5.443993660265163	4.956215041652389	4.508251282906008	4.095464563635969	3.717420088180701	3.377327062613681	3.0634045949619604	2.770290205399541	2.503118623643981	2.267148806744716	2.0467695199959417	1.8489996076486768	1.6673792484453467	1.5106250601726139	1.360951829816837	1.226040947399042	1.106244390359545	0.9964688380914127	0.8990539053449845	0.8110802498211644	0.7309743253161844	0.660827291916631	0.6007633769543806	0.542604281080902	0.48937286937185487	0.44148323293349384	0.39636800690703966	0.3584372615741052	0.3252271548524749	0.2939632763302418	0.2652460581114754	0.23990368240868515	0.21884714965563148	0.19952979954884775	0.18091640432269707	0.16462191929157294	0.15097761734047915	0.1378923383828293	0.12683610584582766	0.11667016918727374	0.10793284684529866	0.10045850237740056	0.09383304467732469	0.08758026897287807	0.08172087981937345	0.07629628632743633	0.07136860216300489	0.0664616225538862	0.06184450671914581	0.05741373188222006	0.05405959392155665	0.05095391062464608
D62	100.0	82.27601035641857	68.2432288339919	55.23397700345041	43.93533553284726	34.33765609940671	26.42226319423668	20.0557573674572	14.975563448592142	11.059835129626045	8.091630079992049	5.862991746129024	4.244143975336733	3.0715828943104917	2.219010715642602	1.6178539521372794	1.1922097040180295	0.8783700545875601	0.659729950485056	0.4997665561388489	0.38303427328563694	0.29632359563589383	0.23553502123769762	0.19251095529782986	0.15886605291463202	0.13035588024899297	0.10695973274560003	0.08787013274725639	0.07107873838862658	0.058593891535046086	0.04757906810866993	0.039028086764509494	0.03292024294725204	0.027454240344689438	0.021905419520875886	0.017371121907386454	0.01320950628952629	0.010911300649812468	0.008323231235720327	0.006501230368199459	0.005155434272871546	0.004140911062547426	0.003333433405350678	0.0024224329715902444	0.001739182646269919	0.0010766368762623309	0.000786773101884011	0.00047620477219295404	0.00031056832969105695	0.00018634099781463418	0.00014493188718915992	6.21136659382114e-05	4.1409110625474265e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D71	100.0	93.99315300355808	91.72465840071803	89.1726977310913	86.42170417124323	83.64333918927173	80.8247866654382	78.06033514463685	75.30495221906247	72.62830871734245	70.01605638264503	67.43624808612267	64.93764305553687	62.531939364639314	60.184208428617424	57.90826018586479	55.72105166718256	53.564071799256915	51.479143783819595	49.490698996139635	47.56086880455003	45.67640229365064	43.80593206214265	42.00308290828607	40.2578131227542	38.55703742658941	36.90586984495394	35.31919695311764	33.78312599446567	32.285254940365704	30.832229953073124	29.429165057750183	28.08800678281232	26.797616077501292	25.55600530450707	24.351724844741717	23.192476792781562	22.06693575687055	20.990816494491035	19.93950128937618	18.939968177098486	17.97207162533865	17.05900073604694	16.182597614214092	15.34915644465517	14.530581145810796	13.743228316378028	12.98386804572808	12.25239681108439	11.555605706589535	10.88951945762347	10.248816993470818	9.644036932785767	9.062363155829729	8.514603440475957	7.993283442256548	7.494241545553645	7.022219093533864	6.560963010276706	6.125007893611713	5.70721067195599	5.316122326653699	4.9455521956663295	4.595500278993883	4.272612738891747	3.9638871146235237	3.6772946599846166	3.40455355284993	3.150115272611704	2.9150357515908865	2.688445098248291	2.480778408461538	2.285037542534921	2.1007670002515604	1.9251923711995496	1.767547887048369	1.6226574089698345	1.490376005076757	1.3619456484718486	1.2446957517358181	1.1340920172551765	1.0319978550080695
D72	100.0	87.75834885312292	77.96412107609856	67.86441828999007	58.30088066826023	49.532584311537306	41.64889008055107	34.683132309355045	28.659369691222615	23.49548795978347	19.131278268188176	15.47758680126008	12.4289445542361	9.922492497186768	7.855059830988715	6.21946207494842	4.883542052504682	3.8239657298200465	2.9833814886782317	2.3235480154166117	1.8094124978907233	1.4022781222210605	1.0970722723560025	0.8652640710745975	0.6841613257540858	0.5432875314062223	0.43796345853032853	0.3571328745894028	0.29005011537613445	0.23416852058705695	0.19077177265155992	0.15749955226399137	0.13112194879556427	0.11039668892751439	0.09348106723700815	0.07780771886526615	0.0653435765669984	0.05523975357438267	0.0472270906683534	0.04113995140640868	0.035694653359158814	0.03140881040942223	0.027371422123438488	0.024017284162775075	0.021387805638057457	0.019379463772721955	0.017205485464884557	0.015611234705803797	0.013809938393595667	0.012381324077016805	0.01111834620293984	0.010083118437302984	0.008965072450415178	0.007971253795403796	0.006811798697890516	0.005466002602562602	0.0050933206069333345	0.004782752277242277	0.0043065475050493235	0.0035404789584780496	0.0032299106287869924	0.0028779331884704615	0.0027537058565940387	0.00252595574815393	0.0022360919737756104	0.001884114533459079	0.0015942507590807592	0.001407909761266125	0.0011180459868878052	0.0009524095443859081	0.0007246594359457996	0.0004969093275056912	0.0003312728850037941	0.0002691592190655827	0.00020704555312737132	0.00010352277656368566	4.1409110625474265e-05	2.0704555312737133e-05	0.0	0.0	0.0	0.0
D75	100.0	93.84383175064262	91.72339542284395	89.34057026556698	86.68767488879065	83.90831608816414	81.01849848494416	78.0778097893208	75.09130191279034	72.09754744190043	69.11975618315664	66.11544238905722	63.11895491686604	60.152074958772054	57.188135047532484	54.249102716334136	51.37833330400188	48.5279992877633	45.73723227715946	42.9753688257722	40.299284347045614	37.67995105443124	35.17130431451876	32.713777121673424	30.32430580214106	28.043057193228368	25.858768016845225	23.755785629175204	21.73110786969795	19.803762224745878	17.996088909501424	16.294567849345373	14.69990299915836	13.22486906956834	11.85760235038112	10.583423311879963	9.420738303737897	8.350581953288453	7.391671178534345	6.526531334791624	5.74609382683331	5.053277996958501	4.4272757670778935	3.876555300314399	3.3786728587090087	2.939156558530225	2.5572196266761633	2.228162129090832	1.9476361091585566	1.7041505386807678	1.4889266862048653	1.3033931660474278	1.1432020215927807	1.004253750889002	0.8900267192286311	0.7925910819268901	0.7078266324765443	0.6355056207691535	0.5707003626402863	0.5157297682849692	0.4705524285925768	0.43160716004931826	0.39800366677674587	0.36551821949106134	0.3381260928123101	0.3122453986713887	0.28915981949768677	0.2682482186318223	0.2500903236225518	0.2328020199364163	0.21638330757341576	0.20116545941855396	0.18619606592744503	0.17126808154696155	0.15865900736150465	0.1459257058441713	0.1348280641965442	0.12302646766828404	0.11308828111817021	0.1024875487980488	0.09331543079450626	0.08484726767159677
P187	100.0	78.46341142746522	64.99317267288562	54.59621458615217	46.34756115866833	39.58700623517683	33.93281992937676	29.144166853870356	25.044623492837776	21.50097673739688	18.441713053497466	15.764407006007426	13.463468364992323	11.474899349980486	9.761680216072739	8.305052636155743	7.027974959910805	5.94510601249934	5.014684705855559	4.231617719372528	3.5728815875424833	3.003195748112521	2.5201791772216766	2.1243080796421423	1.7815027573291538	1.502032669717828	1.2738063565055266	1.0885627001224674	0.9366740823482278	0.8177885257424913	0.722029957421082	0.6405161231548359	0.5707003626402863	0.5073651279386234	0.4571151721946104	0.4141739244759936	0.3797836581015372	0.3504453032233887	0.3255791322927914	0.3027834168934678	0.2814784294766613	0.2630099661376998	0.24642561733219734	0.23141481473046294	0.21760487633686726	0.2049129839301594	0.1941673197228488	0.18414631495148406	0.17453940128637402	0.1662161700506537	0.15716827937898756	0.1487622299220163	0.1403975895756705	0.13352367721184177	0.1267946967352022	0.12174278523889434	0.11606973708320437	0.11018964337438701	0.10493068632495178	0.10066554793052794	0.09731140996986452	0.09451629500264501	0.0917832937013637	0.0888225422916423	0.08635870020942658	0.08457810845253118	0.0829631531381377	0.08165876615343524	0.08056142472186018	0.0794019696243469	0.07828392363745909	0.0770623548740076	0.07592360433180706	0.07476414923429378	0.07374962602396966	0.07261087548176912	0.07138930671831763	0.07029196528674256	0.0695880104061095	0.06892546463610191	0.0683043279767198	0.06739332754295936
P212	100.0	81.15198075304538	69.9929293943607	61.386749705736506	54.37689123172435	48.37242525914339	43.19841900015632	38.631118325498385	34.617995778341175	31.04126314351052	27.790710073076728	24.82921329936406	22.161907552090074	19.732579963580687	17.50961467787335	15.5415017635105	13.735008607918871	12.107796196780235	10.656758846797679	9.369825802223875	8.217907162844433	7.197938654473064	6.296855702707431	5.496603935314829	4.807742675504751	4.212155437378555	3.696860464755153	3.2428923849680786	2.849423015804822	2.5040089195224287	2.2081822332140404	1.9490854280304482	1.7298863009345	1.5426964163520438	1.376790814631081	1.232728518765056	1.113946484935883	1.0041916372230637	0.9121598888579471	0.8317641005785888	0.7587184294352523	0.696190672390786	0.6417376919182874	0.5944484875839958	0.5501200346594256	0.510470811235534	0.4750039079848153	0.44247705158850525	0.4118964233915925	0.3854152971466017	0.36123237654132473	0.33909920691200873	0.32015453880085426	0.3025556667850277	0.2863025908645291	0.2708155834906017	0.25760607720107537	0.2445000936881128	0.23182890583671767	0.2195303999809518	0.2080393717823827	0.1966518663603773	0.18617536137213228	0.17638210670920762	0.16783112536504718	0.16017043989933447	0.15286173187393826	0.1462569787291751	0.1392795435887827	0.13290254055245965	0.12772640172427538	0.12308858133422225	0.11805737439322712	0.11387505422005423	0.11010682515313606	0.10706325552216371	0.10356418567431114	0.10027216137958593	0.09729070541455179	0.09416431756232847	0.09167977092480002	0.08900888328945693
P246	100.0	11.227210754774212	1.7760160501712785	0.40707226200372476	0.1416812720050602	0.08037508372404555	0.056834004333463424	0.035280562252904074	0.022423033403694313	0.015569825595178324	0.010580027764808674	0.007743503686963687	0.004803456832555015	0.00339554707128889	0.0021325691972119247	0.0017598872015826563	0.0016356598697062335	0.0016149553143934962	0.0015321370931425477	0.0013872052059533879	0.0012422733187642278	0.0006418412146948511	0.0004969093275056912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
