Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14
P187S6bM5-S113-L002_rmdup	15.2	7.654723127035831	5.034722222222222	5.214723926380368	3.826955074875208	4.754358161648177	4.118616144975288	2.3769100169779285	1.7973856209150325	2.0602218700475436	2.307692307692308	1.2519561815336464	1.6181229773462782	1.322314049586777
P187S6cM4-S71-L001_rmdup	14.470903198534593	7.531635920109774	6.2951334379905814	5.22189349112426	4.54954954954955	3.5629453681710213	3.856952859465051	3.0237268518518516	2.595508894721493	2.1379703534777654	2.196697774587222	2.3048642533936654	2.1924661565626837	1.8545775684427435
P187S6cM4-S71-L002_rmdup	14.39853335213651	7.620504973221117	6.2154914024294055	5.2522562509246935	4.601318944844125	3.829661392872985	3.816681402888299	2.9670171395650295	2.6008182349503217	2.093122597180692	2.2426682001150087	2.3769100169779285	2.245377164660992	1.8523963540135253
P187S6cM5-S114-L001_rmdup	13.822393822393822	6.764960971379011	6.5546218487394965	5.8871627146361405	5.608214849921011	3.830806065442937	4.675963904840033	2.3603461841070024	1.868399675060926	2.754399387911247	1.7898832684824901	2.052545155993432	2.504038772213247	2.1704180064308685
P187S6cM5-S114-L002_rmdup	12.757830404889228	7.326892109500806	6.290849673202614	4.731355252606255	4.51761102603369	3.7238169123351437	3.6585365853658534	2.5482625482625485	2.9567854435178167	2.5345622119815667	1.8670649738610903	2.5185185185185186	1.688411358403684	2.0
P187S6dM4-S72-L001_rmdup	14.376742333731581	7.339046363436608	6.923076923076923	4.589678510998308	4.436786560413526	3.8564422648238965	4.170212765957447	2.8223350253807107	3.0635479196853654	2.487153134635149	2.327480604328297	2.6781948544917755	2.0603228547153782	2.4108798681228105
P187S6dM4-S72-L002_rmdup	14.174641148325358	7.196138657305835	7.01795290277454	4.52240067624683	4.477933261571582	3.6096256684491976	4.153555695405916	2.601925834869904	2.9810298102981028	2.411873840445269	2.179724449928028	2.781289506953224	1.9402985074626864	2.3636740617872696
P187S6eM4-S73-L001_rmdup	14.124293785310735	7.038834951456311	6.4234734337827115	5.361305361305361	3.6676646706586826	4.496124031007752	3.3834586466165413	3.3358605003790753	3.055767761650115	1.820830298616169	2.5342465753424657	1.9345238095238095	1.696165191740413	2.12443095599393
P187S6eM4-S73-L002_rmdup	14.255469301340861	6.528662420382165	6.499608457321848	5.3076923076923075	3.7037037037037033	4.341085271317829	3.310759969902182	3.235515425131678	2.9839326702371842	2.0319303338171264	2.3728813559322033	1.7817371937639197	1.55902004454343	2.413273001508296
P187bM3-L001_rmdup	12.49380267724343	6.33362362441612	5.633684915452871	4.599727542271015	3.9977657197574206	3.5737386804657176	2.8656126482213438	2.7517198248905568	2.5602169405008772	2.3018928456849537	2.3193647299315985	2.0488195278111245	1.9945090439276485	1.8331075157408145
P187bM3-S498-L001_rmdup	15.830867466126772	8.365529984881572	6.473311784747095	5.815778603882693	4.589787722317843	4.2492917847025495	3.4968511766655617	3.041733547351525	3.025657576246571	2.5356194156000966	2.4891601092018627	2.4299065420560746	2.037833888122108	2.1826675257731956
P187bM3-S498-L002_rmdup	16.168085604936344	8.309718286381065	6.38502580250153	5.943854449658352	4.374539198820349	4.298755186721992	3.5374036948057324	3.0535584457549074	3.064855248261362	2.5500764218486043	2.5082402122357106	2.3883273557222044	2.1287047650237434	2.2048250519252277
P187cM3-L001_rmdup	12.566450088600117	6.174688542446729	5.580357142857143	4.670310662146267	3.9359108324625565	3.2444632529270696	2.9658237994607592	2.63669164585068	2.6069984664714903	2.334332102292523	2.2063909254392033	1.9223897663117273	1.9581601746847925	1.9098548510313216
P187cM3-S499-L001_rmdup	15.790198237885464	8.477980203701046	6.486728303012228	5.686497231293483	4.869626497533474	4.1186761918647035	3.373247663551402	3.313826411901572	2.923479861258583	2.655303563882237	2.5274267462852382	2.4869203755464775	2.2691816763579635	1.9890988886529342
P187cM3-S499-L002_rmdup	16.096219931271477	8.703490049033746	6.386820130895961	5.626069594980034	4.873197414221781	4.083260806498404	3.6521739130434785	3.4221340512965845	2.847654041831543	2.816002269825507	2.5304136253041363	2.5150976909413854	2.1494661921708182	2.0018391455047038
P187cM3-S68-L001_rmdup	16.078610603290677	8.500192529842126	6.473191831807664	5.522437884496161	4.764839749668121	4.027656899719563	3.5091120589375726	3.2976364579893382	2.9731518245415014	2.563021272608003	2.4808717829816835	2.430093209054594	2.195873843964904	1.96032342986085
P187cM3-S68-L002_rmdup	16.106551739947733	8.413973292045675	6.586555382372166	5.504235868472694	4.737041959369661	4.064882715749599	3.535573985159319	3.2522624434389145	2.9131732272275115	2.5375719837071027	2.516692347200822	2.4022586974206823	2.1891584533737682	1.9549511262218444
P212M2-S271-L001_rmdup	12.55174568460517	8.706844336765597	7.664505155735091	8.312738710402156	5.992141453831041	6.253612299156167	6.050630037461687	5.228156333128709	4.779411764705882	4.128852099331804	3.75628512274475	3.453193439951105	3.048531810766721	3.006829069411885
P212M2-S271-L002_rmdup	12.682926829268293	8.835158150851582	7.813673929376409	8.238604389420372	5.9734513274336285	6.506809451751833	6.082780699748456	5.154212378389567	4.874052836371083	4.187118100771311	3.9231071008238527	3.5531958341841947	3.139701370423399	3.082614056720099
P212S6aM4-S76-L001_rmdup	13.157894736842104	8.428351309707242	7.193396226415095	7.481471122919871	6.297847753863932	6.090935087217615	4.926693963809272	4.3178126691932865	3.7770980183535046	3.724014794031374	3.3181696548033184	3.437717466945024	3.0365485023358065	2.8369757024569022
P212S6aM4-S76-L002_rmdup	13.134146341463415	8.339744576088629	7.362685907819172	7.351911496989218	6.348746195100739	5.982905982905983	4.90506329113924	4.254451542748402	3.713563157194197	3.751284686536485	3.4316998264120713	3.3698516155872973	3.0875258442453477	2.7766379428258787
P212S6aM5-S115-L001_rmdup	12.984293193717278	9.526938239159001	7.553260167850226	6.39853747714808	6.169822846670739	5.569155446756426	4.178757980266976	4.42632498543972	3.6240090600226504	3.2955159373311727	3.432228039557882	3.401759530791789	3.32541567695962	2.7710843373493974
P212S6aM5-S115-L002_rmdup	13.108038914490528	8.6	7.083599234205488	7.030303030303029	6.155778894472362	5.4169202678028	4.29927414852038	3.8879359634076613	4.8260381593714925	3.4013605442176873	4.7153536515238645	3.187721369539551	3.532136653155762	3.07599517490953
P212S6bM4-S77-L001_rmdup	13.18055867595297	8.742911153119092	6.92437272807873	6.96780804371958	6.0420315236427315	5.661962365591398	5.099173553719008	4.557312897440078	3.955901426718547	3.5367711925575427	3.4220221039705283	3.2721202003338896	2.9938587512794266	2.8684721167636886
P212S6bM4-S77-L002_rmdup	13.260122516061557	8.66275770758464	7.137129109863673	7.172743574417215	6.033803310272353	5.471841064062632	4.948777263714475	4.539897302143614	3.9322198800064863	3.5094731793108966	3.2515687393040507	3.3833952075599054	2.98482005799079	2.6971836977792907
P212S6bM5-S116-L001_rmdup	13.29605467536502	8.961064370964586	8.020891624696885	7.05532212885154	6.335174953959484	5.831723168803794	4.993089149965446	4.329004329004329	4.125273615086715	3.0185004868549172	3.5653360627772095	3.2534246575342465	2.9375549692172385	3.3666491320357705
P212S6bM5-S116-L002_rmdup	13.090744375660575	8.701498271225509	7.776560788608982	6.944444444444445	6.05527195916212	6.028429525603699	5.113354294224723	4.6303818034118605	4.124897288414133	3.6169869207169385	3.3937397034596377	3.339549076114596	3.0365414307771488	3.055229142185664
P212S6cM4-S78-L001_rmdup	13.210702341137123	8.43535886779737	7.454786060873402	7.304526748971194	6.287519747235387	5.252938170669392	4.8700328652524645	4.601805018347714	4.227706223576836	3.5677009203909287	3.3254624163715074	2.932083374887803	3.3833833833833835	2.7517447657028913
P212S6cM4-S78-L002_rmdup	13.274956217162872	8.585518941941269	7.532296912634115	7.366255144032922	6.14900314795383	5.17749974570237	4.870578936968979	4.563531517200238	4.049691871270665	3.5475675167027383	3.294117647058824	2.957578171678948	3.296262899509067	2.8897715988083417
P212S6cM5-S117-L001_rmdup	13.886847905951505	8.830436824800376	7.786691835771591	8.075601374570446	7.041629760850309	4.604985213350233	4.435146443514645	4.867256637168142	4.317718940936864	3.874755381604697	2.755267423014587	3.2098765432098766	3.204327923429047	2.8329809725158563
P212S6cM5-S117-L002_rmdup	13.360323886639677	8.932769158439116	7.66728624535316	7.218683651804671	5.942350332594235	4.401709401709402	4.28921568627451	4.562268803945746	3.9832285115303985	3.2361166600079905	3.345280764635603	3.0429345560650267	3.2627118644067794	2.59852750108272
P212S6dM4-S79-L001_rmdup	12.966825586015096	8.322655048692978	7.326549491211841	6.866681964203764	5.971474226193999	5.844647747800245	4.993297587131367	4.179186014750068	4.00219298245614	3.719699832640501	3.601046362776201	3.274082568807339	3.100466492206167	2.9585798816568047
P212S6dM4-S79-L002_rmdup	13.041529728114728	8.448264802104049	7.2171931769197615	6.850809693350178	5.9170188701708435	5.883724998542189	4.878730300659439	4.249493455999124	4.060522696011004	3.7516869095816467	3.494009473390917	3.245040706341016	3.1301765008282403	2.9425182481751824
P212S6eM4-S80-L001_rmdup	13.29822931185793	8.530183727034121	7.634354595680562	7.015563740049899	5.944889106128184	5.52664633052216	4.993032977241059	4.310006173185925	3.913410177115547	3.450739051596242	3.2505210974029635	3.1202076206205023	3.1224225285731118	2.8843346762421906
P212S6eM4-S80-L002_rmdup	13.355249640435588	8.530217987207935	7.494203897487312	7.0689145223306715	5.920058051641773	5.619183965640659	5.020266357845975	4.232774569714638	3.918934049938417	3.4013233444523427	3.3791748526522594	3.257865333725375	3.026385379326556	2.80466472303207
P212aM3-S500-L001_rmdup	12.899106002554278	8.789853796019024	7.894736842105263	8.648468708388815	6.5640307907627715	6.251278205739997	6.043918689237882	5.062161679852477	4.645084645084645	4.128146985289843	3.8490653933500263	3.6131085700813395	3.236952173122386	3.168930188229688
P212aM3-S500-L002_rmdup	12.79324509356458	8.51326341764343	7.726448709132963	8.5956657167473	6.555197985168602	6.258033962519451	5.932088744588745	4.807692307692308	4.553755522827688	4.062119719534102	3.70846981750117	3.5169093471113198	3.343005682505138	3.193457888139438
P212aM3-S74-L001_rmdup	5.454545454545454	9.523809523809524	12.195121951219512	10.0	10.526315789473683	10.256410256410255	6.0606060606060606	5.263157894736842	5.405405405405405	0.0	6.0606060606060606	5.88235294117647	3.0303030303030303	5.88235294117647
P212aM3-S74-L002_rmdup	9.433962264150944	3.3333333333333335	6.666666666666667	2.1739130434782608	2.3255813953488373	2.1739130434782608	6.666666666666667	2.127659574468085	11.627906976744185	7.6923076923076925	4.761904761904762	4.761904761904762	3.7735849056603774	4.0
P212bM3-S501-L001_rmdup	12.704269899841854	8.533973095707308	7.946781733189501	8.253086020810443	6.796574742094262	6.415266380096392	5.531859894015769	5.120036409147798	4.489234997709574	3.846578976456284	3.5783958530739643	3.337553228219588	3.2321366732078958	3.0246842044269324
P212bM3-S501-L002_rmdup	12.628106443809106	8.504247833176008	7.897252090800477	8.171727481500382	6.601941747572816	6.319845857418112	5.429632475348956	5.132122446670062	4.473878687965437	3.9568345323741005	3.5614179719703216	3.2590051457975986	3.4675806912310767	2.8753809879809076
P212bM3-S75-L001_rmdup	19.047619047619047	6.666666666666667	7.6923076923076925	30.0	30.0	0.0	7.6923076923076925	6.25	5.555555555555555	0.0	6.25	6.666666666666667	10.0	0.0
P212bM3-S75-L002_rmdup	21.73913043478261	0.0	20.0	0.0	5.88235294117647	0.0	8.333333333333332	0.0	6.666666666666667	0.0	4.545454545454546	0.0	0.0	7.142857142857142
P212cM3-S502-L001_rmdup	12.549630206305956	9.271010679461384	8.31458266366656	8.39600404085756	7.102375497407452	6.668966310221916	6.063055780113177	4.900675607542604	4.261535361676405	4.305458884359153	3.5402569383151907	3.6573045059608003	3.249872253449157	2.851011649294911
P212cM3-S502-L002_rmdup	12.999690114657577	9.12296841459675	8.083067092651758	8.454974174713676	6.800191892540178	6.541733731892389	5.920294862934808	5.045733239521559	4.18354943273906	4.173655648741984	3.469567774184063	3.612629022465088	3.4831915755366545	2.929845904298459
P246M2-S273-L001_rmdup	11.09350237717908	5.353728489483748	4.056437389770723	6.306306306306306	3.825136612021858	3.2085561497326207	2.7164685908319184	3.2928942807625647	2.083333333333333	1.607142857142857	2.841918294849023	1.7605633802816902	1.3793103448275863	1.7825311942959003
P246M2-S273-L002_rmdup	10.229007633587786	5.204460966542751	4.317789291882556	6.104129263913824	3.429602888086643	2.862254025044723	3.242320819112628	3.1358885017421603	2.0338983050847457	2.1238938053097343	2.4518388791593697	1.7574692442882252	1.386481802426343	1.926444833625219
P246S6aM4-S84-L001_rmdup	10.669456066945607	5.25	4.040404040404041	3.0660377358490565	3.45679012345679	5.357142857142857	3.7593984962406015	3.5294117647058822	1.7721518987341773	1.4962593516209477	1.2224938875305624	1.9867549668874174	1.6317016317016315	2.722772277227723
P246S6aM4-S84-L002_rmdup	10.991379310344827	4.785894206549118	3.787878787878788	3.1553398058252426	3.787878787878788	5.513784461152882	3.664921465968586	3.571428571428571	1.7766497461928936	1.550387596899225	1.256281407035176	2.0408163265306123	1.4423076923076923	2.525252525252525
P246S6aM5-S121-L001_rmdup	10.16949152542373	6.779661016949152	3.7037037037037033	1.639344262295082	5.88235294117647	3.1746031746031744	6.779661016949152	1.5151515151515151	1.5625	6.153846153846154	6.0	0.0	3.75	2.2222222222222223
P246S6aM5-S121-L002_rmdup	1.3513513513513513	1.3513513513513513	6.349206349206349	3.9473684210526314	1.282051282051282	6.0606060606060606	5.47945205479452	2.7777777777777777	3.1746031746031744	4.6875	1.4705882352941175	1.4492753623188406	2.898550724637681	1.5151515151515151
P246S6bM4-S85-L001_rmdup	6.282722513089005	5.333333333333334	3.0100334448160537	4.761904761904762	4.790419161676647	4.375	3.606557377049181	3.5483870967741935	1.9417475728155338	2.6470588235294117	2.3323615160349855	3.0864197530864197	3.481012658227848	1.6611295681063125
P246S6bM4-S85-L002_rmdup	6.036745406824147	6.354515050167224	3.322259136212625	4.73186119873817	5.089820359281437	3.9755351681957185	3.8834951456310676	2.9508196721311477	2.3255813953488373	2.312138728323699	2.0172910662824206	2.4539877300613497	3.5031847133757963	1.6181229773462782
P246S6bM5-S122-L001_rmdup	9.67741935483871	2.3255813953488373	8.333333333333332	8.51063829787234	4.166666666666666	0.0	6.0	1.9230769230769231	0.0	0.0	0.0	0.0	4.6875	3.8461538461538463
P246S6bM5-S122-L002_rmdup	11.538461538461538	6.382978723404255	6.25	6.0	0.0	2.0	2.0	3.6363636363636362	5.128205128205128	1.8181818181818181	0.0	2.0408163265306123	3.389830508474576	1.9607843137254901
P246S6cM4-S86-L001_rmdup	8.571428571428571	8.47457627118644	3.211009174311927	3.7433155080213902	3.8834951456310676	5.208333333333334	2.450980392156863	1.6483516483516485	2.3474178403755865	0.5555555555555556	2.5906735751295336	2.1052631578947367	2.127659574468085	1.694915254237288
P246S6cM4-S86-L002_rmdup	9.95475113122172	8.522727272727272	3.2407407407407405	3.664921465968586	2.912621359223301	3.5532994923857872	2.358490566037736	2.197802197802198	1.932367149758454	1.0362694300518136	3.015075376884422	1.7543859649122806	1.06951871657754	1.1428571428571428
P246S6cM5-S123-L001_rmdup	12.5	10.0	9.803921568627452	4.3478260869565215	6.122448979591836	7.8431372549019605	0.0	2.3255813953488373	0.0	2.564102564102564	5.128205128205128	0.0	7.5	5.128205128205128
P246S6cM5-S123-L002_rmdup	4.166666666666666	6.25	0.0	6.666666666666667	5.172413793103448	1.9607843137254901	0.0	4.25531914893617	0.0	3.9215686274509802	5.0	0.0	0.0	2.3255813953488373
P384M2-S279-L001_rmdup	15.064935064935064	6.728538283062645	6.964457252641691	5.761316872427984	4.770240700218818	4.515563349408154	3.2366540563261874	2.80561122244489	2.75	2.272727272727273	2.081563296516568	2.0293609671848016	1.897133220910624	1.7804154302670623
P384M2-S279-L002_rmdup	14.674512688488415	7.00228832951945	6.823642479577126	6.11592879963487	4.939862542955327	4.8759251197213755	3.38628762541806	2.88	2.2350993377483444	2.363488182559087	2.2287636669470143	2.1992238033635187	1.8059638807223857	1.6891891891891893
P384S6aM4-S98-L001_rmdup	14.580686149936467	6.7660088602496975	6.4660431069540465	5.227272727272727	4.007633587786259	3.8156403475632787	3.7105069801616457	3.6731891520768967	2.3176550783912746	2.1216407355021216	1.6876122082585279	2.2641509433962264	2.0096762188314106	1.8743109151047408
P384S6aM4-S98-L002_rmdup	14.682413022661986	7.105580088317945	6.107491856677524	5.151864667435602	3.8476190476190477	3.981797497155859	3.5871156661786237	3.7787701820680177	2.5351147653305928	2.338568935427574	1.938262742282843	2.1656534954407296	1.877581674802854	1.7241379310344827
P384S6aM5-S133-L001_rmdup	13.06532663316583	5.3156146179401995	6.333333333333334	6.306306306306306	6.051873198847262	6.1946902654867255	3.3426183844011144	6.417112299465241	1.8567639257294428	1.5625	1.8276762402088773	2.4024024024024024	1.1299435028248588	1.4970059880239521
P384S6aM5-S133-L002_rmdup	15.526315789473685	5.7926829268292686	7.508532423208192	5.491329479768786	4.424778761061947	5.120481927710843	4.081632653061225	4.336734693877551	1.36986301369863	2.3376623376623376	2.5139664804469275	0.6309148264984227	1.092896174863388	2.023121387283237
P384S6bM4-S99-L001_rmdup	14.637579169598874	6.923751095530236	5.558025789239663	5.690376569037657	4.705400981996727	4.67479674796748	3.493788819875776	3.0131826741996233	2.633587786259542	2.6367571822117277	1.9600156801254411	2.1882741535920727	2.083333333333333	1.6505636070853462
P384S6bM4-S99-L002_rmdup	14.712078651685392	7.236842105263158	5.684302579798863	5.597326649958228	4.495300367797303	4.738760631834751	3.2932971716388995	3.160270880361174	2.544625902012913	2.474469756480754	1.7578125	2.299794661190965	2.3459244532803183	1.6109544905356425
P384S6bM5-S134-L001_rmdup	13.328255902513328	7.020872865275142	5.593719332679097	4.524033930254477	5.185909980430528	4.04783808647654	3.0146425495262705	2.7049873203719357	2.3596419853539463	2.8268551236749118	2.4411508282476024	1.3333333333333335	1.8245004344048652	1.6057091882247994
P384S6bM5-S134-L002_rmdup	13.30827067669173	7.326355851569934	5.395348837209302	5.6939501779359425	5.352363960749331	4.916593503072871	3.0427631578947367	3.215434083601286	2.4489795918367347	2.626970227670753	2.347024308466052	1.7123287671232876	1.2715712988192553	2.4496937882764653
P384S6cM4-S100-L001_rmdup	14.124293785310735	6.364922206506366	5.263157894736842	5.654761904761905	4.2545949625595645	4.407345575959933	3.8498250079541836	2.898550724637681	2.9809465273509526	3.277655215884021	2.4050632911392404	2.4606299212598426	1.33768352365416	2.289348171701113
P384S6cM4-S100-L002_rmdup	14.30598921373829	6.376195536663125	5.104321907600596	5.625413633355394	4.41025641025641	4.390080428954423	3.8838017050836755	2.902055622732769	2.824685293214615	3.269412134548884	2.5023756731073803	2.4214659685863875	1.6798418972332017	2.239283429302623
P384S6cM5-S135-L001_rmdup	14.759036144578314	7.8711985688729875	3.71900826446281	5.636363636363637	4.18848167539267	6.468531468531468	2.73972602739726	2.2900763358778624	3.0844155844155843	2.547770700636943	2.689075630252101	2.6223776223776225	2.4432809773123907	2.1630615640599005
P384S6cM5-S135-L002_rmdup	13.076923076923078	6.037735849056604	5.627705627705628	5.37261698440208	3.787878787878788	4.887218045112782	3.662420382165605	3.1866464339908953	2.8708133971291865	2.978056426332288	2.4263431542461005	2.5597269624573378	1.2433392539964476	2.2530329289428077
P384aM3-S506-L001_rmdup	15.036075036075037	6.2857142857142865	6.71785028790787	5.704099821746881	4.890148830616584	4.770380918476326	4.065860215053763	3.2371794871794877	2.7410512737826505	2.956810631229236	2.4317121918720854	2.6224982746721874	2.0761245674740483	1.4338112704234744
P384aM3-S506-L002_rmdup	15.304649148137454	6.294452347083926	6.694882647171989	5.227108868060562	4.765317090648513	4.700854700854701	4.308617234468938	3.160270880361174	3.052939265995453	2.812706816677697	2.446280991735537	2.7411167512690358	2.2688209006531452	1.6026711185308846
P384bM3-S507-L001_rmdup	16.258688425506197	6.321401370906321	6.515906477577616	5.137751303052867	4.203216374269006	4.3604651162790695	3.68567454798331	3.576158940397351	2.5649794801641588	2.38255033557047	2.5094534204193883	2.490974729241877	2.0810907786149984	1.968365553602812
P384bM3-S507-L002_rmdup	16.30666261028293	6.760349411317888	6.321401370906321	5.396352809825084	4.404145077720207	4.527199707922599	3.7347294938917974	3.540701522170748	2.557980900409277	2.3224503534163583	2.400548696844993	2.5519504192489975	2.0202020202020203	1.9182948490230907
P384cM3-S508-L001_rmdup	15.71330117160579	7.686017988552739	6.336550566512798	5.705353653771004	5.645479668377417	4.272801972062449	3.801396431342126	3.1010580080262677	2.982791586998088	2.5297048677654272	2.237970906378217	2.5372533225936365	2.0759890325107717	1.9444444444444444
P384cM3-S508-L002_rmdup	15.64093845630738	7.53646677471637	6.247361756015196	5.856747130985358	5.779889152810768	4.715447154471545	4.0	3.1284103310294653	2.9748283752860414	2.609363008442057	2.2642910170749815	2.2909967845659165	2.1868787276341948	1.8673023440603893
P387M2-S280-L001_rmdup	12.981048715265667	6.718243734708722	5.804243668720055	4.901771336553945	4.504621794037235	3.870883938429564	3.398278205709107	3.104254915597142	2.698177603194024	2.557918121231355	2.2415780709619573	2.317837555497519	2.123676736380067	2.0841275892743676
