# BEAST v1.10.4
# Generated Wed Jun 16 16:24:26 EDT 2021 [seed=543545]
# -seed 543545 -threads 10 -beagle_SSE -beagle_double beast_strict_clock.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
32060000	-5948936.472783738	-509.8495944747552	-5948426.623189263	14377.267975747804	14123.767975747804	93224.7557137435	14158.095770508535	0.7756829591460983	1.8086346752652898	0.3724825340445802	0.3833793294878458	1.6368996714395938	1.0229208306165642	0.2622505637048325	0.23639176021282507	0.23940997219003812	0.26194770389230887	9.921467072467506E-10	9.921467072467506E-10	-5948426.623189263	0.0	-511.6347489142165
32070000	-5948923.15238494	-504.66956883414963	-5948418.482816106	11922.467336876183	11668.967336876183	81969.39827934858	16856.28408669502	0.5905713858138013	1.8706386376309532	0.43161696863950355	0.2820815716651579	1.7361011398048094	1.088990296445747	0.2630867631484467	0.2362157441922514	0.23876650283602885	0.2619309898232778	1.2617739977194388E-9	1.2617739977194396E-9	-5948418.482816106	0.0	-506.09574027028333
32080000	-5948911.006989309	-478.4183337807888	-5948432.588655528	6877.758960989991	6624.258960989991	49755.46042505962	8372.795247407306	0.5061957887859233	1.717734623931193	0.38865648273540365	0.3199291482685701	1.7992174243939059	1.2682665318849764	0.2628891216553893	0.23658453159622064	0.2391117395681976	0.2614146071801971	2.0500410180636455E-9	2.0500410180636455E-9	-5948432.588655528	0.0	-480.0519589304647
32090000	-5948955.819541041	-514.5955178972878	-5948441.224023144	15622.839024536686	15369.339024536686	100771.1937288326	14996.572353998725	0.796635562621413	1.649874846298635	0.49043099905159493	0.31286075616477965	1.8206896960580778	0.9295081398054721	0.26230507010048476	0.236215172379134	0.23949336614183211	0.2619863913785537	9.464072708305996E-10	9.464072708305998E-10	-5948441.224023144	0.0	-516.3856530053225
32100000	-5948914.655921238	-487.66096288538097	-5948426.994958352	9284.156672300229	9030.656672300229	60025.82745663522	8797.431888728588	0.7234376168861415	1.8053639643448407	0.39122731575425923	0.2533774531714751	1.6937335124349895	1.1328601374082667	0.2629468741087371	0.23672522933845408	0.23889972758490313	0.2614281689679102	1.6096626474355652E-9	1.6096626474355658E-9	-5948426.994958352	0.0	-489.45986630181426
32110000	-5948916.178776664	-488.38743650590106	-5948427.791340157	7355.252310874746	7101.752310874746	59184.70052400986	10891.469180361839	0.6743143413236586	1.9463887888161235	0.27681010838013065	0.32261524816740295	1.8787386937040487	0.9011328196086085	0.26255527266610845	0.2361941699442057	0.23877812066026044	0.26247243672943	1.5409362301360683E-9	1.540936230136069E-9	-5948427.791340157	0.0	-489.9875866491376
32120000	-5948896.045747412	-461.16450603625304	-5948434.8812413765	6186.854701024549	5933.354701024549	39814.51926947065	5001.967899404798	0.6201034333632942	1.8319315035396087	0.40672859570626807	0.4226089671694073	1.898752054405962	0.8198754458154325	0.2630083452051199	0.23610037288466548	0.23890892954275994	0.26198235236745937	2.325711998261422E-9	2.3257119982614227E-9	-5948434.8812413765	0.0	-463.1387694689149
32130000	-5948907.540795462	-477.46036162038456	-5948430.080433842	6705.635441324693	6452.135441324693	48083.113865720945	7786.434797722712	0.5516830448840158	1.8988913168793287	0.3384997065737224	0.3194266009334168	2.077796860119658	0.8137024706098306	0.2632587196158147	0.23639614206995951	0.23870390650807963	0.2616412318061508	1.963334231937417E-9	1.9633342319374168E-9	-5948430.080433842	0.0	-479.17111230172367
32140000	-5948905.529739032	-465.52527555553536	-5948440.004463476	5989.493511720584	5735.993511720584	40665.51655663926	6581.641055695517	0.9345951057902483	1.647347335067729	0.46879551557106103	0.19748353742589456	1.687049807444946	1.0647286987000928	0.26242057815390835	0.23616224880334882	0.23883369647968808	0.2625834765630594	2.2780586358547598E-9	2.2780586358547598E-9	-5948440.004463476	0.0	-467.2460119699292
32150000	-5948881.283232041	-466.9203419756011	-5948414.362890065	4707.874139227617	4454.374139227617	36647.051070252135	6815.32387248096	0.6450712107062263	1.5647205372292112	0.36164460222226336	0.31367834679066986	2.00783691779987	1.1070483852517308	0.2624930981794801	0.2364725146186293	0.23907535365463167	0.2619590335472635	2.6146321164558516E-9	2.6146321164558525E-9	-5948414.362890065	0.0	-468.4852620812141
32160000	-5948882.503166039	-453.8601167593521	-5948428.643049279	4244.630588844134	3991.130588844134	31023.456369493564	4524.735307444886	0.5429428057439383	1.7395894777726142	0.4292265310910455	0.24684171118031095	1.861788456418048	1.179611017794015	0.2627389558559738	0.23631598171518603	0.23894114786582754	0.26200391456301714	2.9070372058685522E-9	2.9070372058685522E-9	-5948428.643049279	0.0	-455.6983568036479
32170000	-5948898.668584002	-473.5630535553714	-5948425.105530446	6307.014210671456	6053.514210671456	43603.85974487443	6407.526254441336	0.6214774995002019	1.7128479606906235	0.5642360482277896	0.2796488146382184	1.939886678845848	0.8819029980972906	0.263020896580609	0.23612512335827374	0.23916885842839436	0.2616851216327274	2.362717314640589E-9	2.362717314640589E-9	-5948425.105530446	0.0	-475.3272286436976
32180000	-5948895.395243073	-468.9437537964999	-5948426.451489276	4984.510125177069	4731.010125177069	39290.89143786261	7583.565161752432	0.6659368728257512	1.6816001825282985	0.4762193296762959	0.4138048703576377	1.6699622811567871	1.0924764634552013	0.2627147445751624	0.23619149837067643	0.2389170223242139	0.2621767347299516	2.5503278513681435E-9	2.5503278513681435E-9	-5948426.451489276	0.0	-470.44914029862935
32190000	-5948893.998108911	-479.6802016897049	-5948414.317907222	7000.833217907363	6747.333217907363	50269.907102233854	9744.757413779891	0.6445033689903551	1.633617191818775	0.5454721552321443	0.24235899291825083	1.9056469614413791	1.0284013295990675	0.26291935616522855	0.23625560739829057	0.23879098848474736	0.2620340479517379	2.0177486958388146E-9	2.017748695838814E-9	-5948414.317907222	0.0	-481.17516767471346
32200000	-5948913.2305853125	-482.009848609039	-5948431.220736704	7461.233784925876	7207.733784925876	53918.03757530342	8329.470727433694	0.9321915266993352	1.6518220334669265	0.3696503364250609	0.3862604930370022	1.607119654550115	1.052955955821532	0.2624588065800179	0.2363026755795121	0.239188423655585	0.26205009418488945	1.8100441384389844E-9	1.810044138438985E-9	-5948431.220736704	0.0	-483.7510927518272
32210000	-5948912.674646109	-487.8843074718249	-5948424.790338637	8676.276773703701	8422.776773703701	58933.840654112006	10546.105534891045	0.7166427928606233	1.7999760146234138	0.3696503364250609	0.28073219899568114	1.8782876206345693	0.9547110364606232	0.26281337874617755	0.23621017195798613	0.23901523265163974	0.2619612166442011	1.5511204403562158E-9	1.5511204403562148E-9	-5948424.790338637	0.0	-489.5112631107233
32220000	-5948894.621370868	-468.34518464654786	-5948426.276186221	6252.80811350924	5999.30811350924	43247.64699318592	6693.124751239658	0.664208764632799	1.786095092422171	0.46385883064657435	0.2553366486068018	1.8417243690115639	0.9887762946800616	0.26275179400399146	0.23640778577354835	0.23877192259670765	0.2620684976257571	2.1116543537703864E-9	2.1116543537703872E-9	-5948426.276186221	0.0	-470.117832778788
32230000	-5948899.365479588	-473.10208273544356	-5948426.263396852	5253.353343933108	4999.853343933108	40345.62657737452	5607.295958307228	0.6296262752505896	1.8212040692541829	0.48301082134144885	0.21257579109902106	1.7341474373984174	1.1194356056563113	0.26287228255008854	0.23655803678430104	0.2387478641892383	0.2618218164763766	2.4054292033314594E-9	2.405429203331459E-9	-5948426.263396852	0.0	-474.9518791458507
32240000	-5948902.944946676	-479.1983281118215	-5948423.746618563	7126.464098483286	6872.964098483286	47401.07624944046	10389.74308026749	0.5417336824296508	1.726013712078672	0.43465248688455405	0.3224005421067019	1.8837743995968659	1.0914251769035264	0.262334346143626	0.23701352946481216	0.23872125073126038	0.2619308736603058	2.0869192091505137E-9	2.0869192091505145E-9	-5948423.746618563	0.0	-480.5829728543949
32250000	-5948915.704888341	-489.0210249390609	-5948426.683863402	7539.303069241096	7285.803069241096	58579.60626760933	10171.80885590382	0.711071040267743	1.9332860212548484	0.5122636285021647	0.30312792307643216	1.59112209654133	0.9491292903574525	0.2629053714238724	0.2362951372521249	0.23881050080639774	0.2619889905176093	1.7817526390695481E-9	1.7817526390695477E-9	-5948426.683863402	0.0	-490.6117797971473
32260000	-5948904.514654176	-487.0278797803009	-5948417.486774396	8310.329147395558	8056.829147395558	57491.96978240923	10196.99905333744	0.679544139992119	1.61262063732508	0.4691862659544317	0.3371777329727508	1.639293371138026	1.262177852617564	0.2627681774048385	0.23660998695885727	0.2387858501143903	0.26183598552191834	1.7386525539417656E-9	1.7386525539417654E-9	-5948417.486774396	0.0	-488.6190385196409
32270000	-5948913.411458774	-487.760599808601	-5948425.650858965	8293.665785893174	8040.165785893174	56827.55264986733	7028.075870530201	0.7494993001292743	1.6652000250920174	0.3969389593285752	0.33807288197913393	1.9959735274838546	0.854315305987116	0.2626888323749507	0.23632981286689253	0.23910611745255556	0.2618752373056056	1.8323099179155666E-9	1.8323099179155666E-9	-5948425.650858965	0.0	-489.6918893844826
32280000	-5948908.829079494	-481.8253971507918	-5948427.003682343	7252.125524722748	6998.625524722748	51759.96361659137	9126.159665950656	0.5644894506634782	1.7688625126093593	0.5992412103427026	0.3809792867162676	1.8224892311843424	0.8639383084838212	0.26264642004353944	0.23655794891244805	0.23866394046243858	0.26213169058157837	1.9637142789866062E-9	1.9637142789866066E-9	-5948427.003682343	0.0	-483.41412487733305
32290000	-5948930.533054998	-500.2610672783217	-5948430.271987719	11214.49255109685	10960.99255109685	76178.27782559334	10518.338936313643	0.8478952001830344	1.79914834880214	0.37487722013902897	0.3426352508410601	1.6717528858066024	0.9636910942281053	0.26285278983462185	0.2360609889417193	0.23894774009756117	0.2621384811261022	1.2449597477628833E-9	1.2449597477628838E-9	-5948430.271987719	0.0	-502.1289234511805
32300000	-5948928.463791711	-502.5034342688341	-5948425.9603574425	9483.141456658814	9229.641456658814	71652.78492139363	17058.73066013588	0.6522856098614995	1.7979395435042371	0.4259852567715885	0.34654886245216104	1.618258088580443	1.1589826388300424	0.26248826585688	0.23654336376840365	0.23915938592117097	0.26180898445354983	1.3178257710031546E-9	1.3178257710031542E-9	-5948425.9603574425	0.0	-503.8286868342383
32310000	-5948934.335444227	-510.86072340898113	-5948423.474720818	13170.618893236177	12917.118893236177	90437.87780488927	16837.45817186677	0.7248473355583629	1.7978613822396718	0.47177494702506617	0.2845581329451389	1.7463781229101567	0.9745800793215746	0.26245239911072704	0.23649965827621947	0.2393406709488429	0.26170727166421504	1.0680780000656528E-9	1.0680780000656526E-9	-5948423.474720818	0.0	-512.4205066947679
32320000	-5948934.397704424	-507.0901265688438	-5948427.307577856	10978.15593804941	10724.65593804941	83148.23608533811	16146.831135363973	0.7231773345888416	1.8522657963570521	0.5235904796668264	0.26518932471549334	1.7278317586954353	0.9079453059763225	0.2626865488706177	0.2362394763034224	0.23919121954539124	0.26188275528057303	1.2317265520505503E-9	1.23172655205055E-9	-5948427.307577856	0.0	-508.578489122834
32330000	-5948932.05279785	-512.6141649926827	-5948419.438632858	13478.060046758137	13224.560046758137	95162.8752187841	21617.787883042845	0.5810326596481975	1.8158623597490162	0.49203862641416335	0.28273225824313164	1.880614834723738	0.947719261221724	0.2628113283467927	0.236521045233307	0.2387308323513543	0.2619367940685504	1.1139586409382264E-9	1.113958640938226E-9	-5948419.438632858	0.0	-513.9284621718331
32340000	-5948935.083323297	-509.87521766460753	-5948425.208105632	14475.718250522616	14222.218250522616	94858.40150313263	17145.77151077925	0.6782925223754317	2.154253794783926	0.33963359920688696	0.37213191217277886	1.4511595517796532	1.0045286196812944	0.26267209024019955	0.2364648200364804	0.23880158106060223	0.2620615086627222	1.0608373452552693E-9	1.0608373452552693E-9	-5948425.208105632	0.0	-511.4441135463485
32350000	-5948905.654302761	-480.92874635350205	-5948424.725556407	7367.221709026857	7113.721709026857	50827.765861607426	10345.41474129197	0.8344576988644814	1.6565456268898116	0.33725405758896965	0.40070063708518233	1.6361271964423278	1.1349147831291977	0.26248923266585705	0.23639166870953307	0.2390976672538604	0.26202143137075395	2.0419833085161576E-9	2.041983308516159E-9	-5948424.725556407	0.0	-482.36344451140036
32360000	-5948903.479010017	-480.3534567973623	-5948423.12555322	7191.853824754777	6938.353824754777	49698.6527334579	9748.222343322095	0.6216335808164308	1.6327651730913484	0.5711585234500791	0.2288722768226158	1.925725801486929	1.0198446443325675	0.2622680453970351	0.23659627965657196	0.23907795505438756	0.26205771989200993	2.11763668708527E-9	2.1176366870852704E-9	-5948423.12555322	0.0	-481.81818990598356
32370000	-5948901.624532092	-461.4571957261168	-5948440.167336366	5172.089351906388	4918.589351906388	36443.44386776199	5785.281266565975	0.6891054291133326	1.9087930457118036	0.5790150958745782	0.3129248787329183	1.6610840067959205	0.8490775437714179	0.26250977927375035	0.2366320836295525	0.23899902835840311	0.2618591087382985	2.5667943835521915E-9	2.566794383552192E-9	-5948440.167336366	0.0	-463.1924218252408
32380000	-5948905.184340913	-485.05103325884966	-5948420.133307654	7953.74130232437	7700.24130232437	55653.965788501315	9503.2146565521	0.7346083450373324	1.5498718243028087	0.44740479771379726	0.30487934884684104	1.9178891031237304	1.0453465809754614	0.26293399113112476	0.23646270329240615	0.2388119739448726	0.26179133163160107	1.701556213568335E-9	1.7015562135683355E-9	-5948420.133307654	0.0	-486.7071982101811
32390000	-5948907.034746407	-485.79391448299606	-5948421.240831924	7256.273315651676	7002.773315651676	53975.63573678295	10051.418287534514	0.6464562555401916	1.8129704380797311	0.4316013286064707	0.3170297833200846	1.7847894531177113	1.0071527413357821	0.26227655669719285	0.2364412479643823	0.2390223865228978	0.26225980881553157	1.7988559660451841E-9	1.7988559660451841E-9	-5948421.240831924	0.0	-487.3508793069194
32400000	-5948897.192415577	-466.87138773141425	-5948430.321027846	5658.10428453207	5404.60428453207	39527.692766092376	5897.445954062858	0.5599491034296458	1.779088608932513	0.5088869494436193	0.35238564364757596	1.742946831973763	1.056742862572854	0.2625807390112856	0.23644696412403102	0.23901502455351137	0.2619572723111766	2.3839339609331374E-9	2.383933960933136E-9	-5948430.321027846	0.0	-468.66498359536877
32410000	-5948916.824250311	-499.9684592893526	-5948416.855791021	7796.794887312613	7543.294887312613	65434.83928596596	13756.000697491747	0.7270258866077883	1.9297218898161685	0.347674117191917	0.22268306604856483	1.9357021603836826	0.8371928799518502	0.2625761425721856	0.236556422640268	0.23909475275677414	0.26177268203077686	1.4520610845958884E-9	1.4520610845958888E-9	-5948416.855791021	0.0	-501.41500928487346
32420000	-5948903.394187409	-481.9071823917077	-5948421.487005018	6565.034540089068	6311.534540089068	49363.27584953992	9754.87818602877	0.7008131162266381	1.7234131151658436	0.5819629931932858	0.2774501640189019	1.810863555789448	0.9054970556058539	0.26261336659536527	0.2363625116527427	0.23887758025906297	0.26214654149283356	2.0559475606400806E-9	2.05594756064008E-9	-5948421.487005018	0.0	-483.38263310067765
32430000	-5948897.633874369	-481.34179238565855	-5948416.292081983	6160.442022070143	5906.942022070143	47651.477273238466	7407.611534156327	0.5957778028165157	1.783252479860742	0.3408477345083453	0.33893871721417457	1.9433625888766066	0.997820676723587	0.26288999474419544	0.23658943171839805	0.2387025982313874	0.2618179753060236	2.046532406732237E-9	2.0465324067322368E-9	-5948416.292081983	0.0	-483.0771549310522
32440000	-5948893.244506412	-476.8595773840354	-5948416.384929028	5044.128720743368	4790.628720743368	41485.88837057325	9590.142609390161	0.6879912382299431	1.8290018651084308	0.30513344478814425	0.41780396902014205	1.7154077177375773	1.0446617651157337	0.26284036620334417	0.23621587392094506	0.23894469689505543	0.2619990629806597	2.209212529205062E-9	2.209212529205061E-9	-5948416.384929028	0.0	-478.2291933062115
32450000	-5948889.104386743	-463.40053727625195	-5948425.7038494665	5156.440061647094	4902.940061647094	34603.97424887999	7624.517077983887	0.6214277231151941	1.4402757698053776	0.39729400206603455	0.45914708018794004	2.016704142557365	1.0651512822680598	0.2626889249151427	0.23636855125989645	0.23867958099694633	0.26226294282801893	2.8962354779434657E-9	2.8962354779434624E-9	-5948425.7038494665	0.0	-464.77343117915547
32460000	-5948889.920200197	-467.91912807453593	-5948422.001072123	5419.543854477265	5166.043854477265	38509.10537211375	5538.680012116346	0.656418426800966	1.8456410975563928	0.3550965681341254	0.4585505683800376	1.7412038386378461	0.9430895004906038	0.26248622015120276	0.2369589018646657	0.239016407768663	0.26153847021547283	2.490930813890282E-9	2.4909308138902816E-9	-5948422.001072123	0.0	-469.740479804
32470000	-5948883.789203879	-460.5950086960587	-5948423.194195183	5035.94725122329	4782.44725122329	34627.99037637776	5323.648228913419	0.5587079993258232	1.8888979112658437	0.40046865736572046	0.30326192712572764	1.8531132406035802	0.9955502643132766	0.2630020521096364	0.23591579326677728	0.2389202228413442	0.2621619317822465	2.933568982552641E-9	2.9335689825526416E-9	-5948423.194195183	0.0	-462.3210543001301
32480000	-5948908.064911329	-479.40365675835034	-5948428.661254571	6586.5245912490045	6333.0245912490045	45737.59563965849	10050.6402354165	0.7012522211874125	1.6538492899440627	0.45853126803006283	0.35761090884284313	1.7815626100839659	1.0471937019116249	0.26273131790861565	0.23631579753527138	0.2392162932251889	0.2617365913309284	2.0713501746830553E-9	2.0713501746830553E-9	-5948428.661254571	0.0	-480.8073703993749
32490000	-5948892.690182026	-472.87502493283506	-5948419.815157093	5293.411013233788	5039.911013233788	39582.676036387	5853.6434734748045	0.7496017766952627	1.9699336921640505	0.4394319800357793	0.3822843617711802	1.5453345397637956	0.9134136495699035	0.26304560681759026	0.23660457852177175	0.2385891667841143	0.26176064787652803	2.457777379483869E-9	2.4577773794838696E-9	-5948419.815157093	0.0	-474.6615151526703
32500000	-5948874.257616841	-452.03561495909554	-5948422.222001882	4478.892490274891	4225.392490274891	29098.39404973239	5543.206067732209	0.7105808895809688	1.6412743030176906	0.3729682011004837	0.3375236991509909	1.9211907485753548	1.016462158574483	0.2627042181353336	0.23668520645971852	0.23856661007990465	0.26204396532504753	3.6864725464381867E-9	3.686472546438186E-9	-5948422.222001882	0.0	-453.5200258425744
32510000	-5948860.238652119	-439.40385368523386	-5948420.834798434	3131.628196726596	2878.128196726596	22359.493803524976	3837.0211731178983	0.6616255757944949	1.9357600785147395	0.39341742685215314	0.3375236991509909	1.6837570963596455	0.9879161233279481	0.2627715716039726	0.23626631747503674	0.238727367185937	0.2622347437350581	3.932938271763982E-9	3.932938271763982E-9	-5948420.834798434	0.0	-441.0920862557865
32520000	-5948871.317614517	-432.966083040357	-5948438.351531477	3206.1108586308073	2952.6108586308073	20845.617599418976	3626.2806697504543	0.7133820927513899	1.788353469897395	0.5979132525432024	0.28020156866208806	1.4965856177334667	1.1235639984124304	0.26269077062187646	0.23596327255240918	0.2389144256651202	0.26243153116059853	4.834547296240332E-9	4.834547296240333E-9	-5948438.351531477	0.0	-434.5725376025368
32530000	-5948859.140254387	-431.5228340484205	-5948427.617420338	2531.610346572104	2278.110346572104	19527.979337444634	3183.4765182614296	0.6829138708094264	1.5841492341816312	0.5951346832413701	0.2762753650577173	1.8186999408611795	1.0428269058486475	0.2627070810257387	0.23630073128267065	0.23917488282773156	0.2618173048638634	5.147804985205721E-9	5.147804985205715E-9	-5948427.617420338	0.0	-433.19548334450747
32540000	-5948865.950286276	-442.43862214939907	-5948423.511664126	3349.125764185114	3095.625764185114	24305.04621869018	3662.768170363963	0.4753707888112436	1.819398131105863	0.49387990472871635	0.36791407814757915	1.7083971393424662	1.1350399578641035	0.2626022385650449	0.23619948776338728	0.23910820011878256	0.26209007355278957	3.7096320491041336E-9	3.709632049104136E-9	-5948423.511664126	0.0	-444.2442731765235
32550000	-5948870.478987974	-443.2141914614516	-5948427.264796512	3184.1025796930435	2930.6025796930435	23514.33065040586	3993.1607202518126	0.8669852187581703	1.9043465912587465	0.48579379906004344	0.40580650153217473	1.436469165291758	0.9005987240990792	0.2626942873508966	0.23654937108126237	0.23876722169642878	0.2619891198714165	4.190348653926703E-9	4.190348653926702E-9	-5948427.264796512	0.0	-444.85600763768815
32560000	-5948882.597671189	-458.62898682873305	-5948423.96868436	4364.634698998323	4111.134698998323	32188.74105235922	5475.5170571222025	0.6889939418959999	1.884642512591794	0.4812157335718731	0.2644801242229439	1.7871847556658191	0.8934829320515423	0.2626097942532238	0.2364137692787561	0.2389786241619467	0.2619978123060776	2.8369475372528145E-9	2.8369475372528153E-9	-5948423.96868436	0.0	-460.3071375685945
32570000	-5948876.210899706	-450.43044496990524	-5948425.780454736	3884.981247183885	3631.481247183885	27492.196355118995	4291.6838899513405	0.5184272065792297	1.8781613682415512	0.4992526147236921	0.2532940375934711	1.7067314303314178	1.1441333425306104	0.26217366906322753	0.23650691631720466	0.2392083672570861	0.262111047362486	3.825327153557652E-9	3.825327153557654E-9	-5948425.780454736	0.0	-452.12387446583085
32580000	-5948867.130018156	-446.8493330155427	-5948420.280685141	3492.276539380889	3238.776539380889	25276.920022561248	4939.1443917112565	0.6873156765519449	1.844388926270849	0.4115441074312831	0.3857801889802873	1.7991845600430931	0.8717865407225152	0.26275013904220174	0.236430417270941	0.2389361993824387	0.2618832443044229	3.6759431164551095E-9	3.6759431164551107E-9	-5948420.280685141	0.0	-448.38017371437
32590000	-5948857.624100344	-433.92846407651894	-5948423.695636268	2983.548806144471	2730.048806144471	21380.738070359974	3182.636419846934	0.6978066506215109	1.8942990088775686	0.35617100677368496	0.3415807773666742	1.7341741748358845	0.9759683815246496	0.26273260371114204	0.23657598488792886	0.23882015829146228	0.2618712531094712	4.294656052320963E-9	4.294656052320963E-9	-5948423.695636268	0.0	-435.73730654794485
32600000	-5948876.322460305	-447.81397232743694	-5948428.508487977	3610.9759897136523	3357.4759897136523	27091.017244433355	4298.58914215279	0.6955593487341445	1.6228384557003783	0.39492170563414936	0.314467602828754	1.8052007712189457	1.1670121158836007	0.2623241310021648	0.2364423994021987	0.23888709093202787	0.262346378663613	3.553696072614005E-9	3.5536960726140027E-9	-5948428.508487977	0.0	-449.5352809231095
32610000	-5948880.553793501	-446.74143438245807	-5948433.812359119	3621.7555135681487	3368.2555135681487	26469.715504222106	5128.630064868742	0.6601552399272739	1.8386031738038349	0.43100219315314753	0.4523269845272636	1.6726997748871115	0.9452126337013417	0.2628145264730062	0.23640159993783635	0.23910493753315096	0.2616789360560109	3.668711058701808E-9	3.6687110587018095E-9	-5948433.812359119	0.0	-448.2586638650095
32620000	-5948874.390258253	-450.50409555993673	-5948423.886162693	3968.647141557443	3715.147141557443	28351.114458631135	4827.6445627609355	0.6813982502107331	1.7916527475367345	0.32949862750240055	0.23545648505045774	1.7754257213910525	1.1865681683085947	0.2624999348077349	0.23634121790214904	0.23927993686879076	0.26187891042132966	3.323566439422235E-9	3.3235664394222336E-9	-5948423.886162693	0.0	-452.16554133794955
32630000	-5948884.37293645	-459.6022891496224	-5948424.7706473	4488.767880051929	4235.267880051929	33121.885619029395	5127.6260720126675	0.6226769552696161	1.7640833817581523	0.44127944902457433	0.2627202582542077	1.9049131424780117	1.004326813215411	0.26275066413063325	0.23677686785424285	0.2384255702302413	0.2620468977848868	3.096555129222496E-9	3.096555129222496E-9	-5948424.7706473	0.0	-461.31658052860155
32640000	-5948868.9847801505	-447.82870007940056	-5948421.156080071	3178.3110841349708	2924.8110841349708	25306.691880125367	3792.238820060819	0.626469805826153	2.0950975034530757	0.2727755206345399	0.3494241052268341	1.7894001833786826	0.866832881480688	0.26250666621933577	0.2363248313179166	0.23902886029526002	0.2621396421674919	3.994765034723207E-9	3.994765034723208E-9	-5948421.156080071	0.0	-449.5827692052484
32650000	-5948879.624771668	-454.29178277639335	-5948425.332988891	4458.534074526824	4205.034074526824	30585.414622109052	5108.183190216294	0.8564471900846838	1.6404850123132404	0.30311384988560797	0.4281780315359583	1.6128972265436372	1.1588786896368455	0.2626555047563122	0.23638892169835066	0.23885925657795648	0.26209631696738483	3.068343637043058E-9	3.068343637043057E-9	-5948425.332988891	0.0	-455.9746225442287
32660000	-5948885.847676339	-454.314273559331	-5948431.533402779	3818.706105745255	3565.206105745255	28931.406035688306	4750.3527657936465	0.7677048662792938	1.7891176830452118	0.4951726439672043	0.3072373726920947	1.5333854852217343	1.107381948794434	0.2629140894678446	0.23631918886281583	0.23947757119870253	0.26128915047064116	3.4085535217729936E-9	3.408553521772994E-9	-5948431.533402779	0.0	-455.98936064866814
32670000	-5948867.566750985	-434.81948589599693	-5948432.747265088	2715.920172097611	2462.420172097611	21027.87409280653	3068.5032967767143	0.726727772269236	1.730369164360588	0.4416074974010487	0.31288125707335407	1.8073171899615	0.9810971189342461	0.262281108379928	0.23618825595778495	0.2394821861435146	0.26204844951877654	4.362725708389373E-9	4.36272570838937E-9	-5948432.747265088	0.0	-436.6486649081992
32680000	-5948855.686908312	-428.86883919865636	-5948426.818069113	2843.9645439965348	2590.4645439965348	19009.16574240094	3389.317887417107	0.6431631293166505	1.6873770760632794	0.3859856166154572	0.4220464683587355	1.7953827630931682	1.066044946552682	0.26265316853486403	0.23645508287385958	0.23881066216250832	0.2620810864287722	5.031389351816357E-9	5.031389351816357E-9	-5948426.818069113	0.0	-430.47681215665864
32690000	-5948851.419211485	-433.99329983913225	-5948417.425911646	2827.775757538925	2574.275757538925	20626.361416526554	3192.816512902246	0.6378762072056683	1.8221814658307074	0.45364595354549525	0.352812528328177	1.5444890680153347	1.188994777074591	0.2625842591200125	0.2364247450880653	0.23895903085676853	0.26203196493515785	4.765239619054101E-9	4.7652396190541015E-9	-5948417.425911646	0.0	-435.7289938932694
32700000	-5948858.444223657	-434.4389016451387	-5948424.005322012	3239.443165698815	2985.943165698815	21632.73956845662	3550.777337792478	0.8183580389900257	1.7816601473149487	0.42392054091872905	0.2695790513188944	1.787621074014846	0.9188611474425299	0.2623691553861801	0.23650393315027501	0.23900405769860317	0.2621228537649457	4.325663085475824E-9	4.325663085475824E-9	-5948424.005322012	0.0	-436.14054747651255
32710000	-5948869.770125238	-433.82673093501876	-5948435.943394303	3349.162138654507	3095.662138654507	21400.57264646929	3155.488754309162	0.6904734087612775	1.5611781065122996	0.6104971013309636	0.4509312462359834	1.8641918864409295	0.8227282507185202	0.26267484468584107	0.2368949314583806	0.23869821280110862	0.26173201105467364	4.497492816912133E-9	4.49749281691214E-9	-5948435.943394303	0.0	-435.62152481633797
32720000	-5948851.672065429	-429.08539468438823	-5948422.586670745	2895.553021642974	2642.053021642974	19297.908779902282	2845.829298114357	0.6609774303546256	1.5732341688410818	0.38913748850303875	0.28846033777192315	2.108980114465519	0.9792104600637849	0.2625596712279561	0.23640090628439153	0.23879163828918826	0.2622477841984681	5.276741078525204E-9	5.276741078525207E-9	-5948422.586670745	0.0	-430.85186709364336
32730000	-5948856.796706712	-430.8700665265584	-5948425.9266401855	2439.414056977701	2185.914056977701	18741.974378599745	2769.993700003054	0.5581831484897996	1.937058761356377	0.3797336726740763	0.32312328698118437	1.7500949081771584	1.0518062223213773	0.2627945719316853	0.236358525764599	0.23889633945254507	0.26195056285117463	5.120321636445576E-9	5.120321636445578E-9	-5948425.9266401855	0.0	-432.6639844341346
32740000	-5948869.998529247	-448.1959560088567	-5948421.8025732385	3277.4991383444008	3023.9991383444008	25464.837071820155	4024.9784358530733	0.6426916485374025	1.5671611418453644	0.47269447449785723	0.3934233106696575	2.09921925597418	0.8248101684755113	0.26277470716801693	0.23609372654275018	0.23906578997696773	0.2620657763122691	3.728882753150711E-9	3.728882753150711E-9	-5948421.8025732385	0.0	-449.92802118472673
