# BEAST v1.10.4
# Generated Wed Jun 16 16:24:26 EDT 2021 [seed=543545]
# -seed 543545 -threads 10 -beagle_SSE -beagle_double beast_strict_clock.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
190000	-5948902.999826479	-355.5486231604241	-5948547.451203318	709.1482413097414	455.64824130974137	5860.71368243886	547.0818995678835	0.9019128410837101	1.3054685207631251	0.8736916996766614	0.6389658203090722	1.2186270288170196	1.0613340893504066	0.2625858220373762	0.23663509984217918	0.2392184342643529	0.26156064385609173	1.6700004234291926E-8	1.670000423429192E-8	-5948547.451203318	0.0	-357.79219798813733
200000	-5948889.391684021	-358.81118559529	-5948530.580498425	744.8405004865435	491.34050048654353	6125.823081107319	726.2372169682405	0.8800012028038987	1.245001105492397	0.8702763598965257	0.6723987568647667	1.3103885747092308	1.0219340002331763	0.2628377178736627	0.23656030815053342	0.23892036347917464	0.2616816104966292	1.667630048169114E-8	1.6676300481691133E-8	-5948530.580498425	0.0	-360.79430901914697
210000	-5948893.841262891	-365.14633990865843	-5948528.694922983	769.4675082625204	515.9675082625204	6597.037864957737	873.4219693933138	0.8628282046980605	1.274877325523265	0.836012798467209	0.6153294059459508	1.3668891310432105	1.0440631343223006	0.26292403429155975	0.2365605467731549	0.23883380843865612	0.2616816104966292	1.4085398604578984E-8	1.4085398604578982E-8	-5948528.694922983	0.0	-367.06640922353614
220000	-5948897.583726373	-371.68452030137473	-5948525.899206071	755.5762469631062	502.0762469631062	6667.55900582722	1334.7098134377338	0.8651435089536723	1.3360062249343936	0.8347168182674323	0.5379898390792521	1.3645677459988093	1.061575862766437	0.2627308087051873	0.2365605467731549	0.2390010840505064	0.2617075604711514	1.499786612059728E-8	1.4997866120597275E-8	-5948525.899206071	0.0	-373.1544640822977
230000	-5948876.195659847	-360.2481823238591	-5948515.947477523	699.083248485575	445.58324848557504	6097.429413578375	656.4822654138746	0.9002014352553858	1.3527506447921096	0.8011425031198968	0.5001926685440853	1.3767045395488642	1.0690082087396553	0.2627308087051873	0.2365605467731549	0.23921420771086202	0.26149443681079576	1.5902652982351693E-8	1.5902652982351697E-8	-5948515.947477523	0.0	-362.3537203534733
240000	-5948877.767373096	-369.1907787385217	-5948508.576594357	716.1208959246657	462.62089592466566	6809.253621290662	898.933072061092	0.8868116796498577	1.3688996693804583	0.7823115195887569	0.481565688581164	1.4163376680186075	1.0640737747811528	0.2627308087051873	0.2365605467731549	0.23921420771086202	0.26149443681079576	1.4632052201558066E-8	1.463205220155807E-8	-5948508.576594357	0.0	-371.07884454993683
250000	-5948867.735791782	-364.0243552111704	-5948503.711436571	740.4656161107362	486.96561611073616	6488.520581108258	882.7020869579877	0.9045311628576679	1.4058065433297988	0.748524830638758	0.4354039743384264	1.4597198233103974	1.0460136655249486	0.2626423637823912	0.2365605467731549	0.23921420771086202	0.26158288173359184	1.536257496209495E-8	1.5362574962094948E-8	-5948503.711436571	0.0	-365.88215788467363
260000	-5948846.6114101205	-377.18495603454966	-5948469.426454086	1248.589536561474	995.089536561474	8401.617576013403	1005.6167624755018	0.8769061107154561	1.3968412543579591	0.7037252553307416	0.4458194229616936	1.4876481105366381	1.089059846097509	0.2624449074065058	0.23654855243375983	0.23889613161892537	0.262110408540809	1.1284945167803267E-8	1.1284945167803267E-8	-5948469.426454086	0.0	-379.1958222605833
270000	-5948851.352054753	-386.94681887787874	-5948464.405235875	1325.8192989189124	1072.3192989189124	9692.533681348328	1089.1823129711884	0.8513458036541328	1.3761714961149045	0.6805096341304468	0.46317295238160316	1.489144044220264	1.139656069498646	0.2624757959979364	0.23643177163944298	0.2391286088168611	0.2619638235457595	1.0571592367302941E-8	1.057159236730295E-8	-5948464.405235875	0.0	-388.981966615755
280000	-5948849.985948036	-392.15057926936356	-5948457.835368767	1625.7767888570925	1372.2767888570925	10774.866576871513	1299.6435998525867	0.867862379272462	1.3728045216216902	0.6581324315810412	0.4608950102480769	1.504191752877694	1.1361139043990323	0.2624757959979364	0.23638133724015575	0.2391286088168611	0.26201425794504674	8.628045279208264E-9	8.628045279208264E-9	-5948457.835368767	0.0	-394.1635801016782
290000	-5948841.388675071	-384.6103379124073	-5948456.778337159	1371.010173295083	1117.510173295083	9522.238734189541	1158.2851140708262	0.8794465023399134	1.3711427621559056	0.6818708869030914	0.4685160186610263	1.5065924673588078	1.0924313625812518	0.26249856707300456	0.23621503735196087	0.2389601038818711	0.26232629169316346	9.924669769952155E-9	9.924669769952152E-9	-5948456.778337159	0.0	-386.6066907932805
300000	-5948846.264600552	-391.33627545332985	-5948454.928325098	1376.4821979221217	1122.9821979221217	10094.808772599925	1284.4621559013933	0.8479566112143155	1.3702500921557697	0.6440657443722604	0.48490706096917907	1.533878372541869	1.1189421187466027	0.26249856707300456	0.23632444370985378	0.2388506975239782	0.26232629169316346	9.661946961198103E-9	9.661946961198104E-9	-5948454.928325098	0.0	-393.27183564173663
310000	-5948850.792902852	-398.3316937917037	-5948452.461209061	1543.638510326352	1290.138510326352	10924.319040120366	1660.2393802598945	0.8662876144034055	1.3627620597675187	0.6477804669765143	0.4542544541860452	1.5487561132705674	1.1201592913959448	0.2628472886936471	0.23632444370985378	0.23876857588591022	0.26205969171058896	9.77674946824513E-9	9.776749468245127E-9	-5948452.461209061	0.0	-400.04420209580724
320000	-5948850.127134091	-402.1291995712009	-5948447.99793452	1591.808746421575	1338.308746421575	11525.391431815526	1774.0139154558774	0.7982453296110885	1.4096764229852226	0.6386474865722617	0.47698491388232095	1.524284300724184	1.1521615462249175	0.2628472886936471	0.23640525907148482	0.23878766648486183	0.26195978575000634	8.049427581598762E-9	8.049427581598764E-9	-5948447.99793452	0.0	-403.8994225887949
330000	-5948845.19742398	-403.23347189089134	-5948441.963952089	1711.0609510974057	1457.5609510974057	12135.428475182445	1757.9877106301458	0.7744651642928697	1.4678349883979132	0.6086302426059671	0.45874510137361196	1.541953402558722	1.1483711007709108	0.2628472886936471	0.23653911645287898	0.23865380910346767	0.26195978575000634	8.164090917039923E-9	8.164090917039921E-9	-5948441.963952089	0.0	-405.03147962350783
340000	-5948841.056004713	-404.25527193532474	-5948436.800732778	1645.577712418866	1392.077712418866	12037.905479534755	1485.6577402821586	0.7715013964653676	1.4836150711718619	0.6217674545441197	0.4073451146229301	1.5642134889900223	1.1515574742056933	0.2622619732364843	0.23653911645287898	0.23923912456063043	0.26195978575000634	7.670267226529338E-9	7.67026722652934E-9	-5948436.800732778	0.0	-406.2487612402977
350000	-5948844.766591801	-408.3014651122206	-5948436.4651266895	1985.6682659504763	1732.1682659504763	13453.393502393885	1746.6829826558599	0.7364390958884331	1.5688372496410397	0.6205492910042397	0.39420291861325657	1.5305493649686503	1.1494220798843755	0.262732210261306	0.23615930392245574	0.23914870006623198	0.26195978575000634	7.234253649009042E-9	7.234253649009048E-9	-5948436.4651266895	0.0	-410.2179360604269
