# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu May 13 12:45:55 AEST 2021 [seed=1620873954754]
# -overwrite 1.ANTUCLN_dates_noHyperPrior.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-1.7291186971940048E7	-74.85753857126922	-1.729111211440148E7	50.29885849940856	50.29885849940856	53.625297539510285	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	0.3333333333333333	1.0910047194616594	0.21328921063971149	0.43301270189221935	-1.729111211440148E7	-10.75055681536833	-3.326439040101725
100000	-5882640.152537131	-37.36546299208689	-5882602.787074138	354.6034009274648	354.6034009274648	709.8428933925475	50.89488841956691	0.9190937466635667	1.1322108837772669	0.923114595968073	0.812555037240154	1.1625660653894634	1.0504596709614762	0.2103240342493098	0.0010663567106502137	0.27282847072239635	4.1667498982923646E-8	0.0	NaN	-5882602.787074138	-10.75055681536833	-19.18735800829098
200000	-5882635.291617234	-34.51411183247508	-5882600.7775054015	249.71900289140294	249.71900289140294	502.0129838549444	46.44136508666428	0.8919542186597202	1.2862035788624158	0.8539923360898106	0.7379650264303821	1.1421857035535865	1.0876991364040858	0.06770193584799496	9.350389906269295E-4	0.19453896063477646	4.8998850354940606E-8	0.0	NaN	-5882600.7775054015	-10.75055681536833	-17.481514557943186
300000	-5882635.03638599	-37.87964502320047	-5882597.156740966	264.9739153945381	264.9739153945381	532.8661654979537	68.30411617758476	0.8456431483962528	1.3084840021186455	0.8412557727658113	0.6585990054899351	1.2218839261198013	1.1241341451095541	0.6446927396915706	0.0012730106428085952	0.2632603285841111	6.72856381661273E-8	0.0	NaN	-5882597.156740966	-10.75055681536833	-16.96723063341808
400000	-5882627.624060535	-38.887337735634965	-5882588.736722799	255.99177080272398	255.99177080272398	507.2948383850923	44.18349380032787	0.8586302106595106	1.4156340917963814	0.9681117662125456	0.4964790964361173	1.2441415600476657	1.0170032748477813	0.7731995232699037	0.002378457353344838	0.8830244851731882	5.501007889907435E-8	1.3177671865040216E-16	NaN	-5882588.736722799	-10.75055681536833	-17.405322031415736
500000	-5882622.40015572	-33.574446512824295	-5882588.825709208	192.85677556219633	192.85677556219633	380.2135034203054	25.065596556412782	0.7220615339741453	1.4215870797424046	1.0288118269698345	0.5024124145286808	1.4077634505250662	0.9173636942598675	0.4832174722288274	0.0010799213861992206	0.19651347196072544	6.900344222249602E-8	1.4586372129927707	NaN	-5882588.825709208	-10.75055681536833	-17.690298337192555
600000	-5882614.13734896	-35.1404068621776	-5882578.996942098	265.41203301658123	265.41203301658123	524.3775998401829	30.095548688218415	0.6326038580500727	1.5401531257063719	1.0521663019586789	0.3391700170480064	1.5473998691491566	0.8885068280877136	0.2251024138387335	0.0010309579838249467	0.2173758969686501	5.3009417434283664E-8	0.0	NaN	-5882578.996942098	-10.75055681536833	-19.260835178544824
700000	-5882618.415411909	-34.48682418933733	-5882583.92858772	230.63461106715067	230.63461106715067	463.71296038967165	49.91079784002529	0.5735250143252282	1.518277713095344	0.9036832322395911	0.3541705784982762	1.5148908321929189	1.1354526296486405	0.26550351265094785	8.701522803328957E-4	0.15219530170295414	5.84097909360432E-8	1.241067220726268E-16	NaN	-5882583.92858772	-10.75055681536833	-16.90089216434591
800000	-5882616.704835012	-35.04313311806796	-5882581.661701893	253.91156630294356	253.91156630294356	501.81290043301203	46.054737910934634	0.5932471069072786	1.5147486704840767	0.8648433825157018	0.35504600103047446	1.50611007611018	1.1660047629522872	0.2656476938374938	0.0012231423448544074	0.2639734736708735	6.084234768111608E-8	0.0	NaN	-5882581.661701893	-10.75055681536833	-17.16612214656947
900000	-5882616.299762636	-35.95381861415096	-5882580.345944022	287.6682026934461	287.6682026934461	572.740906062271	54.967174722642596	0.583717131533022	1.4555413175920984	0.8862171180830367	0.3155262566198444	1.653555156538893	1.1054430196331042	0.646325572042574	6.517249905022195E-4	0.09934251479599196	5.3280223335068783E-8	1.360551295821701E-16	NaN	-5882580.345944022	-10.75055681536833	-17.539501098444894
1000000	-5882610.139342012	-36.702040010390746	-5882573.437302002	356.54191559318735	356.54191559318735	717.3260605199224	48.44799984644349	0.5473295888598498	1.692385784408218	0.7871404177660177	0.17857260043939874	1.8035074083725633	0.991064200153951	0.21718257584837367	7.3508776385516E-4	0.13906484277302333	4.4111506834091746E-8	0.0	NaN	-5882573.437302002	-10.75055681536833	-19.577095857991157
1100000	-5882603.464814765	-34.63727289671718	-5882568.827541868	234.89075248589558	234.89075248589558	465.8756134616374	65.78429808363528	0.6206777050241246	1.7947582087008283	0.7903128212859502	0.10876146926336255	1.7922772572597208	0.8932125384660111	0.019871698227117117	6.839464013778098E-4	0.09761152114872942	6.146470071583638E-8	2.358767749812546E-16	NaN	-5882568.827541868	-10.75055681536833	-16.326593563883634
1200000	-5882602.862292122	-36.07941665790938	-5882566.782875464	281.0396649877399	281.0396649877399	559.974594853456	38.292155160674994	0.7130836553703621	1.901299868289863	0.6098112173233293	0.008307525179677026	1.925742718250998	0.8417550155857697	0.49204466611750325	0.0011162842787080616	0.23214871168238824	5.853220020914204E-8	0.0	NaN	-5882566.782875464	-10.75055681536833	-18.710582950215638
1300000	-5882601.6701639425	-37.83702420714215	-5882563.833139735	302.2346125811275	302.2346125811275	599.267693609798	47.558168327322946	0.6276869715051614	1.9780699050819823	0.5496454554109432	0.03810286971709105	2.002346917376083	0.804147880908739	0.044822432339789386	0.0020205705560925056	0.7161468151904875	4.987542481142633E-8	0.0	NaN	-5882563.833139735	-10.75055681536833	-18.13548882923684
1400000	-5882596.787405003	-33.52991329920682	-5882563.257491704	202.02471516082744	202.02471516082744	400.8764206629816	28.75892618850334	0.5578962330287709	2.1108377726525807	0.5637847011788856	0.03974316810679552	2.0778990706561866	0.6498390543767819	0.4000343440029503	9.872247663468003E-4	0.1645501211352408	7.128153287686108E-8	2.140432905477577	-0.43301270189221935	-5882563.257491704	-10.75055681536833	-17.62486705347397
1500000	-5882598.394025518	-36.537614851693334	-5882561.856410666	274.8277733714283	274.8277733714283	546.3243125749038	29.504989785562167	0.6764208080252613	2.147792457185563	0.6244634376190423	0.09395652908399267	1.841465059866809	0.6159017082193333	0.6336875518191135	0.0010127997710090372	0.2134227788315821	5.211898609648255E-8	0.0	NaN	-5882561.856410666	-10.75055681536833	-19.92846759537454
1600000	-5882602.612696099	-34.7149840474672	-5882567.897712052	202.73979709970385	202.73979709970385	402.2215218384447	41.4173108807976	0.6525263913281821	2.168045389468296	0.7745550417588898	0.0605618910081423	1.844407386670603	0.49990389976588867	0.6229036706265375	0.001402664155259636	0.28115984215738005	8.019904837295777E-8	1.4724747631425565	-0.4330127018922193	-5882567.897712052	-10.75055681536833	-16.406164360403015
1700000	-5882596.428120198	-34.24160924800655	-5882562.186510949	190.75882110560912	190.75882110560912	373.6058528824577	50.034403120893685	0.5963901497885231	2.278386939983472	0.7926608127246538	0.01878622707949268	1.9312067695314563	0.3825691008924057	0.4336840518820553	0.0013376062094266471	0.24326393304012484	8.491773676918505E-8	0.0	NaN	-5882562.186510949	-10.75055681536833	-15.614496592721853
1800000	-5882597.2583900895	-36.28248901094615	-5882560.975901078	272.6694208450397	272.6694208450397	539.1423851378497	60.03921389667957	0.574728809603575	2.4382706641590866	0.737478162345334	0.04004265457079647	1.924853112422225	0.2846265968989855	0.05099925887908124	0.001427937608145204	0.36469492143842097	5.593572641753794E-8	1.2959602304810512E-16	NaN	-5882560.975901078	-10.75055681536833	-16.93656210138362
1900000	-5882597.086852033	-36.465742987122916	-5882560.621109045	223.64854655509046	223.64854655509046	443.42773749818105	30.647736627908852	0.5863323836654369	2.4856987655020912	0.5993099532240679	0.0921710114846858	1.9506868914285656	0.2858009946951549	0.47693236868758543	0.0020629227222095214	0.6342962571849223	6.21837456852379E-8	0.0	NaN	-5882560.621109045	-10.75055681536833	-17.971729383593033
2000000	-5882599.731086746	-37.16915543493311	-5882562.561931311	274.53688457956406	274.53688457956406	544.9804826856587	47.24662080797233	0.6062940980912913	2.5392752361864286	0.7031029447342217	0.0174378103172299	1.6911586656969535	0.4427312449738751	1.3956679340982665	8.16559482979659E-4	0.1580710576195871	4.774179150361673E-8	1.4675140077094224	-0.43301270189221935	-5882562.561931311	-10.75055681536833	-17.64270326710706
2100000	-5882600.572663843	-39.08893887173869	-5882561.483724971	307.39442681412487	307.39442681412487	609.5235736535208	50.66873687056265	0.5791016270663951	2.5768522180502713	0.7742469512462767	0.08908575993585839	1.6574986033440848	0.32321484035711484	1.2010688449566147	0.0015160636102078825	0.4384932078080638	4.990432958343574E-8	1.52295856171674	-0.43301270189221935	-5882561.483724971	-10.75055681536833	-18.03571673653612
2200000	-5882600.450975344	-34.86204978953802	-5882565.588925554	181.9689266100362	181.9689266100362	357.4629191459158	35.44083136108044	0.6399042510037403	2.4589954725229104	0.8663195307108447	0.03602937770157047	1.8351268240923528	0.1636245439685822	0.18582822694440546	0.002558078892033527	0.7152591099893159	8.816490313164402E-8	1.6444293437709076E-16	NaN	-5882565.588925554	-10.75055681536833	-16.013067251432307
