# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu May 13 13:12:01 AEST 2021 [seed=1620875519896]
# -overwrite 2.MEDSC_dates_noHyperPrior.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-3.457048086170941E7	-306.2145312996803	-3.4570174647178106E7	108.12022099972324	108.12022099972324	187.4583181666429	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	-3.4570174647178106E7	0.0	-112.12812346399589
100000	-5922846.154574016	-701.2202559806615	-5922144.934318036	194.11809723234083	194.11809723234083	2106.7613493250365	118.5540934179906	0.9211085526446737	1.3224994646935564	0.8834722182569755	0.5601777049048672	1.4295019733301766	0.8832400861697525	0.0411082387466236	3.417343218506471E-7	3.417343218506475E-7	-5922144.934318036	0.0	-692.4081119709908
200000	-5921698.003093918	-795.2302577144596	-5920902.772836204	283.4688593997751	283.4688593997751	3624.1822119936533	250.8499729755561	0.8754891610815757	1.3583991183379827	0.9201483995986787	0.5110083361194352	1.4659751258905591	0.8689798589717717	0.0032389245866481214	1.8600006707585395E-7	1.8600006707585381E-7	-5920902.772836204	0.0	-773.8396919156402
300000	-5921364.764872966	-830.1767301101357	-5920534.588142856	326.6814141601636	326.6814141601636	4354.186274895865	315.2614350597739	0.8543639971535061	1.4605895941993288	0.8981722471748198	0.5026549186808957	1.4232574653561976	0.8609617774352563	0.0444926077675756	1.5267215288327087E-7	1.5267215288327098E-7	-5920534.588142856	0.0	-802.4530017125878
400000	-5921344.252455614	-847.8750105627419	-5920496.3774450505	390.19143305874803	390.19143305874803	4956.205772154801	319.3727160715003	0.8746301706686144	1.4580501010605413	0.9117589738740929	0.4617187874469612	1.372348844302374	0.9214931226474192	0.01733195563912302	1.3371292512597174E-7	1.337129251259718E-7	-5920496.3774450505	0.0	-819.9255276310118
500000	-5921364.005812662	-894.4960534386621	-5920469.509759223	445.4002056700744	445.4002056700744	6057.3567191696375	398.6668584271686	0.7762960095839928	1.5000491403152503	0.9423894884076056	0.5238545780768419	1.389539039980519	0.8678717436357937	0.029883549106826477	1.1470306970063495E-7	1.1470306970063508E-7	-5920469.509759223	0.0	-858.7690116971148
600000	-5921310.802926266	-889.3437302099828	-5920421.459196055	444.9588114605367	444.9588114605367	6028.939594371454	465.22650099507547	0.7927364709053605	1.567413999757792	0.8790862252624628	0.4403018719772418	1.4114949688073926	0.908966463289753	0.04695031577635715	1.1079075643094692E-7	1.1079075643094686E-7	-5920421.459196055	0.0	-846.9416180558535
700000	-5921323.648568273	-896.3078215280665	-5920427.340746745	440.95848365863515	440.95848365863515	6146.114742179363	449.05363867396636	0.8127037814321388	1.5488116628088866	0.9131059088986644	0.5100429952420544	1.4796157673098553	0.7357198843084047	0.004982982914728961	1.0919846751564741E-7	1.0919846751564737E-7	-5920427.340746745	0.0	-855.6237897303935
800000	-5921339.500811504	-904.562487650936	-5920434.938323854	494.9495962507403	494.9495962507403	6602.425923565531	450.7970603431342	0.841923838309378	1.4711073826066956	0.8984734551777247	0.5030295186998334	1.348617410882257	0.9368483943241143	0.01587679334374849	1.0259994547082397E-7	1.025999454708241E-7	-5920434.938323854	0.0	-863.7492931237304
900000	-5921307.78660812	-887.5483069813592	-5920420.238301139	438.8746926049424	438.8746926049424	6098.204076474986	431.839752163247	0.8597441725066042	1.4938879275580947	0.8369352848418568	0.4492788735638129	1.3691918683690858	0.9909618731605482	0.015136456772356654	1.0793660871827444E-7	1.0793660871827439E-7	-5920420.238301139	0.0	-848.5672683699787
1000000	-5921327.26424003	-902.4123588112976	-5920424.851881219	477.18392615759	477.18392615759	6605.594366330218	446.3672363871928	0.8544824484697406	1.3895382024834924	0.8990727378865425	0.49545091805556496	1.4374529736791573	0.9240027194255043	0.041370641576783766	1.047257861950414E-7	1.0472578619504143E-7	-5920424.851881219	0.0	-861.981130517101
1100000	-5921341.702218377	-920.940001808385	-5920420.762216569	567.4278320549747	567.4278320549747	7274.844270414207	517.5348995087627	0.8473959632511447	1.519711761697747	0.8089211757001897	0.5246105308844391	1.4412347103088161	0.8581258581576651	0.02432812219472193	9.170883814425668E-8	9.170883814425666E-8	-5920420.762216569	0.0	-873.5407329012384
1200000	-5921350.721417552	-914.2638730054811	-5920436.457544547	527.3264629165736	527.3264629165736	7109.67806046292	462.7678375259682	0.845151512609026	1.5008429567271615	0.8905176468596209	0.47881092960943666	1.3017394619428615	0.9829374922518966	0.008967069391316805	9.33245853936478E-8	9.332458539364774E-8	-5920436.457544547	0.0	-872.3518209268663
1300000	-5921337.024281957	-911.0625048428767	-5920425.961777114	561.9249933533441	561.9249933533441	7004.21911849413	512.5409328795629	0.8669562402243842	1.4554304118414818	0.9047793610376325	0.5545451868258763	1.37376136411631	0.844527435954318	0.04727900018093237	9.743127151597905E-8	9.743127151597916E-8	-5920425.961777114	0.0	-864.0674964931076
1400000	-5921319.705708682	-896.9321944445448	-5920422.773514237	467.4801803003337	467.4801803003337	6401.18528586763	452.53764559903556	0.9270021312333468	1.4425323988419336	0.9186252877217705	0.5180585595321127	1.3509077130273222	0.8428739096435154	0.054156224989026856	1.0301306521214781E-7	1.0301306521214777E-7	-5920422.773514237	0.0	-855.8509143326905
1500000	-5921345.0294854	-905.7339212860999	-5920439.295564114	491.99887775247305	491.99887775247305	6607.8670119724775	425.41773809689647	0.8360913038079428	1.4860357594665552	0.8871639472716839	0.5691386434059289	1.37835291928835	0.8432174267595385	0.05144179630310104	1.036346507446816E-7	1.0363465074468152E-7	-5920439.295564114	0.0	-867.3829162950227
1600000	-5921335.65677947	-909.702143728954	-5920425.954635741	481.62360246683147	481.62360246683147	6806.659417202298	454.6165171607131	0.832554647634858	1.4930258322931342	0.8470038322834162	0.5550906487279708	1.3664281622583927	0.905896876802229	0.011670994319904378	9.815925549453243E-8	9.815925549453248E-8	-5920425.954635741	0.0	-868.5527796393777
1700000	-5921326.237035897	-907.1015221240232	-5920419.135513772	504.13796502640093	504.13796502640093	6745.780092661208	476.7979856570616	0.8511225622117217	1.429289372186165	0.8701709897649135	0.49500878631780953	1.4548433570009323	0.8995649325184576	0.06155910074152877	9.681975789037875E-8	9.68197578903787E-8	-5920419.135513772	0.0	-863.6366278891849
1800000	-5921343.234968667	-903.9797115862258	-5920439.25525708	492.29923559953244	492.29923559953244	6546.186154828901	464.27585747717075	0.898141201386135	1.418807051057441	0.8694805896404413	0.5168748714862619	1.41421729586494	0.8824789905647809	0.012705953305790404	9.882430772862101E-8	9.882430772862113E-8	-5920439.25525708	0.0	-861.8394791444571
